"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-07-11,AM00418,,BT-BP-30064,"BinTEK™ Samsung Note 4 EB-KN910BWEGW 3220mAH Li-Ion Premium Battery",12.95
2017-07-11,AM00273,Laura,BT-BP-30044,"BinTEK™ Motorola Droid 4 XT894 XT897 Photon Q EB41 1750mAH Lion Premium Battery",15.95
2017-07-11,AM00267,,BT-SPX-0201,"Bongo Shield Tempered Glass Screen Protector - Motorola Moto X Style",9.95
