"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-11-30,PP12344R,"Calvin LCT",APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",23.4900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",23.4900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",18.9900
2017-11-30,PP12344R,"DATAN INC",APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Economy Plus)",26.9900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2311,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Economy Plus)",26.9900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2311,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Economy Plus)",26.9900
2017-11-30,PP12344R,"Alfie (Incoming)",APL-001-0522,"LCD Screen for iPad Mini (Non-Retina)",30.9900
2017-11-30,PP12344R,"Alfie (Incoming)",APL-001-2185,"LCD and Touch Screen Digitizer for iPad Mini 4 - White",91.9900
2017-11-30,PP12344R,"Alfie (Incoming)",APL-001-2185,"LCD and Touch Screen Digitizer for iPad Mini 4 - White",91.9900
2017-11-30,PP12344R,"Alfie (Incoming)",APL-001-2185,"LCD and Touch Screen Digitizer for iPad Mini 4 - White",91.9900
2017-11-30,PP12344R,"Alfie (Incoming)",APL-001-2185,"LCD and Touch Screen Digitizer for iPad Mini 4 - White",91.9900
2017-11-30,PP12344R,"Alfie (Incoming)",APL-001-2185,"LCD and Touch Screen Digitizer for iPad Mini 4 - White",91.9900
2017-11-30,PP12344R,ELE,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",30.9900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",26.9900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",26.9900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",26.9900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2372,"LCD and Touch Screen Digitizer for iPhone 7 Plus - Black (Economy Plus)",27.9900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)",26.9900
2017-11-30,PP12344R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",23.4900
2017-11-30,PP12344R,ELE,APL-001-2279,"LCD and Touch Screen Digitizer for iPhone 7 - White (Standard)",26.9900
2017-11-30,PP12338R,"DATAN INC",APL-001-0728,"LCD and Touch Screen Digitizer for iPhone 5S - White (Economy Plus)",0.0000
2017-11-30,PP12338R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",23.4900
2017-11-30,PP12338R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",23.4900
2017-11-30,PP12338R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",23.4900
2017-11-30,PP12338R,ELE,APL-001-2279,"LCD and Touch Screen Digitizer for iPhone 7 - White (Standard)",26.9900
2017-11-30,PP12338R,ELE,APL-001-2279,"LCD and Touch Screen Digitizer for iPhone 7 - White (Standard)",26.9900
2017-11-30,PP12338R,"Calvin LCT",APL-001-2281,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Standard)",27.9900
2017-11-30,PP12338R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",26.9900
2017-11-30,PP12338R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",26.9900
2017-11-30,PP12338R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",26.9900
2017-11-30,PP12338R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",26.9900
2017-11-30,PP12338R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",26.9900
2017-11-30,PP12338R,"Calvin LCT",APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",23.4900
2017-11-30,PP12308R,"DEJI Battery",BT-BP-30010,"BinTEK Battery for iPhone 6 1810mAH Li-Ion Premium ",7.9900
2017-11-30,PP12308R,"DEJI Battery",BT-BP-30010,"BinTEK Battery for iPhone 6 1810mAH Li-Ion Premium ",7.9900
2017-11-30,PP12308R,"DEJI Battery",BT-BP-30192,"BinTEK Battery for iPhone 6S 1715mAH Li-Po Premium ",8.9900
2017-11-30,PP12308R,"Alfie (Incoming)",APL-003-1705,"Front Camera with Proximity Sensor and Microphone for iPhone 7",9.4900
2017-11-30,PP12308R,"DEJI Battery",BT-BP-30010,"BinTEK Battery for iPhone 6 1810mAH Li-Ion Premium ",7.9900
2017-11-30,PP12308R,"Alfie (Incoming)",APL-003-1704,"Rear Camera for iPhone 7",21.9900
2017-11-30,PP12308R,"Alfie (Incoming)",APL-003-1736,"Rear Camera for iPhone 7 Plus",69.9900
2017-11-30,PP12253R,"Alfie (Incoming)",SRN-SAM-1505,"LCD and Touch Screen Digitizer for Samsung Galaxy J7 (2016) - White",56.9900
2017-11-30,PP12274R,"Alfie (Incoming)",SRN-MOT-680,"LCD and Touch Screen Digitizer for Motorola Moto Z Play Droid XT1635-01 ZT1635-02 - Black",97.9900
2017-11-30,PP12275R,"Alfie (Incoming)",APL-001-2215,"Touch Screen Digitizer with Home Button And IC Chip for Apple iPad Mini & iPad Mini 2 - White (Premium)",18.9900
