"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-09-05,PP11650R,"Calvin LCT",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",24.4900
2017-09-05,PP11650R,"Calvin LCT",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",24.4900
2017-09-05,PP11651R,"Calvin LCT",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",18.9900
2017-09-05,PP11687R,"Calvin LCT",APL-001-2281,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Standard)",32.9900
2017-09-05,PP11688R,"Calvin LCT",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",25.4900
2017-09-05,PP11688R,"Calvin LCT",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",16.9900
2017-09-05,PP11689R,"Calvin LCT",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",16.9900
2017-09-05,PP11555R,"Calvin LCT",APL-001-2310,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - White",28.9900
2017-09-05,PP11555R,ELE,APL-001-2279,"LCD and Touch Screen Digitizer for iPhone 7 - White (Standard)",30.9900
2017-09-05,PP11555R,"Scott Refurb",APL-001-2091,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - Black (Premium)",28.4900
