"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-01-26,501468R,"Alfie (Incoming)",APL-001-2115,,22.9900
2017-01-26,503668R,"Alfie (Incoming)",APL-001-0282,"LCD and Touch Screen Digitizer for iPhone 4S White",13.9900
2017-01-26,496396R,"Alfie (Incoming)",APL-001-2132,"LCD and Touch Screen Digitizer Assembly for iPhone 6s Standard – Black",79.9900
2017-01-26,504922R,,SRN-HTC-1142,"HTC Desire 526 LCD & Digitizer Assembly",21.3600
2017-01-26,502076R,"Alfie (Incoming)",FLX-SAM-1269,"Samsung Galaxy S6 G920F Charging Port Flex Cable Rev 0.6A",6.8000
2017-01-26,504992R,,APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",45.9900
2017-01-26,503095R-Jl,"Alfie (Incoming)",APL-001-2115,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black with Tempered Glass (Economy)",22.9900
2017-01-26,504013R,"Alfie (Incoming)",APL-001-2091,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - Black (Premium)",58.9500
2017-01-26,503040R,"Alfie (Incoming)",APL-001-2147,"LCD Touch Screen Digitizer Assembly for iPhone 5C Black with Tempered Glass (Economy)",18.4900
2017-01-26,503040R,"Alfie (Incoming)",APL-001-2147,,18.4900
2017-01-26,503040R,"Alfie (Incoming)",APL-001-0730,,19.9900
2017-01-26,502705R,"Alfie (Incoming)",APL-001-2114,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass (Economy)",22.9900
2017-01-26,500311R-9A,"Alfie (Incoming)",APL-001-2133,"LCD and Touch Screen Digitizer Assembly for iPhone 6s Standard – White",79.9900
2017-01-26,498650R-ml,"Alfie (Incoming)",APL-001-2135,"LCD and Digitizer Assembly for iPhone 6S Plus Standard - White",79.9900
2017-01-26,500014R,,APL-001-2289,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus Black with Tempered Glass (Economy)",29.9900
2017-01-26,498897R-Tw,"Alfie (Incoming)",APL-001-2085,"LCD Touch Screen Digitizer Assembly for iPhone 5S White with Tempered Glass (Economy)",18.9900
2017-01-26,498897R-Tw,"Alfie (Incoming)",APL-001-2085,"LCD Touch Screen Digitizer Assembly for iPhone 5S White with Tempered Glass (Economy)",18.9900
2017-01-26,503422R,"Alfie (Incoming)",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C Black (Economy Plus)",18.0000
2017-01-26,503422R,,APL-001-2298,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - Black",45.9900
2017-01-26,499325R-EV,"Alfie (Incoming)",APL-001-0728,"LCD and Touch Screen Digitizer Assembly for iPhone 5S White (Economy Plus)",19.9900
2017-01-26,501410R,"Alfie (Incoming)",APL-001-2112,"LCD Touch Screen Digitizer Assembly for iPhone 5S Black with Tempered Glass (Economy)",18.4900
2017-01-26,496286R-VF,"Alfie (Incoming)",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C Black (Economy Plus)",19.9900
