"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-03-13,506086R,Laura,BT-BP-30010,"BinTEK™ iPhone 6  1810mAH Li-Ion Premium Battery",8.9900
2017-03-13,507824R,Laura,BT-BP-30006,,7.9900
2017-03-13,507824R,Laura,BT-BP-30004,,7.9900
2017-03-13,505649R,"Alfie (Incoming)",SRN-SAM-1393,"Samsung Galaxy S7 LCD With Digitizer Touch Screen - Black Onyx",138.9900
2017-03-13,508028R,"DATAN INC",APL-001-2311,"LCD and Digitizer Assembly for iPhone 6S Plus Black (Economy Plus)",66.9900
2017-03-13,508363R,"Alfie (Incoming)",APL-001-2239,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - White (Premium) - Grade B",35.9900
2017-03-13,505870R,"Alfie (Incoming)",APL-001-2115,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black with Tempered Glass (Economy)",20.9900
2017-03-13,503471R-AW,"Calvin LCT",APL-001-2090,"LCD and Touch Screen Digitizer Assembly for iPhone 5S SE - Black (Premium) ",33.9900
2017-03-13,504813R,"Alfie (Incoming)",APL-001-2310,"LCD and Digitizer Assembly for iPhone 6S Plus White (Economy Plus)",66.9900
2017-03-13,502966R-ob,"Calvin LCT",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",39.9900
2017-03-13,502966R-ob,"Calvin LCT",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",39.9900
2017-03-13,495406R,"Alfie (Incoming)",APL-001-2092,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - White (Premium)",42.9900
2017-03-13,505862R,,APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",39.9900
2017-03-13,506005R,"Alfie (Incoming)",APL-001-2114,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass (Economy)",20.9900
2017-03-13,506412R,,APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",39.9900
2017-03-13,505753R,"Calvin LCT",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 White (Economy Plus)",20.9900
2017-03-13,492941R,"Alfie (Incoming)",APL-003-1572,"Charging Port and Headphone Jack Flex Cable for iPhone 6s - Space Gray",8.2700
2017-03-13,485816R-ws,"Alfie (Incoming)",APL-003-1571,"Charging Port and Headphone Jack Flex Cable for iPhone 6s – White",6.7000
2017-03-13,509677R,"DATAN INC",APL-001-0728,"LCD and Touch Screen Digitizer Assembly for iPhone 5S (Economy Plus) - White",16.9900
2017-03-13,502523R,"DATAN INC",APL-001-2115,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black with Tempered Glass (Economy)",20.9900
2017-03-13,493100R,"Alfie (Incoming)",APL-001-2132,"LCD and Touch Screen Digitizer Assembly for iPhone 6s Standard – Black",39.9900
