"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-05-01,507986R,"DATAN INC",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C (Economy Plus) - Black",15.9900
2017-05-01,507459R,"Alfie (Incoming)",SRN-SAM-614,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - White",124.4900
2017-05-01,508493R,"DATAN INC",APL-001-2116,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - Black",28.7900
2017-05-01,509324R-RR,"DATAN INC",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",20.9900
2017-05-01,509324R-RR,"DATAN INC",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C (Economy Plus) - Black",15.9900
2017-05-01,509324R-RR,"DATAN INC",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C (Economy Plus) - Black",15.9900
2017-05-01,509324R-RR,"Calvin LCT",APL-001-2298,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - Black",44.4900
2017-05-01,509324R-RR,"DATAN INC",APL-001-2310,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - White",70.9900
2017-05-01,509324R,"DATAN INC",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",20.9900
2017-05-01,508438R,"DATAN INC",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",20.9900
2017-05-01,508438R,"DATAN INC",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",28.7900
2017-05-01,508438R,"DATAN INC",APL-001-2310,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - White",70.9900
