"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-12-06,PP12114R,"Alfie (Incoming)",APL-001-2202,"Touch Screen Digitizer with Home Button And IC Chip for Apple iPad Mini & iPad Mini 2 - Black (Premium)",18.9900
2017-12-06,PP12317R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",25.9900
2017-12-06,PP12317R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",25.9900
2017-12-06,PP12318R,"DATAN INC",APL-001-2211,"LCD and Touch Screen Digitizer for iPhone 6s - White (Premium)",48.9900
2017-12-06,PP12332R,"Alfie (Incoming)",SRN-SAM-1611,"LCD and Touch Screen Digitizer for Samsung Galaxy S7  - Black Onyx (Standard)",139.9900
2017-12-06,PP12347R,"Alfie (Incoming)",SRN-SAM-1617,"LCD and Touch Screen Digitize for Samsung Galaxy S4 - Black Mist (Standard) ",54.9900
2017-12-06,PP12351R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",17.9900
2017-12-06,PP12351R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",17.9900
2017-12-06,PP12351R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",17.9900
2017-12-06,PP12351R,"Calvin LCT",APL-001-0730,"LCD and Touch Screen Digitizer for iPhone 5S - Black (Economy Plus)",11.9900
2017-12-06,PP12351R,"Calvin LCT",APL-001-2136,"LCD Touch Screen Digitizer for iPhone 6 Plus - White (Economy Plus) ",17.9900
2017-12-06,PP12351R,ELE,APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)",25.9900
2017-12-06,PP12385R,"Alfie (Incoming)",SRN-LGM-642,"LCD and Touch Screen Digitizer with Frame for LG G3 - Black",42.9900
