"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-05-03,505537R,"DATAN INC",APL-001-2308,,16.9900
2017-05-03,513702R,"Calvin LCT",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",16.9900
2017-05-03,513702R,"Calvin LCT",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",16.9900
2017-05-03,513194R-6X,"DATAN INC",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",24.9900
2017-05-03,513194R,"DATAN INC",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",24.9900
2017-05-03,513194R,"DATAN INC",APL-001-2136,,24.9900
2017-05-03,513194R,"DATAN INC",APL-001-2136,,24.9900
2017-05-03,508776R,"DATAN INC",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",16.9900
2017-05-03,503802R,"Calvin LCT",APL-001-0730,,12.4900
2017-05-03,503313R,"Alfie (Incoming)",APL-001-2117,"LCD Touch Screen Digitizer Assembly for iPhone 5 Black with Tempered Glass (Economy)",12.4900
2017-05-03,501027R,"Alfie (Incoming)",APL-001-2115,,16.9900
2017-05-03,513041R,"Calvin LCT",APL-001-2310,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - White",35.9900
2017-05-03,511528R,"DATAN INC",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",24.9900
2017-05-03,497738R-wu,"Alfie (Incoming)",APL-001-2133,"LCD and Touch Screen Digitizer Assembly for iPhone 6s Standard – White",28.9900
2017-05-03,514795R,"Alfie (Incoming)",SRN-SAM-1426,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 Edge G935 - Gold Platinum",229.9900
2017-05-03,509143R,"DATAN INC",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",24.9900
2017-05-03,509143R,"DATAN INC",APL-001-2116,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - Black",24.9900
2017-05-03,508684R,"DATAN INC",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",16.9900
2017-05-03,506412R-6B,"DATAN INC",APL-001-0730,"LCD and Touch Screen Digitizer Assembly for iPhone 5S (Economy Plus) - Black",12.9900
2017-05-03,506100R,"Alfie (Incoming)",APL-001-2115,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black with Tempered Glass (Economy)",16.9900
2017-05-03,505166R,"Alfie (Incoming)",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",16.9900
2017-05-03,507841R-4U,"Alfie (Incoming)",APL-001-2114,,16.9900
2017-05-03,509818R-5k,"DATAN INC",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",16.9900
2017-05-03,509818R-5k,"SP Tech",APL-001-0728,"LCD and Touch Screen Digitizer Assembly for iPhone 5S (Economy Plus) - White",12.4900
2017-05-03,507878R,"Calvin LCT",APL-001-2298,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - Black",28.4900
2017-05-03,515008R,"Alfie (Incoming)",SRN-SAM-1488,"LCD With Digitizer Assembly For Samsung Galaxy S7 Edge - Silver",229.9900
2017-05-03,514283R,Lanwell,APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",25.9900
2017-05-03,494556R-fd,Joy,BT-SPX-0002,"Bongo Shield Tempered Glass Screen Protector - iPhone 6 Plus/6S Plus",2.9100
2017-05-03,509274R,"DATAN INC",APL-001-2311,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - Black",35.9900
2017-05-03,510271R,"DATAN INC",APL-001-2298,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - Black",28.4900
2017-05-03,512006R,"SP Tech",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",16.9900
2017-05-03,497879R-a9,"DATAN INC",APL-001-2133,"LCD and Touch Screen Digitizer Assembly for iPhone 6s – White",29.9900
2017-05-03,513922R,"DATAN INC",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",26.8900
2017-05-03,510793R,Laura,BT-BP-30140,"BinTEK™ Samsung Galaxy Tab 10.1 P7500/Note 10.1 N8000 7000mAH Li-Polymer Premium Battery",15.9900
2017-05-03,514107R,Laura,BT-BP-30010,"BinTEK™ iPhone 6  1810mAH Li-Ion Premium Battery",8.9900
2017-05-03,514107R,Laura,BT-BP-30010,"BinTEK™ iPhone 6  1810mAH Li-Ion Premium Battery",8.9900
2017-05-03,513010R,"DEJI Battery",BT-BP-30008,"BinTEK™ iPhone 5S/5C 1560mAH Li-Ion Premium Battery",7.7900
2017-05-03,513010R,"DEJI Battery",BT-BP-30006,"BinTEK™ iPhone 5 1440mAH mAH Li-Ion Premium Battery",7.7900
2017-05-03,513377R,"Calvin LCT",APL-001-2311,,38.9900
2017-05-03,514017R,"Alfie (Incoming)",SRN-SAM-1412,"Samsung Galaxy S7 Edge LCD & Digitizer Replacement - Black",229.9900
2017-05-03,510520R,"Alfie (Incoming)",APL-003-1718,"Home Button Replacement for iPhone 7/7 Plus - Black",13.6500
2017-05-03,507876R,"DATAN INC",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",16.9900
2017-05-03,505369R,"Calvin LCT",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",17.9900
2017-05-03,505369R,"Calvin LCT",APL-001-0411,"LCD Touch Screen Digitizer Assembly for iPhone 5 (Economy Plus) - White",13.4900
2017-05-03,505369R,"Calvin LCT",APL-001-2308,,17.9900
