"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-10-03,PP11862,"Alfie (Incoming)",SRN-LGM-180,"LG Optimus Exceed VS840PP Motherboard Logic Board - Powers Up - Used",7.94
2017-10-03,PP11876,"Alfie (Incoming)",SRN-SAM-1316,"LCD and Touch Screen Digitizer for Samsung Galaxy S5 Active - Red",130.00
