"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-07-19,PP11214,"Alfie (Incoming)",APL-003-1466,"WIFi GPS Bluetooth Antenna for iPhone 6",1.68
2017-07-19,PP11214,"Alfie (Incoming)",APL-003-1420,"Wifi Antenna Flex Cable for Apple iPhone 6",0.59
2017-07-19,PP10865,"DATAN INC",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",16.99
2017-07-19,PP10865,"DATAN INC",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",20.99
