"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-09-06,PP11564R,"Alfie (Incoming)",SRN-LGM-158,"LG Spectrum 2 VS930 Touch Screen Digitizer",10.2000
2017-09-06,PP11565R,"Calvin LCT",APL-001-2298,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - Black",24.4900
2017-09-06,PP11566R,"DATAN INC",APL-001-0410,"LCD Touch Screen Digitizer Assembly for iPhone 5 (Economy Plus) - Black",11.9900
2017-09-06,PP11566R,"Scott Refurb",APL-001-2080,"LCD and Touch Screen Digitizer Assembly for iPhone 5S SE White (Premium)",19.9900
2017-09-06,PP11566R,"Scott Refurb",APL-001-2080,"LCD and Touch Screen Digitizer Assembly for iPhone 5S SE White (Premium)",19.9900
2017-09-06,PP11618R,"Alfie (Incoming)",SRN-SAM-1198,"Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - Grey",139.9900
2017-09-06,PP11619R,"Alfie (Incoming)",APL-001-2215,"Apple iPad Mini & iPad Mini 2 Digitizer Touch Screen with Home Button And IC Chip - White (Premium)",19.9900
2017-09-06,PP11619R,"Alfie (Incoming)",SRN-LGM-641,"LCD and Digitizer Replacement with Frame for LG G4",31.9900
2017-09-06,PP11624R,"Alfie (Incoming)",FLX-SNY-033,"Rear Camera Replacement for Sony Xperia Z5",16.0100
2017-09-06,PP11625R,"DATAN INC",APL-001-0730,"LCD and Touch Screen Digitizer for iPhone 5S - Black (Economy Plus)",11.9900
2017-09-06,PP11626R,Laura,BT-BP-30164,"BinTEK™ LG Optimus G2 BL-T7 3000mAH Li-Polymer Premium Battery",7.9900
2017-09-06,PP11626R,Laura,BT-BP-30010,"BinTEK™ iPhone 6  1810mAH Li-Ion Premium Battery",8.7900
2017-09-06,PP11626R,Laura,BT-BP-30010,"BinTEK™ iPhone 6  1810mAH Li-Ion Premium Battery",8.7900
2017-09-06,PP11626R,ELE,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",30.9900
2017-09-06,PP11626R,"Calvin LCT",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",24.4900
2017-09-06,PP11671R,"Scott Refurb",APL-001-2091,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Premium)",28.4900
2017-09-06,PP11681R,"Alfie (Incoming)",APL-001-0728,"LCD Touch Screen Digitizer Assembly for iPhone 5S - White (Economy Plus)",12.9900
2017-09-06,PP11681R,"Alfie (Incoming)",SRN-SAM-1606,"LCD and Touch Screen Digitizer for Galaxy Note 5 - Blue (Standard)",149.9900
2017-09-06,PP11714R,"Alfie (Incoming)",APL-003-1731,"Charging Port Replacement for iPhone SE - White",3.4900
2017-09-06,PP11714R,"Alfie (Incoming)",APL-003-1557,"Loudspeaker for iPhone 5c",1.3900
2017-09-06,PP11714R,ELE,APL-001-2279,"LCD and Touch Screen Digitizer for iPhone 7 - White (Standard)",30.9900
2017-09-06,PP11714R,"Calvin LCT",APL-001-2281,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Standard)",32.9900
2017-09-06,PP11714R,ELE,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",30.9900
2017-09-06,PP11714R,"DATAN INC",APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",24.4900
2017-09-06,PP11714R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",24.4900
2017-09-06,PP11714R,"Calvin LCT",APL-001-2309,"LCD Touch Screen Digitizer for iPhone 6 - White (Economy Plus)",16.4900
2017-09-06,PP11714R,"Alfie (Incoming)",APL-003-1607,"Home Button Assembly for iPhone 6S & 6S Plus Â– Gold",1.8900
2017-09-06,PP11714R,Laura,BT-BP-30192,"BinTEKÂ™ Battery for iPhone 6S 1715mAH Li-Po Premium ",8.1200
2017-09-06,PP11714R,Laura,BT-BP-30192,"BinTEKÂ™ Battery for iPhone 6S 1715mAH Li-Po Premium ",8.1200
2017-09-06,PP11714R,Laura,BT-BP-30076,"BinTEKÂ™ Battery for  Samsung Galaxy S4 B600BE 2600mAH Li-Ion Premium ",4.4900
