"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-08-23,PP11349,"Alfie (Incoming)",TAB-SRN-562,"SAMSUNG GALAXY TAB 8.9 I957 P7300 LCD",24.79
2017-08-23,PP11458,"Alfie (Incoming)",SRN-SAM-376,"Galaxy S3 T999 i747 LCD + Touch Screen Digitizer with Frame - Blue - Grade B",46.99
2017-08-23,PP11459,"Alfie (Incoming)",TAB-SRN-577,"Nextbook 8 Tablet Model NX008HD8G Display LCD Screen",21.95
