"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-02-13,507470R,"Alfie (Incoming)",SRN-SAM-614,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - White",124.4900
2017-02-13,496200R,"Alfie (Incoming)",APL-001-2114,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass (Economy)",20.9900
2017-02-13,506392R,"Alfie (Incoming)",APL-001-2115,,20.9900
2017-02-13,505723R,"Alfie (Incoming)",APL-001-2114,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass (Economy)",20.9900
2017-02-13,505723R,"Alfie (Incoming)",APL-001-2114,,20.9900
2017-02-13,505735R,Laura,BT-BP-30010,"BinTEK™ iPhone 6  1810mAH Li-Ion Premium Battery",6.5700
2017-02-13,492012R-pU,"Alfie (Incoming)",APL-001-0410,"LCD Touch Screen Digitizer Assembly for iPhone 5 Black (Economy Plus)",15.9900
2017-02-13,492012R-pU,"Alfie (Incoming)",APL-001-0411,"LCD Touch Screen Digitizer Assembly for iPhone 5 White (Economy Plus)",15.9900
2017-02-13,500006R-gn,"Alfie (Incoming)",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C Black (Economy Plus)",15.9900
2017-02-13,502995R,,APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black (Economy Plus)",20.9900
2017-02-13,502995R,,APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black (Economy Plus)",20.9900
2017-02-13,493969R-Lz,"Alfie (Incoming)",APL-001-1242,"LCD and Touch Screen Digitizer Assembly for iPhone 6 Plus Black (Standard)",49.9900
2017-02-13,494502R-lY,"Alfie (Incoming)",APL-001-1244,"LCD and Touch Screen Digitizer Assembly for iPhone 6 Plus White (Standard)",49.9900
2017-02-13,493857R-79,"Alfie (Incoming)",APL-001-2092,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - White (Premium)",42.9900
2017-02-13,484208R-az,"Alfie (Incoming)",APL-003-1232,"Charging Dock Flex Cable for iPhone 4S White",3.1100
2017-02-13,504352R,,BT-BP-30196,"BinTEK™ iPhone 6S Plus 2750mAH Li-Po Premium Battery ",9.5700
