"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-07-12,AM01030,Laura,BT-BP-30134,"BinTEK™ Motorola Moto X 2nd Gen EY30 2300mAH Li-Polymer Premium Battery",19.95
