"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-05-05,515726R,"Alfie (Incoming)",APL-001-2048,"LCD with Touch Screen Digitizer for IPad Air 2 Black",137.9900
2017-05-05,512112R,"Alfie (Incoming)",ACC-APL-1960,"Wooden Case for iPhone 6 Plus - Bamboo",9.7900
2017-05-05,511715R,Laura,BT-BP-30230,"BinTEK™ Samsung Galaxy S7 3000mAH Li-Polymer Premium Battery",12.7900
2017-05-05,507466R,"Alfie (Incoming)",SRN-SAM-612,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - Black",94.9900
2017-05-05,505017R,"Alfie (Incoming)",SRN-SAM-260,"Galaxy S4 i545 L720 R970 LCD + Touch Screen Digitizer with Frame - White",72.9900
2017-05-05,512780R,"Calvin LCT",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",27.9900
2017-05-05,511955R,"DATAN INC",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",17.4900
2017-05-05,511955R,"DATAN INC",APL-001-0730,"LCD and Touch Screen Digitizer Assembly for iPhone 5S (Economy Plus) - Black",13.2900
2017-05-05,512655R,"Alfie (Incoming)",FLX-SAM-1511,"Samsung Galaxy Note 8.0 GT N5100 N5110 Dock Connector Charging Port",4.6200
2017-05-05,511406R,Laura,BT-BP-30196,"BinTEK™ iPhone 6S Plus 2750mAH Li-Po Premium Battery ",12.4900
2017-05-05,511406R,Laura,BT-BP-30196,"BinTEK™ iPhone 6S Plus 2750mAH Li-Po Premium Battery ",12.4900
2017-05-05,509798R-Mo,"DATAN INC",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",17.9900
2017-05-05,512726R,"DATAN INC",APL-001-0730,,13.4900
