"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-07-13,AM01027,"DEJI Battery",BT-BP-30156,"BinTEK™ Samsung Galaxy S6 Edge 2600mAH Li-Polymer Premium Battery",25.95
2017-07-13,AM01018,"DEJI Battery",BT-BP-30192,"BinTEK™ iPhone 6S 1715mAH Li-Po Premium Battery",19.95
2017-07-13,AM01003,"DEJI Battery",BT-BP-30214,"BinTEK Apple iPad Air 1/iPad 5 8820mAH Li-Polymer Premium Battery",24.99
2017-07-13,AM00607,"Alfie (Incoming)",BTS810016,"BinTEK™ 7-Piece Cell Phone Repair Tool Kit For Samsung",0.00
