"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-08-09,PP10998R,Refurb,APL-001-2210,"LCD and Touch Screen Digitizer Assembly for iPhone 6s - Black (Premium)",59.9900
2017-08-09,PP10996R,"Alfie (Incoming)",SRN-SAM-1415,"Touch Screen Digitizer Replacement for Samsung Galaxy Core Prime - Black",6.9900
2017-08-09,PP10995R,"Calvin LCT",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",16.9900
2017-08-09,PP10995R,Lanwell,APL-001-2279,,30.9900
2017-08-09,PP10995R,"DATAN INC",APL-001-2299,,16.9900
2017-08-09,PP10995R,"Calvin LCT",APL-001-2308,,16.9900
2017-08-09,PP11122R,Lanwell,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",33.9900
2017-08-09,PP11138R,"Calvin LCT",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",19.9900
2017-08-09,PP11156R,Lanwell,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",33.9900
2017-08-09,PP11224R,"Alfie (Incoming)",APL-001-2184,,94.9900
2017-08-09,PP11224R,"Calvin LCT",APL-001-2092,,28.4900
2017-08-09,PP11224R,"Calvin LCT",APL-001-2308,,16.9900
2017-08-09,PP11249R,"Alfie (Incoming)",SRN-LGM-663,"LCD and Touch Screen Digitizer with Frame for LG Stylo 2 Plus - Black",57.8900
2017-08-09,PP11353R,"Alfie (Incoming)",SRN-LGM-642,"LCD and Digitizer Replacement with Frame for LG G3 - Black",52.9900
2017-08-09,PP11348R,"DATAN INC",APL-001-0728,"LCD and Touch Screen Digitizer Assembly for iPhone 5S (Economy Plus) - White",11.9900
2017-08-09,PP11348R,Laura,BT-BP-30008,"BinTEK iPhone 5S/5C 1560mAH Li-Ion Premium Battery",5.9900
2017-08-09,PP11348R,Laura,BT-BP-30008,"BinTEK iPhone 5S/5C 1560mAH Li-Ion Premium Battery",5.9900
2017-08-09,PP11348R,Laura,BT-BP-30008,"BinTEK iPhone 5S/5C 1560mAH Li-Ion Premium Battery",5.9900
2017-08-09,PP11348R,Laura,BT-BP-30008,"BinTEK iPhone 5S/5C 1560mAH Li-Ion Premium Battery",5.9900
2017-08-09,PP11348R,Laura,BT-BP-30008,"BinTEK iPhone 5S/5C 1560mAH Li-Ion Premium Battery",5.9900
2017-08-09,PP11348R,Laura,BT-BP-30008,"BinTEK iPhone 5S/5C 1560mAH Li-Ion Premium Battery",5.9900
2017-08-09,PP11348R,Laura,BT-BP-30008,"BinTEK iPhone 5S/5C 1560mAH Li-Ion Premium Battery",5.9900
2017-08-09,PP11348R,Laura,BT-BP-30010,"BinTEK iPhone 6  1810mAH Li-Ion Premium Battery",5.7800
2017-08-09,PP11348R,"Alfie (Incoming)",APL-001-0411,"LCD Touch Screen Digitizer Assembly for iPhone 5 (Economy Plus) - White",11.9900
2017-08-09,PP11348R,"Alfie (Incoming)",APL-001-0411,"LCD Touch Screen Digitizer Assembly for iPhone 5 (Economy Plus) - White",11.9900
2017-08-09,PP11348R,Laura,BT-BP-30192,"BinTEK iPhone 6S 1715mAH Li-Po Premium Battery",7.8700
