"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-09-11,PP11739R,"Alfie (Incoming)",APL-003-1532,"Front Camera with Proximity Sensor Flex Cable for iPhone 6",2.9900
2017-09-11,PP11549R,ELE,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",30.9900
2017-09-11,PP11550R,"Scott Refurb",APL-001-2092,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - White (Premium)",28.4900
2017-09-11,PP11550R,"Scott Refurb",APL-001-2092,"LCD and Touch Screen Digitizer Assembly for iPhone 6 - White (Premium)",28.4900
2017-09-11,PP11551R,"Calvin LCT",APL-001-2211,"LCD and Touch Screen Digitizer Assembly for iPhone 6s - White (Premium)",49.9900
2017-09-11,PP11551R,"Scott Refurb",APL-001-2203,"LCD and Touch Screen Digitizer Assembly for iPhone 6S Plus - Black (Premium)",66.9900
2017-09-11,PP11554R,"Scott Refurb",APL-001-2093,"LCD and Touch Screen Digitizer Assembly for iPhone 6 Plus - Black (Premium)",34.9900
2017-09-11,PP11696R,"Calvin LCT",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",16.9900
2017-09-11,PP11697R,ELE,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",30.9900
2017-09-11,PP11699R,"DATAN INC",APL-001-0728,"LCD and Touch Screen Digitizer for iPhone 5S - White (Economy Plus)",11.9900
2017-09-11,PP11726R,"Alfie (Incoming)",SRN-SAM-1198,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 4 - Grey",134.9900
2017-09-11,PP11736R,Lanwell,APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C (Economy Plus) - Black",11.9900
2017-09-11,PP11667R,ELE,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",30.9900
2017-09-11,PP11667R,"Calvin LCT",APL-001-2309,"LCD Touch Screen Digitizer for iPhone 6 - White (Economy Plus)",17.9900
2017-09-11,PP11667R,"Calvin LCT",APL-001-2308,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Economy Plus)",17.9900
2017-09-11,PP11667R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",19.9900
