"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-12-12,PP12346R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",17.4900
2017-12-12,PP12372R,"Alfie (Incoming)",APL-001-2200,"Touch Screen Digitizer With Home Button for iPad Air/iPad 5 - Black (Premium)",14.9900
2017-12-12,PP12372R,"Calvin LCT",APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",21.3900
2017-12-12,PP12372R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",21.3900
2017-12-12,PP12372R,"DEJI Battery",BT-BP-30192,"BinTEK Battery for iPhone 6S 1715mAH Li-Po Premium ",8.9900
2017-12-12,PP12372R,"Alfie (Incoming)",FLX-SAM-988,"Home Button Charging Port Flex for Samsung Galaxy S5 SM G900A ATT ",4.9900
2017-12-12,PP12372R,"Alfie (Incoming)",APL-001-2215,"Touch Screen Digitizer with Home Button And IC Chip for iPad Mini & iPad Mini 2 - White (Premium)",16.9900
2017-12-12,PP12372R,"Alfie (Incoming)",SRN-LGM-616,"LCD and Touch Screen Digitizer for LG G Vista D631 VS880",45.3800
2017-12-12,PP12372R,"Alfie (Incoming)",APL-003-0432,"iPhone 4S Signal Antenna Metal Cover Cable",0.9900
2017-12-12,PP12372R,"Alfie (Incoming)",APL-003-0354,"iPhone 4 4S Loudspeaker Module",1.2900
2017-12-12,PP12372R,"Alfie (Incoming)",APL-003-0234,"iPhone 4 4S Ear Piece Speaker",0.6900
2017-12-12,PP12372R,"Alfie (Incoming)",ACC-ZED-150,"Wall Charger US Model for iPad 1 2 3 4 Mini 1 2 iPad Air 1 2",3.9900
2017-12-12,PP12372R,Laura,BT-BP-30060,"BinTEK Battery for Samsung Galaxy S3 EB-L1G6LLU 2100mAH Li-Ion Premium ",3.9900
2017-12-12,PP12374R,"Calvin LCT",APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)",23.7900
2017-12-12,PP12374R,"Calvin LCT",APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)",23.7900
2017-12-12,PP12374R,"Calvin LCT",APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)",23.7900
2017-12-12,PP12374R,"Calvin LCT",APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)",23.7900
2017-12-12,PP12417R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",17.4900
2017-12-12,PP12417R,ELE,APL-001-0730,"LCD and Touch Screen Digitizer for iPhone 5S - Black (Economy Plus)",11.2900
2017-12-12,PP12417R,"Calvin LCT",APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Economy Plus)",23.9900
2017-12-12,PP12417R,"Calvin LCT",APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Economy Plus)",23.9900
2017-12-12,PP12417R,"DATAN INC",APL-001-0732,"LCD Touch Screen Digitizer Assembly for iPhone 5C - Black (Economy Plus)",11.2900
2017-12-12,PP12417R,"Calvin LCT",APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)",23.7900
2017-12-12,PP12204R,"Calvin LCT",APL-001-2372,"LCD and Touch Screen Digitizer for iPhone 7 Plus - Black (Economy Plus)",25.4900
2017-12-12,PP12229R,"Alfie (Incoming)",APL-001-2326,"LCD and Touch Screen Digitizer for Apple iPad Pro 9.7 - White (Standard) ",124.9900
2017-12-12,PP12367R,"Alfie (Incoming)",SRN-SAM-1611,,129.9900
2017-12-12,PP12342R,"Calvin LCT",APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Economy Plus)",23.9900
2017-12-12,PP12375R,"DEJI Battery",BT-BP-30010,"BinTEK� Battery for iPhone 6 1810mAH Li-Ion Premium ",7.9900
2017-12-12,PP12375R,"DATAN INC",APL-001-2090,"LCD and Touch Screen Digitizer for iPhone 5S SE - Black (Premium) ",18.9900
2017-12-12,PP12375R,"Calvin LCT",APL-001-2136,"LCD Touch Screen Digitizer for iPhone 6 Plus - White (Economy Plus) ",17.4900
2017-12-12,PP12376R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",17.4900
2017-12-12,PP12376R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",17.4900
2017-12-12,PP12377R,"Alfie (Incoming)",APL-003-1532,"Front Camera with Proximity Sensor Flex Cable for iPhone 6",2.9900
2017-12-12,PP12400R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",21.3900
2017-12-12,PP12400R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",17.4900
2017-12-12,PP12401R,"Calvin LCT",APL-001-2309,"LCD and Touch Screen Digitizer for iPhone 6 - White (Economy Plus)",15.4900
