"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-05-02,AM00912,Laura,BT-BP-30182,"BINTEK™ Sony L39h Xperia Z1 C6902 C6903 C6906 3000 mAH Li-Polymer Premium Battery",16.95
