"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-08-30,PP11658,ELE,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",30.99
2017-08-30,PP11621,"Alfie (Incoming)",SRN-SAM-1415,"Touch Screen Digitizer Replacement for Samsung Galaxy Core Prime - Black",9.49
2017-08-30,PP11600,Laura,BT-BP-30184,"BINTEK™ Sony Xperia Z3 Dual Battery 3100 mAH Li-Polymer Premium Battery",9.98
2017-08-30,PP11595,"Alfie (Incoming)",SRN-LGM-643,"LCD and Touch Screen Digitizer with Frame for LG G3 - White",59.99
2017-08-30,PP11556,"Alfie (Incoming)",TAB-SRN-615,"Kurio 7 Model CI1100 LCD Screen",14.94
