"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-03-13,PP09442,,SRN-SAM-1389,"LCD and Touch Screen Digitizer for Galaxy Note 5 - Gold Platinum",209.84
2017-03-13,PP09416,"Alfie (Incoming)",SRN-LGM-172,"LG Optimus G2 D800 D801 LCD + Touch Screen Digitizer Assembly - Black",30.00
