"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-09-14,PP11786,,APL-002-2092,,28.49
2017-09-14,PP11786,,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",34.99
2017-09-14,PP11786,,APL-001-2281,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Standard)",32.99
2017-09-14,PP11786,,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",34.99
2017-09-14,PP11786,,APL-001-2279,"LCD and Touch Screen Digitizer for iPhone 7 - White (Standard)",34.99
2017-09-14,PP11786,,APL-001-2280,"LCD and Touch Screen Digitizer for iPhone 7 Plus - Black (Standard)",32.99
2017-09-14,PP11786,,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",34.99
