"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-02-21,PP09183,,SRN-SAM-1432,"LCD and Touch Screen Digitizer for Samsung Galaxy Grand Prime Dual Sim with Frame - Gray",27.19
