"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-05-22,PP10287,"Alfie (Incoming)",SRN-SAM-224,"Galaxy S4 i9500 i9505 i337 i545 L720 M919 R970 LCD + Touch Screen Digitizer  - Black Mist",72.00
2017-05-22,PP10270,"Alfie (Incoming)",SRN-SAM-230,"Galaxy S4 i9500 i9505 i337 i545 L720 M919 R970 LCD + Touch Screen Digitizer  - White",71.98
