"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-04-14,503306R,"Alfie (Incoming)",APL-001-2189,"LCD and Touch Screen Digitizer Assembly for iPhone 6s – White - Grade A",28.9900
2017-04-14,504861R,"Alfie (Incoming)",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",17.9900
2017-04-14,506553R,"Alfie (Incoming)",APL-001-2133,"LCD and Touch Screen Digitizer Assembly for iPhone 6s Standard – White",28.9900
2017-04-14,506553R,"Alfie (Incoming)",APL-001-2133,"LCD and Touch Screen Digitizer Assembly for iPhone 6s Standard – White",28.9900
2017-04-14,508675R-ei,"DATAN INC",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",17.9900
2017-04-14,508675R-ei,"Calvin LCT",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",28.9900
2017-04-14,508675R,"DATAN INC",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C (Economy Plus) - Black",13.4900
2017-04-14,508675R,"DATAN INC",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C (Economy Plus) - Black",13.4900
2017-04-14,510550R,"DATAN INC",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",17.9900
2017-04-14,511640R,"Alfie (Incoming)",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C (Economy Plus) - Black",13.4900
2017-04-14,512883R,"Alfie (Incoming)",APL-001-0730,"LCD and Touch Screen Digitizer Assembly for iPhone 5S (Economy Plus) - Black",16.4900
2017-04-14,512217R,"DATAN INC",APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",17.4900
2017-04-14,507874R,"DATAN INC",APL-001-2136,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus (Economy Plus) - White",25.9900
2017-04-14,501358R,"Alfie (Incoming)",APL-001-2114,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass (Economy)",17.9900
2017-04-14,501358R,"Alfie (Incoming)",APL-003-1310,"Front Camera  Proximity Sensor Flex Cable for iPhone 5S SE",3.5900
2017-04-14,507272R,"Alfie (Incoming)",APL-001-0730,"LCD and Touch Screen Digitizer Assembly for iPhone 5S Black (Economy Plus)",13.2900
2017-04-14,507272R,"Alfie (Incoming)",APL-001-0730,"LCD and Touch Screen Digitizer Assembly for iPhone 5S Black (Economy Plus)",13.2900
2017-04-14,507272R,"Alfie (Incoming)",APL-001-0730,"LCD and Touch Screen Digitizer Assembly for iPhone 5S Black (Economy Plus)",13.2900
2017-04-14,510605R,"DATAN INC",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",17.9900
2017-04-14,510605R,"Alfie (Incoming)",FLX-SAM-1422,"Rear Camera Lens for Samsung Galaxy S7 Edge - Black Onyx",2.4000
2017-04-14,507063R-jS,"Alfie (Incoming)",APL-001-2310,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - White",38.9900
2017-04-14,500853R-aM,"Alfie (Incoming)",SRN-SAM-614,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - White",104.9900
2017-04-14,511286R,"DATAN INC",APL-001-2310,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - White",38.9900
2017-04-14,509089R-QT,"DATAN INC",APL-001-2308,,17.9900
2017-04-14,509089R-QT,"DATAN INC",APL-001-2308,,17.9900
2017-04-14,509089R-QT,"DATAN INC",APL-001-2309,,17.9900
2017-04-14,509089R-QT,"DATAN INC",APL-001-0732,,13.2900
2017-04-14,509089R-Ct,"Alfie (Incoming)",APL-001-0732,,13.4900
2017-04-14,509089R-Ct,"Alfie (Incoming)",APL-001-2309,,17.9900
2017-04-14,509434R,"Alfie (Incoming)",APL-001-0282,,13.7900
2017-04-14,509434R,"DATAN INC",APL-001-0730,,13.4900
2017-04-14,509434R,"Calvin LCT",APL-001-2309,,17.9900
2017-04-14,509434R,"Calvin LCT",APL-001-2298,,28.9900
2017-04-14,509434R,"Calvin LCT",APL-001-2299,,28.9900
2017-04-14,509434R,"DATAN INC",APL-001-2311,,38.9900
2017-04-14,505185R,"Alfie (Incoming)",SRN-SAM-614,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - White",104.9900
2017-04-14,501530R,"Alfie (Incoming)",APL-001-2288,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus White with Tempered Glass (Economy)",17.9900
