"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-10-02,PP11919,Laura,BT-BP-30006,"BinTEK™ Battery for iPhone 5 1440mAH mAH Li-Ion Premium ",14.95
2017-10-02,PP11919,"Alfie (Incoming)",BTS810012,"BinTEK™ 9-Piece Cell Phone Repair Tool Kit For iPhone 4/4S/5/5S/6/6 Plus",0.00
