"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-07-28,PP06954,Laura,BT-BP-30138,"BinTEK™ Samsung Galaxy Tab 3 10.1 P5200 6800mAH Li-Polymer Premium Battery",24.95
2017-07-28,PP06589,,BTT110002,"BinTEK™ 4.5"" Premium Suction Cup",7.95
