"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-03-27,508829R,"Alfie (Incoming)",BT-BP-30192,"BinTEK™ iPhone 6S 1715mAH Li-Po Premium Battery",9.9900
2017-03-27,508498R-GJ,"Alfie (Incoming)",SRN-SAM-256,"Galaxy S4 i9505 i337 M919 LCD + Touch Screen Digitizer with Frame - Black Mist",72.9900
2017-03-27,507889R,"DATAN INC",APL-001-0728,"LCD and Touch Screen Digitizer Assembly for iPhone 5S (Economy Plus) - White",15.9900
2017-03-27,495435R,Refurb,APL-001-2144,,25.9900
2017-03-27,496995R-sn,"Alfie (Incoming)",FLX-SAM-1377,"Samsung Galaxy Note 5 Rear Camera Flex Cable",11.3900
2017-03-27,502981R,"Alfie (Incoming)",BT-BP-30192,"BinTEK™ iPhone 6S 1715mAH Li-Po Premium Battery",8.1200
2017-03-27,497326R-rM,"Alfie (Incoming)",SRN-LGM-647,"LG Optimus G Pro E980 LCD Assembly with Frame - Black",34.6900
2017-03-27,506885R,"DATAN INC",APL-001-2311,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - Black",37.9900
2017-03-27,506885R,"Alfie (Incoming)",BT-BP-30192,"BinTEK™ iPhone 6S 1715mAH Li-Po Premium Battery",9.4900
2017-03-27,506215R,"DATAN INC",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",37.9900
2017-03-27,506110R,"Alfie (Incoming)",SRN-SAM-1330,"Samsung Galaxy Note 5 LCD & Digitizer Touch Screen - Blue",189.9900
2017-03-27,504205R,"Alfie (Incoming)",APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - Black",20.9900
2017-03-27,490176R-52,"Alfie (Incoming)",APL-001-2114,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass (Economy)",19.9900
2017-03-27,498920R-em,"Alfie (Incoming)",APL-001-0732,,15.9900
2017-03-27,503850R,"Alfie (Incoming)",APL-001-2311,"LCD and Digitizer Assembly for iPhone 6S Plus (Economy Plus) - Black",52.9900
2017-03-27,503850R,Laura,BT-BP-30008,"BinTEK™ iPhone 5S/5C 1560mAH Li-Ion Premium Battery",7.5400
2017-03-27,503850R,Laura,BT-BP-30008,"BinTEK™ iPhone 5S/5C 1560mAH Li-Ion Premium Battery",7.5400
2017-03-27,502993R,"Calvin LCT",APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",37.9900
2017-03-27,501029R,"Alfie (Incoming)",APL-001-2114,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass (Economy)",19.9900
2017-03-27,501029R,"Alfie (Incoming)",APL-001-2115,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black with Tempered Glass (Economy)",19.9900
2017-03-27,499614R-DD,"Alfie (Incoming)",APL-001-2114,"LCD Touch Screen Digitizer Assembly for iPhone 6 White with Tempered Glass (Economy)",19.9900
2017-03-27,499614R-DD,"Alfie (Incoming)",APL-001-2115,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black with Tempered Glass (Economy)",19.9900
2017-03-27,499614R-DD,"Alfie (Incoming)",APL-001-2115,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black with Tempered Glass (Economy)",19.9900
2017-03-27,507558R,"Calvin LCT",APL-001-2298,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - Black",37.9900
