"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-03-03,492577R,"Alfie (Incoming)",APL-001-0730,"LCD and Touch Screen Digitizer Assembly for iPhone 5S Black (Economy Plus)",15.9900
2017-03-03,503807R,"Alfie (Incoming)",APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C Black (Economy Plus)",15.9900
2017-03-03,503807R,Laura,BT-BP-30074,"BinTEK iPhone 6 Plus 2915 mAH Li-Polymer Premium Battery",9.1900
2017-03-03,503807R,,BT-BP-30192,"BinTEK™ iPhone 6S 1715mAH Li-Po Premium Battery",7.8700
2017-03-03,504741R,,APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black (Economy Plus)",20.9900
2017-03-03,504741R,,APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 White (Economy Plus)",20.9900
2017-03-03,504741R,,APL-001-2308,,20.9900
2017-03-03,506113R-im,,APL-001-2275,"Digitizer Touch Screen With Home Button for iPad 2 - White (Premium)",13.5900
2017-03-03,505261R,,APL-001-2299,"iPhone 6S LCD and Touch Screen Digitizer - Economy Plus - White",39.9900
2017-03-03,505261R,"Alfie (Incoming)",APL-001-2116,"LCD Touch Screen Digitizer Assembly for iPhone 6 Plus Black (Economy Plus)",28.9900
2017-03-03,506113R,,APL-001-2308,"LCD Touch Screen Digitizer Assembly for iPhone 6 Black (Economy Plus)",20.9900
2017-03-03,507486R,,APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 White (Economy Plus)",20.9900
2017-03-03,506739R,"Alfie (Incoming)",SRN-SAM-612,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - Black",118.9900
2017-03-03,506739R,"Alfie (Incoming)",SRN-SAM-612,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - Black",118.9900
2017-03-03,506739R,"Alfie (Incoming)",SRN-SAM-1206,"Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - White",154.9900
2017-03-03,506739R,"Alfie (Incoming)",SRN-SAM-1389,"LCD and Touch Screen Digitizer for Galaxy Note 5 - Gold Platinum",195.9900
2017-03-03,506443R,"Alfie (Incoming)",SRN-SAM-614,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - White",118.9900
2017-03-03,506443R,"Alfie (Incoming)",SRN-SAM-612,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - Black",118.9900
2017-03-03,506443R,"Alfie (Incoming)",SRN-SAM-612,"Galaxy S5 i9600 G900A G900T G900V G900P LCD + Touch Screen Digitizer - Black",118.9900
2017-03-03,505118R,,SRN-SAM-1389,,195.4900
2017-03-03,505118R,,SRN-SAM-1389,,195.4900
