"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-08-29,PP11318,"Alfie (Incoming)",SRN-LGM-663,"LCD and Touch Screen Digitizer with Frame for LG Stylo 2 Plus - Black",57.89
2017-08-29,PP11623,"Alfie (Incoming)",FLX-LGM-604,"Charging Port Flex Cable for LG G5",6.99
