"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-03-14,AM00800,Laura,BT-BP-30156,"BinTEK™ Samsung Galaxy S6 Edge 2600mAH Li-Polymer Premium Battery",25.95
2017-03-14,AM00798,"Alfie (Incoming)",BT-BP-30218,"BinTEK™ Apple iPad Mini 1 4490mAH Li-Polymer Premium Battery",19.99
2017-03-14,AM00818,"Alfie (Incoming)",BT-BP-30220,"BinTEK™ Apple iPad Mini 2/3 6470mAH Li-Polymer Premium Battery",24.99
