"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-07-25,AM01048,Laura,BT-BP-30146,"BinTEK™ Samsung  Galaxy Note 10.1 2014 Edition P600 8220mAH Li-Polymer Premium Battery",23.95
2017-07-25,PP11314,,APL-001-2309,"LCD Touch Screen Digitizer Assembly for iPhone 6 (Economy Plus) - White",16.49
