"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-11-14,PP12179R,"Alfie (Incoming)",APL-001-2328,"LCD and Touch Screen Digitizer for Apple iPad Pro 12.9 - White (Standard)",139.9900
2017-11-14,PP12155R,ELE,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",26.9900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Economy Plus)",26.9900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Economy Plus)",26.9900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",23.4900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",23.4900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",23.4900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",23.4900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",23.4900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",23.4900
2017-11-14,PP12176R,"Calvin LCT",APL-001-0728,"LCD and Touch Screen Digitizer for iPhone 5S - White (Economy Plus)",11.9900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2311,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Economy Plus)",26.9900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2309,"LCD and Touch Screen Digitizer for iPhone 6 - White (Economy Plus)",16.4900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2136,"LCD Touch Screen Digitizer for iPhone 6 Plus - White (Economy Plus) ",18.9900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2308,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Economy Plus)",16.4900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2308,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Economy Plus)",16.4900
2017-11-14,PP12176R,"Calvin LCT",APL-001-2308,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Economy Plus)",16.4900
