"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-05-04,PP00010027,"Alfie (Incoming)",SRN-HTC-1133,"HTC Desire 610 LCD & Digitizer Assembly with Frame - Black",27.95
