"Date Added","Voucher Code",Vendor,SKU,Title,Amount
2017-12-15,PP12335R,Lanwell,APL-001-0730,"LCD and Touch Screen Digitizer for iPhone 5S - Black (Economy Plus)",11.2900
2017-12-15,PP12335R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",23.7900
2017-12-15,PP12335R,"Calvin LCT",APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)",23.7900
2017-12-15,PP12387R,"Calvin LCT",APL-001-2116,"LCD Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ",17.4900
2017-12-15,PP12387R,"Calvin LCT",APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ",21.3900
2017-12-15,PP12394R,"Alfie (Incoming)",SRN-MOT-612,"Moto G2 XT1063 XT1064 LCD Assembly",17.9900
2017-12-15,PP12395R,"Alfie (Incoming)",FLX-SAM-756,"Charging Port Microphone Flex Cable for Samsung Galaxy S4 i337 M919 USB ",3.9900
2017-12-15,PP12396R,"Alfie (Incoming)",FLX-SAM-954,,1.9900
2017-12-15,PP12418R,"Calvin LCT",APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",21.3900
2017-12-15,PP12418R,"Calvin LCT",APL-001-2371,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Economy Plus)",25.4900
2017-12-15,PP12419R,"Calvin LCT",APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ",23.4900
2017-12-15,PP12448R,"Calvin LCT",APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Economy Plus)",23.9900
2017-12-15,PP12448R,"Calvin LCT",APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Economy Plus)",23.9900
2017-12-15,PP12448R,"Calvin LCT",APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)",25.9900
2017-12-15,PP12448R,"Alfie (Incoming)",SRN-SAM-1611,"LCD and Touch Screen Digitizer for Samsung Galaxy S7  - Black Onyx (Standard)",134.9900
2017-12-15,PP12448R,Laura,BT-BP-30192,"BinTEK Battery for iPhone 6S 1715mAH Li-Po Premium ",8.9900
2017-12-15,PP12459R,"Alfie (Incoming)",FLX-SAM-786,"Charging Port Flex Cable for Samsung Galaxy Note 3 N900A ",3.9900
2017-12-15,PP12459R,"Alfie (Incoming)",FLX-SAM-786,"Charging Port Flex Cable for Samsung Galaxy Note 3 N900A ",3.9900
