"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-08-10,PP11474,,BT-SPX-0324,"Bongo Shield Edge 2 Edge Tempered Glass Screen Protector - iPhone 7 Black",3.99
2017-08-10,PP11464,ELE,APL-001-2278,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Standard)",30.99
