"Refund Date","RMA Number",Vendor,SKU,Title,Amount
2017-01-30,AM00744,Laura,BT-BP-30126,"BinTEK™ Motorola Moto G XT1031 XT1032 XT1033 ED30 2070mAH Li-Polymer Premium Battery",17.95
2017-01-30,PP09063,,BT-BP-30064,"BinTEK™ Samsung Note 4 EB-KN910BWEGW 3220mAH Li-Ion Premium Battery (With NFC)",12.95
