SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
ACC-ZRT-511,"LCD Bezel Frame Adhesive Tape for iPhone 7(4.7 inches) - Black","10/15/18 02:41 PM",23,28,0.78,1.99,0,0.99,"10/23/18 01:20 AM",mobile_sentrix,1.19,1.16
FLX-LGM-634,"Loudspeaker Module for LG G6","08/15/18 12:53 PM",0,6,2.42,24,0,5.99,"10/23/18 06:00 AM",mobile_defenders,6.99,5.49
FLX-HTC-619,"Front Camera for LG G6","06/23/17 04:35 PM",2,2,6.77,24,0,5.99,"10/23/18 06:00 AM",mobile_defenders,5.99,2.99
FLX-LGM-636,"Rear Camera Lens for LG G6  White","06/13/18 01:48 PM",2,5,1.2,2.99,0,1.89,"10/23/18 09:40 AM",mobile_sentrix,0.78,0.82
APL-001-2365,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Premium)","10/18/18 09:40 AM",37,94,43.26,99.99,0,51.99,"10/23/18 09:41 AM",mobile_sentrix,53.52,55.98
APL-001-2366,"LCD and Touch Screen Digitizer for iPhone 7 Plus - Black (Premium)","10/18/18 09:40 AM",34,97,58.01,109.99,0,70.69,"10/23/18 10:00 AM",mengtor,70.99,0
APL-001-2368,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Premium)","10/18/18 09:40 AM",35,81,58.01,109.99,0,70.69,"10/23/18 10:01 AM",mengtor,70.99,0
APL-001-2367,"LCD and Touch Screen Digitizer for iPhone 7 - White (Premium)","10/18/18 09:40 AM",45,116,43.26,99.99,0,51.99,"10/23/18 10:20 AM",mobile_sentrix,56.15,56.23
BTY-COV-1694,"Rear Battery Cover for Samsung Galaxy S6 - Gold Platinum (Standard)","12/28/17 02:21 PM",7,12,3.09,8.99,0,3.89,"10/23/18 10:40 AM",mobile_sentrix,3.95,3.94
SRN-SAM-1603,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - Black (Standard) (No Logo)","10/16/18 11:16 AM",15,7,85.65,139.99,0,100.49,"10/23/18 11:00 AM",mobile_defenders,0,89.99
APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Aftermarket Premium / Economy Plus)","10/15/18 03:16 PM",358,317,13,36.99,0,18.79,"10/23/18 11:00 AM",mobile_sentrix,21.36,21.4
APL-001-2372,"LCD and Touch Screen Digitizer for iPhone 7 Plus - Black (Aftermarket Premium / Economy Plus)","10/08/18 01:25 PM",474,363,16,39.99,0,22.99,"10/23/18 11:20 AM",mobile_sentrix,23.46,23.39
APL-001-2371,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Aftermarket Premium / Economy Plus)","10/08/18 01:25 PM",403,350,16,39.99,0,22.99,"10/23/18 11:20 AM",mobile_sentrix,23.48,23.39
SRN-SAM-1616,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 Edge - Silver (Standard) (No Logo)","09/13/18 02:02 PM",5,3,152.59,250.99,0,180.99,"10/23/18 12:00 PM",mengtor,188.99,187.99
SRN-SAM-1615,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 Edge - Gold Platinum (Standard) (No Logo)","09/25/18 04:36 PM",4,6,152.07,250.99,0,180.99,"10/23/18 12:00 PM",mengtor,186.99,185.99
SRN-SAM-1613,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 Edge - Black (Standard) (No Logo)","09/25/18 04:36 PM",2,10,152.07,250.99,0,175.99,"10/23/18 12:00 PM",mengtor,186.99,185.99
SRN-SAM-1611,"LCD and Touch Screen Digitizer for Samsung Galaxy S7  - Black Onyx (Standard) (No Logo)","09/25/18 04:36 PM",8,10,103.4,199.99,0,119.99,"10/23/18 12:01 PM",mengtor,126.99,125.99
SRN-SAM-1610,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - White (Standard) (No Logo)","07/27/18 04:22 PM",1,4,101.49,199.99,0,119.99,"10/23/18 12:01 PM",mengtor,126.99,125.99
BTY-COV-1702,"Rear Battery Cover for Samsung Galaxy S7 - Black Onyx (Standard)","09/25/18 04:36 PM",11,51,2.52,10.99,0,5.09,"10/23/18 12:20 PM",mobile_sentrix,5.65,5.71
BTY-COV-1698,"Rear Battery Cover for Samsung Galaxy S6 - White Pearl (Standard)","07/27/18 04:23 PM",4,41,3.53,7.73,0,3.99,"10/23/18 12:20 PM",mobile_sentrix,4,3.92
BTY-COV-1700,"Rear Battery Cover for Samsung Galaxy Note 5 - Black Sapphire (Standard)","05/31/18 12:28 PM",9,17,3.47,10.99,0,5.99,"10/23/18 12:20 PM",mobile_sentrix,5.74,5.75
SRN-SAM-1626,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Gold Platinum (Standard) (No Logo)","10/10/18 04:00 PM",0,21,103.39,199.99,199.99,104.99,"10/23/18 12:41 PM",mengtor,126.99,125.99
SRN-SAM-1627,"LCD and Touch Screen Digitizer for Samsung Galaxy S8 - Midnight Black (Standard) (No Logo)","10/23/18 10:12 AM",44,8,129.94,199.99,0,142.99,"10/23/18 01:00 PM",mengtor,161.99,163.99
SRN-SAM-1629,"LCD and Touch Screen Digitizer for Samsung Galaxy S8 Plus - Midnight Black (Standard) (No Logo)","10/23/18 10:09 AM",28,10,177.14,369.99,0,202.99,"10/23/18 01:00 PM",mengtor,219.99,218.99
SRN-SAM-1630,"LCD and Touch Screen Digitizer for Samsung Galaxy S4 - White (Standard) (No Logo)","09/24/18 12:21 PM",7,13,28.48,83.99,0,33.99,"10/23/18 01:00 PM",mengtor,34.99,33.99
SRN-SAM-1632,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Gold (Premium)","10/16/18 11:16 AM",12,17,100.35,189.99,0,113.99,"10/23/18 01:00 PM",mobile_sentrix,113.19,112.26
SRN-SAM-1632,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Gold (Premium)","10/16/18 11:16 AM",12,17,100.35,189.99,0,113.99,"10/23/18 01:20 PM",mengtor,126.99,125.99
SRN-SAM-1633,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Black (Premium)","10/18/18 04:04 PM",19,37,105,189.99,0,119.99,"10/23/18 01:20 PM",mobile_sentrix,120.73,122.32
SRN-SAM-1633,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Black (Premium)","10/18/18 04:04 PM",19,37,105,189.99,0,119.99,"10/23/18 01:20 PM",mengtor,126.99,125.99
SRN-SAM-1634,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - White (Premium)","10/11/18 04:27 PM",0,5,96,189.99,189.99,113.99,"10/23/18 01:20 PM",mobile_sentrix,113.46,113.35
SRN-SAM-1634,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - White (Premium)","10/11/18 04:27 PM",0,5,96,189.99,189.99,113.99,"10/23/18 01:20 PM",mengtor,126.99,125.99
SRN-SAM-1635,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - Gold (Premium)","08/16/18 11:54 AM",4,8,95.83,159.99,0,110.99,"10/23/18 01:21 PM",mengtor,118.99,115.99
SRN-SAM-1635,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - Gold (Premium)","08/16/18 11:54 AM",4,8,95.83,159.99,0,110.99,"10/23/18 01:40 PM",etrade_supply,123.86,121.76
SRN-SAM-1636,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - Black Sapphire (Premium)","10/11/18 04:27 PM",5,0,98,159.99,0,110.99,"10/23/18 01:40 PM",mobile_sentrix,111.86,110.59
SRN-SAM-1636,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - Black Sapphire (Premium)","10/11/18 04:27 PM",5,0,98,159.99,0,110.99,"10/23/18 01:40 PM",mengtor,118.99,115.99
SRN-SAM-1636,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - Black Sapphire (Premium)","10/11/18 04:27 PM",5,0,98,159.99,0,110.99,"10/23/18 01:40 PM",etrade_supply,123.86,128.05
SRN-SAM-1637,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - White (Premium)","10/11/18 04:27 PM",4,2,98,159.99,0,109.99,"10/23/18 01:40 PM",mobile_sentrix,105.14,108.24
SRN-SAM-1637,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - White (Premium)","10/11/18 04:27 PM",4,2,98,159.99,0,109.99,"10/23/18 01:40 PM",mengtor,118.99,115.99
SRN-SAM-1638,"LCD and Touch Screen Digitizer for Samsung Galaxy S5 - Black (Premium)","04/18/18 10:52 AM",0,0,88,139.99,0,93.39,"10/23/18 02:00 PM",cell_parts_hub,60,65
SRN-SAM-1639,"LCD and Touch Screen Digitizer for Samsung Galaxy S5 - White (Premium)","06/04/18 01:17 PM",0,0,87,139.99,0,93.39,"10/23/18 02:00 PM",cell_parts_hub,60,65
