SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
FLX-SAM-1536,"Rear Camera Flex Cable for Samsung Galaxy S7","08/15/18 12:53 PM",9,8,4.65,21.48,8.99,11.19,"08/22/18 12:00 AM",etrade_supply,13.26,13.32
SRN-SAM-1389,"LCD and Touch Screen Digitizer for Galaxy Note 5 - Gold Platinum (Standard)","08/03/18 03:23 PM",1,7,111.23,199.99,147.89,147.89,"08/22/18 12:00 AM",etrade_supply,130.31,130.89
FLX-SAM-1395,"Charging Port Flex Cable for Galaxy Note 5 N920V","07/27/18 04:39 PM",1,15,2.34,9.12,4.39,4.19,"08/22/18 12:00 AM",etrade_supply,5.67,5.7
FLX-SAM-1375,"Charging Port Flex Cable for Samsung Galaxy Note 5 N920P","05/22/18 12:38 PM",1,6,3.01,8.11,8.11,4.39,"08/22/18 12:00 AM",etrade_supply,5.16,5.18
FLX-SAM-1384,"Front Camera Flex Cable for Samsung Galaxy Note 5","04/20/17 01:14 PM",0,6,4.65,9.99,9.99,5.69,"08/22/18 12:00 AM",etrade_supply,2.78,2.79
FLX-SAM-1374,"Charging Port Flex Cable for Samsung Galaxy Note 5 N920F","07/01/16 12:34 PM",0,0,5.46,10.58,9.19,6.29,"08/22/18 12:00 AM",etrade_supply,8.48,8.52
FLX-SAM-1373,"Charging Port Flex Cable for Samsung Galaxy Note 5 N920A ","05/22/18 12:38 PM",4,4,4.12,12.99,7.52,5.49,"08/22/18 12:00 AM",etrade_supply,6.99,7.02
FLX-SAM-1381,"Earpiece Speaker for Samsung Galaxy Note 5 ","07/27/18 04:39 PM",0,4,1.28,7.96,7.96,2.99,"08/22/18 12:00 AM",etrade_supply,3.2,3.21
FLX-SAM-1417,"Volume Button Flex Cable for Samsung Galaxy Note 5",N/A,0,3,1.53,3.52,3.52,1.89,"08/22/18 12:20 AM",etrade_supply,2.08,2.09
FLX-SAM-1390,"Stylus Flex Pen Writing Input for Samsung Galaxy Note 5","04/24/17 11:45 AM",0,19,4.3,7.75,6.09,6.39,"08/22/18 12:20 AM",etrade_supply,10.99,11.04
