SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
APL-003-1789,"Charging Port Flex Cable for iPhone 8 Plus - Gold","04/17/18 02:12 PM",0,5,5.82,27.6805,25.39,22.99,"05/16/18 12:00 AM",etrade_supply,30.98,31.13
APL-003-1790,"Rear Camera Module for iPhone 8 Plus ","01/24/18 11:42 AM",2,2,60.78,89.99,89.99,69.99,"05/16/18 12:00 AM",fixez,59.95,51.95
APL-003-1791,"Loudspeaker Antenna Flex Cable for iPhone 8 plus","03/23/18 03:25 PM",0,3,1.68,19.935,17.94,15.99,"05/16/18 12:00 AM",etrade_supply,4.46,4.48
APL-002-6450,"LCD Frame for iPhone 8 - Black","03/23/18 03:25 PM",0,5,1.84,19.99,0,0,"05/16/18 12:00 AM",etrade_supply,13.99,14.06
APL-002-6451,"LCD Frame for iPhone 8 - White","03/23/18 03:25 PM",0,5,1.84,19.99,0,4.99,"05/16/18 12:00 AM",etrade_supply,13.99,14.06
APL-003-1796,"Loudspeaker Antenna Flex Cable for iPhone 8","04/17/18 02:12 PM",0,2,10.94,13.99,13.99,12.89,"05/16/18 12:20 AM",etrade_supply,5.37,5.4
APL-001-2377,"LCD and Touch Screen Digitizer for iPhone 8 - White (Premium)","05/09/18 03:52 PM",0,20,51.57,129.99,0,69.89,"05/16/18 12:20 AM",mobile_sentrix,71.03,69.11
APL-001-2377,"LCD and Touch Screen Digitizer for iPhone 8 - White (Premium)","05/09/18 03:52 PM",0,20,51.57,129.99,0,69.89,"05/16/18 12:20 AM",fixez,93.95,82.95
APL-001-2377,"LCD and Touch Screen Digitizer for iPhone 8 - White (Premium)","05/09/18 03:52 PM",0,20,51.57,129.99,0,69.89,"05/16/18 12:20 AM",mengtor,67.99,66.99
APL-001-2377,"LCD and Touch Screen Digitizer for iPhone 8 - White (Premium)","05/09/18 03:52 PM",0,20,51.57,129.99,0,69.89,"05/16/18 12:20 AM",etrade_supply,118.18,118.75
FLX-SAM-723,"Samsung Galaxy Note 10.1 Tablet N8000 Power Volume Flex Cable REV 1.0",N/A,0,3,0,5.95,3.49,0.99,"05/16/18 12:40 AM",etrade_supply,1.11,1.12
APL-001-2378,"LCD and Touch Screen Digitizer for iPhone 8 - Black (Premium)","05/09/18 03:52 PM",0,20,51.57,129.99,0,69.89,"05/16/18 12:40 AM",mobile_sentrix,74.39,73.04
APL-001-2378,"LCD and Touch Screen Digitizer for iPhone 8 - Black (Premium)","05/09/18 03:52 PM",0,20,51.57,129.99,0,69.89,"05/16/18 12:40 AM",fixez,93.95,82.95
APL-001-2378,"LCD and Touch Screen Digitizer for iPhone 8 - Black (Premium)","05/09/18 03:52 PM",0,20,51.57,129.99,0,69.89,"05/16/18 12:40 AM",mengtor,67.99,66.99
APL-001-2378,"LCD and Touch Screen Digitizer for iPhone 8 - Black (Premium)","05/09/18 03:52 PM",0,20,51.57,129.99,0,69.89,"05/16/18 12:40 AM",etrade_supply,118.18,118.75
APL-001-2381,"LCD and Touch Screen Digitizer for iPhone 8 Plus - White (Premium)","05/09/18 03:52 PM",0,20,71.56,149.99,0,96.79,"05/16/18 12:40 AM",mobile_sentrix,98.26,98.29
APL-001-2381,"LCD and Touch Screen Digitizer for iPhone 8 Plus - White (Premium)","05/09/18 03:52 PM",0,20,71.56,149.99,0,96.79,"05/16/18 12:40 AM",fixez,93.95,82.95
APL-001-2382,"LCD and Touch Screen Digitizer for iPhone 8 Plus - Black (Economy Plus)","05/14/18 04:32 PM",158,280,18,69.99,0,22.99,"05/16/18 01:00 AM",etrade_supply,28.01,28.15
APL-001-2382,"LCD and Touch Screen Digitizer for iPhone 8 Plus - Black (Economy Plus)","05/14/18 04:32 PM",158,280,18,69.99,0,22.99,"05/16/18 01:00 AM",parts_4_cells,24,22
APL-001-2383,"LCD and Touch Screen Digitizer for iPhone 8 Plus - White (Economy Plus)","05/15/18 01:38 PM",159,231,18,69.99,0,22.99,"05/16/18 01:00 AM",etrade_supply,28.01,28.15
APL-001-2383,"LCD and Touch Screen Digitizer for iPhone 8 Plus - White (Economy Plus)","05/15/18 01:38 PM",159,231,18,69.99,0,22.99,"05/16/18 01:00 AM",parts_4_cells,24,22
APL-003-1828,"Volume Flex Cable for iPhone X",N/A,0,0,0,11.99,0,0,"05/16/18 01:00 AM",fixez,12.5,9.95
APL-001-2379,"LCD and Touch Screen Digitizer for iPhone 8 - Black (Economy Plus)","05/14/18 04:42 PM",122,357,15.5,79.99,0,19.99,"05/16/18 01:20 AM",mobile_sentrix,24.56,24.58
APL-001-2379,"LCD and Touch Screen Digitizer for iPhone 8 - Black (Economy Plus)","05/14/18 04:42 PM",122,357,15.5,79.99,0,19.99,"05/16/18 01:20 AM",etrade_supply,28.01,28.15
APL-001-2379,"LCD and Touch Screen Digitizer for iPhone 8 - Black (Economy Plus)","05/14/18 04:42 PM",122,357,15.5,79.99,0,19.99,"05/16/18 01:20 AM",parts_4_cells,21,19
APL-001-2380,"LCD and Touch Screen Digitizer for iPhone 8 - White (Economy Plus)","05/14/18 04:42 PM",131,310,15.5,79.99,0,19.99,"05/16/18 01:20 AM",mobile_sentrix,24.53,24.55
APL-001-2380,"LCD and Touch Screen Digitizer for iPhone 8 - White (Economy Plus)","05/14/18 04:42 PM",131,310,15.5,79.99,0,19.99,"05/16/18 01:40 AM",etrade_supply,28.01,28.15
APL-001-2380,"LCD and Touch Screen Digitizer for iPhone 8 - White (Economy Plus)","05/14/18 04:42 PM",131,310,15.5,79.99,0,19.99,"05/16/18 01:40 AM",parts_4_cells,21,19
APL-003-1802,"Rear Camera for iPhone 8","05/08/18 03:18 PM",2,5,39.76,79.99,45.99,44.29,"05/16/18 01:40 AM",etrade_supply,59.37,59.66
APL-003-1803,"Front Camera Proximity Sensor Flex Cable for iPhone 8","05/08/18 03:18 PM",13,0,12.17,34.99,28.99,17.59,"05/16/18 01:40 AM",etrade_supply,19.57,19.66
APL-003-1806,"Earpiece Speaker for iPhone 8","04/25/18 04:13 PM",1,10,1.52,4.99,4.99,2.09,"05/16/18 02:00 AM",etrade_supply,3.95,3.15
APL-003-1809,"Wifi Antenna Flex Cable for iPhone 8","03/23/18 03:25 PM",0,5,2.77,11.99,13.99,5.49,"05/16/18 02:00 AM",etrade_supply,13.38,13.44
APL-003-1810,"Bluetooth Antenna Flex Cable for iPhone 8","12/01/17 11:33 AM",0,2,1.89,5.99,0,3.99,"05/16/18 02:00 AM",etrade_supply,2.08,2.09
APL-002-6452,"LCD Back Plate for iPhone 8","03/23/18 03:25 PM",0,5,1.52,4.99,0,3.79,"05/16/18 02:00 AM",etrade_supply,4.46,4.48
FLX-SAM-1568,"Charging Port Flex Cable for Samsung Galaxy Note 8 N950F","03/23/18 03:25 PM",1,1,6.41,15.99,6.5,8.09,"05/16/18 02:20 AM",mobile_sentrix,8.19,8.11
FLX-SAM-1577,"Stylus for Samsung Galaxy Note 8 - Black","05/08/18 03:18 PM",11,0,6.61,25.99,25.99,11.99,"05/16/18 02:40 AM",etrade_supply,21.49,21.59
FLX-SAM-1578,"Stylus for Samsung Galaxy Note 8 - Blue	","05/08/18 03:18 PM",4,4,6.61,25.99,25.99,15.99,"05/16/18 02:41 AM",etrade_supply,32.65,32.81
FLX-SAM-1576,"Home Button Flex Cable for Samsung Galaxy Note 8 - Black","04/17/18 02:12 PM",0,3,9.02,22.99,22.99,11.29,"05/16/18 02:41 AM",etrade_supply,18.56,18.65
FLX-SAM-1574,"Vibrator for Samsung Galaxy Note 8","03/23/18 03:25 PM",0,2,1.21,3.264,2.52,1.99,"05/16/18 02:41 AM",mobile_sentrix,1.42,1.28
FLX-SAM-1573,"Earpiece Speaker for Samsung Galaxy Note 8","03/23/18 03:25 PM",3,0,0.73,2.275,1.91,1.79,"05/16/18 02:41 AM",mobile_sentrix,0.98,0.88
APL-003-1826,"Front Infrared Camera Flex Cable for iPhone X",N/A,0,0,0,38.99,0,0,"05/16/18 03:00 AM",mengtor,28.99,0
APL-003-1832,"Proximity Sensor Flex Cable for iPhone X",N/A,0,0,0,35.99,0,0,"05/16/18 03:01 AM",etrade_supply,30.97,31.12
APL-001-2403,"LCD and Touch Screen Digitizer for iPhone X - Black (Premium)",N/A,0,0,0,495.99,0,299.89,"05/16/18 03:20 AM",etrade_supply,381.31,392.46
SRN-SAM-1659,"LCD and Touch Screen Digitizer for Samsung Galaxy S5 - White (Standard)","05/04/18 03:36 PM",18,2,62.53,119.99,0,76.99,"05/16/18 03:20 AM",mengtor,76.99,75.99
SRN-SAM-1659,"LCD and Touch Screen Digitizer for Samsung Galaxy S5 - White (Standard)","05/04/18 03:36 PM",18,2,62.53,119.99,0,76.99,"05/16/18 03:21 AM",etrade_supply,78.55,78.93
BTY-COV-1723,"Rear Battery Cover for Samsung Galaxy S8 Plus - Midnight Black","05/09/18 01:55 PM",13,12,4.6,15.99,0,8.99,"05/16/18 03:21 AM",mobile_sentrix,11.46,11.48
BTY-COV-1720,"Rear Battery Cover for Samsung Galaxy S8 - Midnight Black","04/27/18 01:11 PM",1,0,4.22,15.99,0,9.99,"05/16/18 03:40 AM",mobile_sentrix,11.38,11.49
BTY-COV-1721,"Rear Battery Cover for Samsung Galaxy S8 - Orchid Grey","12/01/17 02:07 PM",2,19,3.87,15.99,0,9.99,"05/16/18 03:40 AM",mobile_sentrix,11.51,11.52
BTY-COV-1724,"Rear Battery Cover for Samsung Galaxy S8 Plus - Orchid Grey","05/16/18 11:00 AM",4,3,3.87,15.99,0,8.99,"05/16/18 04:02 AM",mengtor,8.99,0
ACC-ZRT-537,"Pre Cut Adhesive for Samsung Galaxy S8 Plus","05/15/18 04:13 PM",11,9,1.13,3.99,0,1.09,"05/16/18 04:20 AM",mengtor,1.5,0
FLX-SAM-1584,"Wireless Charging Chip with NFC Antenna for Samsung Galaxy Note 8","12/01/17 11:33 AM",0,2,2.65,14.99,14.99,4.49,"05/16/18 04:20 AM",mobile_sentrix,2.2,1.75
FLX-SAM-1585,"Proximity Sensor Flex Cable for Samsung Galaxy Note 8 ","12/01/17 11:33 AM",0,2,1.89,13.99,13.99,2.99,"05/16/18 04:20 AM",mobile_sentrix,2.35,2.24
SRN-SAM-1660,"LCD and Touch Screen Digitizer for Samsung Galaxy J7 (J710) 2016 - White (Premium)","05/10/18 04:59 PM",2,10,57.46,99.99,0,59.99,"05/16/18 04:20 AM",etrade_supply,81.61,80.87
SRN-SAM-1661,"LCD and Touch Screen Digitizer for Samsung Galaxy J7 (J710) 2016 - Black (Premium)","04/26/18 12:38 PM",3,2,57,99.99,0,59.99,"05/16/18 04:20 AM",etrade_supply,81.61,80.87
SRN-SAM-1662,"LCD and Touch Screen Digitizer for Samsung Galaxy J7 (J710) 2016 - Gold (Premium)","01/30/18 02:01 PM",1,2,58.74,99.99,0,59.99,"05/16/18 04:20 AM",etrade_supply,85.12,80.87
APL-003-1837,"Sim Card Tray for iPhone X - Silver","03/21/18 03:19 PM",0,3,1.34,3.99,0,1.69,"05/16/18 04:20 AM",etrade_supply,2.24,2.25
APL-003-1828,"Volume Flex Cable for iPhone X",N/A,0,0,0,11.99,0,0,"05/16/18 04:40 AM",etrade_supply,15.69,15.77
APL-003-1824,"Rear Camera Flex Cable for iPhone X","04/25/18 04:13 PM",0,4,54.31,169.99,0,76.69,"05/16/18 04:40 AM",mengtor,88.99,85.99
APL-003-1829,"Loud Speaker Antenna Flex Cable for iPhone X","02/12/18 01:25 PM",0,2,2.65,4.99,0,0,"05/16/18 04:40 AM",etrade_supply,4.12,3.44
APL-003-1824,"Rear Camera Flex Cable for iPhone X","04/25/18 04:13 PM",0,4,54.31,169.99,0,76.69,"05/16/18 04:40 AM",etrade_supply,73.23,73.58
APL-003-1830,"WIFI Flex Cable for iPhone X","02/12/18 01:25 PM",0,2,2.17,4.99,0,0,"05/16/18 04:40 AM",etrade_supply,5.37,5.4
APL-001-2403,"LCD and Touch Screen Digitizer for iPhone X - Black (Premium)",N/A,0,0,0,495.99,0,299.89,"05/16/18 05:00 AM",mobile_sentrix,308.88,310.46
APL-003-1834,"Earpiece Speaker Flex Cable for iPhone X","03/07/18 03:39 PM",0,2,25.4,64.99,0,34.89,"05/16/18 05:00 AM",etrade_supply,30.97,31.12
APL-001-2402,"Front Screen Glass Lens for Apple Watch Series 2 38mm - Black",N/A,0,0,0,4.99,0,0,"05/16/18 05:00 AM",etrade_supply,20.82,20.92
APL-001-2398,"LCD and Touch Screen Digitizer for Apple Watch Series 2 38mm","01/30/18 03:30 PM",0,0,112.35,234.99,0,134.99,"05/16/18 05:00 AM",mobile_sentrix,136.26,147.22
APL-001-2398,"LCD and Touch Screen Digitizer for Apple Watch Series 2 38mm","01/30/18 03:30 PM",0,0,112.35,234.99,0,134.99,"05/16/18 05:20 AM",etrade_supply,80.43,80.82
APL-003-1835,"Loudspeake for iPhone X","02/12/18 01:25 PM",0,2,9.05,36.99,0,0,"05/16/18 05:20 AM",etrade_supply,19.56,19.65
SRN-LGM-698,"LCD and Touch Screen Digitizer with Black Frame for LG G6 - Black","03/20/18 03:49 PM",2,3,81.17,189.89,0,99.39,"05/16/18 05:20 AM",etrade_supply,117.59,118.16
BT-BP-30295,"Battery for Apple Watch Series 2 42mm",N/A,0,0,0,7.99,0,0,"05/16/18 05:40 AM",etrade_supply,11.69,11.75
APL-003-1819,"Force Touch Sensor for Apple Watch Series 2 42mm",N/A,0,0,0,19.99,0,10.89,"05/16/18 05:40 AM",etrade_supply,10.68,10.73
BT-BP-30294,"Battery for Apple Watch Series 2 38mm",N/A,0,0,0,7.99,0,0,"05/16/18 05:40 AM",etrade_supply,11.69,11.75
APL-003-1827,"Power Flex Cable for iPhone X","02/12/18 01:25 PM",0,2,7.45,11.99,0,0,"05/16/18 05:40 AM",etrade_supply,13.71,13.78
APL-003-1821,"Charging Port Flex Cable for iPhone X - Black ","02/12/18 01:25 PM",0,2,4.08,19.99,0,11.99,"05/16/18 05:40 AM",etrade_supply,25.16,25.28
