SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
FLX-HTC-619,"Front Camera for LG G6","06/23/17 04:35 PM",0,4,6.77,24,0,5.99,"10/03/18 12:40 AM",mobile_defenders,7.99,5.99
FLX-LGM-632,"Rear Camera for LG G6 H870 H871 H872 H873","03/15/18 01:59 PM",0,2,10.36,35,0,16.49,"10/03/18 12:40 AM",mobile_defenders,14.99,13.99
SRN-SAM-1606,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 5 - Black (Standard) (No Logo)","09/13/18 11:42 AM",3,6,109.74,199.99,0,147.89,"10/03/18 04:40 AM",mobile_sentrix,126.98,127.16
SRN-SAM-1600,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 4 - Grey (Standard) (No Logo)","09/13/18 02:02 PM",3,4,81.69,149.99,0,107.89,"10/03/18 05:00 AM",mobile_sentrix,85.29,83.4
SRN-SAM-1620,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 3 - White (Standard) (No Logo)","09/24/18 12:21 PM",0,13,58.99,104.99,0,92.99,"10/03/18 05:00 AM",mobile_sentrix,64.02,64.12
SRN-SAM-1619,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 3 - Gray (Standard) (No Logo)","08/24/18 10:50 AM",2,6,59.69,119.99,0,92.99,"10/03/18 05:00 AM",mobile_sentrix,63.71,63.67
APL-003-1786,"LCD Tester Flex Cable for iPhone 7","07/05/18 04:13 PM",0,12,3.28,8.99,0,4.09,"10/03/18 06:00 AM",mengtor,3.99,3.5
APL-003-1785,"LCD Tester Flex Cable for iPhone 7 Plus","08/06/18 11:36 AM",1,8,3.06,9.99,0,3.99,"10/03/18 06:00 AM",mengtor,3.99,3.5
APL-003-1796,"Loudspeaker Antenna Flex Cable for iPhone 8","09/25/18 04:36 PM",3,6,1.04,13.99,13.99,12.89,"10/03/18 06:40 AM",mengtor,1.25,0.99
APL-003-1816,"Loudspeaker for iPhone 8 Plus","08/15/18 12:53 PM",1,4,1.68,22.99,22.99,12.99,"10/03/18 07:00 AM",mengtor,10.99,6.99
APL-003-1812,"Front Camera Proximity Sensor Flex Cable for iPhone 8 Plus","09/27/18 01:33 PM",45,18,14.17,69.99,69.99,23.99,"10/03/18 07:20 AM",mobile_sentrix,19.36,19.19
APL-002-6460,"Back Glass Cover for iPhone X - White","08/06/18 11:36 AM",2,0,2.09,19.99,0,11.49,"10/03/18 09:00 AM",maya_cellular,0,8.99
APL-002-6461,"Back Glass Cover for iPhone X - Black","08/24/18 10:50 AM",3,4,2.18,19.99,0,11.49,"10/03/18 09:00 AM",maya_cellular,0,8.99
