SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
BTY-SAM-088,"Battery for Samsung Galaxy S5 2800 mAh",N/A,0,0,0,8.95,0,4.99,"07/09/18 12:00 AM",mobile_sentrix,0,4.36
BTY-SAM-088,"Battery for Samsung Galaxy S5 2800 mAh",N/A,0,0,0,8.95,0,4.99,"07/09/18 12:00 AM",fixez,11.49,0
BT-BP-30154,"BinTEK Battery for Samsung Galaxy S6 2550mAH Li-Polymer Premium ","05/04/18 03:05 PM",36,0,4.26,10.99,10.99,7.99,"07/09/18 12:00 AM",mobile_sentrix,0,9.81
BT-BP-30154,"BinTEK Battery for Samsung Galaxy S6 2550mAH Li-Polymer Premium ","05/04/18 03:05 PM",36,0,4.26,10.99,10.99,7.99,"07/09/18 12:00 AM",fixez,11.49,0
BT-BP-30230,"Battery for Samsung Galaxy S7 3000mAH Li-Polymer","06/21/18 11:05 AM",59,-5,3.61,12.99,12.99,7.99,"07/09/18 12:00 AM",mobile_sentrix,0,7.76
BT-BP-30230,"Battery for Samsung Galaxy S7 3000mAH Li-Polymer","06/21/18 11:05 AM",59,-5,3.61,12.99,12.99,7.99,"07/09/18 12:00 AM",fixez,11.49,0
BT-BP-30164,"BinTEK LG Optimus G2 BL-T7 3000mAH Li-Polymer Premium Battery","09/29/17 04:23 PM",0,8,2.84,7.99,7.99,4.09,"07/09/18 12:00 AM",mobile_sentrix,0,4.44
BT-BP-30138,"Battery for Samsung Galaxy Tab 3 10.1 6800mAH Li-Polymer","02/09/18 10:08 AM",0,0,7.72,17.99,17.99,8.99,"07/09/18 12:00 AM",fixez,0,12.49
BT-BP-30194,"BinTEK Battery for LG G4 BL-51YF 3000mAH Li-Ion Premium ",N/A,0,14,6.05,10.59,8.89,3.99,"07/09/18 12:00 AM",mobile_sentrix,0,5.6
BT-BP-30070,"BinTEK LG Nexus 5 BL-T9 2100mAH Li-Ion Premium Battery","05/04/17 03:14 PM",1,126,3.01,10.99,10.99,3.99,"07/09/18 12:00 AM",mobile_sentrix,0,5.22
BT-BP-30036,"BinTEK LG Optimus G E970 LS970 BL-T5 2100mAH Premium Battery","05/04/17 03:14 PM",0,22,3.16,10.99,10.99,5.99,"07/09/18 12:20 AM",fixez,9.99,0
