SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
FLX-SAM-1553,"Charging Port Flex Cable for Samsung Galaxy S8 Plus G955F (International Version)","10/09/18 10:50 AM",9,9,5.4,15.99,0,8.99,"10/17/18 04:40 AM",mobile_sentrix,6,5.89
FLX-SAM-1560,"Rear Camera Lens for Samsung Galaxy S8 - Midnight Black","09/25/18 04:36 PM",2,5,0.75,4.99,0,1.29,"10/17/18 07:20 AM",mobile_sentrix,0.86,0.9
FLX-SAM-1561,"Rear Camera Lens for Samsung Galaxy S8 - Orchid Gray","07/05/18 04:13 PM",2,5,0.79,4.99,0,1.29,"10/17/18 07:21 AM",mobile_sentrix,0.94,0.92
FLX-SAM-1563,"Rear Camera Lens for Samsung Galaxy S8 Plus - Midnight Black","07/27/18 04:39 PM",6,0,0.68,4.99,0,1.29,"10/17/18 07:40 AM",mobile_sentrix,1.1,0.8
APL-003-1533,"LCD Shield Plate for iPhone 6","03/21/18 03:19 PM",0,5,1.1,2.76,2.19,1.99,"10/17/18 08:20 AM",etrade_supply,2.5,2.06
APL-003-1594,"Loudspeaker for iPhone 6s Plus","10/10/18 04:00 PM",7,14,1.47,7.98,7.98,2.19,"10/17/18 09:20 AM",etrade_supply,2.95,1.82
APL-003-1736,"Rear Camera for iPhone 7 Plus","10/10/18 04:00 PM",5,10,71.08,150.99,150.99,86.99,"10/17/18 11:40 AM",mobile_sentrix,89.61,90.03
BTY-COV-1598,"Rear Housing for Samsung Galaxy Note 5 - Black Sapphire","08/24/18 10:50 AM",0,2,8.42,19.99,19.99,9.99,"10/17/18 03:20 PM",etrade_supply,25.51,21.14
BTY-COV-1616,"Rear Housing for Samsung Galaxy S6 Edge - Gold Platinum","09/25/18 04:36 PM",0,4,6.79,23.32,21.39,11.99,"10/17/18 03:20 PM",etrade_supply,26.66,25.33
BTY-COV-1617,"Rear Housing for Samsung Galaxy S6 Edge - Black Sapphire",N/A,0,3,16.08,23.32,21.39,10.49,"10/17/18 03:20 PM",etrade_supply,26.66,25.33
BTY-COV-1618,"Rear Housing for Samsung Galaxy S6 Edge - White Pearl",N/A,0,5,20.75,29.05,26.99,11.49,"10/17/18 03:20 PM",etrade_supply,29.91,25.33
BTY-COV-1645,"Midframe Chassis for Samsung Galaxy Note 4 N910A N910T - Black",N/A,0,0,0,14.99,0,10.99,"10/17/18 03:40 PM",etrade_supply,12.69,11.3
BTY-COV-1646,"Midframe Chassis for Samsung Galaxy Note 4 N910A N910T - White",N/A,0,0,0,14.99,0,5.49,"10/17/18 03:40 PM",etrade_supply,15.86,8.46
BTY-COV-1647,"Midframe Chassis for Samsung Galaxy Note 4 N910V N910P - Black","03/21/18 10:59 AM",0,0,10.93,19.99,0,14.19,"10/17/18 03:40 PM",etrade_supply,12.69,11.3
BTY-COV-1648,"Midframe Chassis for Samsung Galaxy Note 4 N910V N910P - White","02/01/18 02:18 PM",0,3,11.29,16.99,0,14.49,"10/17/18 03:40 PM",etrade_supply,15.86,8.46
BTY-COV-1667,"Midframe for Galaxy S6 Edge G925V G925P - White","07/19/16 01:31 PM",0,1,17.53,25.42,23.39,9.99,"10/17/18 03:40 PM",etrade_supply,29.9,25.33
BTY-COV-1668,"Midframe Replacement for Samsung Galaxy S6 Edge G925T G925A - White","08/29/17 02:19 PM",0,2,13.2,25.42,0,0,"10/17/18 03:40 PM",etrade_supply,29.91,25.33
BTY-COV-1670,"Midframe Replacement for Samsung Galaxy S6 Edge G925T G925A - Gold",N/A,0,0,0,25.42,0,0,"10/17/18 03:40 PM",etrade_supply,28.87,25.33
BTY-COV-504,"Rear Housing for Samsung Galaxy S5 - White","05/31/18 12:28 PM",0,3,3.79,9.99,7.79,4.99,"10/17/18 05:00 PM",etrade_supply,9.85,6.5
BTY-COV-608,"Rear Housing Frame with Loudspeaker Headphone Jack for Samsung Galaxy S5","07/20/18 05:01 PM",0,3,2.89,11.34,9.59,5.99,"10/17/18 05:40 PM",etrade_supply,7.06,6.5
SRN-MOT-641,"Motorola Moto G XT1031 XT1032 XT1033 LCD Touch Screen Assembly w/ Frame Black","12/19/17 03:54 PM",0,0,18.12,31.7,29.49,20.99,"10/17/18 06:00 PM",etrade_supply,29.79,28.73
