SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
APL-003-1573,"Charging Port and Headphone Jack Flex Cable for iPhone 6s  Gray","01/31/18 09:42 AM",61,76,2.27,8.27,6.59,3.99,"02/15/18 12:20 AM",fixez,8.49,4
APL-003-1008,"WiFi & Bluetooth Right Antenna for iPad Mini & iPad Mini 2","01/24/18 11:42 AM",1,1,1.66,3.8,3.05,1.49,"02/15/18 12:40 AM",mobile_defenders,0.99,0
APL-003-1050,"Back Camera Flex Cable for iPad 3","04/03/17 01:21 PM",1,6,3.66,3.98,3.29,3.99,"02/15/18 12:40 AM",mengtor,4.5,3.99
APL-003-1156,"Wifi Antenna Ribbon Flex Cable for iPhone 5","08/10/17 11:31 AM",0,10,0.92,1.575,0.99,0.99,"02/15/18 01:00 AM",mobile_defenders,0.99,0.49
APL-003-1234,"Charging Port Flex Cable Ribbon for Verizon/Sprint iPhone 4 White","10/12/15 01:52 PM",0,42,1.42,4,3.29,2.89,"02/15/18 01:00 AM",mobile_defenders,2.99,2.49
APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ","02/06/18 02:55 PM",438,223,16,45.0313,27.99,20.99,"02/15/18 01:40 AM",mobile_sentrix,20.24,19.97
APL-003-1334,"Front Camera Flex Cable for iPad Mini & iPad Mini 2 & iPad Mini 3 & iPad Air","12/02/16 03:29 PM",0,2,1.64,5.51,4.09,2.49,"02/15/18 02:00 AM",mengtor,1.99,1.85
APL-003-1354,"Antenna Connector Cable for iPhone 5S","01/10/17 01:01 PM",0,3,0.98,1.95,1.69,0.39,"02/15/18 02:20 AM",mobile_sentrix,0.92,0.89
APL-003-1372,"LCD Touch Screen Tester Flex Cable for iPhone 5C","04/08/16 03:50 PM",0,19,2.73,6.14,4.59,2.99,"02/15/18 02:40 AM",mobile_defenders,2.49,1.99
APL-003-1422,"Rear Camera for iPhone 6","01/31/18 09:42 AM",11,27,3.07,6.71,4.99,3.49,"02/15/18 02:40 AM",mengtor,3.5,3.25
APL-003-1505,"Rear Camera with Flex Cable for iPhone 6 Plus","01/31/18 09:42 AM",14,31,11.16,15.793,12.73,11.99,"02/15/18 03:40 AM",mengtor,12.99,11.99
APL-001-2093,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Premium)","02/12/18 02:24 PM",12,25,39.62,105.99,59.99,42.99,"02/15/18 04:40 AM",mobile_sentrix,45.74,45.45
APL-001-2116,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Economy Plus) ","02/14/18 10:54 AM",342,274,13.5,36.71,22.99,16.99,"02/15/18 04:40 AM",mobile_sentrix,16.75,16.95
APL-001-2094,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Premium)","01/28/18 09:04 PM",6,19,39.45,99.95,59.99,42.99,"02/15/18 04:40 AM",mobile_sentrix,45.58,45.61
APL-001-2136,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Economy Plus) ","02/01/18 04:43 PM",444,442,13.5,28.99,22.99,16.99,"02/15/18 05:00 AM",mobile_sentrix,16.71,16.76
APL-003-1617,"External Power, Volume, & Mute Buttons for Apple iPhone 6  Silver","07/19/17 05:04 PM",0,10,0.91,3.02,2.39,1.49,"02/15/18 06:20 AM",mobile_sentrix,1.14,0
APL-003-1705,"Front Camera with Proximity Sensor and Microphone for iPhone 7","01/31/18 09:42 AM",79,100,7.99,27.06,24.82,9.89,"02/15/18 06:40 AM",mengtor,14.99,13.99
APL-003-1721,"Rear Camera Flex Cable for iPhone SE","01/23/18 12:31 PM",0,6,18.57,35.18,32.67,22.99,"02/15/18 07:00 AM",mengtor,26.99,25.99
FLX-SAM-1300,"Front Camera Flex Cable for Samsung Galaxy Note 4","12/20/17 04:32 PM",0,7,1.75,4.95,0,2.69,"02/15/18 07:20 AM",mobile_defenders,2.99,1.99
FLX-SAM-1315,"Front Camera for Samsung Galaxy Note 4","01/17/17 02:58 PM",0,3,1.78,5.0625,3.79,2.69,"02/15/18 07:40 AM",mobile_defenders,2.99,1.99
FLX-SAM-1317,"Power Button Vibration Motor Flex Cable for Samsung Galaxy Note 4","10/19/16 09:33 AM",0,10,1.58,4.6575,3.49,1.79,"02/15/18 07:40 AM",mobile_defenders,1.99,0.99
APL-001-2308,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Economy Plus)","02/07/18 11:39 AM",829,450,12,21.99,17.99,14.89,"02/15/18 07:40 AM",mobile_sentrix,15.63,15.66
FLX-SAM-1318,"Volume Flex Cable for Samsung Galaxy Note 4","10/19/16 09:33 AM",1,14,1.8,4.6575,3.49,1.49,"02/15/18 07:40 AM",mobile_defenders,0.99,0.49
FLX-SAM-1510,"Home Button with Touch Sensor Flex Cable for Samsung Galaxy Note 4 - White","10/19/16 09:33 AM",0,6,0,5.99,0,2.49,"02/15/18 09:20 AM",mobile_defenders,3.99,2.99
FLX-SAM-240,"Back Camera Flex Cable for Samsung Galaxy S3","02/16/17 04:55 PM",0,17,2.62,5.895,4.39,0.99,"02/15/18 09:40 AM",mobile_defenders,1.99,0
FLX-SAM-270,"Speaker Volume Flex Cable for Samsung Galaxy S3","02/16/17 04:55 PM",0,1428,0,5.95,3.49,0.99,"02/15/18 10:00 AM",mobile_defenders,1.99,0.99
APL-001-0730,"LCD and Touch Screen Digitizer for iPhone 5S - Black (Economy Plus)","02/09/18 10:08 AM",236,176,9,15.99,13.49,10.99,"02/15/18 10:40 AM",mobile_sentrix,10.66,10.65
APL-001-0728,"LCD and Touch Screen Digitizer for iPhone 5S - White (Economy Plus)","02/02/18 09:58 AM",249,241,9,15.99,13.49,10.99,"02/15/18 10:40 AM",mobile_sentrix,10.63,10.66
FLX-SAM-792,"Charging Port Flex Cable for Samsung Galaxy Note 3 N900R ","05/23/16 03:28 PM",0,4,3.89,8.06,6.79,3.49,"02/15/18 10:40 AM",mobile_defenders,5.99,2.99
FLX-SAM-950,"Home Button for Samsung Galaxy Note 3 - White","05/04/17 04:39 PM",0,18,0.67,1.825,1.59,0.49,"02/15/18 11:00 AM",mobile_defenders,1.99,0.99
SRN-LGM-348,"LCD + Touch Screen Digitizer for LG Google Nexus 5 D820 D821 Black","04/17/17 10:35 AM",0,9,11.51,45.8013,41.69,21.99,"02/15/18 11:20 AM",mobile_defenders,25.99,24.99
SRN-LGM-639,"LCD and Digitizer Replacement with Frame for LG Nexus 4",N/A,0,0,0,44.99,0,26.99,"02/15/18 11:20 AM",mobile_defenders,31.99,0
