SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
SRN-LGM-638,"LCD and Digitizer Replacement with Frame for LG Nexus 5X","05/31/18 12:28 PM",1,3,21.19,40.95,23.89,23.89,"06/09/18 01:40 AM",mobile_defenders,28.99,26.99
FLX-LGM-588,"Rear Camera Replacement for LG V10",N/A,0,2,6.51,11.39,9.59,8.99,"06/09/18 02:20 AM",mobile_sentrix,13.89,5.56
FLX-LGM-607,"Earpiece Speaker for LG V10","08/01/16 10:27 AM",0,0,1.1,2.64,2.09,1.99,"06/09/18 02:20 AM",mobile_sentrix,0.96,0.76
BT-BP-30214,"BinTEK Battery Apple iPad Air 1/iPad 5 (2017) 8820mAH Li-Polymer Premium ","06/08/18 11:55 AM",26,69,13.76,26.99,18.99,17.59,"06/09/18 02:40 AM",fixez,22.49,18.95
BT-BP-30158,"BinTEK Battery for iPod Touch 4 980mAH Li-Polymer Premium ","06/30/17 02:35 PM",2,7,3.88,8.99,8.99,4.99,"06/09/18 03:00 AM",mobile_defenders,4.99,4.49
BT-BP-30204,"BinTEK Battery for iPod Touch 6 1043mAH Li-Polymer Premium ","08/26/16 02:02 PM",3,6,5.6,15.99,15.99,8.99,"06/09/18 03:00 AM",mengtor,7.99,6.99
BT-BP-30164,"BinTEK LG Optimus G2 BL-T7 3000mAH Li-Polymer Premium Battery","09/29/17 04:23 PM",4,8,2.84,7.99,7.99,4.09,"06/09/18 03:40 AM",mobile_defenders,3.99,3.49
BTY-COV-530,"Samsung Galaxy Note 3 N900A N900T Midframe Bezel - Silver","11/15/17 02:09 PM",0,3,5.35,7.96,6.7,4.99,"06/09/18 04:20 AM",mobile_defenders,3.49,0
BTY-COV-1592,"Rear Housing for Samsung Galaxy Note 5 - Gold Platinum","05/31/18 12:28 PM",0,4,7.74,19.99,19.99,9.99,"06/09/18 04:40 AM",mobile_sentrix,6.62,6.31
SRN-SAM-192,"Front Glass for Samsung Galaxy S3 - White (Premium)","04/12/17 04:26 PM",0,7,1.35,4.23,1.49,1.49,"06/09/18 05:20 AM",fixez,3.5,7.99
BTY-COV-1616,"Rear Housing for Samsung Galaxy S6 Edge - Gold Platinum",N/A,0,3,16.08,23.32,21.39,11.99,"06/09/18 06:20 AM",mengtor,9.99,0
BTY-COV-1565,"Rear Battery Cover for Samsung Galaxy S6 Edge - White Pearl","05/24/18 12:31 PM",0,50,2.8,9.18,7.79,4.99,"06/09/18 06:20 AM",mobile_sentrix,4.38,4.31
BTY-COV-1517,"Rear Battery Cover for Sony Xperia Z3 - Black","09/15/17 03:00 PM",0,0,3.06,7.119,5.59,0.99,"06/09/18 07:00 AM",mengtor,1.5,0
SRN-MOT-665,"LCD and Digitizer Replacement with Frame for Motorola Droid Turbo XT1254","05/15/18 10:50 AM",3,1,38.21,144.99,0,52.59,"06/09/18 08:20 AM",mobile_sentrix,52.61,51.99
SRN-MOT-669,"LCD and Digitizer Replacement for Motorola Moto G3 - Black",N/A,0,0,0,28.99,0,18.99,"06/09/18 09:20 AM",mobile_sentrix,21.55,21.68
SRN-MOT-660,"LCD and Touch Screen Digitizer for Motorola Moto Z Droid XT1650-01 - Black","05/22/18 12:38 PM",3,10,87.19,137.96,137.96,95.59,"06/09/18 10:00 AM",mobile_sentrix,106.93,95.66
SRN-MOT-660,"LCD and Touch Screen Digitizer for Motorola Moto Z Droid XT1650-01 - Black","05/22/18 12:38 PM",3,10,87.19,137.96,137.96,95.59,"06/09/18 10:00 AM",fixez,99.95,97.95
SRN-MOT-681,"LCD and Touch Screen Digitizer for Motorola Moto Z Play Droid XT1635-01 ZT1635-02 - White","12/12/16 11:19 AM",0,0,109.14,139.15,94.69,94.69,"06/09/18 10:00 AM",mobile_sentrix,103.24,92.07
SRN-MOT-681,"LCD and Touch Screen Digitizer for Motorola Moto Z Play Droid XT1635-01 ZT1635-02 - White","12/12/16 11:19 AM",0,0,109.14,139.15,94.69,94.69,"06/09/18 10:00 AM",mengtor,87.99,85.99
APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","05/04/18 03:36 PM",4,11,144,299.99,209.89,209.89,"06/09/18 10:20 AM",maya_cellular,169.95,161.95
APL-001-2047,"LCD and Touch Screen Digitizer for iPad Air 2 - White","05/31/18 10:42 AM",1,14,145.97,299.99,209.89,209.89,"06/09/18 10:40 AM",maya_cellular,169.95,161.95
SRN-SAM-1333,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 Edge Plus - White Pearl","03/16/18 04:59 PM",0,2,165.03,212.73,202.51,189.99,"06/09/18 10:40 AM",maya_cellular,149.95,159.95
SRN-SAM-1389,"LCD and Touch Screen Digitizer for Galaxy Note 5 - Gold Platinum (Standard)","04/17/18 02:12 PM",4,5,129.62,199.99,147.89,147.89,"06/09/18 12:20 PM",maya_cellular,154.95,149.95
SRN-SAM-1503,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 - Silver (Premium)","05/18/18 05:06 PM",1,4,105,189.99,114.39,114.39,"06/09/18 01:40 PM",parts_4_cells,125,115
APL-003-1721,"Rear Camera Flex Cable for iPhone SE","05/31/18 01:10 PM",1,8,14.47,39.99,23.01,23.01,"06/09/18 09:20 PM",etrade_supply,25.04,28.3
