SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
SRN-SAM-1733,"LCD and Touch Screen Digitizer for Galaxy S3 T999 i747 i535 L710 - White B Stock","05/04/18 11:27 AM",1,2,0,150,0,39.99,"06/07/18 12:40 AM",etrade_supply,54.08,43.79
BTY-HTC-099,"Battery for Google Pixel 2",N/A,0,0,0,14.99,0,7.89,"06/07/18 01:00 AM",mengtor,7.99,0
FLX-HTC-624,"Rear Camera Lens Cover for Google Pixel 2 XL - Black","05/15/18 10:50 AM",2,1,8.19,13.99,0,6.99,"06/07/18 01:20 AM",mengtor,6.99,5.99
APL-003-1917,"Rear Camera with Flex Cable for iPad Mini 4/ Air 2/ Pro (12.9 inches) 1st Gen/ iPad 5 (2017)","05/31/18 01:10 PM",0,4,3.4,9.99,0,5.99,"06/07/18 01:40 AM",mobile_sentrix,4.2,3.95
FLX-SAM-1443,"Charging Port Flex Cable for Samsung Galaxy S6 G920T","05/31/18 10:42 AM",8,7,5.03,9.99,9.99,5.89,"06/07/18 02:40 AM",mobile_sentrix,5.87,4.62
FLX-SAM-1353,"Charging Port Flex Cable for Samsung Galaxy S6 G920A","01/29/18 01:44 PM",5,8,4.3,10.99,6.55,5.49,"06/07/18 02:40 AM",mobile_sentrix,5.65,4.7
TAB-SRN-745,"Touch Screen Digitizer for Samsung Galaxy Tab A 8.0 T350  - White","07/19/17 03:23 PM",0,0,7.83,14.3,11.52,0,"06/07/18 02:40 AM",mengtor,13.99,12.99
TAB-SRN-741,"LCD Touch Screen Digitizer Assembly for Microsoft Surface Pro 3 - Black","05/08/18 03:18 PM",1,2,106.61,199.99,128.99,128.99,"06/07/18 03:00 AM",mobile_defenders,159.99,154.99
SRN-SAM-1389,"LCD and Touch Screen Digitizer for Galaxy Note 5 - Gold Platinum (Standard)","04/17/18 02:12 PM",3,6,129.62,199.99,147.89,147.89,"06/07/18 03:20 AM",mobile_sentrix,165.73,163.12
TAB-SRN-326,"Touch Screen Digitizer for Samsung Galaxy Tab 3 7.0 - White","05/25/17 12:53 PM",0,0,5.03,12.206,6.69,6.69,"06/07/18 03:20 AM",fixez,11,8.95
APL-003-1522,"Microphone Power and Volume Flex Cable for iPod Touch 5","12/01/15 02:16 PM",0,5,2.14,4.82,3.59,1.99,"06/07/18 03:40 AM",mobile_defenders,1.49,0.49
SRN-SAM-1398,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 Active - Blue","08/09/17 12:18 PM",0,0,117.56,199.99,117.69,117.69,"06/07/18 04:00 AM",mengtor,138.99,136.99
FLX-MOT-529,"Front Camera Replacement for Motorola Moto X Pure Edition XT1575",N/A,0,0,0,24.95,0,2.99,"06/07/18 04:20 AM",fixez,9.99,6.5
APL-003-1721,"Rear Camera Flex Cable for iPhone SE","05/31/18 01:10 PM",1,8,14.47,39.99,23.01,23.01,"06/07/18 04:40 AM",mobile_sentrix,23.11,15.14
APL-003-1705,"Front Camera with Proximity Sensor and Microphone for iPhone 7","05/31/18 10:42 AM",59,33,9.65,24.99,11.99,10.29,"06/07/18 05:00 AM",mobile_sentrix,10.39,10.35
APL-003-1706,"Earpiece Speaker for iPhone 7","05/22/18 12:38 PM",19,8,1.43,6.99,1.69,1.69,"06/07/18 05:00 AM",fixez,3.95,7.49
APL-003-1704,"Rear Camera for iPhone 7","05/22/18 12:38 PM",5,11,23.89,54.99,54.99,28.49,"06/07/18 05:20 AM",mobile_sentrix,28.74,28.51
APL-001-2252,"Glass With Frame for iPhone 6S Plus - Black",N/A,0,0,4.44,8.44,7.19,2.99,"06/07/18 05:20 AM",mobile_sentrix,6.25,6.21
APL-003-1591,"Rear Camera for iPhone 6s Plus","05/08/18 03:18 PM",12,6,30.42,69.89,37.59,37.59,"06/07/18 05:40 AM",mobile_sentrix,37.61,39.18
APL-001-2309,"LCD and Touch Screen Digitizer for iPhone 6 - White (Economy Plus)","06/01/18 03:54 PM",895,548,10,21.99,21.99,13.29,"06/07/18 06:40 AM",mobile_sentrix,14.73,14.69
APL-003-0408,"iPhone 4S Camera - Front Facing","04/03/17 01:21 PM",0,5,1.18,3.772,3.09,1.49,"06/07/18 08:00 AM",mobile_defenders,0.49,0
APL-003-0726,"Wifi Flex Cable for iPod Touch 4","06/12/17 01:03 PM",0,9,0.87,3,2.39,0.99,"06/07/18 08:40 AM",mobile_defenders,0.99,0
APL-001-0732,"LCD and Touch Screen Digitizer for iPhone 5C - Black (Economy Plus)","06/07/18 12:29 PM",169,141,8.25,19.99,19.99,10.69,"06/07/18 09:27 AM",mobile_sentrix,10.93,10.91
APL-001-0730,"LCD and Touch Screen Digitizer for iPhone 5S SE - Black (Economy Plus)","05/31/18 12:06 PM",283,161,8.25,15.99,15.99,10.69,"06/07/18 09:30 AM",mobile_sentrix,10.95,10.93
APL-001-0728,"LCD and Touch Screen Digitizer for iPhone 5S SE - White (Economy Plus)","06/04/18 11:28 AM",291,188,8.25,15.99,15.99,10.69,"06/07/18 09:32 AM",mobile_sentrix,10.96,10.94
APL-001-2308,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Economy Plus)","06/04/18 11:15 AM",1246,562,10,21.99,21.99,13.29,"06/07/18 09:36 AM",mobile_sentrix,14.73,14.7
APL-001-2136,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Economy Plus) ","05/31/18 12:06 PM",550,200,12.5,28.99,28.99,15.99,"06/07/18 09:39 AM",mobile_sentrix,17.5,17.45
APL-003-1564,"Power and Volume Button Flex Cable for iPhone 6s","05/22/18 12:38 PM",18,17,2.22,5.99,5.99,2.39,"06/07/18 09:40 AM",mobile_sentrix,2.69,2.4
APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ","05/29/18 01:20 PM",586,316,13.5,44.99,44.99,17.99,"06/07/18 09:42 AM",mobile_sentrix,18.29,18.3
APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Economy Plus) ","05/29/18 01:20 PM",586,316,13.5,44.99,44.99,17.99,"06/07/18 09:42 AM",cell_parts_hub,18.99,17.99
APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ","05/29/18 01:20 PM",834,348,13.5,44.99,44.99,17.99,"06/07/18 09:42 AM",mobile_sentrix,18.31,18.29
APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ","05/29/18 01:20 PM",834,348,13.5,44.99,44.99,17.99,"06/07/18 09:43 AM",cell_parts_hub,18.99,17.99
APL-001-2203,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Premium)","05/09/18 03:52 PM",8,55,50.64,99.99,58.99,58.99,"06/07/18 09:50 AM",etrade_supply,84.91,82.74
APL-001-2204,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Premium)","05/09/18 03:52 PM",40,10,50.64,99.99,58.99,58.99,"06/07/18 09:51 AM",etrade_supply,84.91,82.74
APL-001-2367,"LCD and Touch Screen Digitizer for iPhone 7 - White (Premium)","05/25/18 02:15 PM",38,28,42.36,99.99,0,53.39,"06/07/18 09:54 AM",etrade_supply,73.78,71.24
APL-001-2365,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Premium)","05/25/18 02:15 PM",46,34,42.36,99.99,0,53.39,"06/07/18 09:54 AM",etrade_supply,73.78,71.24
APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)","05/31/18 12:07 PM",558,274,14.5,36.99,0,19.29,"06/07/18 09:55 AM",mobile_sentrix,22.26,22.31
APL-001-2370,"LCD and Touch Screen Digitizer for iPhone 7 - White (Economy Plus)","05/31/18 12:07 PM",558,274,14.5,36.99,0,19.29,"06/07/18 09:55 AM",cell_parts_hub,20.99,19.99
APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)","06/04/18 11:28 AM",658,226,14.5,36.99,0,19.29,"06/07/18 09:55 AM",mobile_sentrix,22.61,22.68
APL-001-2369,"LCD and Touch Screen Digitizer for iPhone 7 - Black (Economy Plus)","06/04/18 11:28 AM",658,226,14.5,36.99,0,19.29,"06/07/18 09:55 AM",cell_parts_hub,20.99,19.99
APL-001-2372,"LCD and Touch Screen Digitizer for iPhone 7 Plus - Black (Economy Plus)","06/06/18 12:22 PM",724,286,17.5,39.99,0,22.99,"06/07/18 09:56 AM",cell_parts_hub,23.99,22.99
APL-001-2371,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Economy Plus)","06/01/18 11:59 AM",658,311,17.5,39.99,0,22.99,"06/07/18 09:57 AM",mobile_sentrix,23.87,23.82
APL-001-2371,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Economy Plus)","06/01/18 11:59 AM",658,311,17.5,39.99,0,22.99,"06/07/18 09:57 AM",cell_parts_hub,23.99,22.99
APL-001-2366,"LCD and Touch Screen Digitizer for iPhone 7 Plus - Black (Premium)","05/11/18 12:05 PM",41,8,63.29,109.99,0,72.79,"06/07/18 09:57 AM",mobile_sentrix,73.53,74
