SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
FLX-LGM-630,"Rear Camera Lens for LG G6 - Black","01/29/18 01:44 PM",3,4,1.6,2.99,0,0,"02/21/18 12:23 AM",mobile_sentrix,0,0
FLX-LGM-630,"Rear Camera Lens for LG G6 - Black","01/29/18 01:44 PM",3,4,1.6,2.99,0,0,"02/21/18 01:19 AM",mobile_defenders,0,1.99
APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Economy Plus) ","02/07/18 11:39 AM",611,389,16,45.99,28.49,20.99,"02/21/18 01:20 AM",mobile_sentrix,19.98,19.33
FLX-SAM-1507,"Charging Port for Samsung Galaxy J5","10/16/17 04:38 PM",0,0,0.64,1.78,1.49,0,"02/21/18 01:27 AM",mobile_sentrix,0,1.07
APL-003-1659,"Loudspeaker for iPad Mini 3",N/A,0,4,1.32,3.17,2.49,0,"02/21/18 01:40 AM",mobile_defenders,0,0.99
SRN-LGM-637,"LCD and Touch Screen Digitizer With Frame for LG G5 - Black","02/12/18 01:25 PM",28,17,41.85,62.205,56.55,34.99,"02/21/18 02:00 AM",mobile_sentrix,44.95,41.21
TAB-SRN-761,"LCD and Touch Screen Digitizer for Microsoft Surface Book - Black",N/A,0,0,0,379.99,0,0,"02/21/18 02:19 AM",mobile_sentrix,0,206.5
BT-BP-30284,"BinTEK iPhone SE 1624mAh Li-Polymer Premium Battery","01/10/18 04:47 PM",43,76,3.82,19.99,9.99,6.99,"02/21/18 03:00 AM",mobile_sentrix,5.76,5.77
SRN-SAM-1414,"LCD Screen for Samsung Galaxy Core Prime","01/16/18 10:08 AM",1,8,13.25,19.98,17.99,14.89,"02/21/18 03:00 AM",mengtor,13.5,12.99
BTY-COV-1597,"Front Housing for Samsung Galaxy Note 5","02/09/18 04:16 PM",2,1,3.2,7.18,5.69,0,"02/21/18 03:08 AM",mobile_defenders,0,5.99
FLX-SAM-1583,"LCD and Touch Screen Digitizer for Samsung Galaxy Note 8 - Orchid Grey ",N/A,0,0,250.91,313.6375,298.58,259.99,"02/21/18 04:38 AM",mobile_sentrix,0,278.04
APL-003-1817,"Wifi Antenna for iPhone 8 Plus",N/A,0,0,0,6.99,0,0,"02/21/18 04:45 AM",mobile_sentrix,0,7.2
APL-003-1817,"Wifi Antenna for iPhone 8 Plus",N/A,0,0,0,6.99,0,0,"02/21/18 04:45 AM",mengtor,0,2.99
APL-003-1817,"Wifi Antenna for iPhone 8 Plus",N/A,0,0,0,6.99,0,0,"02/21/18 04:45 AM",mobile_defenders,0,4.99
APL-003-1348,"Charging Port Dock Flex Cable for iPad Air Black","01/31/18 09:42 AM",9,0,1.64,4.12,3.39,2.29,"02/21/18 05:00 AM",fixez,3.75,7.49
APL-003-1498,"Home Button With Flex Cable for iPad Air 2 - White / Gold","01/31/18 09:42 AM",0,6,1.95,5.0625,3.71,3.49,"02/21/18 05:40 AM",fixez,9.99,6
APL-003-1512,"Charging Port with Flex Cable for iPad Air 2 - Black","01/31/18 09:42 AM",0,12,2.11,7.29,5.73,1.89,"02/21/18 05:40 AM",fixez,0,4
SRN-SAM-1530,"LCD and Touch Screen Digitizer for Samsung Galaxy J7 (2015) - Black","02/12/18 01:25 PM",2,0,48.25,102.31,94.99,39.99,"02/21/18 07:20 AM",mengtor,55.99,54.99
BT-BP-30010,"BinTEK Battery for iPhone 6 1810mAH Li-Ion Premium ","02/02/18 09:58 AM",741,282,4.4,19.99,19.99,7.99,"02/21/18 07:40 AM",mobile_sentrix,10.72,10.74
BT-BP-30010,"BinTEK Battery for iPhone 6 1810mAH Li-Ion Premium ","02/02/18 09:58 AM",741,282,4.4,19.99,19.99,7.99,"02/21/18 07:40 AM",mengtor,13.99,12.99
BT-BP-30008,"BinTEK Battery for iPhone 5S/5C 1560mAH Li-Ion Premium ","02/02/18 09:58 AM",277,383,4.05,16.99,16.99,6.99,"02/21/18 07:40 AM",mengtor,11.99,10.99
BT-BP-30074,"BinTEK Battery for iPhone 6 Plus 2915 mAH Li-Polymer Premium ","01/10/18 04:47 PM",218,121,5.7,19.99,19.99,8.99,"02/21/18 07:40 AM",mobile_sentrix,10.65,11.05
BT-BP-30074,"BinTEK Battery for iPhone 6 Plus 2915 mAH Li-Polymer Premium ","01/10/18 04:47 PM",218,121,5.7,19.99,19.99,8.99,"02/21/18 07:40 AM",mengtor,16.99,15.99
SRN-HTC-1127,"HTC One M9 LCD Assembly Black","11/08/17 03:51 PM",0,2,19.96,28.62,26.57,14.99,"02/21/18 10:20 AM",mobile_defenders,19.99,0
