SKU,Title,Quantity,"30 Days Item Sale","Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
ACC-ZED-566,"Samsung Galaxy S5 Tempered Glass Screen Protector",38,0,2.30,6.78,0.00,0.34,3.9900,1.9900,0.9900,1.09,4.99,,,,,,,
ACC-ZED-758,"LCD Polarizer for Samsung Galaxy S3",30,0,1.00,6.50,1.24,0.34,1.1900,0.7900,0.4900,14.58,,,0.00,,,,,
ACC-ZRT-314,"Phone Repair Spudger",30,11,1.00,6.70,3.08,0.61,1.9900,0.7900,0.9900,,0.00,,,,,,,
ACC-ZRT-451,"iPhone and iPad Side Wall Repair Repair Tool",3,0,390.00,6.80,1.32,57.55,149.9900,99.9900,76.2900,0.00,,,,,,,,
ACC-ZRT-489,"Front Glass Adhesive Replacement for Samsung Galaxy S7",0,0,2.00,6.39,2.01,0.63,1.9900,1.4900,0.9900,0.89,2.49,,,,,,,
ACC-ZRT-511,"LCD Bezel Frame Adhesive Tape for iPhone 7(4.7 inches) - Black",23,11,3.00,6.70,3.35,0.95,1.9900,,0.9900,0.46,0.00,0.00,,,,,,
ACC-ZRT-512,"LCD Bezel Frame Adhesive Tape for iPhone 7 Plus (5.5 inches) - Black",37,3,0.35,1.00,0.43,0.78,2.9900,,0.9900,0.00,,,,,,,,
APL-001-0006,"Digitizer Touch Screen Glass for iPhone 3G Black",6,0,15.00,6.12,2.02,2.78,6.2550,4.5900,1.9900,,,,,,,,0.00,
APL-001-0030,"Touch Screen Digitizer Glass for iPhone 3GS Black",3,0,20.00,6.85,0.69,3.02,4.9500,4.6900,1.4900,,,,,10.44,,,0.00,
APL-001-0036,"Touch Screen Digitizer Glass for iPhone 3GS White",1,0,0.00,0.00,0.00,0.00,4.9500,4.8900,1.4900,,,,,,,,0.00,
APL-001-0090,"LCD Screen for iPhone 3GS",29,0,0.00,0.00,0.00,0.00,15.9500,15.0900,2.9900,,11.49,,,13.66,,,0.00,
APL-001-0096,"LCD and Touch Screen Digitizer for ATT iPhone 4 Black",4,2,7.06,1.00,0.43,7.49,17.9500,12.9900,10.3900,8.75,14.49,0.00,0.00,14.78,0.00,0.00,0.00,11.00
APL-001-0098S,"LCD and Touch Screen Digitizer Full Set for ATT iPhone 4  Black",0,0,0.00,0.00,0.00,0.00,13.9900,20.9900,13.9900,,19.99,13.98,13.99,,,,,
APL-001-0102,"LCD and Touch Screen Digitizer for ATT iPhone 4 White",6,0,7.06,1.00,0.43,7.49,17.9500,10.8900,10.8900,9.99,14.49,0.00,0.00,0.00,0.00,0.00,0.00,11.00
APL-001-0104S,"LCD and Touch Screen Digitizer Full Set for ATT iPhone 4  White",0,0,0.00,0.00,0.00,0.00,22.9500,,0.0000,,,13.50,,,,,,
APL-001-0186,"LCD and Touch Screen Digitizer for Verizon/Sprint iPhone 4 Black",4,1,60.00,6.85,4.29,9.39,17.9500,17.9500,10.3900,9.24,14.49,0.00,0.00,0.00,0.00,0.00,0.00,11.00
APL-001-0188S,"LCD and Touch Screen Digitizer Full Set for Verizon/Sprint iPhone 4 Black",0,0,0.00,0.00,0.00,0.00,22.9500,20.9900,13.4900,,19.49,13.50,,,,,,
APL-001-0192,"LCD and Touch Screen Digitizer for Verizon/Sprint iPhone 4 White",3,1,60.00,6.72,1.28,9.12,17.9500,10.5900,10.5900,0.00,14.49,0.00,0.00,,0.00,0.00,0.00,11.00
APL-001-0194S,"LCD and Touch Screen Digitizer Full Set for Verizon/Sprint iPhone 4 White",0,0,0.00,0.00,0.00,0.00,22.9500,20.9900,11.9900,,,13.50,,,,,,
APL-001-0276,"LCD and Touch Screen Digitizer for iPhone 4S Black",6,5,7.06,1.00,0.43,7.49,17.9500,17.9500,10.5900,9.15,14.49,0.00,0.00,14.34,9.95,0.00,0.00,14.99
APL-001-0282,"LCD and Touch Screen Digitizer for iPhone 4S White",10,7,60.00,6.70,3.01,9.40,17.9500,17.9500,10.5900,0.00,14.49,0.00,0.00,14.34,0.00,0.00,0.00,14.99
APL-001-0284S,"LCD and Touch Screen Digitizer Full Set for iPhone 4S White",0,0,0.00,0.00,0.00,0.00,22.9500,20.9900,13.9900,,,13.50,,,,,,
APL-001-0402,"Touch Screen Digitizer for iPad 1 - Black (Standard)",0,0,70.00,6.12,3.11,11.95,18.5225,14.9900,14.9900,,19.49,,,,,,0.00,
APL-001-0408,"LCD Screen for iPad 1",2,0,200.00,6.60,7.58,31.45,52.8550,39.9900,39.9900,,0.00,,,49.18,,,0.00,34.99
APL-001-0410,"LCD and Touch Screen Digitizer for iPhone 5 - Black (Aftermarket Premium / Economy Plus)",111,17,7.50,1.00,0.00,7.50,16.9900,16.9900,9.9900,10.04,14.49,8.60,10.99,12.14,8.95,0.00,0.00,9.99
APL-001-0411,"LCD and Touch Screen Digitizer for iPhone 5 - White (Aftermarket Premium / Economy Plus)",106,13,7.50,1.00,0.00,7.50,16.9900,16.9900,9.9900,10.01,14.49,8.60,10.99,12.05,8.95,0.00,0.00,9.99
APL-001-0415,"Front Screen Glass for iPhone 5/5C/5S White",65,0,6.00,6.50,1.06,1.09,4.9900,2.5900,0.6900,1.40,7.99,0.00,0.00,3.02,,,0.00,3.99
APL-001-0418,"Front Screen Glass  for iPhone 5/5C/5S Black",9,0,6.00,6.85,1.23,1.06,4.9900,2.5900,0.6900,0.60,4.49,0.00,0.00,3.02,,,0.00,3.99
APL-001-0462,"LCD Screen for iPad 2",7,5,195.00,6.70,3.01,29.55,47.6900,47.6900,43.7900,39.00,41.95,34.99,39.99,0.00,34.95,0.00,0.00,44.99
APL-001-0504,"LCD Screen for iPad 3 4",4,2,160.00,6.78,1.21,23.78,39.9900,32.8900,32.8900,0.00,34.49,0.00,34.99,33.01,28.95,0.00,0.00,29.99
APL-001-0522,"LCD Screen for iPad Mini (Non-Retina)",1,6,24.82,1.00,0.43,25.25,59.9900,59.9900,33.6900,0.00,33.49,32.99,34.99,0.00,29.95,0.00,0.00,32.99
APL-001-0534,"Touch Screen Digitizer for iPod Touch 1",31,0,0.00,0.00,0.00,0.00,5.9500,5.7900,1.9900,,,0.00,,,,,,
APL-001-0564,"Touch Screen Digitizer for iPod Touch 3",37,0,0.00,0.00,0.00,0.00,5.9500,5.7900,1.9900,,,0.00,,7.17,,,,
APL-001-0576,"Touch Screen Glass Digitizer with Frame and Home Button for iPod Touch 3",4,0,20.00,6.43,7.42,4.26,8.0900,6.8900,0.9900,,,0.00,,,,,,
APL-001-0582,"LCD Screen for iPod Touch 3",5,0,25.00,6.32,2.19,4.30,7.9600,6.7900,3.9900,,,,,5.05,,,,
APL-001-0588,"LCD and Touch Screen Digitizer for iPod Touch 4 Black",3,2,60.00,6.85,2.82,9.17,19.9900,19.9900,12.1900,10.62,14.49,0.00,10.99,13.66,12.95,,,14.99
APL-001-0594,"LCD and Touch Screen Digitizer for iPod Touch 4 - White",2,0,65.00,6.72,1.28,9.86,19.9900,19.9900,12.1900,12.45,15.49,0.00,0.00,13.66,12.95,,,14.99
APL-001-0600,"LCD and Touch Screen Digitizer for iPod Touch 4 Baby Blue",0,0,70.00,6.32,2.19,11.42,19.9900,19.9900,12.1900,,,,13.99,,,,,
APL-001-0718,"LCD and Touch Screen Digitizer for iPod Touch 5 White",4,3,17.77,1.00,0.43,18.20,49.9900,49.9900,28.4900,16.50,24.49,18.30,21.99,0.00,26.95,,,0.00
APL-001-0728,"LCD and Touch Screen Digitizer for iPhone 5S SE - White (Aftermarket Premium / Economy Plus)",250,116,7.50,1.00,0.00,7.50,15.9900,15.9900,9.9900,10.16,17.49,0.00,10.99,0.00,8.95,0.00,,9.99
APL-001-0730,"LCD and Touch Screen Digitizer for iPhone 5S SE - Black (Aftermarket Premium / Economy Plus)",254,125,7.50,1.00,0.00,7.50,15.9900,15.9900,9.9900,10.16,17.49,21.99,10.99,12.14,8.95,0.00,0.00,9.99
APL-001-0732,"LCD and Touch Screen Digitizer for iPhone 5C - Black (Aftermarket Premium / Economy Plus)",68,50,7.50,1.00,0.00,7.50,19.9900,19.9900,9.9900,0.00,14.49,0.00,13.99,12.05,8.95,0.00,,9.99
APL-001-0762,"LCD Screen with Retina Display for iPad Mini 2 3 (Premium)",4,9,31.39,1.00,0.43,31.82,99.9900,99.9900,70.7900,68.55,41.49,40.99,43.99,0.00,37.95,0.00,0.00,45.00
APL-001-0776,"LCD Screen for iPad Air / iPad 5 (2017)",0,15,29.93,1.00,0.43,30.36,80.8400,80.8400,41.0900,44.10,47.49,0.00,41.99,48.39,0.00,0.00,0.00,50.00
APL-001-1180,"LCD and Touch Screen Digitizer for iPod Touch 5 Black",4,1,150.00,6.70,3.01,22.84,49.9900,49.9900,28.4900,17.04,0.00,18.30,21.99,25.29,26.95,,,21.99
APL-001-1248,"Front Screen Glass for iPhone 4S White",23,0,6.00,6.32,0.83,1.08,2.5920,2.0900,0.6900,,,,,0.00,,,,
APL-001-1250,"Front Screen Glass for iPhone 4/4S Black",6,0,5.00,6.50,3.57,1.32,3.1700,2.4900,0.6900,,,,,2.41,,,,
APL-001-1252,"Front Screen Glass for iPhone 6 - Black",145,1,11.00,6.50,1.24,1.88,4.5700,3.3900,0.6900,9.21,4.49,0.99,0.00,3.02,,,0.00,
APL-001-1254,"Front Screen Glass for iPhone 6 - White",47,1,11.00,6.50,1.24,1.88,4.5700,3.3900,0.6900,2.38,4.49,0.00,0.00,3.02,,,0.00,
APL-001-1256,"Front Screen Glass for iPhone 6 Plus - Black",145,0,12.00,6.50,1.06,2.01,4.5200,3.3900,0.6900,0.00,4.49,0.00,0.00,3.63,,,0.00,
APL-001-1258,"Front Screen Glass for iPhone 6 Plus - White",116,0,12.00,6.50,1.06,2.01,4.5200,3.3900,0.6900,1.95,0.00,0.99,2.99,3.63,,,0.00,
APL-001-2047,"LCD and Touch Screen Digitizer for iPad Air 2 - White (Premium)",5,4,710.00,6.70,2.77,106.38,299.9900,209.8900,133.6900,0.00,139.95,0.00,154.99,,134.95,0.00,0.00,110.00
APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black (Premium)",3,5,700.00,6.85,4.11,102.79,299.9900,209.8900,133.6900,133.76,139.95,0.00,0.00,159.59,134.95,,0.00,110.00
APL-001-2062,"Touch Screen Digitizer for iPod Nano 7 - Black",3,0,80.00,6.32,1.48,12.89,29.9900,29.9900,15.9900,,17.49,,,15.93,,,,14.99
APL-001-2063,"LCD and Touch Screen Digitizer for iPod Nano 6 - Black",1,2,25.00,6.43,1.08,4.06,19.9900,15.9900,5.0900,2.92,,,,,,,,11.99
APL-001-2065,"LCD for iPod Nano 6",3,0,0.00,0.00,0.00,0.00,6.9900,5.9900,4.7900,0.00,9.49,,,5.05,,,,13.99
APL-001-2080,"LCD and Touch Screen Digitizer for iPhone 5S SE - White (Premium)",33,32,85.00,6.70,2.77,13.10,34.8500,34.8500,15.5900,16.09,19.95,17.50,20.99,0.00,0.00,0.00,,
APL-001-2085,"LCD Touch Screen Digitizer Assembly for iPhone 5S - White (Aftermarket)",2,0,6.72,1.00,1.03,7.75,11.9900,100.0000,8.9900,8.74,0.00,0.00,10.99,,8.95,,,
APL-001-2089,"LCD and Touch Screen Digitizer for iPhone 5C - Black (Premium)",32,13,85.00,6.78,3.30,13.02,44.9900,44.9900,15.5900,15.14,24.49,17.50,0.00,21.62,0.00,0.00,,
APL-001-2090,"LCD and Touch Screen Digitizer for iPhone 5S SE - Black (Premium) ",32,47,12.50,1.00,0.43,12.93,34.8500,34.8500,15.5900,16.09,19.95,17.50,20.99,23.11,0.00,0.00,,
APL-001-2091,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Premium)",49,27,16.47,1.00,0.43,16.90,52.2500,52.2500,25.1900,26.50,29.49,21.50,30.99,30.79,0.00,0.00,0.00,
APL-001-2092,"LCD and Touch Screen Digitizer for iPhone 6 - White (Premium)",49,21,16.47,1.00,0.43,16.90,52.2500,52.2500,25.1900,26.40,29.49,21.50,0.00,30.79,0.00,0.00,0.00,24.00
APL-001-2093,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Premium)",16,11,31.62,1.00,0.43,32.05,99.9500,99.9500,44.7900,0.00,0.00,42.99,0.00,51.69,0.00,0.00,0.00,
APL-001-2094,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Premium)",28,11,33.58,1.00,1.03,34.61,99.9500,99.9500,44.7900,45.42,49.49,42.99,51.99,51.69,0.00,0.00,0.00,
APL-001-2107,"LCD Backlight Film for iPhone 6 Plus (Premium)",42,0,20.00,6.43,0.36,3.17,6.6600,5.2900,1.9900,5.51,,,0.00,0.00,,,,
APL-001-2108,"LCD Backlight Film for iPhone 6 (Premium)",1,0,18.00,6.46,2.08,3.11,6.4400,4.7900,1.7900,1.99,,1.99,2.99,6.39,,,0.00,
APL-001-2109,"LCD Backlight Film for iPhone 5C 5S (Premium)",33,0,8.00,6.43,1.81,1.53,3.5280,2.7900,1.5900,2.25,2.99,0.00,4.99,2.12,,,,2.49
APL-001-2111,"LCD Backlight Film for iPhone 5 ",162,0,8.00,6.43,0.36,1.30,3.5280,2.7900,1.5900,0.68,2.99,,4.99,2.12,,,,3.50
APL-001-2112,"LCD Touch Screen Digitizer Assembly for iPhone 5S - Black (Aftermarket)",1,0,13.00,1.00,0.00,13.00,11.9900,18.9900,8.9900,8.71,0.00,0.00,18.99,,8.95,,,
APL-001-2114,"LCD and Touch Screen Digitizer for iPhone 6 - White (Aftermarket)",0,2,8.61,1.00,1.03,9.64,14.9900,22.9900,11.9900,11.89,15.49,11.30,0.00,,10.95,,,
APL-001-2115,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Aftermarket)",4,0,10.50,1.00,0.00,10.50,14.9900,100.0000,11.9900,11.20,15.49,13.40,0.00,,0.00,,,
APL-001-2116,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Aftermarket Premium / Economy Plus)",316,203,11.50,1.00,0.00,11.50,28.9900,28.9900,15.7900,16.92,0.00,0.00,0.00,13.73,13.95,0.00,0.00,16.99
APL-001-2117,"LCD Touch Screen Digitizer Assembly for iPhone 5 - Black (Aftermarket)",0,0,95.00,6.70,4.42,14.84,11.9900,18.9900,8.9900,8.40,,8.60,0.00,,8.95,,,9.99
APL-001-2123,"Front Screen Glass for iPhone 6s Plus - White",0,0,11.00,6.50,2.74,2.11,4.7500,3.4900,2.1900,0.00,0.00,0.00,0.00,0.00,,,0.00,
APL-001-2136,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Aftermarket Premium / Economy Plus)",325,278,11.50,1.00,0.00,11.50,28.9900,28.9900,15.7900,16.92,0.00,0.00,0.00,13.73,13.95,0.00,0.00,16.99
APL-001-2144,"LCD and Touch Screen Digitizer for iPhone 5 - Black (Premium)",19,0,12.50,1.00,0.43,12.93,59.9900,59.9900,15.4900,15.58,19.49,0.00,20.99,22.79,0.00,0.00,0.00,14.99
APL-001-2147,"LCD Touch Screen Digitizer Assembly for iPhone 5C - Black (Aftermarket)",2,0,95.00,6.70,5.41,14.99,11.9900,100.0000,8.9900,0.00,,9.90,15.99,,8.95,,,
APL-001-2152,"LCD and Touch Screen Digitizer for iPhone 5 - White (Premium) ",18,0,85.00,6.70,3.23,13.17,59.9900,59.9900,15.4900,15.62,19.49,0.00,20.99,24.20,0.00,13.00,0.00,
APL-001-2153,"Touch Screen Digitizer and IC Control Circuit Logic Board Flex Cable for iPad mini 3 - White - Grade A",0,0,0.00,0.00,0.00,0.00,19.0000,,14.7900,,,,,13.39,,,,
APL-001-2182,"Touch Screen Digitizer and IC Control Circuit Logic Board Flex Cable for iPad mini 3 - Black - Grade A",0,0,0.00,0.00,0.00,0.00,17.6000,,0.0000,,,,,11.03,,,,
APL-001-2195,"Touch Screen Digitizer With Home Button for iPad 4 - Black (Premium)",40,54,45.00,6.81,3.24,7.08,19.9900,19.9900,8.7900,9.18,15.49,10.99,10.99,0.00,8.95,,0.00,
APL-001-2196,"Touch Screen Digitizer With Home Button for iPad 4 - White (Premium)",31,30,45.00,6.81,3.24,7.08,19.9900,19.9900,8.7900,9.13,12.49,0.00,0.00,0.00,6.95,,0.00,
APL-001-2197,"Touch Screen Digitizer With Home Button for iPad 3 - Black (Premium)",63,6,45.00,6.70,2.77,7.13,19.9900,19.9900,8.7900,9.18,0.00,10.99,10.99,11.47,8.95,,9.00,12.99
APL-001-2198,"Touch Screen Digitizer With Home Button for iPad 3 - White (Premium)",39,6,45.00,6.70,2.77,7.13,19.9900,19.9900,8.7900,9.13,11.49,8.75,10.99,0.00,8.95,,0.00,9.99
APL-001-2199,"Touch Screen Digitizer With Home Button for iPad 2 - Black (Premium)",90,74,45.00,6.70,2.77,7.13,19.9900,19.9900,8.7900,9.13,0.00,11.50,10.99,0.00,0.00,,0.00,9.99
APL-001-2200,"Touch Screen Digitizer With Home Button for iPad Air - Black (Premium)",108,76,58.00,6.70,2.77,9.07,36.9900,36.9900,14.5900,14.90,20.99,16.50,14.99,13.23,14.95,0.00,0.00,14.99
APL-001-2201,"Touch Screen Digitizer With Home Button for iPad Air - White (Premium)",128,62,58.00,6.70,2.77,9.07,36.9900,36.9900,14.5900,14.73,20.99,16.50,0.00,13.23,14.95,0.00,0.00,0.00
APL-001-2202,"Touch Screen Digitizer with Home Button And IC Chip for iPad Mini & iPad Mini 2 - Black (Premium)",61,81,60.00,6.70,2.77,9.37,29.9900,29.9900,14.9900,15.21,19.49,0.00,16.99,17.64,14.95,0.00,,14.99
APL-001-2203,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Premium)",27,7,310.00,6.78,3.30,46.21,99.9900,99.9900,56.4900,56.54,65.49,49.99,74.99,63.80,0.00,0.00,0.00,
APL-001-2204,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Premium)",13,4,37.90,1.00,0.00,37.90,99.9900,99.9900,56.4900,58.11,65.49,0.00,74.99,0.00,0.00,0.00,0.00,
APL-001-2210,"LCD and Touch Screen Digitizer for iPhone 6s - Black (Premium)",11,20,18.53,1.00,0.43,18.96,64.9900,64.9900,30.8900,31.80,0.00,26.50,44.99,37.40,0.00,0.00,0.00,
APL-001-2211,"LCD and Touch Screen Digitizer for iPhone 6s - White (Premium)",17,23,18.53,1.00,0.43,18.96,64.9900,64.9900,30.8900,0.00,35.49,26.50,44.99,37.40,0.00,0.00,0.00,29.99
APL-001-2215,"Touch Screen Digitizer with Home Button And IC Chip for iPad Mini & iPad Mini 2 - White (Premium)",84,45,60.00,6.70,2.77,9.37,29.9900,29.9900,14.9900,15.47,19.49,0.00,16.99,17.64,14.95,0.00,,14.99
APL-001-2218,"Glass With OCA iPhone 5 - White (Premium)",313,0,9.00,6.43,0.74,1.51,3.9900,2.7900,0.9900,,,0.00,0.00,3.95,,,0.00,
APL-001-2220,"Glass With OCA iPhone 5G 5C 5S - Black (Premium)",161,1,9.00,6.43,0.74,1.51,4.9900,,0.9900,,,,0.00,3.95,,,0.00,
APL-001-2222,"Glass With Frame for iPhone 6S - White",0,0,25.00,6.50,3.83,4.44,8.3400,6.5900,0.7900,5.25,8.49,0.00,,,,,,
APL-001-2223,"Glass With Frame for iPhone 6S - Black",28,0,25.00,6.50,3.83,4.44,8.3400,6.5900,0.7900,5.37,9.49,0.99,0.00,,,,,
APL-001-2225,"LCD Backlight Film for iPhone 6 - Standard ",18,0,20.00,6.46,2.08,3.42,5.9900,,1.9900,1.99,3.49,,2.99,0.00,1.99,,0.00,3.99
APL-001-2226,"LCD Backlight Film for iPhone 6 Plus - Standard",3,0,20.00,6.70,2.27,3.32,7.1820,5.6900,2.9900,5.51,3.99,2.50,0.99,,,,,3.99
APL-001-2229,"Glass  With OCA for iPhone 6 Plus - White (OEM)",11,0,15.00,6.43,0.90,2.47,5.5600,4.0900,1.7900,,5.49,,4.99,,,,,
APL-001-2230,"Glass With OCA for iPhone 6 Plus - Black (OEM)",26,0,15.00,6.43,0.90,2.47,5.5600,4.0900,1.7900,,4.95,2.10,0.00,,,,,
APL-001-2231,"Glass With OCA for iphone 6 Plus - White AA",54,0,12.00,6.43,0.90,2.01,4.5200,3.3900,2.9900,,0.00,,,5.82,,,0.00,
APL-001-2232,"Glass With OCA for iPhone 6 Plus - Black AA",19,0,12.00,6.43,0.90,2.01,4.5200,3.3900,1.4900,,8.49,2.10,,5.82,,,0.00,
APL-001-2251,"Glass With Frame for iPhone 6S Plus - White",0,0,28.00,6.50,0.83,4.44,8.4400,7.1900,1.9900,6.45,0.00,0.99,,13.38,,,,
APL-001-2252,"Glass With Frame for iPhone 6S Plus - Black",0,0,28.00,6.50,0.83,4.44,8.4400,7.1900,2.9900,0.00,0.00,0.00,,13.38,,,,
APL-001-2253,"3D Touch Backlight for iPhone 6S Plus (Premium)",33,0,0.00,0.00,0.00,0.00,23.9900,23.9900,9.9900,7.23,,,,,,,,
APL-001-2254,"Front Glass Lens for iPhone 6S - White (Premium)",6,0,0.00,0.00,0.00,0.00,6.9900,,1.4900,0.00,4.49,0.00,,5.82,,,,
APL-001-2256,"iPhone 6S 3D Touch Backlight (Premium)",11,0,0.00,0.00,0.00,0.00,89.9900,,14.9900,22.50,,,,,,,,
APL-001-2259,"LCD and Touch Screen Digitizer for iPod Touch 6 - White",4,2,150.00,6.85,4.29,22.52,49.9900,45.7000,36.9900,,24.49,18.30,21.99,24.20,,,,
APL-001-2260,"LCD and Touch Screen Digitizer for iPod Touch 6 - Black",3,0,150.00,6.85,4.29,22.52,49.9900,45.7000,36.9900,,24.49,18.30,21.99,24.20,,,,
APL-001-2265," LCD and Touch Screen Digitizer for Apple Watch 38mm (1st Gen)",4,4,340.00,6.70,3.01,51.20,123.7700,123.7700,57.7900,39.21,0.00,,59.99,88.73,,,,
APL-001-2272,"LCD and Touch Screen Digitizer for Apple Watch 42mm (1st Gen)",7,5,340.00,6.85,4.11,50.24,129.9900,129.9900,61.0900,40.16,0.00,,59.99,50.60,,,,
APL-001-2275,"Touch Screen Digitizer With Home Button for iPad 2 - White (Premium)",37,7,45.00,6.80,5.77,7.47,19.9900,19.9900,8.7900,9.06,12.49,11.50,10.99,,8.95,,,
APL-001-2282,"LCD Touch Screen Digitizer Assembly for iPhone 5 - White (Aftermarket)",0,0,95.00,6.85,1.23,14.05,11.9900,18.9900,8.9900,8.71,,0.00,10.99,,8.95,,,9.99
APL-001-2288,"LCD and Touch Screen Digitizer for iPhone 6 Plus - White (Aftermarket)",5,0,10.95,1.00,1.03,11.98,16.9900,29.9900,14.4900,0.00,0.00,0.00,0.00,,13.95,,0.00,
APL-001-2289,"LCD and Touch Screen Digitizer for iPhone 6 Plus - Black (Aftermarket)",0,0,12.25,1.00,0.00,12.25,16.9900,29.9900,14.4900,13.05,19.49,0.00,0.00,,13.95,,0.00,
APL-001-2298,"LCD and Touch Screen Digitizer for iPhone 6S - Black (Aftermarket Premium / Economy Plus)",206,335,11.00,1.00,0.00,11.00,44.9900,44.9900,15.0900,19.11,22.95,13.40,0.00,20.95,13.95,0.00,0.00,15.99
APL-001-2299,"LCD and Touch Screen Digitizer for iPhone 6S - White (Aftermarket Premium / Economy Plus)",251,359,11.00,1.00,0.00,11.00,44.9900,44.9900,15.0900,19.23,0.00,13.40,0.00,20.95,13.95,0.00,0.00,15.99
APL-001-2308,"LCD and Touch Screen Digitizer for iPhone 6 - Black (Aftermarket Premium / Economy Plus)",535,644,9.00,1.00,0.00,9.00,21.9900,21.9900,12.9900,0.00,17.49,11.40,0.00,19.00,0.00,0.00,0.00,12.99
APL-001-2309,"LCD and Touch Screen Digitizer for iPhone 6 - White (Aftermarket Premium / Economy Plus)",514,424,9.00,1.00,0.00,9.00,21.9900,21.9900,12.9900,14.31,17.49,11.40,0.00,0.00,10.95,0.00,0.00,12.99
APL-001-2310,"LCD and Touch Screen Digitizer for iPhone 6S Plus - White (Aftermarket Premium / Economy Plus)",366,365,14.50,1.00,0.00,14.50,47.9900,79.9900,19.1900,24.61,27.49,0.00,0.00,17.40,15.95,0.00,0.00,18.99
APL-001-2311,"LCD and Touch Screen Digitizer for iPhone 6S Plus - Black (Aftermarket Premium / Economy Plus)",266,213,14.50,1.00,0.00,14.50,47.9900,79.9900,19.1900,24.14,27.49,16.99,0.00,17.40,15.95,0.00,0.00,18.99
APL-001-2325,"LCD and Touch Screen Digitizer for iPad Pro 9.7 - Black (Premium)",10,3,80.29,1.00,0.43,80.72,169.9900,169.9900,111.4900,113.59,127.49,0.00,0.00,,,,0.00,114.99
APL-001-2326,"LCD and Touch Screen Digitizer for iPad Pro 9.7 - White (Premium)",2,6,630.00,6.85,4.11,92.57,169.9900,169.9900,111.4900,116.09,127.49,0.00,0.00,,,,0.00,114.99
APL-001-2327,"LCD and Touch Screen Digitizer for iPad Pro 12.9 (1st Gen) - Black (Standard)",1,0,550.00,6.30,9.15,88.75,199.9900,199.9900,120.9900,0.00,149.49,0.00,99.99,,,,0.00,129.99
APL-001-2333,"Metal Shield Backplate with Flex Cable for iPhone 6 ",24,5,8.00,6.85,4.11,1.77,4.9900,,1.9900,0.94,7.49,1.99,0.99,5.13,0.00,,0.00,
APL-002-0756,"Middle Chassis Midframe Bezel Complete Assembly for iPhone 4S Silver/Black",0,0,0.00,0.00,0.00,0.00,32.9500,31.9900,29.9900,,,,,0.00,,,,
APL-002-0820,"Mid-Frame Bezel with Adhesive for iPad 2 3 4 - Black Premium (Pack of 10)",5,2,35.00,6.85,3.44,5.61,11.3925,9.5700,8.9900,1.25,1.50,0.85,1.99,1.11,1.49,,1.00,3.00
APL-002-0821,"Mid-Frame Bezel with Adhesive for iPad 2 3 4 - White Premium (Pack of 10)",10,2,35.00,6.25,5.37,6.46,11.7075,9.8300,8.9900,1.25,1.50,0.85,1.99,1.52,1.49,,1.00,3.00
APL-002-0823,"Charging Port Flex Cable for iPad 1",0,0,85.00,6.88,1.36,12.55,19.9200,17.9900,4.9900,,,,,14.77,,,0.00,
APL-002-0825,"Touch Screen Digitizer Frame Bezel for iPhone 5 Black",150,0,3.00,6.50,1.36,0.67,1.6800,1.4900,0.3900,,,,,0.69,,,,
APL-002-0827,"Touch Screen Digitizer Frame Bezel for iPhone 5 White",143,0,3.00,6.50,1.36,0.67,1.6800,1.4900,0.3900,,,,,0.00,,,,
APL-002-0845,"Middle Chassis Midframe Bezel Complete Assembly for iPhone 4S Silver/White",0,0,0.00,0.00,0.00,0.00,38.8900,38.8900,32.9500,,,,,31.48,,,,
APL-002-1164,"Glass Housing Back Plate with Frame for ATT iPhone 4 White",6,0,4.00,6.88,4.11,1.18,3.2880,2.5900,1.9900,0.95,4.49,,0.00,,,,,
APL-002-1166,"Glass Housing Back Plate with Frame for ATT iPhone 4  Black",0,0,4.00,6.36,1.56,0.87,2.1300,2.1300,0.9900,0.95,,,0.00,,,,,
APL-002-1168,"Glass Housing Back Plate with Frame for Verizon/Sprint iPhone 4 and 4S Black",0,0,4.00,6.76,1.13,0.76,3.5520,2.7900,1.4900,,,,0.00,1.49,,,,
APL-002-1170,"Glass Housing Back Plate with Frame for Verizon/Sprint iPhone 4 and 4S White",0,0,4.00,6.56,3.57,1.15,3.2880,2.5900,1.9900,,,,2.99,1.47,,,,
APL-002-1236,"Rear Housing for iPhone 5 White",7,0,70.00,6.85,1.96,10.51,18.2435,16.1900,5.9900,,0.00,,0.00,,,,,
APL-002-1238,"Rear Housing for iPhone 5 Black",0,0,70.00,6.60,1.97,10.90,17.8870,15.8900,11.8900,,,,0.00,,,,,
APL-002-1242,"Rear Housing for iPhone 5 Green",0,0,0.00,0.00,0.00,0.00,28.9500,,2.9900,0.00,,,12.49,,,,,
