SKU,Title,"Last Received","30 Days Item Sale",Quantity,"True Cost",D1,P1,"Sale Price","Date Updated",Competitor,"Previous Price",Price
APL-001-2196,"Touch Screen Digitizer With Home Button for iPad 4 - White (Premium)","09/12/18 02:59 PM",10,27,7.7,19.99,19.99,10.99,"09/20/18 12:00 AM",mobile_sentrix,9,9.32
APL-001-2195,"Touch Screen Digitizer With Home Button for iPad 4 - Black (Premium)","09/13/18 02:02 PM",39,122,7.1,19.99,19.99,10.99,"09/20/18 12:00 AM",mobile_sentrix,9.03,9.29
APL-001-2201,"Touch Screen Digitizer With Home Button for iPad Air - White (Premium)","09/07/18 10:35 AM",65,17,9.68,36.99,36.99,14.69,"09/20/18 12:20 AM",mobile_sentrix,14.74,14.73
APL-001-2048,"LCD and Touch Screen Digitizer for iPad Air 2 - Black","07/27/18 04:23 PM",1,7,137.82,299.99,209.89,209.89,"09/20/18 01:00 AM",mobile_sentrix,207.65,205.65
APL-003-1501,"Volume Flex Cable for iPad Air 2","01/23/17 12:49 PM",0,6,1.72,3.96,3.18,1.49,"09/20/18 01:00 AM",fixez,0,12.99
APL-003-1496,"Home Button With Flex Cable for iPad Air 2 - White / Silver","09/13/18 02:02 PM",15,28,3.77,9.99,9.99,4.99,"09/20/18 01:00 AM",mobile_sentrix,2.62,2.8
APL-003-1498,"Home Button With Flex Cable for iPad Air 2 - White / Gold","07/27/18 04:39 PM",0,10,2.34,9.99,9.99,4.99,"09/20/18 01:00 AM",mobile_sentrix,2.62,3.09
SRN-SAM-1502,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 Edge - White (Standard) (No Logo)","06/06/17 09:45 AM",0,0,179.03,250.99,0,189.99,"09/20/18 01:20 AM",mobile_sentrix,183.58,179.58
FLX-MOT-434,"Motorola Droid MINI XT1030 Loudspeaker","12/16/16 03:03 PM",0,0,4.67,8.87,2.49,2.49,"09/20/18 01:20 AM",mobile_sentrix,0.66,1.42
APL-001-2202,"Touch Screen Digitizer with Home Button And IC Chip for iPad Mini & iPad Mini 2 - Black (Premium)","08/16/18 10:40 AM",92,37,10.28,29.99,29.99,16.39,"09/20/18 01:20 AM",mobile_sentrix,16.38,16.41
APL-001-0096,"LCD and Touch Screen Digitizer for ATT iPhone 4 Black","09/13/18 02:02 PM",4,6,9.05,17.95,12.99,10.39,"09/20/18 01:20 AM",mobile_defenders,12.49,0
APL-001-2215,"Touch Screen Digitizer with Home Button And IC Chip for iPad Mini & iPad Mini 2 - White (Premium)","08/16/18 10:40 AM",91,47,10.28,29.99,29.99,16.39,"09/20/18 01:20 AM",mobile_sentrix,16.33,16.32
APL-001-2326,"LCD and Touch Screen Digitizer for iPad Pro 9.7 - White (Standard) ","07/09/18 10:51 AM",6,2,104.18,169.99,169.99,125.29,"09/20/18 02:00 AM",mobile_sentrix,120.26,122.23
APL-001-2325,"LCD and Touch Screen Digitizer for iPad Pro 9.7 - Black (Standard)","09/12/18 02:59 PM",5,4,98.26,169.99,169.99,125.29,"09/20/18 02:00 AM",mobile_sentrix,120.12,124.24
APL-001-2327,"LCD and Touch Screen Digitizer for iPad Pro 12.9 (1st Gen) - Black (Standard)","08/22/18 10:32 AM",2,2,88.75,237.99,129.99,129.99,"09/20/18 02:20 AM",fixez,149.49,0
APL-003-1727,"Home Button for iPad Pro 12.9 - Gold","01/17/17 02:00 PM",0,2,2.34,5.27,3.86,2.49,"09/20/18 02:20 AM",mobile_sentrix,2.62,3.09
