SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
SRN-SAM-256,"Galaxy S4 i9505 i337 M919 LCD + Touch Screen Digitizer with Frame - Black Mist",410.00,6.82,8.23,61.32,72.9900,72.9900,0.0000,70.00,87.99,74.50,84.99,,,,,
BTY-HTC-092,"HTC Wildfire S BD29100 Battery",0.00,0.00,0.00,0.00,11.9500,2.9900,0.0000,,,,1.49,,,,,
APL-003-1224,"Home Button Ribbon Flex Cable for iPhone 5",1.50,6.88,1.13,0.38,1.6800,1.0900,0.0000,0.49,2.99,0.45,0.99,,,,,
SRN-SAM-258,"Galaxy S4 i545 L720 R970 LCD + Touch Screen Digitizer with Frame  - Black Mist",380.00,6.89,8.13,56.33,72.9900,72.9900,0.0000,70.00,79.99,76.50,84.99,,,,,
BTY-COV-112,"Samsung Galaxy S3 i535 R530 Midframe Bezel -  Blue",0.00,0.00,0.00,0.00,8.9500,6.9900,0.0000,5.00,,,2.49,,,,,
BTY-COV-114,"Samsung Galaxy S3 i747 T999 Midframe Bezel -  Blue",15.00,6.12,1.84,2.75,6.1875,4.5900,0.0000,5.00,,,2.49,,,,,
BTY-COV-116,"Samsung Galaxy S3 L710 Midframe Bezel -  Blue",0.00,0.00,0.00,0.00,7.9500,4.9900,0.0000,5.00,,2.99,1.49,,,,,
FLX-LGM-176,"LG Galaxy Nexus 4 E960 Loudspeaker Module",10.00,6.12,1.92,1.95,4.4850,3.6900,0.0000,4.00,7.99,,,,,,,
FLX-LGM-180,"LG Galaxy Nexus 4 E960 Front Camera",12.00,6.12,1.92,2.27,5.1075,3.7900,0.0000,3.08,,,,,,,,
FLX-LGM-182,"LG Galaxy Nexus 4 E960 Back Camera",0.00,0.00,0.00,0.00,9.9500,7.5900,0.0000,3.70,,,,,,,,
FLX-SAM-746,"Samsung Galaxy Note 2 I317 T889 Charging Port Flex Cable Rev 0.7 1.0",15.00,6.85,2.17,2.51,5.6500,4.1400,0.0000,4.99,7.99,3.50,6.99,,,,,
BTY-COV-124,"Samsung Galaxy S2 T989 Midframe Bezel - Black",20.00,6.50,3.35,3.59,7.9200,6.6900,0.0000,,,1.99,,,,,,
FLX-SAM-748,"Samsung Galaxy S2 Skyrocket i727 Charging Port Flex Cable Rev 4.5",0.00,0.00,0.00,0.00,14.9500,12.9900,0.0000,,,3.00,,,,,,
FLX-SAM-750,"Samsung Galaxy S4 i9500 i9505 i337 i545 L720 M919 R970 Vibrator Module",0.00,0.00,0.00,0.00,2.9500,,0.0000,3.49,,2.50,,,,,,
FLX-SAM-752,"Samsung Galaxy S Blaze T769 Audio Headphone Jack Earpiece Speaker Flex Cable",0.00,0.00,0.00,0.00,10.9500,8.9900,0.0000,,,0.99,,,,,,
APL-003-1226,"LCD Screen and Touch Screen Tester Flex Cable for iPod Touch 4",11.00,6.31,1.08,1.91,4.3930,3.5900,0.0000,,,,1.49,,,,,
APL-003-1228,"LCD and Touch Screen Tester Flex Cable for iPhone 5",15.00,6.43,2.53,2.73,6.1400,4.5900,0.0000,,,,2.49,,,,,
FLX-SAM-754,"Samsung Galaxy S3 LCD Screen + Touch Screen Tester Flex Cable",10.00,6.85,2.17,1.78,4.0900,3.2900,0.0000,4.49,,,1.99,,,,,
SRN-HTC-550,"HTC One M7 LCD + Touch Screen Digitizer",130.00,6.50,0.00,20.00,30.7200,28.5900,0.0000,,,14.99,,,,,,
TAB-SRN-162,"Samsung Galaxy Note 8.0 N5100 Digitizer Touch Screen - White",55.00,6.43,8.21,9.83,16.7100,13.4900,0.0000,,,14.50,,,,,,
APL-001-0718,"LCD and Touch Screen Digitizer for iPod Touch 5 White",275.00,6.85,2.17,40.46,55.6300,50.5800,0.0000,46.00,54.99,46.98,55.99,,,,,
APL-003-1232,"Charging Dock Flex Cable for iPhone 4S White",9.00,6.85,1.23,1.49,3.9790,3.2900,0.0000,2.99,7.99,2.00,3.99,,,,,
APL-003-1234,"Charging Port Flex Cable Ribbon for Verizon/Sprint iPhone 4 White",9.00,6.32,0.00,1.42,4.0000,3.2900,0.0000,2.99,7.99,,4.99,,,,,
BTY-COV-126,"Samsung Galaxy Note 2 i317 T889 Rear Housing - Gray",20.00,6.50,6.48,4.07,8.7590,7.3900,0.0000,,,,7.99,,,,,
BTY-COV-128,"Samsung Galaxy Note 2 i317 T889 Rear Housing - White",20.00,6.50,9.46,4.53,8.1100,6.3900,0.0000,,,5.50,,,,,,
BTY-COV-138,"Samsung Galaxy Note 2 i605 Verizon Battery Door - Gray",10.00,6.32,8.70,2.96,6.6600,4.8900,0.0000,,,,2.49,,,,,
BTY-COV-144,"Samsung Galaxy S4 i9500/i9505 Battery Door - White - No Carrier Logo",7.00,6.70,3.35,1.54,3.6110,2.9900,0.0000,,,,1.99,,,,,
BTY-COV-152,"Samsung Galaxy S4 i545 Verizon Battery Door - White",7.00,6.89,2.32,1.35,4.3200,3.4900,0.0000,,,,1.99,,,,,
BTY-COV-148,"Samsung Galaxy S4 M919 T-Mobile Battery Door - White",9.00,6.13,1.76,1.76,4.0480,3.2900,0.0000,,,,1.99,,,,,
APL-003-0188,"Headphone Audio Flex Ribbon Cable Jack for iPhone 3G 3GS White",0.00,0.00,0.00,0.00,3.9500,2.5900,0.0000,,,,1.99,,,,,
FLX-UCP-112,"Nokia Lumia 800 Charging Port",0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,0.50,,,,,,
FLX-UCP-114,"Nokia Lumia 900 Charging Port",4.00,6.85,1.96,0.87,2.4300,2.0900,0.0000,,,0.50,,,,,,
FLX-UCP-116,"HTC Amaze Charging Port",4.00,6.43,2.25,0.97,2.4300,2.0900,0.0000,,,0.99,,,,,,
FLX-UCP-118,"HTC One V Charging Port",0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,,0.49,,,,,
FLX-UCP-122,"HTC One S Charging Port",0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,0.49,,,,,
FLX-UCP-130,"Motorola Droid 4 XT894 Charging Port",0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,,0.49,,,,,
FLX-UCP-138,"Motorola Droid 3 XT862 XT907 XT926 XT926M Charging Port",4.00,6.43,2.25,0.97,2.4300,2.0900,0.0000,,,0.99,,,,,,
FLX-UCP-140,"Motorola Droid X2 MB870 Charging Port",0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,1.24,,,1.99,,,,,
FLX-UCP-150,"Huawei Ascend M860 Charging Port",0.00,0.00,0.00,0.00,2.9500,0.6900,0.0000,,,0.40,,,,,,
FLX-UCP-174,"Blackberry Z10 Replacement Charging Port",0.00,0.00,0.00,0.00,2.9500,2.9900,0.0000,,,0.99,,,,,,
FLX-SAM-756,"Samsung Galaxy S4 i337 M919 USB Charging Port Microphone Flex Cable ",15.00,6.88,1.59,2.41,5.9900,4.3900,0.0000,4.99,7.99,3.00,4.99,,,,,
BTY-COV-158,"Samsung Galaxy S2 Skyrocket i727 Rear Housing - Black",25.00,6.32,1.89,4.25,8.0750,6.8900,0.0000,,,2.50,,,,,,
FLX-NOK-006,"Nokia Lumia 720 Charging Port Flex Cable",0.00,0.00,0.00,0.00,13.9500,11.9900,0.0000,,,1.99,,,,,,
FLX-SAM-758,"Samsung Galaxy S4 L720 i545 USB Charging Port Microphone Flex Cable REV 0.7",8.00,6.85,0.69,1.27,3.0200,2.3900,0.0000,3.99,7.99,1.99,2.99,,,,,
APL-003-1242,"WIFI Bluetooth Antenna Flex Cable for iPhone 4S",2.00,6.82,0.90,0.43,1.5750,0.9900,0.0000,,4.99,,0.99,,,,,
APL-003-1244,"Left &amp; Right 3G Antenna Flex Cable for iPad 2",9.00,6.88,0.15,1.33,4.1400,2.3900,0.0000,,,1.50,3.99,,,,,
APL-003-1248,"Headphone Audio Jack Flex Cable for iPad Mini Black",8.00,6.85,3.80,1.72,3.9600,3.1800,0.0000,2.19,9.99,1.50,2.99,,,,,
SRN-SAM-308,"Galaxy S4 i9500 i9505 i337 M919 i545 L720 R970 Replacement Glass – Black",7.00,6.32,1.97,1.42,2.9760,2.2900,0.0000,3.00,,1.99,3.99,,,,,
SRN-NOK-062,"Nokia Lumia 920 Front Glass - Black",15.00,6.50,8.97,3.69,7.7500,6.0900,0.0000,,,1.99,,,,,,
APL-003-1250,"Home Button Key Flex Cable for iPad 4",5.00,6.88,0.15,0.75,2.0000,1.6900,0.0000,1.99,4.99,0.90,1.99,,,,,
FLX-HTC-282,"HTC One X Power On/Off Mic Flex Cable - International Model",0.00,0.00,0.00,0.00,5.9500,3.8900,0.0000,,,0.99,,,,,,
FLX-SAM-764,"Samsung Galaxy S2 Skyrocket i727 Charging Port Flex Cable Rev 4.6",8.00,6.12,2.59,1.73,3.9790,3.2900,0.0000,,,3.00,,,,,,
BTY-COV-160,"Samsung Galaxy S3 i535 Rear Housing Frame - White",0.00,0.00,0.00,0.00,4.9500,3.8900,0.0000,5.00,,,3.99,,,,,
APL-003-1256,"Top Bottom Glass Cover Replacement for iPhone 5S Purple",8.00,6.31,1.08,1.44,3.4560,2.6900,0.0000,,,,2.99,,,,,
APL-001-0728,"LCD and Touch Screen Digitizer Assembly for iPhone 5S (Economy Plus) - White",9.00,1.00,0.00,9.00,15.9900,13.4900,0.0000,13.50,24.99,13.80,14.99,,,,,
APL-001-0730,"LCD and Touch Screen Digitizer Assembly for iPhone 5S (Economy Plus) - Black",9.50,1.00,0.40,9.90,15.9900,13.4900,0.0000,13.50,24.99,13.80,14.99,,,,,
APL-001-0732,"LCD and Touch Screen Digitizer Assembly for iPhone 5C (Economy Plus) - Black",9.00,1.00,0.00,9.00,20.1500,13.4900,0.0000,13.50,19.99,13.80,14.99,,,,,
APL-003-1274,"Sim Card Tray for iPhone 5C Blue",2.00,6.70,1.86,0.58,1.3500,1.1900,0.0000,1.99,3.99,0.99,,,,,,
APL-003-1276,"Sim Card Tray for iPhone 5c Green",2.00,6.45,1.48,0.54,2.3500,1.9900,0.0000,1.99,3.99,,,,,,,
APL-003-1282,"Sim Card Tray for iPhone 5c White",2.00,6.70,2.15,0.62,1.5750,0.9900,0.0000,1.99,,0.99,,,,,,
APL-003-1284,"Power Button / Volume Button / Mute Button for iPhone 5c - Blue",4.00,6.32,0.83,0.76,1.9000,1.6900,0.0000,,,0.00,,,,,,
APL-003-1286,"Power Button / Volume Button / Mute Button for iPhone 5c - Green",0.00,0.00,0.00,0.00,3.9500,1.4900,0.0000,,,0.99,,,,,,
APL-003-1288,"Power Button / Volume Button / Mute Button for iPhone 5c – Hot Pink",0.00,0.00,0.00,0.00,3.9500,1.4900,0.0000,,,2.00,,,,,,
APL-003-1290,"Power Button / Volume Button / Mute Button for iPhone 5c – Yellow",0.00,0.00,0.00,0.00,3.9500,1.4900,0.0000,,,0.99,,,,,,
APL-003-1292,"Power Button / Volume Button / Mute Button for iPhone 5c – White",7.00,6.13,1.17,1.33,3.1920,2.4900,0.0000,2.99,,0.99,,,,,,
APL-003-1294,"Sim Card Tray for iPhone 5S SE Gold",2.00,6.88,0.15,0.31,1.7500,1.0500,0.0000,1.49,3.99,0.80,1.99,,,,,
APL-003-1296,"Sim Card Tray for iPhone 5S SE Silver",0.00,0.00,0.00,0.00,2.9500,0.9900,0.0000,1.49,3.99,0.80,1.99,,,,,
APL-003-1298,"Mute Volume Power Metal Buttons for iPhone 5S SE - Gold",0.00,0.00,0.00,0.00,3.9500,1.4900,0.0000,,4.99,,0.99,,,,,
APL-003-1300,"Mute Volume Power Metal Buttons for iPhone 5S SE - Silver",6.00,6.10,0.90,1.13,2.7120,2.0900,0.0000,1.99,4.99,,1.49,,,,,
APL-003-1302,"Home Button Flex Cable for iPhone 5S",4.00,6.82,1.80,0.85,2.1300,1.7900,0.0000,1.79,,1.95,2.99,,,,,
APL-003-1304,"Headphone Jack Charging Port Flex Cable for iPhone 5S Black",11.00,6.88,1.13,1.76,4.5100,3.6300,0.0000,3.29,7.99,2.00,3.99,,,,,
APL-003-1306,"Headphone Jack Charging Port Flex Cable for iPhone 5S White",11.00,6.88,1.13,1.76,4.6100,3.3900,0.0000,3.29,7.99,2.00,4.99,,,,,
APL-003-1310,"Front Camera  Proximity Sensor Flex Cable for iPhone 5S SE",18.00,6.88,1.13,2.78,6.5730,5.1600,0.0000,2.99,7.99,2.99,5.99,,,,,
APL-003-1312,"Rear Camera Flex Cable for iPhone 5S",23.00,6.88,4.11,3.94,9.3700,7.8900,0.0000,6.95,9.99,4.99,7.99,,,,,
APL-003-1314,"Charging Port and Headphone Jack Flex Assembly for iPhone 5c",12.00,6.88,1.13,1.91,4.9300,3.6100,0.0000,2.39,7.99,2.50,3.99,,,,,
APL-003-1316,"Home Button Flex Cable for iPhone 5c",1.50,6.89,3.15,0.67,1.3250,1.1900,0.0000,0.49,4.99,0.50,0.99,,,,,
APL-003-1318,"WiFi &amp; Bluetooth Antenna for iPhone 5c",4.00,6.85,1.44,0.79,2.0300,1.7900,0.0000,2.99,7.99,,1.99,,,,,
APL-003-1320,"Mute Volume Power Metal Buttons for iPhone 5S Gray",6.00,6.12,1.53,1.23,2.9520,2.2900,0.0000,1.99,,1.20,1.49,,,,,
APL-003-1322,"Sim Card Tray for iPhone 5S SE Gray",4.00,6.88,0.15,0.60,2.0000,1.6900,0.0000,1.49,3.99,1.20,1.99,,,,,
BTY-COV-162,"Samsung Galaxy S4 i9505 i337 M919 Midframe Bezel - Silver",18.00,6.85,8.00,3.80,6.6400,4.8900,0.0000,5.00,9.99,,,,,,,
BTY-COV-164,"Samsung Galaxy S4 i545 L720 R970 Midframe Bezel - Silver",18.00,6.50,1.79,3.04,8.0220,6.3900,0.0000,5.00,9.99,,3.49,,,,,
APL-003-1326,"Microphone Flex Cable for iPad 3 3G Version",7.00,6.12,3.64,1.74,4.0020,3.2900,0.0000,,,,0.00,,,,,
FLX-LGM-198,"LG Nitro HD P930 Headphone Jack Flex Cable",0.00,0.00,0.00,0.00,5.9500,3.4900,0.0000,,,0.99,,,,,,
FLX-SAM-786,"Samsung Galaxy Note 3 N900A Charging Port Flex Cable",25.00,6.85,2.17,3.97,8.3400,6.5500,0.0000,4.79,9.99,3.50,6.99,,,,,
FLX-SAM-788,"Samsung Galaxy Note 3 N900P Charging Port Flex Cable",20.00,6.89,2.21,3.22,8.0750,6.8900,0.0000,4.79,,4.50,6.99,,,,,
FLX-SAM-790,"Samsung Galaxy Note 3 N900T Charging Port Flex Cable",23.00,6.89,2.07,3.64,8.0370,6.7900,0.0000,4.79,11.99,5.00,7.99,,,,,
FLX-SAM-792,"Samsung Galaxy Note 3 N900R Charging Port Flex Cable",25.00,6.46,0.14,3.89,8.0600,6.7900,0.0000,6.49,,4.50,4.49,,,,,
FLX-SAM-794,"Samsung Galaxy Note 3 N900V Charging Port Flex Cable",25.00,6.85,2.17,3.97,8.1700,6.4900,0.0000,4.79,9.99,4.50,6.99,,,,,
SRN-SAM-374,"Samsung Galaxy S3 L710 LCD + Touch Screen Digitizer with Frame - White",38.00,1.00,0.00,38.00,70.2900,59.9900,0.0000,55.00,,,65.99,,,,,
SRN-BLB-004,"Blackberry Z10 LCD + Touch Screen Assembly with Frame Ear Speaker Flex Assembly - Black",45.00,6.85,4.91,7.29,14.0600,11.3900,0.0000,,,7.50,14.99,,,,,
BTY-COV-170,"Samsung Galaxy S4 i545 Rear Housing Frame - White",15.00,6.89,4.28,2.80,6.9100,5.4900,0.0000,,,2.50,4.99,,,,,
SRN-HUA-076,"Huawei Ideos U8150-B Touch Screen Digitizer - Black",0.00,0.00,0.00,0.00,11.9500,11.8900,0.0000,,,3.99,,,,,,
FLX-SAM-796,"Samsung Galaxy S4 LCD Touch Screen Tester Flex Cable",8.00,6.43,1.55,1.49,3.5800,2.7900,0.0000,4.49,,,1.99,,,,,
BTY-COV-172,"Samsung Galaxy Note 2 i605 Rear Housing - White",25.00,6.32,8.70,5.33,9.5900,8.2900,0.0000,,,4.99,8.99,,,,,
BTY-COV-176,"Samsung Galaxy S3 T999 Back Battery Door Cover - White",8.00,6.50,5.39,2.06,3.5880,2.8900,0.0000,,6.99,,1.99,,,,,
BTY-COV-178,"Samsung Galaxy S3 i747 Rear Housing Frame - White",15.00,6.13,4.14,3.12,6.5520,5.1900,0.0000,5.00,,1.50,1.49,,,,,
BTY-COV-180,"Samsung Galaxy S3 i747 Back Battery Door Cover - White",8.00,6.50,5.39,2.06,4.3010,3.4900,0.0000,,6.99,,1.99,,,,,
BTY-COV-182,"Samsung Galaxy Note 2 i605 Rear Housing - Gray",25.00,6.32,8.70,5.33,9.5900,8.2900,0.0000,,,,3.99,,,,,
FLX-SAM-808,"Samsung Galaxy S4 Active i9295 i537 Micro SD Sim Card Tray Flex Cable",12.00,6.32,2.93,2.36,5.3100,3.8900,0.0000,,,2.50,,,,,,
FLX-SAM-798,"Samsung Galaxy S4 Active i537 Charger Port Front Keyboard & Mic Flex Cable Ribbon",20.00,6.89,2.21,3.22,7.9000,6.6900,0.0000,,9.99,4.99,6.99,,,,,
FLX-SAM-800,"Samsung Galaxy Note 3 N9000 N900A Audio Headphone Jack Speaker Flex Cable",8.00,6.89,2.07,1.46,3.9790,3.2900,0.0000,,5.99,,2.99,,,,,
FLX-SAM-802,"Samsung Galaxy Note 3 N9000 N9005 N900A Stylus S Pen Insert Writing Flex Cable",15.00,6.88,1.59,2.41,5.6900,4.1900,0.0000,,,2.50,2.99,,,,,
FLX-SAM-806,"Samsung Galaxy Note 8.0 Tablet N5100 Ear Speaker Earpiece Audio Jack Flex Cable - Rev 0.4",0.00,0.00,0.00,0.00,5.9500,3.1900,0.0000,,,1.99,,,,,,
FLX-NOK-018,"Nokia Lumia 820 Camera Button / Power Volume Button Flex Cable",0.00,0.00,0.00,0.00,8.9500,6.4900,0.0000,,,0.99,,,,,,
FLX-HTC-462,"HTC One M7 Sim Card Tray Slot Holder Flex Cable",12.00,6.13,6.67,3.05,6.4050,5.0900,0.0000,,,0.30,,,,,,
SRN-SAM-462,"Samsung Galaxy Mega 6.3 i527 i9200 i9205 L600 LCD + Touch Screen Digitizer - Blue",150.00,6.89,8.13,22.95,33.8400,31.4900,0.0000,31.50,38.49,30.99,,,,,,
SRN-SAM-464,"Samsung Galaxy Mega 6.3 i527 i9200 i9205 LCD + Touch Screen Digitizer - White",100.00,6.82,12.50,16.50,35.4100,31.4900,0.0000,31.50,34.99,28.95,,,,,,
SRN-SAM-472,"Samsung Galaxy Note 3 Replacement Front Glass - White",8.00,6.89,2.32,1.50,3.2600,2.5900,0.0000,3.00,7.99,1.99,2.99,,,,,
SRN-SAM-476,"Samsung Galaxy Note 3 Replacement Front Glass - Blue",0.00,0.00,0.00,0.00,6.9500,4.9900,0.0000,,,1.99,,,,,,
SRN-SAM-480,"Galaxy S4 i9500 i9505 i337 M919 i545 L720 R970 Replacement Glass  - Red",8.00,6.85,5.09,1.91,3.9300,3.1900,0.0000,,,1.50,,,,,,
FLX-SAM-810,"Samsung Galaxy S4 i9505 USB Charging Port Microphone Flex Cable REV 25",15.00,6.70,2.17,2.56,5.6925,4.1900,0.0000,4.99,9.99,3.99,,,,,,
SRN-SAM-496,"Galaxy Note 3 N900A N900T LCD + Digitizer Touch Screen with Frame - White - New",760.00,6.82,8.33,112.66,147.5000,138.2500,0.0000,127.50,142.99,142.98,154.99,,,,,
FLX-SAM-816,"Samsung Galaxy Note 3 LCD Touch Screen Tester Flex Cable",12.00,6.12,2.16,2.31,5.1975,3.8900,0.0000,4.49,,,0.00,,,,,
APL-003-1330,"Home Button with Flex Cable Ribbon for iPhone 5S - Silver",8.00,6.89,3.15,1.62,3.5300,2.7900,0.0000,1.79,7.99,1.95,2.99,,,,,
APL-003-1332,"Home Button with Flex Cable Ribbon for iPhone 5S Black",8.00,6.89,2.21,1.48,3.5300,2.7900,0.0000,1.79,7.99,1.95,2.99,,,,,
APL-003-1334,"Front Camera Flex Cable for iPad Mini & iPad Mini 2 & iPad Mini 3 & iPad Air",10.00,6.85,1.23,1.64,5.5100,4.0900,0.0000,3.99,9.99,2.98,2.99,,,,,
APL-003-1336,"iPad Air Bluetooth & WiFi Antenna Cable Replacement",7.00,6.82,2.24,1.35,3.1900,2.4900,0.0000,4.89,7.99,1.20,2.99,,,,,
APL-003-1338,"Home Button for iPad Air White",4.00,6.89,1.72,0.83,1.5250,1.2900,0.0000,,,0.90,1.99,,,,,
APL-003-1340,"Home Button for iPad Air Black",4.00,6.89,1.72,0.83,1.5250,1.2900,0.0000,,2.99,0.99,0.99,,,,,
APL-003-1342,"GPS Connecting Flex Cable for iPad Air",5.00,6.50,1.66,1.02,2.4500,1.8900,0.0000,0.00,7.99,1.99,,,,,,
APL-003-1346,"Charging Port Dock Flex Cable for iPad Air White",10.00,6.89,2.07,1.75,4.1200,3.3900,0.0000,3.99,7.99,2.30,2.99,,,,,
APL-003-1348,"Charging Port Dock Flex Cable for iPad Air Black",10.00,6.89,2.07,1.75,4.1200,3.3900,0.0000,3.99,7.99,2.30,2.99,,,,,
APL-003-1350,"Vibrator Motor for iPhone 5S SE",4.00,6.70,1.86,0.87,2.3000,1.9900,0.0000,1.49,3.99,0.99,1.99,,,,,
APL-003-1352,"Ear Speaker Metal Cover for iPhone 5S",2.00,6.43,1.55,0.55,1.2600,0.7900,0.0000,0.99,,0.50,,,,,,
APL-003-1356,"Home Button for iPhone 5c Black",2.00,6.89,3.15,0.75,1.3500,1.1900,0.0000,1.09,,,1.99,,,,,
APL-003-1358,"Front Camera , Proximity Sensor and Microphone Flex Cable Assembly for iPhone 5c",10.00,6.88,0.15,1.48,4.6400,3.4900,0.0000,1.99,7.99,1.99,3.99,,,,,
APL-003-1360,"Power/Volume/Mute Flex Cable Assembly for iPhone 5c",9.00,6.88,0.15,1.33,3.9790,3.2900,0.0000,2.99,7.99,2.00,3.99,,,,,
APL-003-1362,"Pentalobe Star Replacement Screws for iPhone 5S Gold",1.00,6.70,1.86,0.43,1.1900,0.7900,0.0000,3.99,3.99,0.50,,,,,,
APL-003-1364,"Pentalobe Star Replacement Screws for iPhone 5S Silver",1.00,6.85,1.44,0.36,1.6100,0.9900,0.0000,3.99,3.99,0.50,,,,,,
APL-003-1366,"Pentalobe Star Replacement Screws for iPhone 5c Black",1.00,6.88,0.15,0.17,1.6100,0.9900,0.0000,3.99,,0.50,,,,,,
BTY-COV-212,"Samsung Galaxy S4 R970 US Cellular Back Battery Door Cover - White",0.00,0.00,0.00,0.00,5.9500,3.9900,0.0000,,7.99,,1.99,,,,,
BTY-COV-216,"Samsung Galaxy S4 i337 ATT Back Battery Door Cover - White",8.00,6.50,5.67,2.10,3.5880,2.8900,0.0000,,7.99,1.99,1.99,,,,,
BTY-COV-218,"Samsung Galaxy S4 i337 ATT Back Battery Door Cover – Black Mist",8.00,6.82,4.74,1.87,4.9275,3.6900,0.0000,,,,3.99,,,,,
BTY-COV-194,"Samsung Galaxy Note 3 N900V Verizon 4G LTE Back Battery Door Cover - White",8.00,6.88,6.02,2.04,4.7025,3.4900,0.0000,,,,3.99,,,,,
BTY-COV-198,"Samsung Galaxy Note 3 N900T T-Mobile Back Battery Door Cover - White",8.00,6.89,9.57,2.55,4.4160,3.5900,0.0000,,,,3.99,,,,,
BTY-COV-200,"Samsung Galaxy Note 3 N900T T-Mobile Back Battery Door Cover – Black",9.00,6.88,6.02,2.18,3.9560,3.1900,0.0000,,,2.50,4.99,,,,,
BTY-COV-208,"Samsung Galaxy Note 3 N900P Back Battery Door Cover - White",8.00,6.88,1.59,1.39,5.0625,3.7900,0.0000,,,,3.99,,,,,
FLX-SAM-820,"Samsung Galaxy Mega 6.3 i9200 i9205 i527 L600 R960 M819N Ear Speaker Flex Cable",10.00,6.88,3.53,1.97,4.4850,3.6900,0.0000,,7.99,2.50,,,,,,
FLX-MOT-044,"Motorola Droid Razr HD XT926 Earpiece Speaker Proximity Sensor Flex",15.00,6.12,1.92,2.76,6.2100,4.5900,0.0000,,,3.50,,,,,,
FLX-MOT-070,"Motorola Atrix HD MB886 Loud Speaker Flex",0.00,0.00,0.00,0.00,3.9500,1.1900,0.0000,,,0.30,,,,,,
FLX-LGM-336,"LG Optimus G2 Verizon VS980 Loudspeaker Flex",35.00,6.50,2.29,5.74,10.5525,8.8900,0.0000,3.99,,4.50,0.00,,,,,
FLX-LGM-338,"LG Optimus G2 Verizon VS980 Vibrator Motor Flex",0.00,0.00,0.00,0.00,10.9500,8.1900,0.0000,,,0.60,0.99,,,,,
FLX-LGM-344,"LG Optimus G2 Verizon VS980 Power Volume Rear Button Key Flex Cable",5.00,6.50,2.29,1.12,2.5200,1.9900,0.0000,6.19,9.99,1.99,,,,,,
FLX-LGM-346,"LG Optimus G2 Verizon VS980 Power Volume Rear Buttons",0.00,0.00,0.00,0.00,10.9500,8.1900,0.0000,6.19,9.99,1.99,,,,,,
FLX-LGM-350,"LG Optimus G2 Verizon VS980 Front Camera Flex",0.00,0.00,0.00,0.00,10.9500,8.8900,0.0000,6.89,9.99,5.00,,,,,,
FLX-LGM-352,"LG Optimus G2 Verizon VS980 Back Camera Flex",0.00,0.00,0.00,0.00,6.9500,11.8900,0.0000,5.40,9.99,3.50,,,,,,
FLX-LGM-354,"LG Optimus G2 Verizon VS980 Earpiece Speaker Flex",5.00,6.31,1.99,1.11,2.6640,2.0900,0.0000,3.98,,0.99,0.00,,,,,
FLX-LGM-358,"LG Optimus G2 Verizon VS980 Wifi Bluetooth Flex Cable",0.00,0.00,0.00,0.00,10.9500,8.1900,0.0000,2.25,,,,,,,,
FLX-LGM-360,"LG Optimus G2 Verizon VS980 Charging Port Headphone Jack Volume Flex",40.00,6.88,0.15,5.84,10.5480,9.0900,0.0000,12.98,9.99,8.50,7.99,,,,,
FLX-MOT-082,"Motorola Photon 4G MB855 Back Camera Flex",0.00,0.00,0.00,0.00,16.9500,14.6900,0.0000,,,1.99,,,,,,
FLX-MOT-088,"Motorola Photon 4G MB855 Ear Speaker Flex",0.00,0.00,0.00,0.00,3.9500,1.4900,0.0000,,,0.30,,,,,,
BTY-COV-276,"Motorola Photon 4G MB855 Rear Housing Frame",0.00,0.00,0.00,0.00,4.9500,3.9900,0.0000,,,3.99,,,,,,
FLX-MOT-106,"Motorola Droid X2 MB870 Back Camera Flex",0.00,0.00,0.00,0.00,7.9500,5.8900,0.0000,7.70,,,,,,,,
FLX-MOT-108,"Motorola Droid X1 MB810 X2 MB870 Atrix 4G MB860 Atrix 2 MB865 A855 A955 Loudspeaker Flex",0.00,0.00,0.00,0.00,6.9500,4.0900,0.0000,1.24,,,,,,,,
FLX-MOT-112,"Motorola Droid X2 MB870 Power Volume Button",0.00,0.00,0.00,0.00,6.9500,4.5900,0.0000,3.70,,0.80,,,,,,
FLX-LGM-372,"LG Optimus G2 D800 D801 D803 Rear Buttons",0.00,0.00,0.00,0.00,8.9500,6.3900,0.0000,8.90,,,,,,,,
FLX-LGM-386,"LG Optimus G2 D800 D801 D803 Charging Port Headphone Jack Mic Flex Cable",45.00,6.85,2.17,6.89,12.0600,10.1300,0.0000,12.98,12.99,10.50,8.99,,,,,
FLX-LGM-398,"LG Optimus 3D P920 Thrill P925 3D Dual 3D Back Camera Flex",0.00,0.00,0.00,0.00,11.9500,9.9900,0.0000,,,9.99,,,,,,
FLX-LGM-400,"LG Optimus 3D P920 Thrill P925 Front Camera Flex",0.00,0.00,0.00,0.00,6.9500,4.5900,0.0000,,,3.99,,,,,,
FLX-MOT-130,"Motorola Droid X MB810 Back Camera Flex Cable",0.00,0.00,0.00,0.00,7.9500,5.8900,0.0000,7.70,,,,,,,,
