"Invoice Date",Description,Credit,Debit,Balance,Tracking,Comments
"01/05/15 12:00 AM",,0.00,"30,000.00","-30,000.00",,"Bank Wire Transfer"
"01/08/15 09:13 PM",,327.87,0.00,"-29,672.13",7923885815,"Received 01/08/2015"
"01/08/15 09:13 PM",,163.93,0.00,"-29,508.20",7923888092,"Received 01/08/2015"
"01/08/15 12:00 AM",,0.00,"30,000.00","-59,508.20",,
"01/11/15 09:24 PM",,98.36,0.00,"-59,409.84",2177053454,"Received 01/11/2015"
"01/11/15 09:24 PM",,"6,434.75",0.00,"-52,975.08",2177022024,"Received 01/11/2015"
"01/11/15 09:24 PM",,"5,984.43",0.00,"-46,990.66",2176838812,"Received 01/11/2015"
"01/11/15 09:42 PM",,459.02,0.00,"-46,531.64",2441491614,"Received 01/11/2015"
"01/11/15 09:42 PM",,98.36,0.00,"-46,433.28","2441477636	","Received 01/11/2015"
"01/11/15 09:43 PM",,65.57,0.00,"-46,367.70",2441477054,"Received 01/11/2015"
"01/11/15 10:11 PM",,180.33,0.00,"-46,187.38",2441491113,"Received 01/11/2015"
"01/12/15 08:15 AM",,0.00,0.00,"-46,187.38",2666405033,"Received 01/12/2015"
"01/12/15 08:15 AM",,278.69,0.00,"-45,908.69",1030939394,"Received 01/12/2015"
"01/12/15 08:15 AM",,344.26,0.00,"-45,564.43",1030956216,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-45,498.85",1030948052,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-45,433.28",5131091490,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-45,367.70",5131094905,"Received 01/12/2015"
"01/12/15 08:15 AM",,278.69,0.00,"-45,089.02",---------------!!!!,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-45,023.44",2605911254,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,957.87",2605912831,"Received 01/12/2015"
"01/12/15 09:50 PM",,98.36,0.00,"-44,859.51",1837735244,"Received 01/12/2015"
"01/12/15 10:01 PM",,98.36,0.00,"-44,761.15",1837740726,"Received 01/12/2015"
"01/13/15 10:41 PM",,180.33,0.00,"-44,580.82",2734021765,"Received 01/13/2015"
"01/13/15 10:53 PM",,98.36,0.00,"-44,482.46",2734028065,"Received 01/13/2015"
"01/13/15 12:00 AM",,0.00,"30,000.00","-74,482.46",,
