"Invoice Date",Description,Credit,Debit,Balance,Tracking,Comments
N/A,,276.92,0.00,276.92,PO20024/4925394504,"Received 11/30/-0001"
N/A,,100.00,0.00,376.92,PO20024/4925396862,"Received 11/30/-0001"
N/A,,153.85,0.00,530.77,PO20024/8571450786,"Received 11/30/-0001"
N/A,,53.85,0.00,584.62,PO20024/8571452514,"Received 11/30/-0001"
N/A,,100.00,0.00,684.62,PO20024/6197058523,"Received 11/30/-0001"
N/A,,84.62,0.00,769.23,LBB42916/050616/51316,"Received 11/30/-0001"
"01/05/15 12:00 AM",,0.00,"30,000.00","-29,230.77",,"Bank Wire Transfer"
"01/08/15 09:13 PM",,327.87,0.00,"-28,902.90",7923885815,"Received 01/08/2015"
"01/08/15 09:13 PM",,163.93,0.00,"-28,738.97",7923888092,"Received 01/08/2015"
"01/08/15 12:00 AM",,0.00,"30,000.00","-58,738.97",,
"01/11/15 09:24 PM",,98.36,0.00,"-58,640.61",2177053454,"Received 01/11/2015"
"01/11/15 09:24 PM",,"6,434.75",0.00,"-52,205.85",2177022024,"Received 01/11/2015"
"01/11/15 09:24 PM",,"5,984.43",0.00,"-46,221.42",2176838812,"Received 01/11/2015"
"01/11/15 09:42 PM",,459.02,0.00,"-45,762.41",2441491614,"Received 01/11/2015"
"01/11/15 09:42 PM",,98.36,0.00,"-45,664.05","2441477636	","Received 01/11/2015"
"01/11/15 09:43 PM",,65.57,0.00,"-45,598.47",2441477054,"Received 01/11/2015"
"01/11/15 10:11 PM",,180.33,0.00,"-45,418.15",2441491113,"Received 01/11/2015"
"01/12/15 08:15 AM",,0.00,0.00,"-45,418.15",2666405033,"Received 01/12/2015"
"01/12/15 08:15 AM",,278.69,0.00,"-45,139.46",1030939394,"Received 01/12/2015"
"01/12/15 08:15 AM",,344.26,0.00,"-44,795.20",1030956216,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,729.62",1030948052,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,664.05",5131091490,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,598.47",5131094905,"Received 01/12/2015"
"01/12/15 08:15 AM",,278.69,0.00,"-44,319.79",---------------!!!!,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,254.21",2605911254,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,188.64",2605912831,"Received 01/12/2015"
"01/12/15 09:50 PM",,98.36,0.00,"-44,090.28",1837735244,"Received 01/12/2015"
"01/12/15 10:01 PM",,98.36,0.00,"-43,991.92",1837740726,"Received 01/12/2015"
"01/13/15 10:41 PM",,180.33,0.00,"-43,811.59",2734021765,"Received 01/13/2015"
"01/13/15 10:53 PM",,98.36,0.00,"-43,713.23",2734028065,"Received 01/13/2015"
"01/13/15 12:00 AM",,0.00,"30,000.00","-73,713.23",,
"01/15/15 10:10 PM",,295.08,0.00,"-73,418.15",4291980254,"Received 01/15/2015"
"01/15/15 10:26 PM",,180.33,0.00,"-73,237.82",4291977314,"Received 01/15/2015"
"01/16/15 12:00 AM",,0.00,"25,000.00","-98,237.82",,
"01/18/15 09:30 PM",,"2,131.97",0.00,"-96,105.85",1195920143,"Received 01/18/2015"
"01/27/15 12:00 AM",,"3,954.92",0.00,"-92,150.93",1195916116,"Received 01/18/2015"
N/A,,65.57,0.00,"-92,085.36",5470623421,"Received 01/19/2015"
"01/20/15 12:00 AM",,0.00,"30,000.00","-122,085.36",,
N/A,,98.36,0.00,"-121,987.00",5817187401,"Received 01/21/2015"
"02/04/15 10:57 AM",,"4,638.85",0.00,"-117,348.15",2601229551,"Received 01/21/2015"
N/A,,65.04,0.00,"-117,283.11",2601051622,"Received 01/21/2015"
N/A,,98.36,0.00,"-117,184.74",2246342770,"Received 01/22/2015"
N/A,,179.74,0.00,"-117,005.01",1886183622,"Received 01/25/2015"
N/A,,98.04,0.00,"-116,906.97",1886189992,"Received 01/25/2015"
N/A,,98.04,0.00,"-116,808.93",1886191996,"Received 01/25/2015"
N/A,,98.04,0.00,"-116,710.89","8487516774 ","Received 01/27/2015"
N/A,,98.04,0.00,"-116,612.85",8487520274,"Received 01/27/2015"
N/A,,179.74,0.00,"-116,433.11",8487510533,"Received 01/27/2015"
N/A,,179.74,0.00,"-116,253.37",3719445881,"Received 01/27/2015"
N/A,,98.04,0.00,"-116,155.33",3719439113,"Received 01/27/2015"
"01/27/15 11:32 PM",,"4,109.48",0.00,"-112,045.86",3719442775,"Received 01/27/2015"
"01/27/15 12:00 AM",,0.00,"30,000.00","-142,045.86",,
"02/04/15 01:36 PM",,"2,485.29",0.00,"-139,560.56",1ZE5F0600446888443,"Received 01/28/2015"
N/A,,261.44,0.00,"-139,299.12",1804123705,"Received 01/28/2015"
N/A,,98.04,0.00,"-139,201.08",1804117195,"Received 01/28/2015"
N/A,,98.04,0.00,"-139,103.05",1804107502,"Received 01/28/2015"
