SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost","Sale Price",MS,FZ,MG,MD
APL-001-2211,"LCD and Touch Screen Digitizer Assembly for iPhone 6s - White (Premium)",52.00,1.00,0.00,52.00,0.0000,95.00,99.99,77.95,89.99
APL-003-1646,"Home Button Rubber Gasket for iPhone 5c",1.00,6.50,4.33,0.82,0.0000,,,0.80,1.99
APL-001-2198,"Apple iPad 3 Digitizer Touch Screen With Home Button - White (Premium)",58.00,6.82,8.73,9.78,0.0000,14.99,12.99,10.50,13.99
APL-003-1636,"Charging Port Replacement for iPad Pro 12.9 (3G Version) - Black",40.00,6.50,5.71,7.03,0.0000,,,4.50,6.99
FLX-SAM-1404,"Rear Camera Lens for Galaxy S6 Edge - Gold Platinum",7.00,6.85,0.69,1.12,0.0000,2.29,4.99,0.95,1.99
FLX-SAM-1406,"Rear Camera Lens for Galaxy S6 Edge Plus - Black Sapphire",7.00,6.85,3.03,1.46,0.0000,,,1.99,1.99
FLX-SAM-1405,"Rear Camera Lens for Galaxy S6 Edge Plus - White Pearl",8.00,6.85,3.68,1.71,0.0000,2.29,,,2.99
FLX-SAM-1394,"Samsung Galaxy S6 G920 Rear Camera Lens White",7.00,6.88,0.15,1.04,0.0000,2.29,4.99,0.95,1.99
APL-001-2197,"Apple iPad 3 Digitizer Touch Screen With Home Button - Black (Premium)",58.00,6.82,1.40,8.71,0.0000,14.99,12.99,10.50,13.99
APL-001-2200,"Apple iPad Air/iPad 5 Digitizer Touch Screen With Home Button - Black (Premium)",80.00,6.88,1.13,11.79,0.0000,17.00,19.99,25.50,19.99
APL-001-2202,"Apple iPad Mini & iPad Mini 2 Digitizer Touch Screen with Home Button And IC Chip - Black (Premium)",115.00,6.88,1.13,16.88,0.0000,20.99,21.99,35.99,27.99
APL-003-1637,"Charging Port Replacement for iPad Pro 12.9 (3G Version) - White",40.00,6.50,5.71,7.03,0.0000,,,4.50,3.49
FLX-HTC-592,"SIM Card Tray for HTC One M8 - Amber Gold",9.00,6.45,2.08,1.72,0.0000,,,1.99,
FLX-SAM-1401,"Rear Camera Lens For Note 5 - White Pearl",7.00,6.82,1.40,1.23,0.0000,2.29,,0.95,1.99
FLX-SAM-1400,"Rear Camera Lens For Note 5 - Black Sapphire",7.00,6.88,3.53,1.53,0.0000,,,0.95,1.99
APL-001-2199,"Digitizer Touch Screen With Home Button for iPad 2 - Black (Premium)",55.00,6.88,1.13,8.16,0.0000,14.99,12.49,14.50,11.99
FLX-HTC-595,"SD Card Tray for HTC One M8 - Glacial Silver",9.00,6.45,2.08,1.72,0.0000,,,1.99,
APL-001-2215,"Apple iPad Mini & iPad Mini 2 Digitizer Touch Screen with Home Button And IC Chip - White (Premium)",115.00,6.88,1.13,16.88,0.0000,20.99,21.99,35.99,27.99
FLX-SAM-1438,"Vibration Motor without Flex Cable for Samsung Galaxy Note 3",8.00,6.43,0.71,1.35,0.0000,3.99,7.99,1.50,3.99
FLX-SAM-1425,"Loudspeaker for Samsung Galaxy S6 Edge Plus",12.00,6.43,1.83,2.15,0.0000,2.96,,1.99,1.99
APL-001-2218,"iPhone 5 Glass With OCA - White (Premium)",9.00,6.43,0.74,1.51,0.0000,,,1.99,5.99
APL-001-2232,"iphone 6 Plus Glass With OCA Black AA",12.00,6.43,0.90,2.01,0.0000,,9.99,2.10,
SRN-SAM-1403,"Front Glass for Samsung Galaxy S7 Edge - Black Onyx",40.00,6.82,2.31,6.20,0.0000,8.00,,12.99,
SRN-SAM-1421,"LCD and Touch Screen Replacement for Samsung Galaxy S6 Edge - Green Emerald",1000.00,6.46,1.79,155.08,0.0000,,,0.00,
SRN-SAM-1398,"Samsung S6 Active G890 LCD With Digitizer Blue",1200.00,6.85,8.51,176.42,0.0000,195.00,0.00,192.99,238.99
SRN-SAM-1392,"Samsung Galaxy S7 LCD With Digitizer Touch Screen - White",103.00,1.00,0.71,103.71,0.0000,129.99,164.99,141.50,169.99
SRN-SAM-1393,"Samsung Galaxy S7 LCD With Digitizer Touch Screen - Black Onyx",770.00,6.88,3.69,112.45,0.0000,129.99,162.99,143.50,169.99
SRN-SAM-1425,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 G930 - Gold Platinum",114.00,1.00,1.03,115.03,0.0000,129.99,162.99,143.50,169.99
APL-003-1661,"Loudspeaker Replacement for iPhone 6 Plus",8.00,6.88,0.15,1.18,0.0000,2.49,,2.99,3.99
SRN-SAM-1412,"Samsung Galaxy S7 Edge LCD & Digitizer Replacement - Black",1230.00,6.88,8.70,180.04,0.0000,0.00,244.99,253.99,
FLX-LGM-613,"Earpiece Speaker Replacement for LG G Stylo",0.00,0.00,0.00,0.00,0.0000,,4.99,,
APL-001-2225,"iPhone 6 LCD Backlight Film Replacement - Standard ",20.00,6.46,2.08,3.42,0.0000,3.79,3.49,,5.99
FLX-SAM-1451,"Charging Port Replacement for Samsung Galaxy Note 4 N910A",25.00,6.82,0.90,3.80,0.0000,,,,6.99
FLX-SAM-1460,"Home Button for Galaxy S6 Edge - Black Sapphire",10.00,6.85,0.69,1.56,0.0000,,12.99,2.95,2.99
SRN-SAM-1395,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 - Gold Platinum",116.00,1.00,1.03,117.03,0.0000,149.99,194.99,171.98,169.99
FLX-SAM-1446,"Charging Port Replacement for Samsung Galaxy S7 G930F",35.00,6.85,1.44,5.32,0.0000,9.00,12.99,8.79,7.99
BTY-COV-1622,"Back Glass for Samsung Galaxy S6 Edge Plus - White Pearl",25.00,6.85,3.32,4.13,0.0000,6.99,,4.99,2.99
FLX-SAM-1411,"Loudspeaker for Samsung Galaxy S6 Edge",8.00,6.43,1.83,1.53,0.0000,6.42,7.99,0.99,1.99
FLX-SAM-1427,"Headphone Jack Replacement for Galaxy S6 Active",12.00,6.43,1.83,2.15,0.0000,,,2.50,
FLX-SAM-1441,"Samsung Galaxy Note 4 N910T T-Mobile Charging Port Flex Cable",25.00,6.82,0.90,3.80,0.0000,5.49,12.99,6.00,9.99
SRN-MOT-658,"LCD and Touch Screen Digitizer for Motorola Moto G4 - White",280.00,6.50,5.98,44.00,0.0000,57.50,39.99,,
FLX-SAM-1429,"Samsung Galaxy S6 Rear Camera",60.00,6.85,0.69,8.86,0.0000,5.29,14.99,12.98,7.99
SRN-SAM-1399,"LCD and Touch Screen Assembly for Samsung Galaxy E5 - White",490.00,6.50,7.24,76.50,0.0000,,,85.99,
SRN-LGM-625,"LCD and Touch Screen Digitizer Replacement for LG K7 - White",190.00,6.85,6.71,28.72,0.0000,,0.00,,
FLX-SAM-1435,"Rear Camera Lens for Samsung Galaxy S7 Edge - Silver Titanium",7.00,6.85,0.69,1.12,0.0000,3.29,7.99,,
FLX-SAM-1466,"Charging Port Replacement for Samsung Galaxy S6 Edge Plus G928V",28.00,6.85,2.24,4.41,0.0000,6.79,,5.99,8.99
FLX-SAM-1440,"Samsung Galaxy Note 3 Sim Card Reader",6.00,6.43,0.71,1.04,0.0000,,,2.99,2.49
SRN-SAM-1436,"LCD and Touch Screen Digitizer for Samsung Galaxy J3 (2016) - Gold",64.88,1.00,0.83,65.71,0.0000,90.00,,77.50,93.99
FLX-LGM-594,"Front Camera Replacement for LG Nexus 5X",55.00,6.43,1.83,8.84,0.0000,9.00,17.99,9.98,
FLX-SAM-1419,"Sim Card Tray for Samsung Galaxy S6 Edge Plus - Silver Titanium",12.00,6.43,1.83,2.15,0.0000,,,1.99,
FLX-SAM-1421,"LCD Testing Cable for Samsung Galaxy S6 Edge Plus",15.00,6.43,1.83,2.62,0.0000,3.29,,2.99,
SRN-SAM-1405,"Front Glass for Samsung Galaxy S7 Edge - Gold Platinum",70.00,6.85,8.00,11.39,0.0000,7.20,,12.99,
FLX-SAM-1416,"Home Button for Samsung Galaxy Note 5 - White Pearl",75.00,6.70,3.77,11.76,0.0000,13.50,,12.99,9.99
FLX-SAM-1437,"Sim Card Connector Replacement for Samsung Galaxy S5",6.00,6.43,0.71,1.04,0.0000,2.25,,,
SRN-SAM-1440,"LCD and Touch Screen Digitizer Replacement for Samsung Galaxy Express Prime - Black",570.00,6.70,5.67,85.92,0.0000,,,77.50,
APL-001-2226,"iPhone 6 Plus LCD Backlight Film Replacement - Standard",20.00,6.70,2.27,3.32,0.0000,4.10,3.99,2.99,0.49
SRN-SAM-1438,"Front Glass for Samsung Galaxy S6 Edge Plus - Black Sapphire",0.00,0.00,0.00,0.00,0.0000,,,12.99,
FLX-SAM-1477,"Charging Port Replacement for Samsung Galaxy S5 Mini G800A",25.00,6.50,1.78,4.12,0.0000,,,4.99,
APL-003-1650,"iPhone 5 Front Camera Holder Bracket ",0.50,6.46,0.14,0.10,0.0000,,2.99,4.45,1.99
FLX-LGM-609,"Rear Camera Lens for LG V10 - Luxe White",25.00,6.50,3.13,4.33,0.0000,5.18,,5.50,
FLX-HTC-604,"Charging Port Replacement for HTC Desire 626",25.00,6.85,5.09,4.39,0.0000,,,3.99,
SRN-MOT-653,"LCD and Touch Screen Replacement for Motorola Moto X Play - Black",190.00,6.46,0.14,29.43,0.0000,39.49,49.99,0.00,
SRN-SAM-1404,"Front Glass for Samsung Galaxy S7 Edge - Silver Titanium",80.00,6.85,5.09,12.42,0.0000,8.00,,,
SRN-MOT-654,"LCD and Touch Screen Replacement for Motorola Moto X Play - White",190.00,6.46,0.14,29.43,0.0000,39.49,49.99,31.50,
TAB-SRN-743,"SAMSUNG GALAXY TAB 2 7.0 P3113 P3100 TOUCH SCREEN DIGITIZER - White ",0.00,0.00,0.00,0.00,0.0000,,,12.00,
SRN-SAM-1408,"LCD and Touch Screen Digitizer for Samsung Galaxy S6 Edge Plus - Gold Platinum",1140.00,6.88,12.90,167.57,0.0000,,214.99,244.98,
APL-001-2223,"iPhone 6S Glass With Frame - Black",25.00,6.50,3.83,4.44,0.0000,5.00,9.99,2.10,7.99
APL-001-2222,"iPhone 6S Glass With Frame - White",25.00,6.50,3.83,4.44,0.0000,5.00,9.99,4.50,
SRN-HTC-1148,"LCD and Touch Screen Digitizer for HTC Desire 626",100.00,6.70,7.75,16.08,0.0000,,,20.98,
APL-002-6425,"iPhone 6 Plus Front Middle Bezel LCD Holder - White (Premium)",9.00,6.43,2.67,1.81,0.0000,1.90,4.99,,
FLX-LGM-595,"Front Camera Replacement for LG G4",30.00,6.43,1.83,4.95,0.0000,7.19,12.99,5.99,3.99
FLX-SAM-1434,"Rear Camera Lens for Samsung Galaxy S7 - Gold Platinum",7.00,6.85,0.69,1.12,0.0000,3.29,7.99,1.98,1.99
FLX-SAM-1462,"Sim Card Tray for Samsung Galaxy S6 Edge - Black",5.00,6.46,2.54,1.17,0.0000,2.99,4.99,1.50,
APL-001-2229,"iphone 6 Plus Glass  With OCA White (OEM)",15.00,6.43,0.90,2.47,0.0000,,9.99,,4.99
FLX-SAM-1418,"LCD Testing Cable for Galaxy Note 5",15.00,6.85,2.24,2.52,0.0000,3.29,,2.99,5.99
FLX-SAM-1417,"Volume Button Flex Cable for Samsung Galaxy Note 5",8.00,6.43,1.83,1.53,0.0000,2.45,4.99,2.48,1.49
FLX-LGM-592,"Home Button Replacement for LG Nexus 5X",20.00,6.43,1.83,3.40,0.0000,5.49,7.99,,
SRN-MOT-656,"LCD and Touch Screen Digitizer for Droid Maxx 2 with Frame - White",200.00,6.85,6.11,30.09,0.0000,47.49,,0.00,
FLX-SAM-1428,"Samsung Galaxy S6 Edge Rear Camera",45.00,6.85,2.17,6.89,0.0000,10.00,14.99,10.98,9.99
FLX-SAM-1414,"Home Button for Samsung Galaxy S6 Edge - Gold Platinum",6.00,6.43,1.47,1.16,0.0000,3.45,9.99,2.95,7.99
FLX-SAM-1413,"Sim Card Tray for Samsung Galaxy S6 Edge - Gold",6.00,6.43,1.47,1.16,0.0000,2.99,4.99,1.50,
FLX-SAM-1415,"Home Button for Samsung Galaxy Note 5 - Black Sapphire",75.00,6.70,3.77,11.76,0.0000,10.00,,12.99,17.99
APL-001-2230,"iphone 6 Plus Glass With OCA Black (OEM)",15.00,6.43,0.90,2.47,0.0000,,9.99,2.10,4.99
APL-001-2254,"iPhone 6S Front Glass Lens - White (Premium)",0.00,0.00,0.00,0.00,0.0000,2.50,7.99,2.99,
SRN-SAM-1418,"LCD and Touch Screen Digitizer for Samsung Galaxy J3 (2016) - Black",53.80,1.00,0.86,54.66,0.0000,90.00,,77.50,93.99
SRN-SAM-1416,"Touch Screen Digitizer Replacement for Samsung Galaxy Core Prime - White",25.00,6.82,4.64,4.35,0.0000,,,6.99,26.99
SRN-SAM-1415,"Touch Screen Digitizer Replacement for Samsung Galaxy Core Prime - Black",25.00,6.82,2.31,4.00,0.0000,,,6.99,26.99
FLX-SAM-1426,"Earpiece Speaker Replacement for Galaxy S6 Active",8.00,6.43,1.83,1.53,0.0000,,,0.99,
FLX-SAM-1431,"Rear Camera Lens for Samsung Galaxy S6 - Gold Platinum",7.00,6.85,0.69,1.12,0.0000,2.29,4.99,0.95,8.99
FLX-SAM-1432,"Home Button for Samsung Galaxy S6 - Gold Platinum",20.00,6.43,1.47,3.34,0.0000,4.29,7.99,3.50,6.99
FLX-SAM-1433,"Sim Card Tray for Samsung Galaxy S6 - Gold Platinum",5.00,6.43,1.47,1.01,0.0000,2.49,2.99,1.50,
SRN-SAM-1423,"Front Glass for Samsung Galaxy S6 Edge Plus - Gold Platinum",80.00,6.46,1.79,12.66,0.0000,9.00,,12.99,
FLX-SAM-1447,"Charging Port Replacement for Samsung Galaxy S6 Edge Plus G928P",28.00,6.82,0.90,4.24,0.0000,6.79,,5.99,7.99
SRN-HTC-1153,"LCD and Digitizer Assembly for HTC 10 - Black",0.00,0.00,0.00,0.00,0.0000,,59.99,54.99,63.99
SRN-SAM-1417,"LCD and Touch Screen Digitizer for Samsung Galaxy J3 (2016) - White",360.00,6.88,9.56,53.72,0.0000,,,77.50,93.99
FLX-LGM-601,"LG V400 Charging Port Flex Cable",35.00,6.46,1.24,5.61,0.0000,,,6.00,
SRN-MOT-651,"LCD and Touch Screen Replacement for Motorola Moto X Pure Edition XT1575 - Black",260.00,6.85,2.25,38.28,0.0000,,49.99,46.50,51.99
SRN-LGM-604,"LCD and Touch Screen Digitizer for LG G5 - Titan (Black)",300.00,6.82,8.90,45.29,0.0000,51.00,54.99,50.99,60.99
SRN-SAM-1424,"Front Glass for Samsung Galaxy S6 Edge Plus - White Pearl",80.00,6.70,3.35,12.44,0.0000,,,12.99,
SRN-SAM-1439,"Front Glass for Samsung Galaxy S6 Edge Plus - Silver Titanium",0.00,0.00,0.00,0.00,0.0000,6.00,,,
SRN-SAM-1426,"LCD and Touch Screen Digitizer for Samsung Galaxy S7 Edge G935 - Gold Platinum",1230.00,6.88,6.02,179.65,0.0000,0.00,244.99,253.99,
APL-003-1660,"Earpiece Speaker Replacement for iPhone 5S SE",3.00,6.88,1.13,0.60,0.0000,0.99,4.99,0.80,0.99
FLX-LGM-603,"V10 Power Button With Flex Cable",15.00,6.46,1.24,2.51,0.0000,4.79,,6.99,
FLX-HTC-603,"HTC One M8 Camera LENS",5.00,6.46,1.24,0.97,0.0000,2.29,,0.60,
SRN-MOT-652,"LCD and Touch Screen Replacement for Motorola Moto X Pure Edition XT1575 - White",260.00,6.60,2.48,39.77,0.0000,,,45.50,51.99
FLX-LGM-611,"Rear Camera Lens for LG V10 - Ocean Blue",0.00,0.00,0.00,0.00,0.0000,8.10,,,
FLX-SAM-1443,"Charging Port Replacement for Samsung Galaxy S6 G920T",30.00,6.88,0.15,4.38,0.0000,6.19,12.99,,9.99
FLX-SAM-1444,"Charging Port Replacement for Samsung Galaxy S7 Edge G935F",45.00,6.46,5.61,7.83,0.0000,7.00,12.99,7.50,
FLX-SAM-1445,"Charging Port Replacement for Samsung Galaxy S7 Edge G935A",25.00,6.85,2.16,3.96,0.0000,7.00,12.99,7.50,8.99
BTY-COV-1658,"Back Glass for Galaxy S7 Edge - Gold Platinum",35.00,6.82,2.11,5.44,0.0000,9.99,12.99,17.50,14.99
FLX-SAM-1487,"Home Button for Samsung Galaxy S6 Edge Plus - Silver Titanium",0.00,0.00,0.00,0.00,0.0000,,,12.50,
APL-003-1678,"Rear Camera Lens Glass Cover Replacement for iPhone 6 - Space Gray",6.00,6.85,1.23,1.06,0.0000,3.99,3.99,1.50,1.99
FLX-SAM-1450,"Charging Port Replacement for Samsung Galaxy Note Edge N915P",25.00,6.85,1.44,3.86,0.0000,,12.99,6.50,
FLX-SAM-1449,"Charging Port Replacement for Samsung Galaxy Note 4 N910V",20.00,6.88,0.15,2.93,0.0000,5.49,9.99,4.50,4.99
FLX-SAM-1448,"Charging Port Replacement for Samsung Galaxy Note Edge N915A",25.00,6.85,1.44,3.86,0.0000,,12.99,7.99,
FLX-SAM-1476,"Charging Port Replacement for Samsung Galaxy S5 G900F",23.00,6.82,2.24,3.70,0.0000,6.25,,4.50,
SRN-LGM-617,"LCD and Touch Screen Digitizer for LG G Vista 2 H740 - Black",0.00,0.00,0.00,0.00,0.0000,,42.99,,
APL-001-2255,"iPhone 6S Plus Front Glass Lens - White (Premium)",2.50,1.00,0.00,2.50,0.0000,2.75,12.99,4.99,5.49
FLX-LGM-605,"Rear Camera Lens for LG V10 - Space Black",15.00,6.88,0.15,2.20,0.0000,5.18,,5.50,
SRN-SAM-1428,"LCD and Touch Screen Assembly for Samsung Galaxy E5 - White",500.00,6.70,7.05,75.68,0.0000,,,85.99,
APL-003-1662,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Rose Gold",2.00,6.70,1.45,0.51,0.0000,3.99,2.99,1.50,1.99
APL-003-1663,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Silver",2.00,6.88,1.13,0.45,0.0000,3.99,2.99,1.50,1.99
SRN-SAM-1414,"LCD Screen Replacement for Samsung Galaxy Core Prime",80.00,6.82,2.31,12.07,0.0000,,,15.98,18.99
APL-003-1679,"Rear Camera Lens Glass Cover Replacement for iPhone 6 - Silver",6.00,6.88,1.36,1.07,0.0000,3.99,3.99,1.50,1.99
FLX-SAM-1463,"Vibration Motor for Samsung Galaxy S6 Edge Plus",10.00,6.46,2.54,1.94,0.0000,1.80,,1.50,0.99
FLX-HTC-610,"Charging Port Microphone Replacement for HTC One A9",40.00,6.85,2.17,6.16,0.0000,,19.99,7.99,
FLX-SAM-1465,"Charging Port Replacement for Samsung Galaxy S6 Edge Plus G928P",28.00,6.70,1.45,4.40,0.0000,6.79,,5.99,7.99
APL-003-1680,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Gold",6.00,6.70,1.45,1.11,0.0000,3.99,2.99,1.50,1.99
SRN-LGM-614,"LCD and Touch Screen Digitizer for LG V10 H900 H901 VS990 - Space Black",540.00,6.88,3.69,79.02,0.0000,115.00,144.99,102.99,123.99
FLX-LGM-607,"Earpiece Speaker for LG V10",4.00,6.50,3.13,1.10,0.0000,2.69,,1.99,
APL-001-2252,"iPhone 6S Plus Glass With Frame - Black",28.00,6.50,0.83,4.44,0.0000,5.50,12.99,4.99,
FLX-SAM-1484,"Rear Camera Replacement for Galaxy S6 Active",0.00,0.00,0.00,0.00,0.0000,,,18.99,
FLX-LGM-604,"Charging Port Flex Cable Replacement for LG G5",45.00,6.82,1.80,6.86,0.0000,6.99,,11.98,0.00
FLX-LGM-620,"Rear Camera Replacement for LG G4",200.00,6.50,3.13,31.25,0.0000,6.29,29.99,19.99,22.99
FLX-LGM-606,"Headphone Jack Replacement for LG V10",0.00,0.00,0.00,0.00,0.0000,7.50,,6.99,
FLX-SAM-1470,"Charging Port Replacement for Samsung Galaxy S7 Edge G935P Sprint",0.00,0.00,0.00,0.00,0.0000,7.00,,,8.99
APL-003-1665,"iPhone 6S Plus Front Glass Lens - White (Premium)",13.00,6.50,2.93,2.45,0.0000,2.75,,,5.49
APL-003-1677,"Rear Camera Lens Glass Cover Replacement for iPhone 6/6 Plus - Gold",6.00,6.85,1.23,1.06,0.0000,3.49,17.99,1.20,
FLX-SAM-1486,"Home Button for Samsung Galaxy S6 Edge Plus - Gold Platinum",0.00,0.00,0.00,0.00,0.0000,5.25,,12.50,9.99
APL-002-6428,"iPhone 6S Front Bezel - White (Premium)",0.00,0.00,0.00,0.00,0.0000,2.75,7.99,,3.99
APL-003-1669,"iPhone 6S Polarizer (Premium)",5.00,6.50,2.93,1.22,0.0000,15.00,3.49,1.50,
FLX-SAM-1485,"Front Camera Replacement for Galaxy S6 Active",0.00,0.00,0.00,0.00,0.0000,,,2.50,
SRN-LGM-615,"LCD and Touch Screen Digitizer Replacement for LG Escape2 -Black",130.00,6.85,7.23,20.03,0.0000,,,19.98,
FLX-LGM-618,"Charging Port Replacement for LG G Vista",0.00,0.00,0.00,0.00,0.0000,,8.99,5.50,
FLX-LGM-619,"Charging Port Dock Connector Replacement for LG Lucid 3",0.00,0.00,0.00,0.00,0.0000,,,,4.99
FLX-SAM-1468,"Rear Camera Lens for Samsung Galaxy S7 - Black Onyx",7.00,6.88,0.15,1.04,0.0000,3.29,4.99,1.98,1.99
APL-003-1670,"iPhone 6S Plus Front Bezel - White (Premium)",10.00,6.50,2.93,1.99,0.0000,2.75,,4.99,3.99
APL-001-2256,"iPhone 6S 3D Touch Backlight (Premium)",0.00,0.00,0.00,0.00,0.0000,22.50,,,
SRN-MOT-657,"LCD and Touch Screen Digitizer for Motorola Moto G4 - Black",190.00,6.82,2.11,28.17,0.0000,57.50,39.99,,
SRN-SAM-1430,"Samsung Galaxy Grand i9082 Touch Screen Digitizer - White",40.00,6.50,6.71,7.19,0.0000,,11.99,8.50,32.99
APL-002-6429,"iPhone 6S Plus Front Bezel - White (Premium)",0.00,0.00,0.00,0.00,0.0000,2.75,7.99,2.10,3.99
SRN-SAM-1437,"LCD and Touch Screen Replacement for Samsung Galaxy S6 - Blue Topaz",990.00,6.70,7.05,148.81,0.0000,149.99,194.99,172.99,154.99
FLX-LGM-621,"Headphone Jack Replacement for LG G4",15.00,6.50,3.13,2.79,0.0000,5.30,7.99,3.99,
FLX-SAM-1482,"Rear Camera Lens for Samsung Galaxy S6 Active - Grey",0.00,0.00,0.00,0.00,0.0000,,,0.80,
APL-003-1681,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Space Gray",6.00,6.70,1.45,1.11,0.0000,3.99,2.99,,1.99
FLX-HTC-612,"Loudspeaker Replacement for HTC One A9",0.00,0.00,0.00,0.00,0.0000,,7.99,,
FLX-LGM-622,"Earpiece Speaker Replacement for LG G4",6.00,6.50,3.13,1.40,0.0000,2.25,4.99,1.99,3.99
FLX-SAM-1472,"Charging Port Replacement for Samsung Galaxy S7 Edge G935V Verizon",32.00,6.70,2.15,5.10,0.0000,7.00,,,8.99
FLX-SAM-1471,"Charging Port Replacement for Samsung Galaxy S7 Edge G935T T-Mobile",0.00,0.00,0.00,0.00,0.0000,7.00,,,8.99
SRN-MOT-659,"LCD and Touch Screen Digitizer for Motorola Droid Turbo 2 LCD With Frame",0.00,0.00,0.00,0.00,0.0000,175.00,,116.98,
APL-001-2260,"LCD and Touch Screen Digitizer Replacement for iPod Touch 6 - Black",270.00,6.82,6.04,40.48,0.0000,,54.99,48.98,53.99
APL-003-1682,"Charging Port Replacement for iPod Touch 6 - White",20.00,6.88,1.36,3.10,0.0000,,7.99,3.99,
APL-003-1683,"Charging Port Replacement for iPod Touch 6 - Black",20.00,6.82,2.11,3.24,0.0000,,7.99,3.99,
FLX-SAM-1489,"Charging Port Replacement for Samsung Galaxy S5 G900H",28.00,6.88,0.15,4.09,0.0000,6.25,9.99,5.00,
APL-003-1691,"iPhone 6S Front Middle Frame Bezel LCD Holder - White",7.00,6.82,1.40,1.23,0.0000,2.75,7.99,1.99,3.99
APL-003-1692,"iPhone 6S Front Middle Frame Bezel LCD Holder - Black",8.00,6.60,1.38,1.42,0.0000,2.75,7.99,1.99,2.99
APL-003-1694,"iPhone 5S Front Middle Frame Bezel LCD Holder - White (Premium)",0.00,0.00,0.00,0.00,0.0000,1.50,,,
APL-003-1696,"iPhone 5S Front Middle Frame Bezel LCD Holder - Black (Premium)",0.00,0.00,0.00,0.00,0.0000,1.50,,,
FLX-SAM-1493,"Samsung Galaxy Mega 6.3 AT&T i527 Charging Port Flex Cable - i527",15.00,6.85,0.69,2.29,0.0000,,11.99,5.50,
SRN-LGM-630,"LCD and Touch Screen Digitizer with Frame for LG Stylo 2 LS775 - Black",310.00,6.88,3.69,45.59,0.0000,,0.00,65.99,71.99
BT-BP-30216,"BinTEK™ Apple iPad Air 2 7340mAH Li-Polymer Premium Battery",40.00,6.70,8.13,7.18,0.0000,13.50,,,
SRN-LGM-661,"LCD and Touch Screen Digitizer with Frame for LG X Power - Black",0.00,0.00,0.00,0.00,0.0000,,,45.99,45.99
APL-001-2265,"Apple Watch 38mm LCD With Digitizer",640.00,6.88,1.36,93.22,0.0000,149.50,,,104.99
FLX-SAM-1494,"Samsung Galaxy S4 L720T Charging Port Flex Cable",15.00,6.50,7.64,3.48,0.0000,3.99,,,3.99
SRN-SAM-1443,"Samsung Galaxy Tab 4 8.0 T330 Touch Screen Digitizer - White",50.00,6.82,7.35,8.41,0.0000,12.10,12.99,16.98,
SRN-LGM-629,"LG K10 LCD and Touch Screen Digitizer with Frame K10 K420N K410 K430 MS428",250.00,6.88,3.69,36.87,0.0000,,0.00,,
APL-001-2272,"Apple Watch 42mm LCD Digitizer Assembly",670.00,6.82,7.94,99.40,0.0000,165.00,,,104.99
APL-001-2271,"iPhone 6 Plus Complete LCD and Digitizer Assembly - Black",0.00,0.00,0.00,0.00,0.0000,,37.99,26.80,39.99
APL-001-2270,"iPhone 5C Complete LCD and Digitizer Assembly - Black",0.00,0.00,0.00,0.00,0.0000,,,15.98,
APL-001-2275,"Digitizer Touch Screen With Home Button for iPad 2 - White (Premium)",58.00,6.82,8.73,9.78,0.0000,9.99,,14.50,11.99
SRN-LGM-632,"LCD and Touch Screen Digitizer Replacement with Frame for LG K7 - White",170.00,6.82,8.90,26.23,0.0000,,0.00,,
SRN-LGM-639,"LCD and Digitizer Replacement with Frame for LG Nexus 4",0.00,0.00,0.00,0.00,0.0000,43.00,51.99,40.99,46.99
FLX-SAM-1518,"Samsung Galaxy S6 Active SM-G890A Charging Port Flex Cable",0.00,0.00,0.00,0.00,0.0000,,9.99,3.99,
SRN-ZTE-018,"LCD and Digitizer Replacement with Frame for ZTE Max Boost",0.00,0.00,0.00,0.00,0.0000,38.00,,28.99,
APL-001-2281,"LCD and Touch Screen Digitizer for iPhone 7 Plus - White (Standard)",164.00,1.00,0.75,164.75,0.0000,,137.99,128.99,159.99
TAB-SRN-749,"LCD and Digitizer Replacement for Samsung Galaxy Tab S 8.4 T705 - White",0.00,0.00,0.00,0.00,0.0000,175.00,,,
SRN-SAM-1458,"LCD and Touch Screen Digitizer for Samsung Galaxy J5 - Black",510.00,6.85,7.75,75.58,0.0000,79.99,84.99,77.99,
SRN-MOT-668,"LCD and Digitizer Replacement for Droid Ultra Maxx XT1080 XT1080M",0.00,0.00,0.00,0.00,0.0000,49.50,54.99,49.98,53.99
SRN-HTC-1157,"HTC One M9 LCD Assembly with Frame - Black",140.00,6.82,8.90,21.83,0.0000,,,27.99,35.99
SRN-LGM-637,"LG G5 LCD With Digitizer and Frame Black",300.00,6.88,3.69,44.14,0.0000,49.99,59.99,56.50,65.99
SRN-MOT-674,"LCD and Digitizer Replacement with Frame for Motorola Moto X Pure Edition XT1575 - Black",0.00,0.00,0.00,0.00,0.0000,63.50,54.99,51.50,56.99
SRN-MOT-677,"LCD and Digitizer Replacement with Frame for Motorola Moto X Play - White",0.00,0.00,0.00,0.00,0.0000,47.49,52.99,0.00,
