SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
APL-003-0408,5,8.00,6.88,0.15,1.18,5,4.5900,5,3.79,,,1.49,,,,,
BKB-MOD-054,9,0.00,0.00,0.00,0.00,9,,9,,,1.50,,,,,,
APL-003-0570,5,1.50,6.89,3.15,0.67,5,4.5900,5,1.09,,0.40,1.99,,,,,
FLX-HTC-579,1,6.00,6.15,1.00,1.14,1,2.7900,1,,,0.30,,,,,,
APL-003-1402,4,1.00,6.50,1.41,0.37,4,3.7900,4,,1.99,0.99,0.99,,,,,
APL-003-1348,3,10.00,6.89,2.07,1.75,3,,3,3.99,7.99,2.30,2.99,,,,,3.99
BTY-COV-170,3,15.00,6.89,4.28,2.80,3,,3,,,2.50,3.99,,,,,
FLX-SAM-852,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.99,,,,,,
SRN-LGM-575,1,180.00,6.85,7.23,27.33,1,2.7900,1,37.79,0.00,,42.99,,,,,
FLX-SNY-041,1,3.00,6.50,3.25,0.96,1,2.7900,1,,,0.99,,,,,,
FLX-SAM-708,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.80,,,,,,
FLX-MOT-226,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.99,,,,,,
FLX-HTC-522,4,3.00,6.43,2.22,0.81,4,3.7900,4,,,0.50,,,,,,
APL-002-0820,6,4.00,6.88,4.11,1.18,6,1.9900,6,1.25,2.99,0.99,1.99,,,,,3.00
FLX-HTC-270,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.50,,,,,,
FLX-SAM-954,4,10.00,6.88,1.59,1.68,4,3.7900,4,1.99,7.99,2.50,3.99,,,,,
APL-003-0720,5,0.00,0.00,0.00,0.00,5,4.5900,5,1.49,4.99,0.90,0.49,,,,,4.99
APL-003-1254,3,4.00,6.70,1.45,0.81,3,,3,2.99,,,2.99,,,3.00,,
FLX-SAM-808,3,12.00,6.32,2.93,2.36,3,,3,,,2.50,,,,,,
APL-003-1372,4,15.00,6.43,2.53,2.73,4,3.7900,4,4.49,7.99,,3.99,,,,,
FLX-SAM-012,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-0276,5,0.00,0.00,0.00,0.00,5,4.5900,5,,,0.30,1.49,,,,,
BTY-COV-116,2,0.00,0.00,0.00,0.00,2,0.9900,2,5.00,,2.99,1.49,,,,,
APL-003-1499,1,2.00,6.85,2.24,0.62,1,2.7900,1,,,0.95,,,,,,
FLX-SAM-1359,1,3.00,6.32,8.95,1.89,1,2.7900,1,1.45,,0.99,1.99,,,,,
FLX-NOK-006,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,1.99,,,,,,
FLX-SAM-652,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
FLX-MOT-396,4,18.00,6.50,1.72,3.03,4,3.7900,4,,,,1.99,,,,,
APL-003-1651,1,0.50,6.46,0.14,0.10,1,2.7900,1,,2.99,0.99,3.99,,,,,
FLX-SAM-704,2,0.00,0.00,0.00,0.00,2,0.9900,2,1.99,,0.60,0.99,,,,,
APL-003-0210,5,0.00,0.00,0.00,0.00,5,4.5900,5,3.49,,0.99,1.49,,,,,
FLX-HTC-348,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.60,,,,,,
APL-003-1560,1,0.50,6.88,0.15,0.09,1,2.7900,1,,2.99,,0.99,,,,,
APL-003-0954,6,7.00,6.82,2.24,1.35,6,1.9900,6,2.49,7.99,1.99,,3.33,,,2.00,1.99
FLX-LGM-066,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
FLX-SAM-727,2,5.00,6.43,2.22,1.12,2,0.9900,2,,,0.60,,,,,,
APL-003-1134,1,8.00,6.50,1.78,1.50,1,2.7900,1,,6.99,,0.00,,,,,
APL-003-1300,3,6.00,6.10,0.90,1.13,3,,3,1.99,4.99,,1.49,,,,,
APL-002-1164,4,4.00,6.88,4.11,1.18,4,3.7900,4,3.50,7.99,,1.99,,,,,
APL-003-1432,5,14.00,6.89,3.15,2.49,5,4.5900,5,3.99,,2.80,5.99,,,6.00,,4.99
SRN-SAM-476,3,0.00,0.00,0.00,0.00,3,,3,,,1.99,,,,,,
BTY-COV-180,3,8.00,6.50,5.39,2.06,3,,3,,0.00,,1.99,,,,,
FLX-SAM-890,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,3.99,,,,,,
TAB-SRN-320,1,50.00,6.43,8.21,9.05,1,2.7900,1,17.99,0.00,14.50,,,,,,
BTY-COV-1565,1,25.00,6.88,5.33,4.41,1,2.7900,1,5.99,0.00,2.50,1.99,,,,,
APL-003-0191,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
FLX-NOK-032,4,15.00,6.31,1.99,2.69,4,3.7900,4,,,0.90,,,,,,
FLX-MOT-168,3,3.00,6.70,1.45,0.66,3,,3,,,0.99,,,,,,
FLX-HTC-240,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-1541,1,2.00,6.50,5.24,1.11,1,2.7900,1,,,0.80,,,,,,2.99
FLX-SAM-754,2,10.00,6.85,2.17,1.78,2,0.9900,2,4.49,,,1.99,,,,,
APL-003-0372,5,1.00,6.82,1.80,0.41,5,4.5900,5,3.99,,,,,,,,
FLX-MOT-088,3,0.00,0.00,0.00,0.00,3,,3,,,0.30,,,,,,
FLX-HTC-510,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,2.99,,,,,,
SRN-BLB-084,1,20.00,6.50,5.67,3.95,1,2.7900,1,,,0.60,,,,,,
APL-003-1646,1,1.00,6.50,4.33,0.82,1,2.7900,1,,,0.80,1.99,,,,,
APL-003-1032,1,8.00,6.85,3.03,1.61,1,2.7900,1,2.29,,0.00,,,,,,
FLX-SAM-1325,1,10.00,6.85,2.17,1.78,1,2.7900,1,,,0.90,,,,,,
APL-003-1472,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,,0.49,,,,,
APL-003-0990,6,10.00,6.85,3.80,2.01,6,1.9900,6,2.19,7.99,,1.99,2.54,,,4.00,3.99
FLX-LGM-166,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.99,,,,,,
APL-003-1360,3,9.00,6.88,0.15,1.33,3,,3,2.99,7.99,2.00,3.99,,,,,
APL-003-1613,1,3.00,6.85,2.16,0.75,1,2.7900,1,1.79,7.99,0.95,,,,,,
BTY-COV-144,2,7.00,6.70,3.35,1.54,2,0.9900,2,,,,1.99,,,,,
FLX-HTC-595,1,9.00,6.45,2.08,1.72,1,2.7900,1,,,0.00,,,,,,
FLX-SAM-1433,1,5.00,6.43,1.47,1.01,1,2.7900,1,2.49,2.99,1.50,,0.82,,,5.00,
FLX-MOT-464,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.80,,,,,,
FLX-SAM-733,2,5.00,6.32,0.50,0.87,2,0.9900,2,2.99,7.99,0.99,1.49,,,,,
APL-003-1641,1,1.00,6.85,1.44,0.36,1,2.7900,1,,1.49,0.99,0.99,,,,,
APL-003-1242,2,2.00,6.82,0.90,0.43,2,0.9900,2,,4.99,,0.99,,,,,
APL-003-0384,5,3.00,6.87,1.56,0.66,5,4.5900,5,0.99,,0.30,0.99,,,,,
FLX-SAM-730,2,0.00,0.00,0.00,0.00,2,0.9900,2,,0.00,0.99,1.99,,,,,
APL-003-1224,2,1.50,6.88,1.13,0.38,2,0.9900,2,0.49,2.99,0.45,0.99,,,2.00,,
FLX-LGM-338,3,0.00,0.00,0.00,0.00,3,,3,,,0.60,0.99,,,,,
APL-003-1430,5,18.00,6.85,3.68,3.16,5,4.5900,5,3.99,9.99,2.80,6.99,,,6.00,,4.99
APL-003-1642,1,7.00,6.70,2.17,1.37,1,2.7900,1,5.99,7.99,0.00,2.99,,,,,
FLX-MOT-394,4,3.00,6.85,2.17,0.75,4,3.7900,4,,,,0.99,,,,,
FLX-SAM-816,3,12.00,6.12,2.16,2.31,3,,3,4.49,,,0.00,,,,,
FLX-UCP-006,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.40,,,,,,
APL-002-1350,5,25.00,6.13,3.36,4.63,5,4.5900,5,,,,0.99,,,,,
APL-003-0546,5,6.00,6.50,1.94,1.22,5,4.5900,5,2.98,3.99,,1.99,,,2.00,,
APL-003-1294,3,2.00,6.88,0.15,0.31,3,,3,1.49,3.99,0.80,1.99,,,,,
FLX-SAM-1362,1,3.50,6.88,3.53,1.02,1,2.7900,1,1.45,,0.99,1.99,,,,,
FLX-NOK-036,4,15.00,6.85,2.17,2.51,4,3.7900,4,,0.00,1.50,,,,,,
FLX-SAM-980,4,0.00,0.00,0.00,0.00,4,3.7900,4,1.89,4.99,0.99,0.99,,,,,
FLX-SAM-1008,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.60,,,,,,
APL-003-0084,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.60,1.49,,,,,
APL-003-0864,6,25.00,6.85,0.68,3.75,6,1.9900,6,5.29,7.99,5.50,,6.34,,,,7.99
FLX-SAM-802,3,15.00,6.88,1.59,2.41,3,,3,,,2.50,2.99,,,,,
APL-003-1336,3,7.00,6.82,2.24,1.35,3,,3,4.89,7.99,1.20,2.99,,,,,3.99
APL-002-6370,1,4.00,6.60,1.38,0.82,1,2.7900,1,,2.99,0.80,,,,,,
BTY-COV-452,4,7.00,6.13,1.76,1.43,4,3.7900,4,,0.00,,,,,,,
FLX-HTC-462,3,12.00,6.13,6.67,3.05,3,,3,,,0.30,,,,,,
FLX-MOT-530,1,0.00,0.00,0.00,0.00,1,2.7900,1,0.99,,,0.99,,,,,
SRN-NOK-062,2,15.00,6.50,8.97,3.69,2,0.9900,2,,,1.99,,,,,,
FLX-UCP-140,2,0.00,0.00,0.00,0.00,2,0.9900,2,1.24,,,1.99,,,,,
APL-001-1258,5,12.00,6.50,1.06,2.01,5,4.5900,5,2.75,9.99,1.20,5.99,,,,,
FLX-HTC-006,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-0240,5,12.00,6.12,1.53,2.21,5,4.5900,5,1.99,,2.50,2.99,,,,,5.99
APL-003-1026,6,8.00,6.88,0.15,1.18,6,1.9900,6,,,,2.99,,,,,
APL-003-1394,4,13.00,6.50,1.90,2.29,4,3.7900,4,2.99,7.99,1.95,2.99,,,,,4.99
APL-003-0654,5,0.00,0.00,0.00,0.00,5,4.5900,5,,,0.99,,,,,,
APL-003-1622,1,3.00,6.50,2.57,0.86,1,2.7900,1,1.79,4.99,0.00,,,,,,
SRN-SAM-246,1,6.00,6.85,3.85,1.44,1,2.7900,1,3.00,0.00,1.99,3.49,,,,,
FLX-SAM-1404,1,7.00,6.85,0.69,1.12,1,2.7900,1,2.29,4.99,0.95,1.99,,,,,
SRN-LGM-649,1,0.00,0.00,0.00,0.00,1,2.7900,1,,0.00,,52.99,,,,,
SRN-SAM-1426,1,1200.00,6.87,10.53,176.21,1,2.7900,1,0.00,229.99,242.99,,,,,,
FLX-SAM-144,1,10.00,6.85,2.24,1.79,1,2.7900,1,,,0.99,,,,,,
APL-003-0912,1,3.00,6.88,0.15,0.46,1,2.7900,1,,,0.99,1.99,,,,,
APL-003-0438,5,8.00,6.88,0.15,1.18,5,4.5900,5,2.99,7.99,2.00,3.99,,,,,
APL-003-1250,2,5.00,6.87,1.56,0.95,2,0.9900,2,1.99,4.99,0.90,1.99,,,,,2.99
APL-003-1448,5,3.00,6.89,1.72,0.69,5,4.5900,5,1.29,7.99,0.95,1.99,,,,,
FLX-LGM-358,3,0.00,0.00,0.00,0.00,3,,3,2.25,,,,,,,,
FLX-SNY-028,1,5.00,6.43,1.83,1.06,1,2.7900,1,,,0.99,,,,,,
FLX-SAM-006,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
TAB-SRN-750,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.00,,,,,,
BKB-MOD-477,1,10.00,6.12,2.90,2.11,1,2.7900,1,,,0.80,,,,,,
FLX-SAM-504,1,10.00,6.85,1.23,1.64,1,2.7900,1,,,0.99,,,,,,
SRN-HTC-658,5,165.00,6.82,7.55,25.30,5,4.5900,5,45.00,0.00,29.48,35.99,,,,,
APL-003-0690,5,0.00,0.00,0.00,0.00,5,4.5900,5,1.49,7.99,0.60,,,,,,
APL-003-1310,3,18.00,6.88,1.13,2.78,3,,3,2.99,7.99,2.99,5.99,,,,,
BTY-HTC-092,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,,1.49,,,,,
APL-003-0600,1,1.00,6.88,4.11,0.74,1,2.7900,1,,,0.40,,,,,,
SRN-SAM-192,1,7.00,6.89,2.32,1.35,1,2.7900,1,3.00,0.00,1.50,4.49,,,,,
SRN-SAM-1385,1,80.00,6.88,1.59,11.86,1,2.7900,1,0.00,19.99,15.98,15.99,,,,,
FLX-SAM-264,1,0.00,0.00,0.00,0.00,1,2.7900,1,1.89,,,0.99,,,,,
APL-001-2279,1,66.20,1.00,0.40,66.60,1,2.7900,1,126.50,72.49,0.00,109.99,,,67.00,,84.99
FLX-MOT-531,1,6.00,6.82,1.80,1.14,1,2.7900,1,2.99,,0.80,1.99,,,,,
APL-003-0216,5,5.00,6.14,2.16,1.17,5,4.5900,5,,,,0.99,,,,,
FLX-UCP-118,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,,0.49,,,,,
APL-003-0978,6,10.00,6.88,4.11,2.05,6,1.9900,6,5.99,7.99,1.20,2.99,3.21,3.00,,4.00,3.99
FLX-LGM-120,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
FLX-LGM-354,3,5.00,6.31,1.99,1.11,3,,3,3.98,,0.99,0.00,,,,,
APL-003-1356,3,2.00,6.89,3.15,0.75,3,,3,1.09,,,1.99,,,,,
FLX-UCP-182,4,4.00,6.43,2.25,0.97,4,3.7900,4,,,0.99,,,,,,
FLX-UCP-042,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.50,1.99,,,,,
FLX-SAM-722,2,0.00,0.00,0.00,0.00,2,0.9900,2,1.99,,0.60,0.99,,,,,
APL-003-1400,4,1.00,6.50,1.41,0.37,4,3.7900,4,,1.99,0.99,0.99,,,,,
APL-003-0342,5,7.00,6.32,0.83,1.24,5,4.5900,5,2.39,7.99,,1.99,,,,4.00,
FLX-HTC-354,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-1428,5,9.00,6.88,1.13,1.47,5,4.5900,5,2.95,7.99,1.95,2.99,,,,,2.99
SRN-SAM-1358,1,12.00,6.32,1.97,2.21,1,2.7900,1,,0.00,,,,,,,
SRN-SAM-1299,1,7.00,6.88,1.59,1.25,1,2.7900,1,3.00,0.00,2.50,4.99,,,,,
FLX-SAM-740,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.50,,,,,,
SRN-MOT-084,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.30,0.49,,,,,
SRN-LGM-675,1,160.00,6.88,1.59,23.49,1,2.7900,1,,0.00,,,,,,,
FLX-SAM-840,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.99,,,,,,
FLX-SAM-658,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.90,,,,,,
APL-003-0684,5,5.00,6.70,1.45,0.96,5,4.5900,5,,4.99,0.99,1.49,,,,,4.99
APL-003-0534,5,7.00,6.43,1.41,1.31,5,4.5900,5,1.99,,0.99,0.00,,,,,
APL-003-1282,3,2.00,6.70,2.15,0.62,3,,3,1.99,,0.99,,,,,,
APL-003-0114,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.30,,,,,,
SRN-LGM-630,1,240.00,6.88,1.59,35.11,1,2.7900,1,,0.00,65.99,64.99,,,,,
FLX-SAM-1332,1,10.00,6.50,1.60,1.78,1,2.7900,1,,,0.99,,,,,,
FLX-NOK-040,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,1.50,,,,,,
FLX-SAM-1538,1,6.00,6.88,0.15,0.89,1,2.7900,1,2.29,7.99,0.90,1.99,1.01,,,4.00,5.99
FLX-SAM-976,4,0.00,0.00,0.00,0.00,4,3.7900,4,1.29,4.99,0.80,0.99,,,,,
TAB-SRN-752,1,0.00,0.00,0.00,0.00,1,2.7900,1,12.49,,0.00,,,,,,
FLX-SAM-1002,4,8.00,6.12,1.44,1.54,4,3.7900,4,,,0.99,,,,,,
APL-003-0188,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,,1.99,,,,,
APL-003-0852,6,10.00,6.88,0.15,1.48,6,1.9900,6,,,0.60,2.99,,,,,
APL-003-1330,3,8.00,6.89,3.15,1.62,3,,3,1.79,7.99,1.95,2.99,,,,,3.99
APL-003-1410,4,2.00,6.82,1.40,0.50,4,3.7900,4,,,0.30,,,,,,
BTY-COV-168,3,9.00,6.12,4.10,2.14,3,,3,,0.00,,,,,,,
FLX-SAM-1402,1,7.00,6.82,1.40,1.23,1,2.7900,1,2.29,,0.95,1.99,1.65,,,3.00,
FLX-NOK-050,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.60,,,,,,
FLX-SAM-641,1,2.00,6.85,2.16,0.61,1,2.7900,1,2.99,2.99,0.80,0.99,,,,,
SRN-MOT-120,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,,0.49,,,,,
FLX-UCP-116,2,4.00,6.43,2.25,0.97,2,0.9900,2,,,0.99,,,,,,
APL-003-0234,5,1.00,6.88,0.15,0.17,5,4.5900,5,0.75,2.99,,0.99,,,,,
APL-003-1020,6,6.00,6.85,2.16,1.19,6,1.9900,6,4.50,,,,1.80,,,,
APL-003-1370,4,15.00,6.43,2.53,2.73,4,3.7900,4,4.49,7.99,,2.49,,,,,
APL-003-1531,1,5.00,6.88,1.13,0.89,1,2.7900,1,1.49,4.99,0.70,0.99,,,,,2.99
SRN-SAM-472,3,8.00,6.89,2.32,1.50,3,,3,3.00,0.00,1.99,2.99,,,,,
APL-001-0528,9,0.00,0.00,0.00,0.00,9,,9,,,2.99,,,,,,
SRN-SAM-1412,1,1200.00,6.87,10.53,176.21,1,2.7900,1,0.00,242.99,242.99,,,,249.00,,
FLX-MOT-376,4,22.00,6.70,2.15,3.60,4,3.7900,4,3.08,7.99,3.99,,,,,,
FLX-SAM-752,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,0.99,,,,,,
APL-001-2108,1,18.00,6.46,2.08,3.11,1,2.7900,1,3.39,,0.00,5.99,,,,,
FLX-HTC-174,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-0588,5,10.00,6.89,3.15,1.91,5,4.5900,5,,7.99,1.80,3.99,5.14,1.99,4.00,4.00,
APL-003-0426,5,0.00,0.00,0.00,0.00,5,4.5900,5,1.99,,0.30,,,,,,
FLX-HTC-428,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.80,,,,,,
APL-003-1248,2,8.00,6.85,3.80,1.72,2,0.9900,2,2.19,9.99,1.50,2.99,,,,,3.99
SRN-SAM-1190,1,870.00,6.60,9.21,133.21,1,2.7900,1,,,,0.00,,,,,
FLX-SAM-950,4,3.00,6.88,1.59,0.67,4,3.7900,4,1.99,,0.50,0.99,,,,,
BKB-MOD-476,1,7.00,6.12,2.90,1.62,1,2.7900,1,,,0.80,,,,,,
APL-003-0972,6,0.00,0.00,0.00,0.00,6,1.9900,6,,,1.99,2.99,,,,,
SRN-HTC-582,4,180.00,6.50,2.74,28.11,4,3.7900,4,35.00,0.00,22.99,29.99,,,,,
FLX-SAM-342,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-001-2226,1,20.00,6.70,2.27,3.32,1,2.7900,1,4.10,3.99,0.00,0.49,,,,,3.99
APL-003-0618,5,8.00,6.82,0.90,1.30,5,4.5900,5,2.99,7.99,2.00,3.99,3.81,1.69,,3.00,3.99
FLX-LGM-450,4,4.00,6.50,1.36,0.82,4,3.7900,4,,,0.30,,,,,,
FLX-SAM-720,2,3.00,6.50,1.72,0.73,2,0.9900,2,,,0.60,0.99,,,,,
APL-003-1308,3,9.00,6.88,1.13,1.47,3,,3,5.75,,3.99,4.99,,,3.00,,2.79
BTY-HTC-030,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,1.99,0.49,,,,,
FLX-NOK-044,4,12.00,6.15,1.50,2.20,4,3.7900,4,,,1.99,,,,,,
FLX-SAM-258,1,0.00,0.00,0.00,0.00,1,2.7900,1,1.39,,,0.49,,,,,
APL-001-2278,1,66.20,1.00,1.00,67.20,1,2.7900,1,126.50,72.49,0.00,109.99,,,67.00,,84.99
FLX-SAM-390,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
FLX-HTC-486,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,1.50,,,,,,
APL-003-0894,6,7.00,6.89,2.07,1.32,6,1.9900,6,2.49,7.99,1.50,2.99,,,,,3.99
FLX-LGM-604,1,45.00,6.82,1.80,6.86,1,2.7900,1,6.99,,10.98,0.00,,,,,
APL-003-1354,3,3.00,6.85,3.68,0.98,3,,3,2.69,,,,,,,,
APL-003-1515,1,8.00,6.50,1.94,1.53,1,2.7900,1,1.29,7.99,0.95,1.99,,,,,2.99
FLX-SAM-1034,5,32.00,6.31,1.08,5.24,5,4.5900,5,6.99,,4.99,1.49,,,,,
APL-001-1252,5,11.00,6.50,1.24,1.88,5,4.5900,5,6.00,7.99,1.50,5.99,,,,,
FLX-SAM-716,2,2.00,6.43,1.47,0.54,2,0.9900,2,3.10,2.99,0.60,0.99,,,,,
APL-003-1338,3,4.00,6.89,1.72,0.83,3,,3,,,0.90,1.99,,,,,
FLX-SAM-1411,1,8.00,6.43,1.83,1.53,1,2.7900,1,6.42,7.99,0.99,1.99,,,,,
FLX-SAM-132,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.99,,,,,,
APL-003-1544,1,6.00,6.88,4.11,1.47,1,2.7900,1,1.50,,0.99,,,,,,
FLX-SAM-1288,1,10.00,6.13,2.50,2.04,1,2.7900,1,2.80,4.99,1.45,0.99,1.40,,,,
FLX-HUA-002,1,0.00,0.00,0.00,0.00,1,2.7900,1,,0.00,5.99,,,,,,
FLX-SAM-703,2,0.00,0.00,0.00,0.00,2,0.9900,2,2.19,6.49,1.50,1.49,,,,,
APL-003-1627,1,5.00,6.85,1.44,0.94,1,2.7900,1,,,,0.49,,,,,
SRN-SAM-1297,1,910.00,6.89,3.00,132.51,1,2.7900,1,189.99,209.99,178.98,0.00,,,172.00,,
FLX-SAM-962,4,8.00,6.82,1.80,1.44,4,3.7900,4,3.99,7.99,1.50,3.99,,,,,
APL-002-1168,4,4.00,6.82,4.64,1.27,4,3.7900,4,,,,1.49,,,,,
APL-003-0450,5,9.00,6.85,1.23,1.49,5,4.5900,5,3.49,7.99,0.99,4.99,2.90,3.50,,4.00,
APL-003-1440,5,4.00,6.85,1.44,0.79,5,4.5900,5,1.79,4.99,0.99,,,,,,
FLX-UCP-114,2,4.00,6.85,1.96,0.87,2,0.9900,2,,,0.50,,,,,,
APL-003-1539,1,2.00,6.85,0.69,0.39,1,2.7900,1,,1.49,,0.99,,,,,
SRN-SAM-044,1,460.00,6.85,12.50,68.98,1,2.7900,1,84.99,104.99,0.00,69.99,,,,,
APL-003-0996,6,6.00,6.88,0.15,0.89,6,1.9900,6,4.29,,0.80,1.99,,,,,3.99
FLX-SAM-240,1,15.00,6.30,1.51,2.62,1,2.7900,1,2.75,9.49,0.99,1.99,,,,,
APL-003-1116,1,3.00,6.13,2.07,0.83,1,2.7900,1,,,0.99,1.49,,,,,
APL-003-0564,5,9.00,6.89,2.21,1.63,5,4.5900,5,,7.99,1.80,3.99,5.14,1.99,4.00,4.00,
APL-003-1392,4,3.00,6.88,1.36,0.63,4,3.7900,4,,3.99,,,,,,,
FLX-SAM-1014,4,0.00,0.00,0.00,0.00,4,3.7900,4,,,0.99,,,,,,
APL-003-1278,3,2.00,6.85,1.44,0.50,3,,3,1.99,3.99,,,,,,,
BTY-COV-490,4,9.00,6.50,4.11,2.02,4,3.7900,4,,,,3.99,,,,,
FLX-MOT-142,3,0.00,0.00,0.00,0.00,3,,3,,,0.99,,,,,,
APL-003-0330,5,10.00,6.85,1.44,1.67,5,4.5900,5,2.99,7.99,,1.99,,,,4.00,
APL-003-1366,3,1.00,6.88,0.15,0.17,3,,3,3.99,,0.50,,,,,,
APL-003-1604,1,3.00,6.85,1.69,0.68,1,2.7900,1,1.79,4.99,0.95,,,,,,
FLX-SNY-035,1,20.00,6.46,5.61,3.96,1,2.7900,1,,0.00,4.99,,,,,,
APL-003-1412,5,0.00,0.00,0.00,0.00,5,4.5900,5,,7.99,,1.99,,,,,
FLX-SAM-1371,1,5.00,6.43,1.57,1.02,1,2.7900,1,4.29,4.99,0.99,0.99,0.81,,,5.00,
APL-003-1284,3,4.00,6.32,0.83,0.76,3,,3,,,0.00,,,,,,
FLX-SAM-1028,5,15.00,6.82,0.90,2.33,5,4.5900,5,,7.99,3.00,3.99,,,,,
APL-003-0708,5,0.00,0.00,0.00,0.00,5,4.5900,5,0.99,,,0.49,1.82,,,,
SRN-SAM-308,2,7.00,6.32,1.97,1.42,2,0.9900,2,3.00,,1.99,3.99,,,,,
FLX-MOT-070,3,0.00,0.00,0.00,0.00,3,,3,,,0.30,,,,,,
FLX-SAM-654,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.80,,,,,,
SRN-HUA-082,4,40.00,6.12,4.04,7.20,4,3.7900,4,,,0.00,,,,,,
FLX-SAM-702,2,0.00,0.00,0.00,0.00,2,0.9900,2,,,,1.49,,,,,
FLX-HTC-534,4,17.00,6.43,0.00,2.64,4,3.7900,4,6.49,9.99,3.99,4.99,,,,,
SRN-SAM-1276,1,990.00,6.85,6.47,145.47,1,2.7900,1,185.00,199.99,211.98,0.00,,,,,
APL-003-1318,3,4.00,6.85,1.44,0.79,3,,3,2.99,7.99,,1.99,,,2.25,,3.99
SRN-SNY-127,1,140.00,6.85,10.81,22.02,1,2.7900,1,,0.00,30.99,32.99,,,,,
FLX-SAM-960,4,4.00,6.82,2.11,0.90,4,3.7900,4,2.29,,,1.99,,,,,
FLX-MOT-368,4,15.00,6.43,2.25,2.68,4,3.7900,4,1.00,,1.50,,,,,,
SRN-LGM-644,1,0.00,0.00,0.00,0.00,1,2.7900,1,34.50,0.00,,42.99,,,,,
APL-003-0444,5,1.00,6.88,0.15,0.17,5,4.5900,5,1.49,4.99,,0.49,0.65,0.75,,1.00,
APL-003-1438,5,6.00,6.88,0.15,0.89,5,4.5900,5,1.99,7.99,1.99,2.99,,,7.00,,3.99
BTY-COV-018,1,7.00,6.85,3.03,1.46,1,2.7900,1,,0.00,,1.99,,,,,
APL-003-1424,5,9.00,6.88,1.13,1.47,5,4.5900,5,2.95,7.99,1.95,2.99,,,8.50,,2.99
APL-001-0534,9,0.00,0.00,0.00,0.00,9,,9,,,1.99,,,,,,
FLX-SAM-1391,1,4.00,6.32,0.00,0.63,1,2.7900,1,,4.99,0.99,,,,,,
FLX-SAM-336,1,0.00,0.00,0.00,0.00,1,2.7900,1,,,0.80,,,,,,
APL-003-0882,6,13.00,6.89,2.07,2.19,6,1.9900,6,3.79,7.99,1.99,,2.91,1.49,,4.00,
FLX-MOT-342,4,3.00,6.43,1.47,0.70,4,3.7900,4,,,0.99,,,,,,
APL-003-1014,6,8.00,6.13,2.07,1.64,6,1.9900,6,,7.99,0.00,2.99,,,,,8.99
APL-003-0540,5,6.00,6.50,1.90,1.22,5,4.5900,5,1.99,,0.99,0.99,,,,,
