"Invoice Date",Description,Credit,Debit,Balance,Tracking,Comments
N/A,,278.64,0.00,278.64,PO20019/5530860871,"Received 11/30/-0001"
N/A,,85.14,0.00,363.78,PO20019/5530863796,"Received 11/30/-0001"
N/A,,278.64,0.00,642.41,PO20019/6093474052,"Received 11/30/-0001"
N/A,,54.18,0.00,696.59,PO20019/7152874654,"Received 11/30/-0001"
"01/05/15 12:00 AM",,0.00,"30,000.00","-29,303.41",,"Bank Wire Transfer"
"01/08/15 09:13 PM",,327.87,0.00,"-28,975.54",7923885815,"Received 01/08/2015"
"01/08/15 09:13 PM",,163.93,0.00,"-28,811.60",7923888092,"Received 01/08/2015"
"01/08/15 12:00 AM",,0.00,"30,000.00","-58,811.60",,
"01/11/15 09:24 PM",,98.36,0.00,"-58,713.24",2177053454,"Received 01/11/2015"
"01/11/15 09:24 PM",,"6,434.75",0.00,"-52,278.49",2177022024,"Received 01/11/2015"
"01/11/15 09:24 PM",,"5,984.43",0.00,"-46,294.06",2176838812,"Received 01/11/2015"
"01/11/15 09:42 PM",,459.02,0.00,"-45,835.04",2441491614,"Received 01/11/2015"
"01/11/15 09:42 PM",,98.36,0.00,"-45,736.68","2441477636	","Received 01/11/2015"
"01/11/15 09:43 PM",,65.57,0.00,"-45,671.11",2441477054,"Received 01/11/2015"
"01/11/15 10:11 PM",,180.33,0.00,"-45,490.78",2441491113,"Received 01/11/2015"
"01/12/15 08:15 AM",,0.00,0.00,"-45,490.78",2666405033,"Received 01/12/2015"
"01/12/15 08:15 AM",,278.69,0.00,"-45,212.09",1030939394,"Received 01/12/2015"
"01/12/15 08:15 AM",,344.26,0.00,"-44,867.83",1030956216,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,802.26",1030948052,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,736.68",5131091490,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,671.11",5131094905,"Received 01/12/2015"
"01/12/15 08:15 AM",,278.69,0.00,"-44,392.42",---------------!!!!,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,326.85",2605911254,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,261.27",2605912831,"Received 01/12/2015"
"01/12/15 09:50 PM",,98.36,0.00,"-44,162.91",1837735244,"Received 01/12/2015"
"01/12/15 10:01 PM",,98.36,0.00,"-44,064.55",1837740726,"Received 01/12/2015"
"01/13/15 10:41 PM",,180.33,0.00,"-43,884.23",2734021765,"Received 01/13/2015"
"01/13/15 10:53 PM",,98.36,0.00,"-43,785.86",2734028065,"Received 01/13/2015"
"01/13/15 12:00 AM",,0.00,"30,000.00","-73,785.86",,
"01/15/15 10:10 PM",,295.08,0.00,"-73,490.78",4291980254,"Received 01/15/2015"
"01/15/15 10:26 PM",,180.33,0.00,"-73,310.45",4291977314,"Received 01/15/2015"
"01/16/15 12:00 AM",,0.00,"25,000.00","-98,310.45",,
"01/18/15 09:30 PM",,"2,131.97",0.00,"-96,178.49",1195920143,"Received 01/18/2015"
"01/27/15 12:00 AM",,"3,954.92",0.00,"-92,223.57",1195916116,"Received 01/18/2015"
"01/20/15 12:00 AM",,0.00,"30,000.00","-122,223.57",,
"02/04/15 10:57 AM",,"4,638.85",0.00,"-117,584.72",2601229551,"Received 01/21/2015"
"01/27/15 11:32 PM",,"4,109.48",0.00,"-113,475.24",3719442775,"Received 01/27/2015"
"01/27/15 12:00 AM",,0.00,"30,000.00","-143,475.24",,
"02/04/15 01:36 PM",,"2,485.29",0.00,"-140,989.95",1ZE5F0600446888443,"Received 01/28/2015"
"02/03/15 11:21 AM",,"6,299.02",0.00,"-134,690.93",1666629473,"Received 01/29/2015"
"02/10/15 02:14 PM",,"4,012.25",0.00,"-130,678.67",2179622804,"Received 01/29/2015"
"02/03/15 11:17 AM",,"4,027.78",0.00,"-126,650.89",2179619234,"Received 01/29/2015"
"01/29/15 12:00 AM",,0.00,"40,000.00","-166,650.89",,
"02/03/15 11:31 AM",,"3,464.05",0.00,"-163,186.84",6185923321,"Received 02/01/2015"
"02/03/15 03:05 PM",,"3,866.01",0.00,"-159,320.83",6185921243,"Received 02/01/2015"
"02/04/15 03:10 PM",,"6,704.90",0.00,"-152,615.93",6185927171,"Received 02/01/2015"
"02/11/15 11:26 AM",,"2,646.57",0.00,"-149,969.36",1ZE5F0600447203840,"Received 02/02/2015"
"02/04/15 04:42 PM",,"7,281.05",0.00,"-142,688.31",4295045565,"Received 02/03/2015"
"02/05/15 12:29 PM",,"7,094.44",0.00,"-135,593.87",4295046755,"Received 02/03/2015"
"02/04/15 03:40 PM",,"6,710.78",0.00,"-128,883.08",4295049054-1,"Received 02/03/2015"
"02/04/15 03:52 PM",,"6,257.35",0.00,"-122,625.73",4295050524,"Received 02/03/2015"
"02/06/15 04:17 PM",,"1,755.88",0.00,"-120,869.85",3039152410,"Received 02/03/2015"
"02/03/15 12:00 AM",,0.00,"40,000.00","-160,869.85",,
"02/09/15 03:17 PM",,"3,922.39",0.00,"-156,947.46",2659947695,"Received 02/05/2015"
"02/05/15 02:48 PM",,"3,806.05",0.00,"-153,141.42",3039141501,"Received 02/05/2015"
"02/06/15 02:20 PM",,"6,646.24",0.00,"-146,495.17",5334386886,"Received 02/05/2015"
"02/09/15 03:57 PM",,"5,927.29",0.00,"-140,567.89",2659952223,"Received 02/05/2015"
"02/05/15 12:00 AM",,0.00,"40,000.00","-180,567.89",,
"02/06/15 03:37 PM",,"6,707.52",0.00,"-173,860.37",5334384790,"Received 02/06/2015"
"02/09/15 02:45 PM",,"6,734.53",0.00,"-167,125.84",4038874420,"Received 02/09/2015"
"02/10/15 04:21 PM",,"8,195.85",0.00,"-158,930.00",6501691140,"Received 02/09/2015"
"02/10/15 12:41 PM",,"3,843.65",0.00,"-155,086.35",1738753096,"Received 02/09/2015"
"02/10/15 01:45 PM",,"2,996.74",0.00,"-152,089.61",1738752422,"Received 02/09/2015"
"02/12/15 02:44 PM",,778.66,0.00,"-151,310.94",3804150081,"Received 02/10/2015"
"02/12/15 02:32 PM",,"3,597.72",0.00,"-147,713.22",3804122744,"Received 02/10/2015"
"02/12/15 12:52 PM",,"3,460.91",0.00,"-144,252.31",3804126045,"Received 02/10/2015"
"02/16/15 02:07 PM",,"7,560.26",0.00,"-136,692.05",1926926573,"Received 02/10/2015"
"02/10/15 12:00 AM",,0.00,"45,000.00","-181,692.05",,
"02/13/15 12:54 PM",,"2,403.91",0.00,"-179,288.14",1926930946,"Received 02/11/2015"
"02/16/15 03:48 PM",,"10,089.58",0.00,"-169,198.56",3793773060,"Received 02/16/2015"
"02/16/15 04:20 PM",,"6,026.06",0.00,"-163,172.50",3093765920,"Received 02/16/2015"
"02/16/15 03:49 PM",,"5,846.91",0.00,"-157,325.60",3793758721,"Received 02/16/2015"
"02/18/15 04:23 PM",,0.00,0.00,"-157,325.60",1ZAY72430450978814,"Received 02/18/2015"
"02/27/15 12:00 AM",,0.00,"13,000.00","-170,325.60",,
"03/01/15 12:00 AM",,"171,022.21",0.00,696.61,,
"03/06/15 02:48 PM",,"13,311.07",0.00,"14,007.69",8981666374-1,"Received 03/02/2015"
"03/02/15 12:00 AM",,0.00,"40,000.00","-25,992.31",,
"03/02/15 12:00 AM","Lost 4 Package Shipping",260.58,0.00,"-25,731.73",,
"03/06/15 02:22 PM",,"2,042.83",0.00,"-23,688.90",7504356930,"Received 03/03/2015"
"03/06/15 01:11 PM",,"7,586.32",0.00,"-16,102.58",7504372503,"Received 03/03/2015"
"03/03/15 12:00 AM","4 Lost shipments","25,363.19",0.00,"9,260.61",,
"03/06/15 01:35 PM",,"7,181.60",0.00,"16,442.21",7504370204-1,"Received 03/04/2015"
"03/06/15 03:28 PM",,"1,549.01",0.00,"17,991.21",3795930095-1,"Received 03/06/2015"
