"Invoice Date",Description,Credit,Debit,Balance,Tracking,Comments
N/A,,55.38,0.00,55.38,4710192340,"Received 11/30/-0001"
N/A,,87.03,0.00,142.41,9165745783,"Received 11/30/-0001"
N/A,,55.38,0.00,197.78,9165748966,"Received 11/30/-0001"
N/A,,55.38,0.00,253.16,5099444243,"Received 11/30/-0001"
N/A,,157.23,0.00,410.40,6598794274,"Received 11/30/-0001"
N/A,,55.03,0.00,465.43,6598791312,"Received 11/30/-0001"
"01/05/15 12:00 AM",,0.00,"30,000.00","-29,534.57",,"Bank Wire Transfer"
"01/08/15 09:13 PM",,327.87,0.00,"-29,206.70",7923885815,"Received 01/08/2015"
"01/08/15 09:13 PM",,163.93,0.00,"-29,042.77",7923888092,"Received 01/08/2015"
"01/08/15 12:00 AM",,0.00,"30,000.00","-59,042.77",,
"01/11/15 09:24 PM",,98.36,0.00,"-58,944.41",2177053454,"Received 01/11/2015"
"01/11/15 09:24 PM",,"6,434.75",0.00,"-52,509.65",2177022024,"Received 01/11/2015"
"01/11/15 09:24 PM",,"5,984.43",0.00,"-46,525.23",2176838812,"Received 01/11/2015"
"01/11/15 09:42 PM",,459.02,0.00,"-46,066.21",2441491614,"Received 01/11/2015"
"01/11/15 09:42 PM",,98.36,0.00,"-45,967.85","2441477636	","Received 01/11/2015"
"01/11/15 09:43 PM",,65.57,0.00,"-45,902.28",2441477054,"Received 01/11/2015"
"01/11/15 10:11 PM",,180.33,0.00,"-45,721.95",2441491113,"Received 01/11/2015"
"01/12/15 08:15 AM",,0.00,0.00,"-45,721.95",2666405033,"Received 01/12/2015"
"01/12/15 08:15 AM",,278.69,0.00,"-45,443.26",1030939394,"Received 01/12/2015"
"01/12/15 08:15 AM",,344.26,0.00,"-45,099.00",1030956216,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-45,033.42",1030948052,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,967.85",5131091490,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,902.28",5131094905,"Received 01/12/2015"
"01/12/15 08:15 AM",,278.69,0.00,"-44,623.59",2606804351,"Received 01/12/2015"
"01/12/15 08:15 AM",,65.57,0.00,"-44,558.01",2605911254,"Received 01/12/2015"
