SKU,Title,"Raw Cost","Ex Rate","Shipping Fee","True Cost",D1,P1,"Sale Price",MS,FZ,MG,MD,ETS,MC,LL,P4C,CPH
APL-003-1731,"Charging Port Replacement for iPhone SE - White",15.00,6.88,1.13,2.34,4.9300,3.6100,3.4900,6.49,9.99,4.50,5.99,,,,,4.99
SRN-LGM-630,"LCD and Touch Screen Digitizer with Frame for LG Stylo 2 LS775 - Black",240.00,6.88,1.59,35.11,68.8800,62.7500,49.9900,,0.00,63.99,64.99,,,,,
SRN-SAM-1398,"Samsung S6 Active G890 LCD With Digitizer Blue",1200.00,6.85,8.51,176.42,220.6100,189.9900,179.9900,187.00,0.00,179.99,238.99,,,,,
