PartNumber,PartDescription,Location,Qty,UOM,Cost,Date,Note,Tracking-Lot Number,Tracking-Revision Level,Tracking-Expiration Date
SRN-LGM-284,LG Optimus L9 MS769 Logic Motherboard - No Power,Main-Stock,11,ea,0,,,,,
SRN-LGM-290,LG Viper LS840 4G LTE Logic Motherboard - Powers Up,Main-Stock,1,ea,0,,,,,
SRN-LGM-294,LG Optimus G2 VS980 LS980 LCD + Touch Screen Digitizer Assembly with Verizon Logo - Black,Main-Stock,3,ea,153.33333,,,,,
SRN-LGM-296,LG Optimus G2 D802 D805 LCD + Touch Screen Digitizer Assembly - Black,Main-Stock,16,ea,125,,,,,
SRN-LGM-298,LG Optimus Exceed VS840PP Motherboard Logic Board No Power,Main-Stock,7,ea,0,,,,,
SRN-LGM-306,LG G3 D850 D851 D855 VS985 LS990 LCD Digitizer Assembly White,Main-Stock,9,ea,233.875,,,,,
SRN-LGM-308,LG G3 D850 D851 D855 VS985 LS990 LCD Digitizer Assembly Gold,Main-Stock,7,ea,261.11111,,,,,
SRN-LGM-310,LG Xpression C395 ATT Touch Screen Digitizer with Frame - Red - Grade A,Main-Stock,27,ea,0.38782,,,,,
SRN-LGM-312,LG Xpression C395 ATT Touch Screen Digitizer with Frame - Red - Grade B,Main-Stock,308,ea,0.9567,,,,,
SRN-LGM-314,LG Xpression C395 ATT Touch Screen Digitizer with Frame - Red - Grade C,Main-Stock,65,ea,1.58538,,,,,
SRN-LGM-316,LG G2X Optimus 2X P990 P999 Touch Screen Digitizer - Black - Grade A,Main-Stock,2,ea,0,,,,,
SRN-LGM-318,LG Mytouch Q C800 Maxx Digitizer Touch Screen - Grade A,Main-Stock,2,ea,0.75,,,,,
SRN-LGM-320,LG Nitro Optimus LTE P930 Touch Screen Digitizer - Grade A,Main-Stock,9,ea,7.44444,,,,,
SRN-LGM-324,LG Revolution VS910 Touch Screen Digitizer - Grade A,Main-Stock,4,ea,1,,,,,
SRN-LGM-336,LG Optimus L9 P769 Touch Screen Digitizer - Grade A,Main-Stock,1,ea,35,,,,,
SRN-LGM-340,LG Optimus G2 D802 D805 LCD + Touch Screen Digitizer Assembly - Black - Grade A,Main-Stock,1,ea,24.63443,,,,,
SRN-LGM-342,LG Optimus G2 D800 D801 LCD + Touch Screen Digitizer Assembly - Black - Grade A,Main-Stock,3,ea,67.14063,,,,,
SRN-LGM-348,LCD + Touch Screen Digitizer for LG Google Nexus 5 D820 D821 Black,Main-Stock,10,ea,98.61092,,,,,
SRN-LGM-356,Touch Screen Digitizer for LG Optimus G Pro E980 E985 F240 White,Main-Stock,1,ea,35.0505,,,,,
SRN-LGM-358,LCD Screen for LG Optimus G2 D800 D801 D802 D803 D805 LS980 VS980,Main-Stock,3,ea,130,,,,,
SRN-LGM-360,Touch Screen Digitizer for LG Optimus F6 D500 D505 Black,Main-Stock,2,ea,1,,,,,
SRN-LGM-362,LCD + Touch Screen Digitizer with Frame for LG Google Nexus 5 D820 D821 Black,Main-Stock,3,ea,139.73167,,,,,
SRN-LGM-406,LG Optimus Black P970 Touch Screen Digitizer - White Grade A,Main-Stock,3,ea,1.12995,,,,,
SRN-LGM-414,LG Optimus L9 P760 Screen Digitizer With Frame - White Grade A,Main-Stock,2,ea,22.5,,,,,
SRN-LGM-440,LG G3 D850 D851 D855 VS985 LS990 LCD Digitizer Assembly White Grade B,Main-Stock,1,ea,250,,,,,
SRN-LGM-500,LG Nitro Optimus LTE P930 Touch Screen Digitizer Grade B,Main-Stock,1,ea,1,,,,,
SRN-LGM-506,LG Optimus G2 D800 D801 LCD + Touch Screen Digitizer Assembly - Black Grade B,Main-Stock,1,ea,65,,,,,
SRN-LGM-512,LG Optimus L9 P769 Touch Screen Digitizer Grade B,Main-Stock,1,ea,35,,,,,
SRN-LGM-522,Touch Screen Digitizer for LG Optimus G Pro E980 E985 F240 L-04E White Grade A,Main-Stock,11,ea,1,,,,,
SRN-LGM-534,Touch Screen Digitizer for LG Optimus G Pro E980 E985 F240 White Grade A,Main-Stock,1,ea,0,,,,,
SRN-LGM-536,Touch Screen Digitizer for LG Optimus G Pro E980 E985 F240 White Grade B,Main-Stock,1,ea,0,,,,,
SRN-LGM-542,Touch Screen Digitizer for LG Optimus F6 D500 D505 Black Grade A,Main-Stock,1,ea,1,,,,,
SRN-LGM-558,LG GALAXY E960 NEXUS 4 BACK GLASS WITHOUT FRAME,Main-Stock,1,ea,0,,,,,
SRN-LGM-559,LG G2 Glass Lens Black,Main-Stock,8,ea,13,,,,,
SRN-LGM-561,LG G3 Glass Lens Black,Main-Stock,8,ea,13,,,,,
SRN-LGM-563,LG Optimus LTE 2 F160 Touch Screen Digitizer,Main-Stock,1,ea,1,,,,,
SRN-LGM-567,LG G4 LCD with Digitizer Assembly  Black,Main-Stock,7,ea,190,,,,,
SRN-LGM-569,LG G2 Mini LCD With Digitizer White,Main-Stock,2,ea,120,,,,,
SRN-LGM-576,LG G3 LCD With Digitizer Black,Main-Stock,20,ea,269.56088,,,,,
SRN-LGM-579,F350 LCD Assembly,Main-Stock,2,ea,270,,,,,
SRN-LGM-580,LCD G4 MINI LCD Assembly,Main-Stock,2,ea,280,,,,,
SRN-LGM-581,LG G3 LCD With Digitizer  Black  Grade A,Main-Stock,1,ea,270,,,,,
SRN-LGM-584,LCD  Touch Screen Digitizer with Frame for LG Google Nexus 5 D820 D821 Black  Grade B,Main-Stock,1,ea,0,,,,,
SRN-LGM-586,LG Nexus 5X LCD Display And Digitizer - Black,Main-Stock,1,ea,220,,,,,
SRN-LGM-593,LCD  Touch Screen Digitizer For LG G Flex D950 D955 D958 D959 F340 LS995 Black B Stock,Main-Stock,3,ea,1,,,,,
SRN-LGM-597,LG G3 D850 D851 D855 VS985 LS990 LCD Digitizer Assembly White B Stock,Main-Stock,4,ea,1,,,,,
SRN-LGM-601,Assembly LCD Touch Screen Digitizer For LG Tribute 2 LS665 H340 H340N H320 C50,Main-Stock,4,ea,150,,,,,
SRN-LGM-602,LG G Stylo LCD ASsembly LS770,Main-Stock,4,ea,250,,,,,
SRN-LGM-604,LCD and Touch Screen Digitizer for LG G5  Titan Black,Main-Stock,4,ea,385,,,,,
SRN-LGM-605,LCD and Touch Screen Digitizer Replacement for LG K7  Black,Main-Stock,11,ea,170,,,,,
SRN-LGM-614,LCD and Touch Screen Digitizer for LG V10 H900 H901 VS990  Space Black,Main-Stock,11,ea,610,,,,,
SRN-LGM-615,LCD and Touch Screen Digitizer Replacement for LG Escape2 Black,Main-Stock,2,ea,190,,,,,
SRN-LGM-616,LCD and Touch Screen Digitizer for LG G Vista,Main-Stock,3,ea,230,,,,,
SRN-LGM-620,LCD and Touch Screen Replacement for LG Tribute 5  Black,Main-Stock,3,ea,170,,,,,
SRN-LGM-627,LCD Display for LG Bello,Main-Stock,3,ea,80,,,,,
SRN-LGM-629,LG K10 LCD and Touch Screen Digitizer with Frame K10 K420N K410 K430 MS428,Main-Stock,4,ea,220,,,,,
SRN-LGM-630,LCD and Touch Screen Digitizer with Frame for LG Stylo 2  Black,Main-Stock,7,ea,320,,,,,
SRN-LGM-631,LG Sytlo LCD With Digitizer,Main-Stock,5,ea,300,,,,,
SRN-LGM-633,LCD and Touch Screen Digitizer with Frame for LG Stylo 2  Black  Grade A,Main-Stock,2,ea,320,,,,,
SRN-LGM-634,LCD and Touch Screen Digitizer Replacement for LG K7  Black  Grade A,Main-Stock,1,ea,170,,,,,
SRN-LGM-635,LG Sunset L33L LCD With Digitizer Black,Main-Stock,4,ea,160,,,,,
SRN-LGM-636,LG Optimus G Pro E980 LCD and Digitizer Assembly,Main-Stock,2,ea,80,,,,,
SRN-LGM-637,LG G5 LCD With Digitizer and Frame Black,Main-Stock,5,ea,400,,,,,
SRN-LGM-647,LG E980 LCD Assembly with Frame  Black,Main-Stock,1,ea,146.66667,,,,,
SRN-LGM-655,LCD and Touch Screen Replacement with Frame for LG Stylo LS770 Black  Grade A,Main-Stock,2,ea,0,,,,,
SRN-LGM-656,LG K8V LCD Black,Main-Stock,3,ea,190,,,,,
SRN-LGM-657,LCD and Touch Screen Digitizer Replacement for LG K7  Black  Grade B,Main-Stock,1,ea,170,,,,,
SRN-LGM-658,LG G Flex 2 LCD Display and Digitizer Assembly  Black  Grade A,Main-Stock,2,ea,380,,,,,
SRN-MOT-012,Motorola Atrix 1 MB860 Touch Screen Digitizer,Main-Stock,2,ea,25,,,,,
SRN-MOT-018,Motorola Atrix 2 MB865 LCD Screen,Main-Stock,3,ea,60,,,,,
SRN-MOT-030,Motorola Droid 1 A855 LCD Screen,Main-Stock,5,ea,10.12,,,,,
SRN-MOT-036,Motorola Droid 2 A955 LCD Screen,Main-Stock,1,ea,7.59,,,,,
SRN-MOT-042,Motorola Droid 2 A955 Touch Screen Digitizer,Main-Stock,4,ea,9.06,,,,,
SRN-MOT-048,Motorola Droid 2 Global A956 LCD Screen,Main-Stock,5,ea,9.78,,,,,
SRN-MOT-054,Motorola Droid 2 Global A956 Touch Screen Digitizer,Main-Stock,2,ea,7.88,,,,,
SRN-MOT-060,Motorola Droid 3 XT862 XT860 LCD Screen,Main-Stock,5,ea,32.86,,,,,
SRN-MOT-066,Motorola Droid 3 XT862 XT860 Touch Screen Digitizer,Main-Stock,7,ea,32.64,,,,,
SRN-MOT-072,Motorola Droid 4 XT894 Touch Screen Digitizer,Main-Stock,10,ea,40,,,,,
SRN-MOT-078,Motorola Droid A855 Touch Screen Digitizer,Main-Stock,3,ea,7.04,,,,,
SRN-MOT-084,Motorola Droid Bionic XT875 LCD Screen,Main-Stock,14,ea,11.10909,,,,,
SRN-MOT-090,Motorola Droid Bionic XT875 Touch Screen Digitizer,Main-Stock,5,ea,42.16777,,,,,
SRN-MOT-102,Motorola Droid X MB810 / MB870 Touch Screen Digitizer - Type B,Main-Stock,77,ea,18.33,,,,,
SRN-MOT-108,Motorola Droid X MB810 LCD Screen,Main-Stock,18,ea,1.32625,,,,,
SRN-MOT-120,Motorola Droid X2 MB870 LCD Screen Version A (Small Connector),Main-Stock,6,ea,21.0625,,,,,
SRN-MOT-126,Motorola Droid X2 MB870 Touch Screen Digitizer - Type A,Main-Stock,3,ea,42.81229,,,,,
SRN-MOT-132,Motorola Photon 4G MB855 LCD Screen,Main-Stock,1,ea,18.87375,,,,,
SRN-MOT-138,Motorola Photon 4G MB855 Touch Screen Digitizer,Main-Stock,1,ea,35,,,,,
SRN-MOT-144,Motorola Atrix HD MB886 Screen Digitizer,Main-Stock,6,ea,0.88889,,,,,
SRN-MOT-152,Motorola Atrix HD MB886 LCD Screen,Main-Stock,11,ea,1,,,,,
SRN-MOT-158,Motorola Droid Razr HD XT926 Clean Motherboard Logic Board - Powers Up - Used,Main-Stock,23,ea,5,,,,,
SRN-MOT-274,Motorola Droid Razr HD XT926 LCD Digitizer Assembly - White,Main-Stock,14,ea,0,,,,,
SRN-MOT-282,Motorola Atrix HD MB886 Touch Screen Digitizer - Used - Cracked Glass,Main-Stock,1,ea,0,,,,,
SRN-MOT-288,Motorola Photon 4G MB855 Logic Motherboard - Powers Up - Used,Main-Stock,24,ea,0,,,,,
SRN-MOT-292,Motorola Photon 4G MB855 LCD Screen - Used,Main-Stock,36,ea,0,,,,,
SRN-MOT-294,Motorola Droid X2 MB870 LCD Screen Version B - Used,Main-Stock,3,ea,0,,,,,
SRN-MOT-296,Motorola Droid X2 MB870 Logic Motherboard with Loudspeaker Housing - Powers Up - Used,Main-Stock,10,ea,0,,,,,
SRN-MOT-298,Motorola Droid X2 MB870 LCD Screen Version A - Used,Main-Stock,3,ea,0,,,,,
SRN-MOT-300,Motorola Droid X2 MB870 Droid X MB810 MB870 Touch Screen Digitizer - Type B - Used,Main-Stock,20,ea,0,,,,,
SRN-MOT-312,Motorola Droid X MB810 Logic Motherboard with Loudspeaker Housing - Powers Up - Used,Main-Stock,21,ea,0,,,,,
SRN-MOT-326,Motorola Droid Bionic XT875�Logic Motherboard Powers Up with HDMI & Charging Port - Used,Main-Stock,17,ea,0,,,,,
SRN-MOT-332,Motorola Droid 3 XT862 LCD Screen Display,Main-Stock,6,ea,0,,,,,
SRN-MOT-344,Motorola Droid 3 XT862 Touch Screen Digitizer with Front Frame,Main-Stock,8,ea,0,,,,,
SRN-MOT-346,Motorola Droid 3 XT862 Logic Motherboard with Loudspeaker Housing,Main-Stock,2,ea,0,,,,,
SRN-MOT-358,Motorola Atrix 2 MB865 LCD Screen,Main-Stock,6,ea,0,,,,,
SRN-MOT-362,Motorola Atrix 2 MB865 Logic Motherboard - No Power,Main-Stock,1,ea,1,,,,,
SRN-MOT-388,Motorola Droid MINI XT1030 Touch Screen Digitizer LCD With Frame,Main-Stock,1,ea,150,,,,,
SRN-MOT-392,Motorola Droid MINI XT1030 Logic Motherboard With Charging Port - Powers Up,Main-Stock,1,ea,0,,,,,
SRN-MOT-404,Motorola Photon Q 4G LTE XT897 LCD Screen,Main-Stock,1,ea,0,,,,,
SRN-MOT-406,Motorola Atrix 4G MB860 Touch Screen Digitizer With Frame,Main-Stock,5,ea,0,,,,,
SRN-MOT-410,Motorola Atrix 4G MB860 Logic Motherboard With Charging Port - Powers Up,Main-Stock,4,ea,0,,,,,
SRN-MOT-414,Motorola Atrix 4G MB860 LCD Screen,Main-Stock,13,ea,0,,,,,
SRN-MOT-422,Motorola Moto G XT1032 XT1036 LCD and Digitizer Assembly,Main-Stock,3,ea,150,,,,,
SRN-MOT-430,Motorola Droid Bionic XT875 Touch Screen Digitizer - Grade A,Main-Stock,1,ea,0,,,,,
SRN-MOT-436,Motorola Atrix HD MB886 LCD Screen - Grade A,Main-Stock,3,ea,4.61538,,,,,
SRN-MOT-440,LCD + Touch Screen Digitizer for Motorola Moto E XT1021 XT1022 XT1025 White,Main-Stock,9,ea,0,,,,,
SRN-MOT-442,LCD + Touch Screen Digitizer for Motorola Droid Mini XT1030 Black,Main-Stock,11,ea,100,,,,,
SRN-MOT-454,LCD + Touch Screen Digitizer for Motorola Droid Razr M XT907 Black,Main-Stock,2,ea,110,,,,,
SRN-MOT-458,Digitizer Touch Screen Replacement Glass for Motorola Droid Ultra XT1080 Maxx XT1080m,Main-Stock,1,ea,48.00008,,,,,
SRN-MOT-506,Motorola Droid Bionic XT875 LCD Screen   Grade A,Main-Stock,1,ea,0,,,,,
SRN-MOT-508,Motorola Droid Razr XT910 XT912 LCD + Touch Screen Digitizer Grade A,Main-Stock,1,ea,69.89694,,,,,
SRN-MOT-578,Motorola Droid Razr HD XT926 LCD + Touch Screen Digitizer Assembly,Main-Stock,1,ea,240,,,,,
SRN-MOT-606,LCD + Touch Screen Digitizer for Motorola RAZR Droid HD Maxx XT925 XT926 XT926M Black - Grade B,Main-Stock,5,ea,0,,,,,
SRN-MOT-610,Motorola Droid Turbo XT1254 LCD and Touch Screen Digitizer Assembly Black,Main-Stock,2,ea,550,,,,,
SRN-MOT-611,Motorola Google Nexus 6 XT1100 LCD and Touch Screen Digitizer Assembly,Main-Stock,2,ea,596.56,,,,,
SRN-MOT-612,Moto G2 XT1063 XT1064 LCD and Touch Screen Digitizer Assembly,Main-Stock,3,ea,120,,,,,
SRN-MOT-616,Motorola Moto X XT1095 XT1096 XT1097 LCD Assembly White,Main-Stock,4,ea,630,,,,,
SRN-MOT-617,LCD  TOUCH SCREEN DIGITIZER WITH FRAME FOR MOTOROLA MOTO X XT1060 XT1058 XT1056 XT1053  White,Main-Stock,1,ea,185,,,,,
SRN-MOT-618,LCD  TOUCH SCREEN DIGITIZER WITH FRAME FOR MOTOROLA MOTO X XT1060 XT1058 XT1056 XT1053  Black,Main-Stock,1,ea,300,,,,,
SRN-MOT-632,Motorola XT1068 LCD with Digitizer Assembly Black,Main-Stock,5,ea,90,,,,,
SRN-MOT-638,XT1505 LCD With Digitizer Black,Main-Stock,4,ea,85,,,,,
SRN-MOT-639,Motorola Droid MAXX XT1080M XT1080 Touch Screen Digitizer LCD With Frame - Black,Main-Stock,8,ea,280,,,,,
SRN-MOT-641,Motorola Moto G XT1031 XT1032 XT1033 LCD Touch Screen Assembly w Frame Black,Main-Stock,8,ea,150,,,,,
SRN-MOT-647,Motorola Google Nexus 6 XT1100 LCD Assembly  Grade B,Main-Stock,1,ea,820,,,,,
SRN-MOT-648,Motorola Droid MINI XT1030 Touch Screen Digitizer LCD With Frame  Grade A,Main-Stock,6,ea,150,,,,,
SRN-MOT-651,LCD and Touch Screen Replacement for Motorola Moto X Pure Edition  Black,Main-Stock,1,ea,260,,,,,
SRN-MOT-652,LCD and Touch Screen Replacement for Motorola Moto X Pure Edition  White,Main-Stock,9,ea,219.074,,,,,
SRN-MOT-653,LCD and Touch Screen Replacement for Motorola Moto X Play  Black,Main-Stock,2,ea,64,,,,,
SRN-MOT-654,LCD and Touch Screen Replacement for Motorola Moto X Play  White,Main-Stock,3,ea,64,,,,,
SRN-MOT-655,LCD and Touch Screen Digitizer for Droid Maxx 2 with Frame  Black,Main-Stock,11,ea,198.46154,,,,,
SRN-MOT-656,LCD and Touch Screen Digitizer for Droid Maxx 2 with Frame  White,Main-Stock,3,ea,200,,,,,
SRN-MOT-657,LCD and Touch Screen Digitizer for Motorola Moto G4  Black,Main-Stock,2,ea,280,,,,,
SRN-MOT-658,LCD and Touch Screen Digitizer for Motorola Moto G4  White,Main-Stock,2,ea,280,,,,,
SRN-MOT-659,LCD and Touch Screen Digitizer for Motorola Droid Turbo 2 With Frame,Main-Stock,3,ea,1,,,,,
SRN-NOK-006,Nokia Lumia 610 LCD Screen,Main-Stock,15,ea,18.54,,,,,
SRN-NOK-012,Nokia Lumia 610 Digitizer Touch Screen with Frame,Main-Stock,8,ea,11.82,,,,,
SRN-NOK-018,Nokia Lumia 700 LCD + Touch Screen Digitizer - White,Main-Stock,15,ea,16.02,,,,,
SRN-NOK-024,Nokia Lumia 710 LCD Screen,Main-Stock,5,ea,27.8,,,,,
SRN-NOK-030,Nokia Lumia 710 Digitizer Touch Screen with Frame - Black,Main-Stock,2,ea,55,,,,,
SRN-NOK-036,Nokia Lumia 800 LCD + Touch Screen Digitizer - Black,Main-Stock,2,ea,0,,,,,
SRN-NOK-042,Nokia Lumia 900 LCD + Touch Screen Digitizer - Black,Main-Stock,2,ea,200,,,,,
SRN-NOK-054,Nokia N9 LCD + Touch Screen Digitizer - Black,Main-Stock,1,ea,80,,,,,
SRN-NOK-060,Nokia Lumia 820 LCD + Touch Screen Digitizer - Black,Main-Stock,2,ea,280,,,,,
SRN-NOK-062,Nokia Lumia 920 Front Glass - Black,Main-Stock,3,ea,11.66667,,,,,
SRN-NOK-064,Nokia Lumia 710 LCD + Digitizer Touch Screen with Frame - Black,Main-Stock,1,ea,0,,,,,
SRN-NOK-066,LCD + Touch Screen Digitizer with Frame for Nokia Lumia 1020 Black,Main-Stock,2,ea,340,,,,,
SRN-NOK-068,LCD + Touch Screen Digitizer with Frame for Nokia Lumia 920 Black,Main-Stock,2,ea,130,,,,,
SRN-NOK-070,Touch Screen Digitizer for Nokia Lumia 1520 Black,Main-Stock,7,ea,110,,,,,
SRN-NOK-072,LCD + Touch Screen Digitizer for Nokia Lumia 925 Black,Main-Stock,7,ea,224.6875,,,,,
SRN-NOK-074,LCD + Touch Screen Digitizer for Nokia Lumia 1020 Black,Main-Stock,1,ea,480,,,,,
SRN-NOK-076,LCD + Touch Screen Digitizer with Frame for Nokia Lumia 928 Black,Main-Stock,2,ea,204.16667,,,,,
SRN-NOK-078,LCD + Touch Screen Digitizer with Frame for Nokia Lumia 1320 Black,Main-Stock,3,ea,280,,,,,
SRN-NOK-080,Touch Screen Digitizer for Nokia Lumia 521 Black,Main-Stock,1,ea,40,,,,,
SRN-NOK-082,Touch Screen Digitizer for Nokia Lumia 520 Black,Main-Stock,6,ea,30.25903,,,,,
SRN-NOK-084,Touch Screen Digitizer for Nokia Lumia 625 Black,Main-Stock,6,ea,25,,,,,
SRN-NOK-086,Touch Screen Digitizer for Nokia Lumia 820 Black,Main-Stock,4,ea,25,,,,,
SRN-NOK-088,Touch Screen Digitizer for Nokia Lumia 920 Black,Main-Stock,1,ea,12.33333,,,,,
SRN-NOK-090,Nokia Lumia 800 LCD + Touch Screen Digitizer - Black - Grade A,Main-Stock,1,ea,1,,,,,
SRN-NOK-114,Nokia Lumia 920 Front Glass - Black Grade A,Main-Stock,1,ea,0,,,,,
SRN-NOK-152,Nokia Lumia 830 LCD and Touch Screen Digitizer Assembly Black,Main-Stock,3,ea,360,,,,,
SRN-NOK-153,Nokia Lumia 1520 LCD With Digitizer Assembly,Main-Stock,3,ea,280,,,,,
SRN-NOK-157,Touch Screen Digitizer for Nokia Lumia 820 Black  Grade A,Main-Stock,1,ea,30,,,,,
SRN-NOK-159,LCD and Touch Screen Digitizer with Frame for Nokia Lumia 640XL,Main-Stock,2,ea,1,,,,,
SRN-NOK-162,LCD and Touch Screen Digitizer with Frame for Nokia Lumia 640XL  Grade A,Main-Stock,1,ea,190,,,,,
SRN-NOK-164,LCD and Touch Screen Digitizer for Microsoft Lumia 950  Black,Main-Stock,2,ea,840,,,,,
SRN-NOK-166,LCD and Touch Screen Digitizer for Microsoft Lumia 950XL  Black,Main-Stock,1,ea,1300,,,,,
SRN-ONP-001,OnePlus One A0001 LCD and Touch Screen Digitizer Assembly Black,Main-Stock,4,ea,130,,,,,
SRN-ONP-002,LCD and Touch Screen Digitizer for OnePlus Two A2001 A2003 A2005,Main-Stock,1,ea,150,,,,,
SRN-ONP-003,LCD and Touch Screen Digitizer for OnePlus 3  Graphite,Main-Stock,1,ea,710,,,,,
SRN-ONP-005,LCD and Touch Screen Digitizer for OnePlus 3 REV 12  Graphite,Main-Stock,1,ea,1,,,,,
SRN-ONP-006,LCD and Touch Screen Digitizer for OnePlus 3 REV 20  Graphite,Main-Stock,1,ea,1,,,,,
SRN-PAN-004,Pantech Burst P9070 LCD Digitizer with Frame Black - Grade A,Main-Stock,1,ea,0,,,,,
SRN-PAN-006,Pantech Burst P9070 LCD Digitizer with Frame Black - Grade B,Main-Stock,8,ea,0,,,,,
SRN-SAM-012,Samsung Epic Touch 2 D710 / R760X LCD + Touch Screen Digitizer - Black,Main-Stock,4,ea,20.50617,,,,,
SRN-SAM-018,Samsung Epic Touch 2 D710 / R760X LCD + Touch Screen Digitizer - White,Main-Stock,1,ea,70,,,,,
SRN-SAM-024,Samsung Fascinate i500 LCD + Touch Screen Digitizer,Main-Stock,6,ea,2.76538,,,,,
SRN-SAM-036,Samsung Galaxy Nexus i515 i9250 L700 LCD + Touch Screen Digitizer,Main-Stock,3,ea,400,,,,,
SRN-SAM-042,Galaxy Note 2 i317 T889 LCD + Digitizer Touch Screen - Gray - New,Main-Stock,3,ea,443.8925,,,,,
SRN-SAM-043,Galaxy Note 2 i605 L900 LCD + Digitizer Touch Screen - Gray - New,Main-Stock,1,ea,570,,,,,
SRN-SAM-044,Galaxy Note 2 i605 L900 LCD + Digitizer Touch Screen  - Marble White - New,Main-Stock,2,ea,530,,,,,
SRN-SAM-048,Galaxy Note 2 i317 T889 LCD + Digitizer Touch Screen - White - New,Main-Stock,2,ea,320.625,,,,,
SRN-SAM-054,Samsung Galaxy Note i717 T879 LCD + Touch Screen Digitizer - Black- No Frame,Main-Stock,1,ea,54.53,,,,,
SRN-SAM-060,Samsung Galaxy Note i717 T879 LCD + Touch Screen Digitizer - White - No Frame,Main-Stock,7,ea,59.49476,,,,,
SRN-SAM-072,Samsung Galaxy S Captivate i897 LCD + Touch Screen Digitizer,Main-Stock,2,ea,200,,,,,
SRN-SAM-084,Samsung Galaxy S Vibrant T959 LCD + Touch Screen Digitizer,Main-Stock,1,ea,125,,,,,
SRN-SAM-090,Samsung Galaxy S Vibrant T959V LCD + Touch Screen Digitizer,Main-Stock,1,ea,75,,,,,
SRN-SAM-096,Samsung Galaxy S2 i727 LCD + Touch Screen Digitizer - Black,Main-Stock,2,ea,90,,,,,
SRN-SAM-1010,Samsung Galaxy Note i717 T879 LCD + Touch Screen Digitizer - Black - No Frame Grade B,Main-Stock,1,ea,0,,,,,
SRN-SAM-102,Samsung Galaxy S2 i727 LCD + Touch Screen Digitizer - White,Main-Stock,1,ea,60,,,,,
SRN-SAM-1090,Galaxy Note 2 LCD + Digitizer Touch Screen - Gray - No Frame Grade B,Main-Stock,4,ea,50,,,,,
SRN-SAM-1092,Galaxy Note 2 LCD + Digitizer Touch Screen - White - No Frame Grade B,Main-Stock,5,ea,30,,,,,
SRN-SAM-1096,Galaxy S4 i9505 M919 i337 LCD + Touch Screen Digitizer with Frame - Purple Grade B,Main-Stock,1,ea,0,,,,,
SRN-SAM-1106,Galaxy Note 2 LCD + Digitizer Touch Screen - Gray - No Frame Grade C,Main-Stock,3,ea,50,,,,,
SRN-SAM-1108,Galaxy Note 2 LCD + Digitizer Touch Screen - White - No Frame Grade C,Main-Stock,3,ea,50,,,,,
SRN-SAM-1132,Samsung Galaxy S3 L710 LCD + Touch Screen Digitizer with Frame - White - Grade A,Main-Stock,1,ea,0,,,,,
SRN-SAM-1140,Samsung Galaxy S3 T999 i747 LCD + Touch Screen Digitizer with Frame - Black - New,Main-Stock,2,ea,190.5,,,,,
SRN-SAM-1146,Samsung Galaxy S3 L710 LCD + Touch Screen Digitizer with Frame - Blue - New,Main-Stock,2,ea,420.09675,,,,,
SRN-SAM-1162,Galaxy Exhilarate i577 LCD and Touch Screen Digitizer with Frame,Main-Stock,7,ea,0,,,,,
SRN-SAM-1170,Galaxy S4 i9505 i337 M919 LCD + Touch Screen Digitizer with Frame Electric Blue,Main-Stock,1,ea,410,,,,,
SRN-SAM-1188,Samsung Galaxy Note 8.0 N5100 N5110 LCD Screen,Main-Stock,12,ea,262.5,,,,,
SRN-SAM-1190,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - Pink,Main-Stock,4,ea,870,,,,,
SRN-SAM-1198,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - Grey,Main-Stock,42,ea,67.40509,,,,,
SRN-SAM-120,Samsung Galaxy S2 T989 LCD + Touch Screen Digitizer - Black,Main-Stock,2,ea,42.0444,,,,,
SRN-SAM-1200,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - Grey - Grade A,Main-Stock,6,ea,4.27778,,,,,
SRN-SAM-1202,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - Grey - Grade B,Main-Stock,6,ea,72.5,,,,,
SRN-SAM-1204,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - Grey - Grade C,Main-Stock,1,ea,75,,,,,
SRN-SAM-1206,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - White,Main-Stock,46,ea,65.47805,,,,,
SRN-SAM-1208,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - White - Grade A,Main-Stock,7,ea,4.93333,,,,,
SRN-SAM-1210,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - White - Grade B,Main-Stock,5,ea,73.69714,,,,,
SRN-SAM-1212,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - White - Grade C,Main-Stock,2,ea,30.66667,,,,,
SRN-SAM-1214,Samsung Galaxy Note 4 N910 N910A N910T  N910V N910P LCD Assembly - Gold,Main-Stock,3,ea,873.33333,,,,,
SRN-SAM-1236,Galaxy S4 i9505 M919 i337 LCD + Touch Screen Digitizer with Frame - Purple Mirror,Main-Stock,4,ea,500,,,,,
SRN-SAM-1238,Samsung Galaxy Alpha G850 G8508S G850A G850T G850M Touch Screen Digitizer - Gray,Main-Stock,4,ea,362.875,,,,,
