SKU,ItemName,"Raw Cost","True Cost",Default,D1,D3,D10,L1,L3,L10,B1,B3,B10,S1,S3,S10,G1,G3,G10,P1,P3,P10,Dm1,Dm3,Dm10,"is ignored?"
SRN-LGM-612,"LCD and Touch Screen Digitizer for LG L Bello - Gold",0,0,69.9500,69.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-001-2241,"Apple iPad Air Digitizer Touch Screen With Home Button - White - Grade B",0,9.29,16.2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-003-1678,"Rear Camera Lens Glass Cover Replacement for iPhone 6/6 Plus - Space Gray",6,1.06,3.3600,3.36,3.22,0,3.15,2.8,0,0,0,0,2.8,2.66,0,2.73,2.59,0,2.59,2.49,0,2.45,2.31,0,0
SRN-SAM-1413,"S7 Edge Lcd With Digitizer Black - Grade A",0,217.23,262.8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-1647,"Midframe Chassis for Samsung Galaxy Note 4 N910V N910P - Black",0,0,14.9900,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC-ZED-774,"Samsung Galaxy S6 Data Cable and Wall Charger Set (Special Order)",15,2.66,5.9900,5.45,5.59,0,5.05,4.92,0,0,0,0,4.79,4.52,0,4.52,4.39,0,4.39,4.19,0,4.26,3.99,0,0
FLX-UCP-193,"Keypad Microphone Flex Cable Replacement for OnePlus 2",20,3.96,8.3200,7.52,7.72,0,6.93,7.13,0,0,0,0,6.34,6.73,0,6.14,6.53,0,5.99,6.19,0,5.82,5.94,0,0
SRN-LGM-607,"LCD and Touch Screen Digitizer for LG G3 Vigor D725 with Frame - Black",0,0,42.9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-HUA-153,"LCD and Touch Screen Digitizer with Frame for Huawei Nexus 6P H1511 H1512 - Black",650,95.61,124.2900,122.38,123.34,0,117.6,118.56,0,0,0,0,115.69,116.17,0,114.73,115.69,0,114.29,114.79,0,113.78,114.25,0,0
FLX-SNY-035,"Charging Port Flex Cable Replacement for Sony Xperia Z5 Compact",20,3.96,8.3200,7.52,7.72,0,6.93,7.13,0,0,0,0,6.34,6.73,0,6.14,6.53,0,5.99,6.19,0,5.82,5.94,0,0
SRN-LGM-608,"LCD and Touch Screen Digitizer for LG G3 Vigor D725 with Frame - White",0,0,42.9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-UCP-192,"Home Button with Fingerprint Sensor Replacement for OnePlus 2 - Black",35,6.29,11.0100,10.69,10.85,0,10.22,10.38,0,0,0,0,9.44,9.75,0,9.25,9.44,0,8.89,9.19,0,8.81,8.99,0,0
FLX-SAM-1450,"Charging Port Replacement for Samsung Galaxy Note Edge N915P",25,3.86,9.0100,8.3,8.53,0,7.96,8.06,0,0,0,0,7.58,7.82,0,7.35,7.58,0,7.19,7.39,0,6.87,7.11,0,0
FLX-SAM-1449,"Charging Port Replacement for Samsung Galaxy Note 4 N910V",25,3.98,9.0100,8.3,8.53,0,7.96,8.06,0,0,0,0,7.58,7.82,0,7.35,7.58,0,7.19,7.39,0,6.87,7.11,0,0
FLX-SAM-1448,"Charging Port Replacement for Samsung Galaxy Note Edge N915A",25,3.86,8.1100,7.33,7.53,0,6.76,6.95,0,0,0,0,6.18,6.56,0,5.98,6.37,0,5.79,5.98,0,5.67,5.79,0,0
BTY-COV-1629,"Back Cover Replacement for Samsung Galaxy Core Prime - Gray",6,1.21,2.9000,2.72,2.78,0,2.4,2.42,0,0,0,0,2.24,2.3,0,2.12,2.24,0,2.09,2.19,0,1.88,2,0,0
FLX-SAM-1469,"LCD Testing Cable for Samsung Galaxy S7 Edge",20,3.29,6.9100,6.91,6.42,0,6.09,5.92,0,0,0,0,5.92,5.59,0,5.59,5.43,0,5.49,5.19,0,5.26,4.94,0,0
SRN-MOT-655,"LCD and Touch Screen Digitizer for Droid Maxx 2 with Frame - Black",170,26.4,36.9600,36.43,36.7,0,34.98,35.38,0,0,0,0,34.58,34.85,0,34.32,34.58,0,33.79,34.06,0,33.66,33.79,0,0
BTY-COV-1667,"Midframe Replacement for Galaxy S6 Edge G925V G925P - White",110,17.53,25.4200,25.42,24.98,0,24.37,24.19,0,0,0,0,24.02,23.84,0,23.67,23.49,0,23.39,23.19,0,23.14,22.96,0,0
APL-001-2243,"Apple iPad 3 Digitizer Touch Screen With Home Button - Black (Premium) - Grade B",0,9.3,16.7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC-ZED-776,"Shatter-Proof Tempered Glass Screen Protector for LG G4",1.5,0.36,1.3300,1.33,1.24,0,0.95,0.91,0,0,0,0,0.86,0.84,0,0.82,0.8,0,0.89,0.79,0,0.76,0.74,0,0
ACC-ZED-775,"Samsung Galaxy Note 5 Tempered Glass Screen Protector",1.5,0.36,1.3300,1.33,1.24,0,0.95,0.91,0,0,0,0,0.86,0.84,0,0.82,0.8,0,0.89,0.79,0,0.76,0.74,0,0
BT-BP-30202,"BinTEK™ Samsung Ativ Pro AA-PLZN4NP 6540mAh Li-Polymer Premium Battery",150,23.08,32.3100,32.31,32.08,0,31.16,30.93,0,0,0,0,30.7,30.47,0,30.47,30.23,0,30.09,29.79,0,29.77,29.54,0,0
APL-003-1673,"iPhone 6S Plus Polarizer (Premium)",6,1.37,3.2900,3.29,3.15,0,3.08,2.74,0,0,0,0,2.74,2.6,0,2.67,2.53,0,2.59,2.49,0,2.4,2.26,0,0
SRN-SAM-1427,"Front Glass Replacement for Samsung Galaxy S6 Edge - Black Sapphire",2,1.04,1.4800,1.27,1.33,0,1.18,1.24,0,0,0,0,1.15,1.21,0,1.12,1.18,0,1.09,1.19,0,1.03,1.12,0,0
SRN-ONP-002,"LCD and Touch Screen Digitizer for OnePlus Two A2001 A2003 A2005",135,20.54,28.7600,28.35,28.55,0,27.22,27.52,0,0,0,0,26.91,27.11,0,26.7,26.91,0,26.29,26.5,0,26.19,26.29,0,0
BTY-COV-1637,"Rear Glass Replacement for Samsung Galaxy S6 Edge - Green Emerald",35,5.7,10.2600,9.83,9.98,0,9.41,9.55,0,0,0,0,8.84,9.12,0,8.72,8.84,0,8.39,8.59,0,8.27,8.38,0,0
FLX-MOT-518,"Front Camera Replacement for Motorola Droid Turbo",30,4.87,9.0700,8.69,8.82,0,8.32,8.44,0,0,0,0,7.81,8.06,0,7.71,7.81,0,7.49,7.59,0,7.31,7.41,0,0
ACC-ZRT-479,"Polarizer Glue Removing Liquid",0,0,8.9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-SAM-1483,"Charging Port Microphone Replacement for Galaxy S6 Active",18,3.25,6.8300,6.83,6.34,0,6.01,5.85,0,0,0,0,5.85,5.53,0,5.53,5.36,0,5.39,5.09,0,5.2,4.88,0,0
FLX-SAM-1476,"Charging Port Replacement for Samsung Galaxy S5 G900F",28,4.46,9.9500,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-LGM-617,"LCD and Touch Screen Digitizer for LG G Vista 2 H740 - Black",0,0,59.9900,59.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-001-2255,"iPhone 6S Plus Front Glass Lens - White (Premium)",0,0,6.9900,6.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-003-1653,"Charging Port Replacement for iPad Mini 2 - White",9,1.6,4.1200,3.85,3.94,0,3.4,3.49,0,0,0,0,3.31,3.4,0,3.13,3.22,0,2.99,3.09,0,2.81,2.86,0,0
FLX-LGM-605,"Rear Camera Lens for LG V10 - Space Black",30,4.71,9.2200,9.22,8.96,0,8.7,8.58,0,0,0,0,8.45,8.19,0,8.19,7.94,0,7.99,7.69,0,7.68,7.53,0,0
FLX-MOT-517,"Rear Camera Replacement for Motorola Droid Turbo",40,6.59,11.5300,11.2,11.37,0,10.71,10.87,0,0,0,0,9.89,10.21,0,9.69,9.89,0,9.29,9.59,0,9.23,9.42,0,0
FLX-MOT-516,"Loudspeaker Replacement for Motorola Droid Turbo",5,1.24,2.8100,2.63,2.69,0,2.32,2.34,0,0,0,0,2.16,2.22,0,2.05,2.16,0,1.99,2.09,0,1.81,1.93,0,0
FLX-MOT-515,"Earpiece Speaker Replacement for Motorola Droid Turbo",4,0.76,2.4200,2.27,2.32,0,2,2.02,0,0,0,0,1.87,1.92,0,1.77,1.87,0,1.69,1.79,0,1.57,1.67,0,0
SRN-SAM-1419,"LCD and Touch Screen Digitizer for Samsung Galaxy Grand Prime Duos Dual Sim with Frame - Gold",130,20.55,33.0400,32.57,32.8,0,31.27,31.62,0,0,0,0,30.92,31.15,0,30.68,30.92,0,30.29,30.49,0,30.09,30.21,0,0
FLX-SAM-1454,"Earpiece Speaker Replacement for Samsung Galaxy Grand Prime",10,1.94,4.4600,4.17,4.27,0,3.69,3.78,0,0,0,0,3.59,3.69,0,3.4,3.49,0,3.29,3.39,0,3.05,3.1,0,0
SRN-SAM-1429,"LCD and Touch Screen Assembly for Samsung Galaxy E5 - Gold",500,77.79,101.1300,99.57,100.35,0,95.68,96.46,0,0,0,0,94.13,94.51,0,93.35,94.13,0,92.99,93.39,0,92.57,92.96,0,0
SRN-SAM-1428,"LCD and Touch Screen Assembly for Samsung Galaxy E5 - White",500,75.68,101.1300,99.57,100.35,0,95.68,96.46,0,0,0,0,94.13,94.51,0,93.35,94.13,0,92.99,93.39,0,92.57,92.96,0,0
FLX-SAM-1453,"Rear Camera Replacement for Samsung Galaxy Core Prime",20,3.49,7.3300,6.63,6.81,0,6.11,6.28,0,0,0,0,5.58,5.93,0,5.41,5.76,0,5.29,5.49,0,5.13,5.24,0,0
APL-003-1662,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Rose Gold",2,0.51,1.7500,1.51,1.58,0,1.4,1.47,0,0,0,0,1.37,1.44,0,1.33,1.4,0,1.39,1.39,0,1.23,1.33,0,0
APL-003-1663,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Silver",2,0.51,1.7500,1.51,1.58,0,1.4,1.47,0,0,0,0,1.37,1.44,0,1.33,1.4,0,1.39,1.39,0,1.23,1.33,0,0
SRN-SAM-1414,"LCD Screen Replacement for Samsung Galaxy Core Prime",80,12.73,19.9800,19.45,19.65,0,18.65,18.91,0,0,0,0,18.38,18.51,0,18.12,18.25,0,17.79,17.89,0,17.32,17.45,0,0
FLX-SAM-1456,"Home Button Replacement for Samsung Galaxy Grand Prime",5,1.17,2.8100,2.63,2.69,0,2.32,2.34,0,0,0,0,2.16,2.22,0,2.05,2.16,0,1.99,2.09,0,1.81,1.93,0,0
FLX-MIC-006,"Headphone Jack Volume Power Button Flex Cable Replacement for Microsoft Surface Pro 3",0,0,24.9900,24.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-UCP-194,"Loudspeaker Replacement for Huawei Nexus 6P",25,4.26,8.0900,7.46,7.67,0,7.16,7.24,0,0,0,0,6.82,7.03,0,6.6,6.82,0,6.39,6.69,0,6.18,6.39,0,0
ACC-ZRT-493,"Front Glass Adhesive Replacement for Microsoft Lumia 640",2,0.84,2.1000,2.1,1.89,0,1.89,1.76,0,0,0,0,1.85,1.72,0,1.81,1.68,0,1.79,1.69,0,1.72,1.6,0,0
FLX-HUA-004,"Front Housing Replacement for Huawei Nexus 6P - Silver",0,0,14.9900,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-003-1679,"Rear Camera Lens Glass Cover Replacement for iPhone 6/6 Plus - Silver",6,1.11,3.3600,3.36,3.22,0,3.15,2.8,0,0,0,0,2.8,2.66,0,2.73,2.59,0,2.59,2.49,0,2.45,2.31,0,0
FLX-SAM-1463,"Vibration Motor for Samsung Galaxy S6 Edge Plus",10,1.94,4.4600,4.17,4.27,0,3.69,3.78,0,0,0,0,3.59,3.69,0,3.4,3.49,0,3.29,3.39,0,3.05,3.1,0,0
APL-003-1655,"Left 3G Antenna Replacement for iPad Mini 3",8,1.63,3.7500,3.5,3.59,0,3.1,3.18,0,0,0,0,3.02,3.1,0,2.85,2.93,0,2.69,2.79,0,2.56,2.61,0,0
APL-002-6432,"Rear Housing Replacement for iPod Touch (6th Generation) - Space Gray",0,0,21.9900,21.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-003-1659,"Loudspeaker Replacement for iPad Mini 3",6,1.32,3.1700,2.97,3.04,0,2.61,2.64,0,0,0,0,2.44,2.51,0,2.31,2.44,0,2.19,2.39,0,2.05,2.18,0,0
APL-003-1658,"Charging Port Replacement for iPad Mini 3 - Black",9,1.79,4.1200,3.85,3.94,0,3.4,3.49,0,0,0,0,3.31,3.4,0,3.13,3.22,0,2.99,3.09,0,2.81,2.86,0,0
FLX-HTC-610,"Charging Port Microphone Replacement for HTC One A9",90,14.33,21.5000,20.92,21.14,0,20.06,20.35,0,0,0,0,19.78,19.92,0,19.49,19.63,0,19.09,19.29,0,18.63,18.77,0,0
FLX-SAM-1465,"Charging Port Replacement for Samsung Galaxy S6 Edge Plus G928P",28,4.4,8.9900,8.28,8.51,0,7.95,8.04,0,0,0,0,7.57,7.8,0,7.33,7.57,0,7.19,7.39,0,6.86,7.1,0,0
FLX-SNY-038,"Front Camera Flex Cable Replacement for Sony Xperia Z5 Compact",25,4.35,8.2700,8.05,7.83,0,7.61,7.4,0,0,0,0,7.4,7.18,0,7.18,6.96,0,6.99,6.79,0,6.74,6.53,0,0
BTY-COV-1674,"Back Cover Replacement for Huawei Nexus 6P - Aluminium",0,0,29.9900,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-LGM-616,"LCD and Touch Screen Digitizer for LG G Vista D631 VS880",260,38.79,53.1700,51.43,52.2,0,49.59,49.88,0,0,0,0,49.11,49.5,0,48.53,48.72,0,47.99,48.19,0,46.4,47.18,0,0
FLX-MOT-523,"NFC Antenna Replacement for Motorola Droid Turbo 2",0,0,9.9900,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-003-1680,"Rear Camera Lens Glass Cover Replacement for iPhone 6S/6S Plus - Gold",6,1.11,3.3600,3.36,3.22,0,3.15,2.8,0,0,0,0,2.8,2.66,0,2.73,2.59,0,2.59,2.49,0,2.45,2.31,0,0
ACC-ZRT-498,"Front Glass Adhesive for LG G Vista 2",0,0,3.9500,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-MOT-524,"Rear Camera Replacement for Motorola Droid Turbo 2",0,0,29.9900,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-LGM-614,"LCD and Touch Screen Digitizer for LG V10 H900 H901 VS990 - Space Black",610,90,118.0500,116.24,117.14,0,111.7,112.6,0,0,0,0,109.88,110.33,0,108.97,109.88,0,108.59,108.99,0,108.06,108.52,0,0
FLX-LGM-607,"Earpiece Speaker for LG V10",4,1.1,2.6400,2.64,2.53,0,2.48,2.2,0,0,0,0,2.2,2.09,0,2.15,2.04,0,2.09,1.99,0,1.93,1.82,0,0
BTY-COV-1662,"Back Cover Replacement for Samsung Galaxy Core Prime - Black",0,0,5.9900,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-1645,"Midframe Chassis for Samsung Galaxy Note 4 N910A N910T - Black",0,0,14.9900,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-SNY-039,"Rear Camera Flex Cable Replacement for Sony Xperia Z5 Compact",70,11.27,17.4700,17.47,17.19,0,16.45,16.23,0,0,0,0,16.23,16,0,15.67,15.55,0,15.49,15.39,0,15.21,15.1,0,0
APL-002-6435,"Rear Housing Replacement for iPod Touch (6th Generation) - Red",0,0,21.9900,21.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC-ZRT-495,"Front Glass Adhesive Replacement for LG Nexus 5X",0,0,3.9500,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-HUA-005,"Front Housing Replacement for Huawei Nexus 6P - Gold",0,0,14.9900,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC-ZED-784,"iPhone 6S Polarizer (Premium)",0,0,3.9900,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC-ZED-781,"Samsung Galaxy Tab Tablet 30-Pin USB Data Cable With Wall Charger - Black",0,0,13.9500,13.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC-ZED-777,"Apple iPhone 6/6S Tempered Glass Screen Protector with Cleaning Kit - Pack of 25",37.5,5.8,24.9500,24.95,0,0,0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,0,0,0,0,0
FLX-MOT-525,"Proximity Sensor Replacement for Motorola Droid Turbo 2",0,0,4.9900,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-ONP-004,"LCD and Touch Screen Digitizer for OnePlus 3 - Gold",0,0,134.9900,134.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" FLX-HUA-003","Front Housing Replacement for Huawei Nexus 6P - Black",0,0,14.9900,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-MIC-005,"Right Loudspeaker Replacement for Microsoft Surface Pro 3",0,0,13.9900,13.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-SAM-1431,"LCD and Touch Screen Digitizer for Samsung Galaxy Grand Prime Dual Sim with Frame - White",150,23.54,33.0400,33.04,32.8,0,31.86,31.62,0,0,0,0,31.39,31.15,0,31.15,30.92,0,30.69,30.49,0,30.44,30.21,0,0
APL-001-2252,"iPhone 6S Plus Glass With Frame - Black",28,4.44,8.4400,8.44,7.99,0,7.77,7.55,0,0,0,0,7.55,7.33,0,7.33,7.1,0,7.19,6.89,0,6.88,6.66,0,0
FLX-SAM-1484,"Rear Camera Replacement for Galaxy S6 Active",0,0,19.9900,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-HTC-1155,"LCD and Touch Screen Digitizer for HTC Desire 816 - White",0,0,34.9900,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-LGM-604,"Charging Port Flex Cable Replacement for LG G5",50,7.59,12.9000,12.9,12.71,0,12.52,12.14,0,0,0,0,11.39,11.76,0,11.01,10.85,0,10.4,10.25,0,10.09,9.87,0,0
FLX-SAM-1488,"Sim Card Tray for Samsung Galaxy S6 Edge Plus - White Pearl",0,0,6.9500,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-SNY-042,"Charging Port Flex Cable Replacement for Sony Xperia Z5 Premium",15,2.81,6.3200,6.32,5.9,0,5.34,5.2,0,0,0,0,5.06,4.78,0,4.78,4.64,0,4.69,4.39,0,4.5,4.22,0,0
FLX-SNY-041,"Earpiece Speaker Replacement for Sony Xperia Z5 Premium",3,0.96,2.4000,2.4,2.16,0,2.16,2.02,0,0,0,0,2.11,1.97,0,2.06,1.92,0,2.09,1.89,0,1.97,1.82,0,0
FLX-LGM-620,"Rear Camera Replacement for LG G4",200,31.25,42.9700,42.97,42.19,0,40.63,40.31,0,0,0,0,40.08,40,0,39.69,39.38,0,39.09,38.99,0,38.44,38.13,0,0
APL-003-1674,"iPad 2/3/4/Mini Backlight Diode IC Replacement",0,0,1.9900,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-LGM-606,"Headphone Jack Replacement for LG V10",0,0,39.9900,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-SAM-1470,"Charging Port Replacement for Samsung Galaxy S7 Edge G935P Sprint",0,0,12.9900,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-003-1665,"iPhone 6S Plus Front Glass Lens - White (Premium)",13,2.45,5.5100,5.51,5.15,0,4.66,4.53,0,0,0,0,4.41,4.17,0,4.17,4.04,0,4.09,3.89,0,3.92,3.68,0,0
APL-003-1666,"iPhone 6S Front Bezel - White (Premium)",9,1.84,4.2300,4.23,4.05,0,3.68,3.59,0,0,0,0,3.68,3.5,0,3.59,3.31,0,3.49,3.19,0,3.22,2.94,0,0
SRN-LGM-618,"LCD and Touch Screen Digitizer Replacement for LG Lucid 2 - Black",0,0,69.9500,69.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-MIC-001,"Front Camera Flex Cable Replacement for Microsoft Surface Pro 3",0,0,29.9900,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-ONP-001,"Front Camera Replacement for OnePlus 2",0,0,39.9900,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-003-1677,"Rear Camera Lens Glass Cover Replacement for iPhone 6/6 Plus - Gold",6,1.06,3.3600,3.36,3.22,0,3.15,2.8,0,0,0,0,2.8,2.66,0,2.73,2.59,0,2.59,2.49,0,2.45,2.31,0,0
ACC-ZED-783,"iPhone 6S Plus OCA Sticker (Premium)",0,0,5.9900,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-SAM-1486,"Home Button for Samsung Galaxy S6 Edge Plus - Gold Platinum",0,0,12.9900,12.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-MOT-529,"Front Camera Replacement for Motorola Moto X Pure Edition",0,0,24.9500,24.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC-ZRT-491,"Front Glass Adhesive Replacement for Samsung Galaxy S6 Edge",0,0,3.9900,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-002-6428,"iPhone 6S Front Bezel - White (Premium)",0,0,8.9900,8.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-ONP-002,"Rear Camera Replacement for OnePlus 2",0,0,34.9900,34.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC-ZED-785,"iPhone 6S Plus Polarizer (Premium)",0,0,3.9900,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-003-1669,"iPhone 6S Polarizer (Premium)",5,1.22,2.9300,2.93,2.81,0,2.75,2.44,0,0,0,0,2.44,2.32,0,2.38,2.26,0,2.29,2.19,0,2.14,2.01,0,0
FLX-ZTE-002,"Front Camera Replacement for ZTE Warp Elite",0,0,14.9500,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-003-1672,"iPhone 6S Plus OCA Sticker (Premium)",3.5,0.67,4.9900,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACC-ZRT-497,"Front Glass Adhesive for LG G Vista",0,0,3.9500,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLX-NOK-058,"Earpiece Speaker Replacement for Microsoft Lumia 640XL",0,0,9.9500,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-1659,"Back Glass for Galaxy S7 - Black Onyx",35,5.67,10.2100,9.78,9.92,0,9.36,9.5,0,0,0,0,8.79,9.07,0,8.68,8.79,0,8.33,8.51,0,8.22,8.33,0,0
FLX-SAM-1474,"Rear Camera Replacement for Samsung Galaxy Grand Prime",35,5.87,10.5700,10.57,10.27,0,9.98,9.83,0,0,0,0,9.69,9.39,0,9.39,9.1,0,9.19,8.89,0,8.81,8.63,0,0
SRN-LGM-610,"LCD and Touch Screen Digitizer for LG L Bello - White",0,0,69.9500,69.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-SAM-1434,"Front Glass for Samsung Galaxy S7 - Black Onyx",30,4.92,9.2900,8.9,9.03,0,8.51,8.64,0,0,0,0,8,8.26,0,7.89,8,0,7.59,7.79,0,7.48,7.59,0,0
FLX-SAM-1485,"Front Camera Replacement for Galaxy S6 Active",0,0,9.9500,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRN-LGM-613,"LCD and Touch Screen Digitizer for LG V10 H900 H901 VS990 - Opal Blue",0,0,69.9500,69.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APL-001-2259,"LCD and Touch Screen Digitizer Replacement for iPod Touch 6 - White",250,36.56,50.2700,50.27,49.36,0,47.53,47.16,0,0,0,0,46.89,46.8,0,46.43,46.07,0,45.7,45.52,0,44.97,44.6,0,0
APL-002-6431,"Rear Housing Replacement for iPod Touch (6th Generation) - Gold",0,0,21.9900,21.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
