SKU,Name,Manufacturer,Model,Price,"Compatible Models",Parts,"Item Category","Supported Devices"
FLX-SAM-1447,"Charging Port Flex Cable for Samsung Galaxy S6 Edge Plus G928P",Samsung,"Galaxy S6 Edge Plus",6.4900,"G928P (Sprint)",Yes,"Internal Components",
FLX-HTC-600,"Loudspeaker Replacement for HTC Desire 626",HTC,"Desire 626",0.9900,"Desire 626 (No Carrier)",Yes,"Internal Components",
APL-003-1654,"Charging Port Replacement for iPad Mini 2 - Black",Apple,"iPad Mini 2",2.4900,"A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)",Yes,"Internal Components",
FLX-MOT-513,"Loudspeaker Replacement for Droid Maxx 2",Motorola,"Droid Maxx 2",0.9900,"Maxx 2 (Verizon)",Yes,"Internal Components",
FLX-LGM-601,"LG V400 Charging Port Flex Cable",LG,"G Pad 7.0",5.9900,"V400 (WIFI)",Yes,"Internal Components",
FLX-SAM-1452,"Front Camera for Samsung Galaxy Core Prime",Samsung,"Galaxy Core Prime",0.9900,"G360 (International)",Yes,"Internal Components",
ACC-ZRT-478,"Top Left Black Sticker for iphone 6 Plus",Apple,"iPhone 6 Plus",0.32,"A1522 (AT&T)|A1522 (T-Mobile)|A1522 (International)|A1522 (No Carrier)|A1522 (Verizon)|A1524 (Sprint)|A1524 (No Carrier)|A1593 (China)",Yes,"Internal Components",
FLX-SNY-036,"Headphone Jack Replacement for Sony Xperia Z5 Compact",Sony,"Xperia Z5 Compact",5.63,"Z5 Compact (No Carrier)",Yes,"Internal Components",
BTY-COV-1649,"LCD Frame Bezel for Motorola Moto X Pure Edition XT1575 - White",Motorola,"Moto X Pure",3.4900,"X Style (No Carrier)",Yes,"Bezel Frames",
FLX-SNY-043,"Loudspeaker Replacement for Sony Xperia Z5 Premium",Sony,"Xperia Z5 Premium",1.9900,"E6853 (No Carrier)|E6883 (No Carrier)",Yes,"Internal Components",
FLX-UCP-195,"Home Button Replacement for Huawei Nexus 6P - Aluminium",Huawei,"Nexus 6P",2.9900,"6P (No Carrier)",Yes,"Internal Components",
BTY-COV-1640,"Front Bezel Frame for LG G3 - Black",LG,G3,8.9900,"D850 (AT&T)|D851 (T-Mobile)|D855 (International)|VS985 (Verizon)|LS990 (Sprint)",Yes,Housing,
FLX-UCP-196,"Earpiece Speaker Replacement for Huawei Nexus 6P",Huawei,"Nexus 6P",1.9900,"6P (No Carrier)",Yes,"Internal Components",
FLX-SAM-1467,"Charging Port Flex Cable for Samsung Galaxy Note 5 N920G",Samsung,"Galaxy Note 5",6.0900,"N920G (International)",Yes,"Internal Components",
SRN-LGM-606,"LCD + Touch Screen Digitizer with Frame for LG Optimus G F180",LG,"Optimus G",14.49,"LS970 (Sprint)|E975 (China)|E970 (AT&T)",Yes,"LCD and Touch Screen",
SRN-HTC-1151,"LCD and Touch Screen Digitizer Replacement for HTC One X9 - White",HTC,"One X9",39.9900,"X9 (No Carrier)",Yes,"LCD and Touch Screen",
BT-BP-30196,"BinTEK™ Battery for iPhone 6S Plus 2750mAH Li-Po Premium ",Apple,"iPhone 6S Plus",9.9900,,Yes,Batteries,
APL-003-1657,"Charging Port Replacement for iPad Mini 3 - White",Apple,"iPad Mini 3",4.12,"A1599 (WIFI)|A1600 (WIFI + Cellular)",Yes,"Internal Components",
BTY-COV-1641,"Front Bezel Frame for LG G3 - Gold",LG,G3,9.35,"D850 (AT&T)|D851 (T-Mobile)|D855 (International)|VS985 (Verizon)|LS990 (Sprint)",Yes,Housing,
"ACC-ZRT-476 ","Plastic Scraper Blade",,,0.77,,No,,
FLX-HUA-002,"Headphone Jack Replacement for Huawei Nexus 6P",Huawei,"Nexus 6P",1.9900,"6P (No Carrier)",Yes,"Internal Components",
ACC-ZRT-475,"Top Left Black Sticker for iPhone 6 ",Apple,"iPhone 6",0.70,"A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)",Yes,"Internal Components",
ACC-ZRT-474,"Top Left Black Sticker for iphone 5C",Apple,"iPhone 5C",0.70,"A1532 (AT&T)|A1532 (T-Mobile)|A1532 (Verizon)|A1532 (Sprint)|A1456 (Verizon)|A1456 (Sprint)|A1507 (AT&T)|A1507 (T-Mobile)| A1529 (AT&T)| A1529 (T-Mobile)| A1529 (China)|A1526 (China)|A1516 (China)",Yes,"Internal Components",
SRN-LGM-609,"LCD and Touch Screen Digitizer for LG G3 Vigor D725 with Frame - Gold",LG,"G3 Vigor",42.9900,"D725 (AT&T)|D728 (China)",Yes,"LCD and Touch Screen",
FLX-MOT-528,"Rear Camera Replacement for Motorola Moto X Pure Edition XT1575",Motorola,"Moto X Pure",9.9900,"X Style (No Carrier)",Yes,"Internal Components",
FLX-SAM-1478,"Charging Port Flex Cable for Samsung Galaxy S5 Mini G800R4",Samsung,"Galaxy S5 Mini",5.95,"G800R4 (US Cellular)",Yes,"Internal Components",
APL-003-1660,"Earpiece Speaker for iPhone 5S SE",Apple,"iPhone 5S",0.7900,"A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)|A1662 (No Carrier)|A1723 (No Carrier)",Yes,"Internal Components","iPhone SE"
BTY-COV-1646,"Midframe Chassis for Samsung Galaxy Note 4 N910A N910T - White",Samsung,"Galaxy Note 4",5.4900,"N910A (AT&T)|N910T (T-Mobile)",Yes,Housing,
FLX-LGM-603,"V10 Power Button With Flex Cable - Opal Blue",LG,V10,3.9900,"H900 (AT&T)|H901 (T-Mobile)|VS990 (Verizon)",Yes,"Internal Components",
FLX-LGM-602,"LG F6 Charging Port Flex Cable",LG,"Optimus F6",0.9900,"D500 (T-Mobile)|D505 (International)",Yes,"Internal Components",
SRN-LGM-619,"LCD and Touch Screen Digitizer Replacement for LG Lucid 3 - Black",LG,"Lucid 3",69.95,"VS876 (Verizon)",Yes,"LCD and Touch Screen",
FLX-HTC-603,"HTC One M8 Camera LENS",HTC,"One M8",0.9900,"0P6B120 (AT&T)|P6B700 (Sprint)|0P6B130 (T-Mobile)|HTC6525LVW (Verizon)|0P6B100 (No Carrier)|0P6B170 (No Carrier)",Yes,"Internal Components",
FLX-MIC-003,"Charging Port Flex Cable Replacement for Microsoft Surface Pro 3",Microsoft,"Surface Pro 3",39.99,"Pro 3 (WIFI)",Yes,"Internal Components",
FLX-MOT-514,"Earpiece Speaker Replacement for Droid Maxx 2",Motorola,"Droid Maxx 2",0.9900,"Maxx 2 (Verizon)",Yes,"Internal Components",
BTY-COV-1643,"LCD Front Housing Midframe Bezel for Samsung Galaxy Note 3 N900A N900T - Black",Samsung,"Galaxy Note 3",6.4900,"N9000 (International)|N9005 (International)|N900A (AT&T)|N900T (T-Mobile)|N900P (Sprint)|N900V (Verizon)",Yes,Housing,
FLX-MOT-519,"Loudspeaker Replacement for Motorola Droid Turbo 2",Motorola,"Droid Turbo 2",1.9900,"XT1585 (Verizon)|XT1581 (China)|XT1580 (No Carrier)",Yes,"Internal Components",
FLX-LGM-611,"Rear Camera Lens for LG V10 - Ocean Blue",LG,V10,7.9900,"H900 (AT&T)|H901 (T-Mobile)|VS990 (Verizon)",Yes,"Internal Components",
FLX-SAM-1443,"Charging Port Flex Cable for Samsung Galaxy S6 G920T",Samsung,"Galaxy S6",5.8900,"G920T (T-Mobile)",Yes,"Internal Components",
FLX-SAM-1444,"Charging Port Flex Cable for Samsung Galaxy S7 Edge G935F",Samsung,"Galaxy S7 Edge",7.9900,"G935F (International)",Yes,"Internal Components",
FLX-SAM-1445,"Charging Port Flex Cable for Samsung Galaxy S7 Edge G935A",Samsung,"Galaxy S7 Edge",4.3900,"G935A (AT&T)",Yes,"Internal Components",
FLX-SAM-1479,"Charging Port Flex Cable for Samsung Galaxy S5 Sport G860P",Samsung,"Galaxy S5 Sport",2.9900,"G860P (Sprint)",Yes,"Internal Components",
BTY-COV-1639,"Front Housing Replacement for Huawei Honor 6 Plus - Silver",Huawei,"Honor 6 Plus",0.9900,"Honor 6 Plus (No Carrier)",No,,
BTY-COV-1653,"Back Cover Replacement for LG V10 - Modern Beige",LG,V10,17.80,"H900 (AT&T)|H901 (T-Mobile)|VS990 (Verizon)",Yes,Housing,
SRN-HTC-1150,"LCD and Touch Screen Digitizer Replacement for HTC One X9 - Black",HTC,"One X9",44.9900,"X9 (No Carrier)",Yes,"LCD and Touch Screen",
BTY-COV-1676,"Back Cover Replacement for Huawei Nexus 6P - Frost",Huawei,"Nexus 6P",29.99,"6P (No Carrier)",Yes,Housing,
FLX-LGM-600,"LG VK810 Charging Port Flex Cable ",LG,"G Pad 8.3 LTE",10.10,"VK810 (WIFI)",Yes,"Internal Components",
APL-003-1684,"Rear Camera for iPod Touch 6",Apple,"iPod Touch 6",29.95,"A1574 (WIFI)",Yes,"Internal Components",
FLX-SAM-1487,"Home Button Flex Cable for Samsung Galaxy S6 Edge Plus - Silver Titanium",Samsung,"Galaxy S6 Edge Plus",7.9900,"G928T (T-Mobile)|G928A (AT&T)|G928F (International)|G928V (Verizon)|G928P (Sprint)",Yes,"Internal Components",
SRN-LGM-612,"LCD and Touch Screen Digitizer for LG L Bello - Gold",LG,"L Bello",69.95,"D331 (No Carrier)|D335 (International)",Yes,"LCD and Touch Screen",
APL-003-1678,"Rear Camera Lens Glass Cover for iPhone 6 / 6 Plus - Space Gray (Pack of 10)",Apple,"iPhone 6",3.9900,"A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)|A1522 (AT&T)|A1522 (T-Mobile)|A1522 (International)|A1522 (No Carrier)|A1522 (Verizon)|A1524 (Sprint)|A1524 (No Carrier)|A1593 (China)",Yes,"Internal Components","iPhone 6 Plus"
BTY-COV-1647,"Midframe Chassis for Samsung Galaxy Note 4 N910V N910P - Black",Samsung,"Galaxy Note 4",14.1900,"N910P (Sprint)|N910V (Verizon)|N910R4 (US Cellular)",Yes,Housing,
FLX-UCP-193,"Keypad Microphone Flex Cable Replacement for OnePlus 2",OnePlus,Two,1.9900,"A2001 (No Carrier)|A2003 (No Carrier)|A2005 (No Carrier)",Yes,"Internal Components",
SRN-LGM-607,"LCD and Touch Screen Digitizer for LG G3 Vigor D725 with Frame - Black",LG,"G3 Vigor",42.9900,"D725 (AT&T)|D728 (China)",Yes,"LCD and Touch Screen",
SRN-HUA-153,"LCD and Touch Screen Digitizer with Frame for Huawei Nexus 6P H1511 H1512 - Black",Huawei,"Nexus 6P",119.9900,"6P (No Carrier)",Yes,"LCD and Touch Screen",
FLX-SNY-035,"Charging Port Flex Cable Replacement for Sony Xperia Z5 Compact",Sony,"Xperia Z5 Compact",1.9900,"Z5 Compact (No Carrier)",Yes,"Internal Components",
SRN-LGM-608,"LCD and Touch Screen Digitizer for LG G3 Vigor D725 with Frame - White",LG,"G3 Vigor",42.9900,"D725 (AT&T)|D728 (China)",Yes,"LCD and Touch Screen",
FLX-UCP-192,"Home Button with Fingerprint Sensor Replacement for OnePlus 2 - Black",OnePlus,Two,0.1000,"A2001 (No Carrier)|A2003 (No Carrier)|A2005 (No Carrier)",Yes,"Internal Components",
FLX-SAM-1450,"Charging Port Flex Cable for Samsung Galaxy Note Edge N915P",Samsung,"Galaxy Note Edge",4.4900,"N915P (Sprint)",Yes,"Internal Components",
FLX-SAM-1449,"Charging Port Flex Cable for Samsung Galaxy Note 4 N910V",Samsung,"Galaxy Note 4",3.1900,"N910V (Verizon)",Yes,"Internal Components",
FLX-SAM-1448,"Charging Port Flex Cable for Samsung Galaxy Note Edge N915A",Samsung,"Galaxy Note Edge",4.9900,"N915A (AT&T)",Yes,"Internal Components",
FLX-SAM-1469,"LCD Testing Cable for Samsung Galaxy S7 Edge",Samsung,"Galaxy S7 Edge",6.91,"G935F (International)|G935A (AT&T)|G935V (Verizon)|G935T (T-Mobile)|G935P (Sprint)|G935R (US Cellular)",Yes,"Internal Components",
SRN-MOT-655,"LCD and Touch Screen Digitizer for Droid Maxx 2 with Frame - Black",Motorola,"Droid Maxx 2",31.4900,"Maxx 2 (Verizon)",Yes,"LCD and Touch Screen",
BTY-COV-1667,"Midframe for Galaxy S6 Edge G925V G925P - White",Samsung,"Galaxy S6 Edge",9.9900,"G925V (Verizon)|G925P (Sprint)",Yes,"Bezel Frames",
ACC-ZED-776,"LG G4 Tempered Glass Screen Protector",LG,G4,3.99,"H815T (China)|H810 (AT&T)|H811 (T-Mobile)|LS991  (Sprint)|VS986 (Verizon)|US991 (US Cellular)",No,"Screen Protector",
ACC-ZED-775,"Samsung Galaxy Note 5 Tempered Glass Screen Protector",Samsung,"Galaxy Note 5",3.99,"N920T (T-Mobile)|N920A (AT&T)|N920P (Sprint)|N920V (Verizon)|N920R (US Cellular)|N920I (International)",No,"Screen Protector",
BT-BP-30202,"BinTEK™ Battery for Samsung Ativ Pro AA-PLZN4NP 6540mAh Li-Polymer Premium",Samsung,"Ativ Pro",33.99,"XE700T1C-A04US (WIFI)",Yes,Batteries,
SRN-ONP-002,"LCD and Touch Screen Digitizer for OnePlus Two A2001 A2003 A2005",OnePlus,Two,28.9900,"A2001 (No Carrier)|A2003 (No Carrier)|A2005 (No Carrier)",Yes,"LCD and Touch Screen",
BTY-COV-1637,"Rear Battery Cover for Samsung Galaxy S6 Edge - Green Emerald",Samsung,"Galaxy S6 Edge",7.9900,"G925A (AT&T)|G925T (T-Mobile)|G925V (Verizon)|G925P (Sprint)|G925F (International)|G925R (US Cellular)|G925I (International)|G9250 (International)|G925W8 (International)|G925K (International)|G925S (International)",Yes,Housing,
FLX-MOT-518,"Front Camera Replacement for Motorola Droid Turbo",Motorola,"Droid Turbo",0.9900,"XT1254 (Verizon)",Yes,"Internal Components",
ACC-ZRT-479,"Polarizer Glue Removing Liquid",,,8.9900,,No,,
FLX-SAM-1483,"Charging Port Flex Cable for Samsung Galaxy S6 Active",Samsung,"Galaxy S6 Active",3.2900,"G890 (AT&T)",Yes,"Internal Components",
FLX-SAM-1476,"Charging Port Flex Cable for Samsung Galaxy S5 G900F",Samsung,"Galaxy S5",4.4900,"G900F (International)",Yes,"Internal Components",
SRN-LGM-617,"LCD and Touch Screen Digitizer for LG G Vista 2 H740 - Black",LG,"G Vista 2",35.9900,"H740 (AT&T)",Yes,"LCD and Touch Screen",
APL-003-1653,"Charging Port Replacement for iPad Mini 2 - White",Apple,"iPad Mini 2",2.9900,"A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)",Yes,"Internal Components",
FLX-LGM-605,"Rear Camera Lens for LG V10 - Space Black",LG,V10,2.9900,"H900 (AT&T)|H901 (T-Mobile)|VS990 (Verizon)",Yes,"Internal Components",
FLX-MOT-517,"Rear Camera Replacement for Motorola Droid Turbo",Motorola,"Droid Turbo",6.9900,"XT1254 (Verizon)",Yes,"Internal Components",
FLX-MOT-516,"Loudspeaker Replacement for Motorola Droid Turbo",Motorola,"Droid Turbo",1.6900,"XT1254 (Verizon)",Yes,"Internal Components",
FLX-MOT-515,"Earpiece Speaker Replacement for Motorola Droid Turbo",Motorola,"Droid Turbo",1.9900,"XT1254 (Verizon)",Yes,"Internal Components",
SRN-SAM-1419,"LCD and Touch Screen Digitizer with Frame for Samsung Galaxy Grand Prime Duos Dual Sim - Gold",Samsung,"Galaxy Grand Prime",30.69,"G530FZ/DS (International)",Yes,"LCD and Touch Screen",
FLX-SAM-1454,"Earpiece Speaker for Samsung Galaxy Grand Prime",Samsung,"Galaxy Grand Prime",0.9900,"G530F (International)|G530Y (No Carrier)|G530H (No Carrier)",Yes,"Internal Components",
FLX-SAM-1453,"Rear Camera for Samsung Galaxy Core Prime",Samsung,"Galaxy Core Prime",0.9900,"G360 (International)",Yes,"Internal Components",
APL-003-1662,"Rear Camera Lens Glass Cover for iPhone 6S - Rose Gold (Pack of 10)",Apple,"iPhone 6S",4.4900,,Yes,"Internal Components",
APL-003-1663,"Rear Camera Lens Glass Cover for iPhone 6/6s - Silver (Pack of 10)",Apple,"iPhone 6",4.9900,"A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)",Yes,"Internal Components","iPhone 6S"
SRN-SAM-1414,"LCD Screen for Samsung Galaxy Core Prime",Samsung,"Galaxy Core Prime",14.8900,"G360 (International)",Yes,"LCD Screen",
FLX-SAM-1456,"Home Button Flex Cable for Samsung Galaxy Grand Prime",Samsung,"Galaxy Grand Prime",0.9900,"G530F (International)|G530Y (No Carrier)|G530H (No Carrier)",Yes,"Internal Components",
FLX-MIC-006,"Headphone Jack Volume Power Button Flex Cable Replacement for Microsoft Surface Pro 3",Microsoft,"Surface Pro 3",24.99,"Pro 3 (WIFI)",Yes,"Internal Components",
FLX-UCP-194,"Loudspeaker Replacement for Huawei Nexus 6P",Huawei,"Nexus 6P",2.9900,"6P (No Carrier)",Yes,"Internal Components",
ACC-ZRT-493,"Front Glass Adhesive Replacement for Microsoft Lumia 640",Nokia,"Lumia 640",0.2900,"640 (No Carrier)",No,"Adhesive Kits",
FLX-HUA-004,"Front Housing Replacement for Huawei Nexus 6P - Silver",Huawei,"Nexus 6P",14.99,"6P (No Carrier)",No,,
FLX-SAM-1463,"Vibration Motor for Samsung Galaxy S6 Edge Plus",Samsung,"Galaxy S6 Edge Plus",2.4900,"G928T (T-Mobile)|G928A (AT&T)|G928F (International)|G928V (Verizon)|G928P (Sprint)",Yes,"Internal Components",
APL-003-1655,"Left 3G Antenna for iPad Mini 3",Apple,"iPad Mini 3",3.75,"A1599 (WIFI)|A1600 (WIFI + Cellular)",Yes,"Internal Components",
APL-002-6432,"Rear Housing Replacement for iPod Touch (6th Generation) - Space Gray",Apple,"iPod Touch 6",9.7900,,No,,
APL-003-1659,"Loudspeaker for iPad Mini 3",Apple,"iPad Mini 3",3.17,"A1599 (WIFI)|A1600 (WIFI + Cellular)",Yes,"Internal Components",
APL-003-1658,"Charging Port Replacement for iPad Mini 3 - Black",Apple,"iPad Mini 3",4.12,"A1599 (WIFI)|A1600 (WIFI + Cellular)",Yes,"Internal Components",
FLX-HTC-610,"Charging Port Microphone Replacement for HTC One A9",HTC,"One A9",5.9900,"A9 (No Carrier)",Yes,"Internal Components",
FLX-SAM-1465,"Charging Port Flex Cable for Samsung Galaxy S6 Edge Plus G928P",Samsung,"Galaxy S6 Edge Plus",5.8900,"G928P (Sprint)",Yes,"Internal Components",
FLX-SNY-038,"Front Camera Flex Cable Replacement for Sony Xperia Z5 Compact",Sony,"Xperia Z5 Compact",1.9900,"Z5 Compact (No Carrier)",Yes,"Internal Components",
BTY-COV-1674,"Back Cover Replacement for Huawei Nexus 6P - Aluminium",Huawei,"Nexus 6P",29.99,"6P (No Carrier)",Yes,Housing,
SRN-LGM-616,"LCD and Touch Screen Digitizer for LG G Vista D631 VS880",LG,"G Vista",45.38,"D631 (AT&T)",Yes,"LCD and Touch Screen",
FLX-MOT-523,"NFC Antenna Replacement for Motorola Droid Turbo 2",Motorola,"Droid Turbo 2",9.99,"XT1585 (Verizon)|XT1581 (China)|XT1580 (No Carrier)",Yes,"Internal Components",
ACC-ZRT-498,"Front Glass Adhesive for LG G Vista 2",LG,"G Vista 2",3.95,"H740 (AT&T)",No,"Adhesive Kits",
FLX-MOT-524,"Rear Camera Replacement for Motorola Droid Turbo 2",Motorola,"Droid Turbo 2",6.9900,"XT1585 (Verizon)|XT1581 (China)|XT1580 (No Carrier)",Yes,"Internal Components",
SRN-LGM-614,"LCD and Touch Screen Digitizer for LG V10 H900 H901 VS990 - Space Black",LG,V10,41.6900,"H900 (AT&T)|H901 (T-Mobile)|VS990 (Verizon)",Yes,"LCD and Touch Screen",
FLX-LGM-607,"Earpiece Speaker for LG V10",LG,V10,1.9900,"H900 (AT&T)|H901 (T-Mobile)|VS990 (Verizon)",Yes,"Internal Components",
BTY-COV-1662,"Back Cover for Samsung Galaxy Core Prime - Black",Samsung,"Galaxy Core Prime",1.9900,"G360 (International)",Yes,Housing,
BTY-COV-1645,"Midframe Chassis for Samsung Galaxy Note 4 N910A N910T - Black",Samsung,"Galaxy Note 4",10.9900,"N910A (AT&T)|N910T (T-Mobile)",Yes,Housing,
FLX-SNY-039,"Rear Camera Flex Cable Replacement for Sony Xperia Z5 Compact",Sony,"Xperia Z5 Compact",1.9900,"Z5 Compact (No Carrier)",Yes,"Internal Components",
APL-002-6435,"Rear Housing Replacement for iPod Touch (6th Generation) - Red",Apple,"iPod Touch 6",9.7900,,No,,
ACC-ZRT-495,"Front Glass Adhesive Replacement for LG Nexus 5X",LG,"Nexus 5X",3.95,"5X (No Carrier)",No,"Adhesive Kits",
FLX-HUA-005,"Front Housing Replacement for Huawei Nexus 6P - Gold",Huawei,"Nexus 6P",14.99,"6P (No Carrier)",No,,
ACC-ZED-781,"Samsung Galaxy Tab Tablet 30-Pin USB Data Cable With Wall Charger - Black",Samsung,"Galaxy Tab 10.1",13.95,"P7500 (WIFI)|P7510 (WIFI + Cellular)|I905 (Verizon)|GT-P1010 (WIFI)|GT-P1000 (No Carrier)|SCH-I800 (Verizon)|P6810 (WIFI)|P6800 (WIFI + Cellular)|I815 (Verizon)|P7310 (WIFI)|P7300 (WIFI + Cellular)|I957 (AT&T)",No,"Data Cables","Galaxy Tab 7.0|Galaxy Tab 7.7|Galaxy Tab 8.9"
ACC-ZED-777,"iPhone 6 6S Tempered Glass Screen Protector with Cleaning Kit - Pack of 25",Apple,"iPhone 6",14.9900,"A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)",No,"Screen Protector","iPhone 6S"
FLX-MOT-525,"Proximity Sensor Replacement for Motorola Droid Turbo 2",Motorola,"Droid Turbo 2",4.99,"XT1585 (Verizon)|XT1581 (China)|XT1580 (No Carrier)",Yes,"Internal Components",
SRN-ONP-004,"LCD and Touch Screen Digitizer for OnePlus 3 - Gold",OnePlus,Three,134.99,"3 (No Carrier)",Yes,"LCD and Touch Screen",
" FLX-HUA-003","Front Housing Replacement for Huawei Nexus 6P - Black",Huawei,"Nexus 6P",14.99,"6P (No Carrier)",No,,
FLX-MIC-005,"Right Loudspeaker Replacement for Microsoft Surface Pro 3",Microsoft,"Surface Pro 3",13.99,"Pro 3 (WIFI)",Yes,"Internal Components",
APL-001-2252,"Glass With Frame for iPhone 6S Plus - Black",Apple,"iPhone 6S Plus",2.9900,,Yes,Glass,
FLX-SAM-1484,"Rear Camera for Samsung Galaxy S6 Active",Samsung,"Galaxy S6 Active",16.9900,"G890 (AT&T)",Yes,"Internal Components",
SRN-HTC-1155,"LCD and Touch Screen Digitizer for HTC Desire 816 - White",HTC,"Desire 816",29.34,"Desire 816 (No Carrier)",Yes,"LCD and Touch Screen",
FLX-LGM-604,"Charging Port Flex Cable for LG G5",LG,G5,6.0900,"H850 (No Carrier)|H850 (International)|VS987 (Verizon)|H820 (AT&T)|LS992 (Sprint)|H830 (T-Mobile)|US992 (US Cellular)",Yes,"Internal Components",
FLX-SAM-1488,"Sim Card Tray for Samsung Galaxy S6 Edge Plus - White Pearl",Samsung,"Galaxy S6 Edge Plus",6.95,"G928T (T-Mobile)|G928A (AT&T)|G928F (International)|G928V (Verizon)|G928P (Sprint)",Yes,"Internal Components",
FLX-SNY-042,"Charging Port Flex Cable Replacement for Sony Xperia Z5 Premium",Sony,"Xperia Z5 Premium",1.9900,"E6853 (No Carrier)|E6883 (No Carrier)",Yes,"Internal Components",
FLX-SNY-041,"Earpiece Speaker Replacement for Sony Xperia Z5 Premium",Sony,"Xperia Z5 Premium",1.9900,"E6853 (No Carrier)|E6883 (No Carrier)",Yes,"Internal Components",
FLX-LGM-620,"Rear Camera for LG G4",LG,G4,11.6900,"H815T (China)|H810 (AT&T)|H811 (T-Mobile)|LS991  (Sprint)|VS986 (Verizon)|US991 (US Cellular)",Yes,"Internal Components",
APL-003-1674,"iPad 2/3/4/Mini Backlight Diode IC Replacement",Apple,"iPad 2",1.99,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)|A1416 (WIFI)|A1430 (WIFI + Cellular)|A1403 (WIFI + Cellular)|A1458 (WIFI)|A1459 (WIFI + Cellular)|A1460 (WIFI + Cellular)",Yes,Backlight,"iPad 3|iPad 4"
FLX-LGM-606,"Headphone Jack Replacement for LG V10",LG,V10,2.0900,"H900 (AT&T)|H901 (T-Mobile)|VS990 (Verizon)",Yes,"Internal Components",
FLX-SAM-1470,"Charging Port Flex Cable for Samsung Galaxy S7 Edge G935P Sprint",Samsung,"Galaxy S7 Edge",4.4900,"G935P (Sprint)",Yes,"Internal Components",
APL-003-1665,"Front Glass Lens for iPhone 6S Plus - White (Premium)",Apple,"iPhone 6S Plus",1.9900,,Yes,Glass,
SRN-LGM-618,"LCD and Touch Screen Digitizer Replacement for LG Lucid 2 - Black",LG,"Lucid 2",69.95,"VS870 (Verizon)",Yes,"LCD and Touch Screen",
FLX-MIC-001,"Front Camera Flex Cable Replacement for Microsoft Surface Pro 3",Microsoft,"Surface Pro 3",29.99,"Pro 3 (WIFI)",Yes,"Internal Components",
FLX-ONP-001,"Front Camera Replacement for OnePlus 2",OnePlus,Two,39.99,"A2001 (No Carrier)|A2003 (No Carrier)|A2005 (No Carrier)",Yes,"Internal Components",
APL-003-1677,"Rear Camera Lens Glass Cover for iPhone 6/6 Plus - Gold",Apple,"iPhone 6",1.4900,"A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)|A1522 (AT&T)|A1522 (T-Mobile)|A1522 (International)|A1522 (No Carrier)|A1522 (Verizon)|A1524 (Sprint)|A1524 (No Carrier)|A1593 (China)",Yes,"Internal Components","iPhone 6 Plus"
ACC-ZED-783,"OCA Sticker for iPhone 6S Plus (Premium)",Apple,"iPhone 6S Plus",1.4900,,Yes,OCA,
FLX-SAM-1486,"Home Button Flex Cable for Samsung Galaxy S6 Edge Plus - Gold Platinum",Samsung,"Galaxy S6 Edge Plus",6.9900,"G928T (T-Mobile)|G928A (AT&T)|G928F (International)|G928V (Verizon)|G928P (Sprint)",Yes,"Internal Components",
FLX-MOT-529,"Front Camera Replacement for Motorola Moto X Pure Edition XT1575",Motorola,"Moto X Pure",2.9900,"X Style (No Carrier)",Yes,"Internal Components",
ACC-ZRT-491,"Front Glass Adhesive Replacement for Samsung Galaxy S6 Edge",Samsung,"Galaxy S6 Edge",0.9900,"G925A (AT&T)|G925T (T-Mobile)|G925V (Verizon)|G925P (Sprint)|G925F (International)|G925R (US Cellular)|G925I (International)|G9250 (International)|G925W8 (International)|G925K (International)|G925S (International)",No,"Adhesive Kits",
APL-002-6428,"Front Bezel for iPhone 6 - White (Premium)",Apple,"iPhone 6",1.9900,"A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)",Yes,Housing,
FLX-ONP-002,"Rear Camera Replacement for OnePlus 2",OnePlus,Two,34.99,"A2001 (No Carrier)|A2003 (No Carrier)|A2005 (No Carrier)",Yes,"Internal Components",
FLX-ZTE-002,"Front Camera Replacement for ZTE Warp Elite",ZTE,"Warp Elite",14.95,"Warp Elite (No Carrier)",Yes,"Internal Components",
APL-003-1672,"OCA Sticker for iPhone 6S Plus (Premium)",Apple,"iPhone 6S Plus",1.9900,,Yes,OCA,
