SKU,Name,Manufacturer,Model,Price,"Compatible Models",Parts,"Item Category","Supported Devices"
ACC-ZED-018,"Blackberry  Standard Mini USB Charger",Blackberry,"Bold 9000",1.65,"8310 (AT&T)|8330 (T-Mobile)|8330 (Sprint)|8350 (Sprint)|8520 (AT&T)|8520 (T-Mobile)|8530 (Boost Mobile)|8530 (Sprint)|8530 (Verizon)",No,"Wall Charging Sets","Curve |Curve 2"
ACC-ZED-024,"Blackberry Standard Micro USB Charger",Blackberry,"Bold 9000",3.95,"Bold 9000 (AT&T)|Bold 9000 (T-Mobile)|9700 (AT&T)|9700 (T-Mobile)|9900 (AT&T)|9930 (Verizon)|9300 (AT&T)|9300 (T-Mobile)|8900 (T-Mobile)|Q30 (AT&T)|2011 (WIFI)|SQN100-1  (AT&T)|SQN100-2  (Verizon)|SQN100-3  (International)|SQN100-4  (Sprint)|SQN100-5  (T-Mobile)|SQR100-1 (Virgin Mobile)|SQR100-1 (International)|SQR100-2 (Virgin Mobile)|SQR100-2 (T-Mobile)|SQR100-3 (International)|9800 (AT&T)|9630 (Verizon)|STL-100-1 (International)|STL-100-2 (International)|STL-100-3 (AT&T)|STL-100-3 (T-Mobile)|STL-100-4 (Sprint)|STA100-3 (Verizon)|STA100-1 (AT&T)|STA100-1 (T-Mobile)|STA100-2 (International)|STA100-4 (Sprint)",No,"Wall Charging Sets","Bold 9700|Bold Touch|Curve 3G|Curve 8900|Passport|PlayBook|Q10|Q5|Torch |Tour|Z10|Z30"
ACC-ZED-036,"VGA and USB Cable for Samsung Galaxy Tab 1 Models",Samsung,"Galaxy Tab 10.1",7.95,"P7500 (WIFI)|P7510 (WIFI + Cellular)|I905 (Verizon)|GT-P1010 (WIFI)|GT-P1000 (No Carrier)|SCH-I800 (Verizon)|P6210 (WIFI)|P6200 (WIFI + Cellular)|P6810 (WIFI)|P6800 (WIFI + Cellular)|I815 (Verizon)|P7310 (WIFI)|P7300 (WIFI + Cellular)|I957 (AT&T)",No,"Data Cables","Galaxy Tab 7.0|Galaxy Tab 7.0 Plus|Galaxy Tab 7.7|Galaxy Tab 8.9"
ACC-ZED-042,"Universal Gold Plated Auxiliary AUX Audio Cable - 3 Feet Long",Apple,"iPad 1",2.6900,"A1219 (WIFI)|A1337 (WIFI + Cellular)|A1416 (WIFI)|A1430 (WIFI + Cellular)|A1403 (WIFI + Cellular)|A1458 (WIFI)|A1459 (WIFI + Cellular)|A1460 (WIFI + Cellular)|A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)|A1566 (WIFI)|A1567 (WIFI + Cellular)|A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)|A1538 (WIFI)|A1550 (WIFI + Cellular)|A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)|A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)|A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1532 (AT&T)|A1532 (T-Mobile)|A1532 (Verizon)|A1532 (Sprint)|A1456 (Verizon)|A1456 (Sprint)|A1507 (AT&T)|A1507 (T-Mobile)| A1529 (AT&T)| A1529 (T-Mobile)| A1529 (China)|A1526 (China)|A1516 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)|A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)|A1522 (AT&T)|A1522 (T-Mobile)|A1522 (International)|A1522 (No Carrier)|A1522 (Verizon)|A1524 (Sprint)|A1524 (No Carrier)|A1593 (China)",No,"Other Accessories","iPad 2|iPad 3|iPad 4|iPad Air 1|iPad Air 2|iPad Mini 1|iPad Mini 2|iPad Mini 3|iPad Mini 4|iPhone 3G|iPhone 3GS|iPhone 4|iPhone 4S|iPhone 5|iPhone 5C|iPhone 5S|iPhone 6|iPhone 6 Plus|iPhone 6S|iPhone 6S Plus|iPod Nano 6|iPod Nano 7|iPod Touch 1|iPod Touch 2|iPod Touch 3|iPod Touch 4|iPod Touch 5|Watch 38mm|Watch 42mm"
ACC-ZED-090,"3 FOOT USB CABLE FOR IPOD, IPAD, AND IPHONE",Apple,"iPad 1",0.9900,"A1219 (WIFI)|A1337 (WIFI + Cellular)|A1416 (WIFI)|A1430 (WIFI + Cellular)|A1403 (WIFI + Cellular)|A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)|A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,"Data Cables","iPad 2|iPad 3|iPhone 3G|iPhone 3GS|iPhone 4|iPhone 4S|iPod Nano 6|iPod Nano 7|iPod Touch 1|iPod Touch 2|iPod Touch 3|iPod Touch 4"
ACC-ZED-096,"Expandable Data Cable for iPod, iPad, and iPhone 2G 3G 3GS 4 4S",Apple,"iPad 1",0.6900,"A1219 (WIFI)|A1337 (WIFI + Cellular)|A1416 (WIFI)|A1430 (WIFI + Cellular)|A1403 (WIFI + Cellular)|A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)|A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,"Data Cables","iPad 2|iPad 3|iPhone 3G|iPhone 3GS|iPhone 4|iPhone 4S|iPod Nano 6|iPod Nano 7|iPod Touch 1|iPod Touch 2|iPod Touch 3|iPod Touch 4"
ACC-ZED-110,"Wall Charger & 3 Foot USB Cable for iPod, iPad, and iPhone",Apple,"iPad 1",2.9900,,No,"Wall Charging Sets","iPad 2|iPad 3|iPhone 3G|iPhone 3GS|iPhone 4|iPhone 4S|iPod Nano 6|iPod Nano 7|iPod Touch 1|iPod Touch 2|iPod Touch 3|iPod Touch 4|iPod Touch 5"
ACC-ZED-114,"Dock Charger Upright Stand for iPhone 2G 3G 3GS WHITE",Apple,"iPhone 3G",0.6900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,"Wall Chargers","iPhone 3GS"
ACC-ZED-120,"Vertical Dock Charger Upright Stand for iPhone 4 4S White",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,"Wall Chargers","iPhone 4S"
ACC-ZED-138,"8-Pin Data Cable for iPhone 5 5S 5C 6 6 Plus 7 7 Plus 8 8 Plus X iPad 4 Mini 1 2 Air Pro (Standard)",Apple,"iPad 4",1.8900,"A1458 (WIFI)|A1459 (WIFI + Cellular)|A1460 (WIFI + Cellular)|A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)|A1566 (WIFI)|A1567 (WIFI + Cellular)|A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)|A1538 (WIFI)|A1550 (WIFI + Cellular)|A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1532 (AT&T)|A1532 (T-Mobile)|A1532 (Verizon)|A1532 (Sprint)|A1456 (Verizon)|A1456 (Sprint)|A1507 (AT&T)|A1507 (T-Mobile)| A1529 (AT&T)| A1529 (T-Mobile)| A1529 (China)|A1526 (China)|A1516 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)|A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)|A1522 (AT&T)|A1522 (T-Mobile)|A1522 (International)|A1522 (No Carrier)|A1522 (Verizon)|A1524 (Sprint)|A1524 (No Carrier)|A1593 (China)|A1660 (No Carrier)|A1778 (No Carrier)|A1779 (No Carrier)|A1661 (No Carrier)|A1784 (No Carrier)|A1785  (No Carrier)|A1863 (US Cellular)|A1863 (C-Spire)|A1863 (Verizon)|A1905 (AT&T)|A1905 (T-Mobile)|A1906 (No Carrier)|A1864 (C-Spire)|A1864 (US Cellular)|A1864 (Verizon)|A1897 (AT&T)|A1898 (No Carrier)",No,"Data Cables","iPad Air 1|iPad Air 2|iPad Mini 1|iPad Mini 2|iPad Mini 3|iPad Mini 4|iPhone 5|iPhone 5C|iPhone 5S|iPhone 6|iPhone 6 Plus|iPhone 6S|iPhone 6S Plus|iPhone 7|iPhone 7 Plus|iPhone 8|iPhone 8 Plus|iPhone X"
ACC-ZED-144,"Lightning To 30 Pin Adapter",Apple,"iPad 4",1.8900,"A1458 (WIFI)|A1459 (WIFI + Cellular)|A1460 (WIFI + Cellular)|A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)|A1566 (WIFI)|A1567 (WIFI + Cellular)|A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)|A1538 (WIFI)|A1550 (WIFI + Cellular)|A1584 (WIFI)|A1652 (WIFI + Cellular)|A1673 (WIFI)|A1674 (WIFI + Cellular)|A1675 (WIFI + Cellular)|A1429 (Verizon)|A1429 (Sprint)|A1442 (China)|A1532 (AT&T)|A1532 (T-Mobile)|A1532 (Verizon)|A1532 (Sprint)|A1456 (Verizon)|A1456 (Sprint)|A1507 (AT&T)|A1507 (T-Mobile)| A1529 (AT&T)| A1529 (T-Mobile)| A1529 (China)|A1526 (China)|A1516 (China)|A1533  (AT&T)|A1533  (T-Mobile)|A1533  (Verizon)|A1533  (Sprint)|A1457 (AT&T)|A1457 (T-Mobile)|A1530 (AT&T)|A1530 (T-Mobile)|A1530 (China)|A1453 (Verizon)|A1453 (Sprint)|A1518 (China)|A1528 (China)|A1549 (T-Mobile)|A1549 (AT&T)|A1549 (International)|A1549 (Verizon)|A1586 (Sprint)|A1586 (No Carrier)|A1589 (China)|A1522 (AT&T)|A1522 (T-Mobile)|A1522 (International)|A1522 (No Carrier)|A1522 (Verizon)|A1524 (Sprint)|A1524 (No Carrier)|A1593 (China)|A1662 (No Carrier)|A1723 (No Carrier)",No,"Connection Kits","iPad Air 1|iPad Air 2|iPad Mini 1|iPad Mini 2|iPad Mini 3|iPad Mini 4|iPad Pro 12.9(1st Gen)|iPad Pro 9.7|iPhone 5|iPhone 5C|iPhone 5S|iPhone 6|iPhone 6 Plus|iPhone 6S|iPhone 6S Plus|iPhone SE|iPod Touch 5"
ACC-ZED-150,"Wall Charger US Model for iPad 1 2 3 4 Mini 1 2 iPad Air 1 2",Apple,"iPad 1",3.9900,"A1219 (WIFI)|A1337 (WIFI + Cellular)|A1416 (WIFI)|A1430 (WIFI + Cellular)|A1403 (WIFI + Cellular)|A1458 (WIFI)|A1459 (WIFI + Cellular)|A1460 (WIFI + Cellular)|A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)|A1566 (WIFI)|A1567 (WIFI + Cellular)|A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)|A1538 (WIFI)|A1550 (WIFI + Cellular)",No,"Wall Chargers","iPad 2|iPad 3|iPad 4|iPad Air 1|iPad Air 2|iPad Mini 1|iPad Mini 2|iPad Mini 3|iPad Mini 4"
ACC-ZED-534,"Wall Charger Global International Model for iPad 1 2 3 4",Apple,"iPad 1",0.9900,"A1219 (WIFI)|A1337 (WIFI + Cellular)|A1416 (WIFI)|A1430 (WIFI + Cellular)|A1403 (WIFI + Cellular)|A1458 (WIFI)|A1459 (WIFI + Cellular)|A1460 (WIFI + Cellular)|A1474 (WIFI)|A1475 (WIFI + Cellular)|A1476 (WIFI + Cellular)|A1566 (WIFI)|A1567 (WIFI + Cellular)|A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)|A1538 (WIFI)|A1550 (WIFI + Cellular)",No,"Wall Chargers","iPad 2|iPad 3|iPad 4|iPad Air 1|iPad Air 2|iPad Mini 1|iPad Mini 2|iPad Mini 3|iPad Mini 4"
ACC-ZED-162,"Dock Charger Upright Stand for iPad 1 2 White",Apple,"iPad 1",4.46,"A1219 (WIFI)|A1337 (WIFI + Cellular)",No,"Wall Chargers","iPad 2"
ACC-ZED-174,"External Battery Charger Power Pack 1800mAh Case for iPhone 3G 3GS Black",Apple,"iPhone 3G",1.9900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)",No,"Charging Cases","iPhone 3GS"
ACC-APL-0006,"Plastic Back Case Cover for iPhone 3G 3GS  Clear",Apple,"iPhone 3G",0.9900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,Cases,"iPhone 3GS"
ACC-APL-0024,"Plastic Back Case Cover for iPhone 3G 3GS  Pink",Apple,"iPhone 3G",0.9900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,Cases,"iPhone 3GS"
ACC-APL-0042,"Plastic Back Case Cover for iPhone 3G 3GS  Yellow",Apple,"iPhone 3G",0.9900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,Cases,"iPhone 3GS"
ACC-APL-0054,"Rubber Back Case Cover for iPhone 3G 3GS  Black",Apple,"iPhone 3G",0.9900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,Cases,"iPhone 3GS"
ACC-APL-0060,"Rubber Back Case Cover for iPhone 3G 3GS  Blue",Apple,"iPhone 3G",0.9900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,Cases,"iPhone 3GS"
ACC-APL-0066,"Rubber Back Case Cover for iPhone 3G 3GS  Red",Apple,"iPhone 3G",0.9900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,Cases,"iPhone 3GS"
ACC-APL-0072,"Rubber Back Case Cover for iPhone 3G 3GS  White",Apple,"iPhone 3G",0.9900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,Cases,"iPhone 3GS"
ACC-APL-0078,"Rubber Back Case Cover for iPhone 3G 3GS  Yellow",Apple,"iPhone 3G",0.9900,"A1241 (AT&T)|A1324 (China)|A1303 (AT&T)|A1325 (China)",No,Cases,"iPhone 3GS"
ACC-APL-0090,"Alligator Skin Hard Shell Case for iPhone 4 4S Brown",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0096,"Alligator Skin Hard Shell Case for iPhone 4 4S Pink",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-1002,"Rubberized Smart TPU Cover Case for iPad 2 Pink",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-APL-1008,"Crystal Clear Plastic Cover Case for iPad 2 Red",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-APL-1014,"Crystal Clear Plastic Cover Case for iPad 2 Pink",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-APL-0102,"Alligator Skin Hard Shell Case for iPhone 4 4S Red",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-1026,"Crystal Clear Plastic Cover Case for iPad 2 Clear",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)",No,Cases,
ACC-APL-1038,"Smart Cover for iPad 2 3 Black",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)|A1416 (WIFI)|A1430 (WIFI + Cellular)|A1403 (WIFI + Cellular)",No,Cases,"iPad 3"
ACC-APL-1074,"Smart Cover for iPad 2 3 White",Apple,"iPad 2",1.9900,"A1395 (WIFI)|A1395 (EMC 2560) (WIFI)|A1396 (WIFI + Cellular)|A1397 (WIFI + Cellular)|A1416 (WIFI)|A1430 (WIFI + Cellular)|A1403 (WIFI + Cellular)",No,Cases,"iPad 3"
ACC-APL-1086,"Grip Hard Shell Standing Case for iPad Mini Orange",Apple,"iPad Mini 1",1.9900,"A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)",No,Cases,"iPad Mini 2|iPad Mini 3"
ACC-APL-1092,"Grip Hard Shell Standing Case for iPad Mini Red",Apple,"iPad Mini 1",1.9900,"A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)",No,Cases,"iPad Mini 2|iPad Mini 3"
ACC-APL-1116,"Grip Hard Shell Standing Case for iPad Mini White",Apple,"iPad Mini 1",1.9900,"A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)",No,Cases,"iPad Mini 2|iPad Mini 3"
ACC-APL-0114,"Carbon Fiber Back Cover Case for iPhone 4 4S White",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-1152,"Alligator Skin Standing Case for iPad Mini Red",Apple,"iPad Mini 1",1.9900,"A1432 (WIFI)|A1454 (WIFI + Cellular)|A1455 (WIFI + Cellular)|A1489 (WIFI)|A1490 (WIFI + Cellular)|A1491 (WIFI + Cellular)|A1599 (WIFI)|A1600 (WIFI + Cellular)",No,Cases,"iPad Mini 2|iPad Mini 3"
ACC-APL-0120,"Alligator Skin Leather Pouch Back Cover Case for iPhone 4 4S Black",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0126,"Alligator Skin Leather Pouch Back Cover Case for iPhone 4 4S White",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0138,"Bumper Case with Metal Keys for iPhone 4 4S Baby Blue",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0144,"Bumper Case with Metal Keys for iPhone 4 4S Baby Blue Black",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0156,"Bumper Case with Metal Keys for iPhone 4 4S Blurple and Black",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0162,"Bumper Case with Metal Keys for iPhone 4 4S Green",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0168,"Bumper Case with Metal Keys for iPhone 4 4S Green and Black",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0174,"Bumper Case with Metal Keys for iPhone 4 4S Orange",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0180,"Bumper Case with Metal Keys for iPhone 4 4S Orange and Black",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0186,"Bumper Case with Metal Keys for iPhone 4 4S Pink",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0192,"Bumper Case with Metal Keys for iPhone 4 4S Pink and Black",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0198,"Bumper Case with Metal Keys for iPhone 4 4S Red and Black",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0204,"Bumper Case for iPhone 4 4S White",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0210,"Bumper Case with Metal Keys for iPhone 4 4S White and Black",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0216,"Bumper Case with Metal Keys for iPhone 4 4S Yellow and Black",Apple,"iPhone 4",0.6900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0222,"Calculator Rubber Back Cover for iPhone 4 4S Black",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
ACC-APL-0228,"Calculator Rubber Back Cover for iPhone 4 4S Light Blue",Apple,"iPhone 4",0.9900,"A1332 (AT&T)|A1332 (T-Mobile)|A1349 (Verizon)|A1349 (C-Spire)|A1431 (China)|A1387 (Verizon)|A1387 (Sprint)|A1387 (C-Spire)|A1387 (Metro PCS)|A1387 (Cricket)|A1387 (AT&T)|A1387 (T-Mobile)",No,Cases,"iPhone 4S"
