SKU,ItemName,"Raw Cost","True Cost",Default,D1,D3,D10,L1,L3,L10,B1,B3,B10,S1,S3,S10,G1,G3,G10,P1,P3,P10,Dm1,Dm3,Dm10,"is ignored?"
TAB-SRN-432,"LG Nexus 7 Touch Screen Digitizer + LCD Screen Assembly Grade B",0,24,31.2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-434,"Motorola Xoom 10.1 ZX600 LCD Screen Grade B",0,0,66.4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-436,"Motorola Xoom 10.1 ZX600 Touch Screen Digitizer - Black Grade B",0,0,56.9800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-438,"Pantech ATT Element P4100 Tablet Touch Screen Digitizer Grade B",0,0,18.9600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-440,"Samsung Galaxy 7.0&quot; Plus P6200 P6210 LCD Screen Grade B",0,0,39.8700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-442,"Samsung Galaxy Note 8.0 N5100 Digitizer Touch Screen - White Grade B",0,9.83,15.8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-444,"Samsung Galaxy Note N8000 10.1 Touch Screen Digitizer - Black Grade B",0,7.65,12.3165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-446,"Samsung Galaxy Tab 10.1 P7500 P7510 Touch Screen Digitizer - White Grade B",0,8.62,15.6492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-448,"Samsung Galaxy Tab 2 7.0 P3113 Student Edition Digitizer - White Grade B",0,8.05,13.7655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-450,"Samsung Galaxy Tab 3 10.1 GT P5210 (Wifi Version) Digitizer White Grade B",0,9.68,14.6736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-452,"Samsung Galaxy Tab 3 7.0 SM T210 Digitizer White Grade B",0,6.17,11.5598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-454,"Samsung Galaxy Tab 3 8.0 SM T310 (Wifi Version) Digitizer White Grade B",0,9.24,14.3773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-456,"Samsung Galaxy Tab 3 Lite SM T110 Digitizer White Grade B",0,12.72,18.3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-458,"Samsung Galaxy Tab 8.9 i957 P7300 Touch Screen Digitizer - Black Grade B",0,12.1,17.4240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-460,"Samsung Galaxy Tab 8.9 i957 P7300 Touch Screen Digitizer - White Grade B",0,0,18.0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-462,"Samsung Galaxy Tab SGH-T849 P1000 Touch Screen Digitizer Grade B",0,8.46,13.6206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-464,"Sony Tablet S SGPT111US/S  Touch Screen Digitizer Grade B",0,8.15,13.1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-466,"Touch Screen Digitizer for Samsung Galaxy TAB 3 SM-T210R Black Grade B",0,6.47,11.3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-468,"Amazon Kindle Fire HD 7.0 LCD Screen Pre-2013 Version - Grade B",0,15.86,22.5212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-470,"Amazon Kindle Fire HD Touch Screen Digitizer Grade B",0,13.3,20.2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-472,"Asus TF300 TF300T Transformer Pad LCD Screen  Grade B",0,24.15,32.7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-474,"RCA 7 Tablet RCT6077W2 RCT6378W2 LCD Screen Grade B",0,0,24.6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-476,"Samsung Galaxy Note 10.1 Tablet LCD Screen Grade B",0,60.62,76.9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-478,"Samsung Galaxy Tab 10.1 P7500 P7510 Touch Screen Digitizer - Black Grade B",0,8.49,13.6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-480,"Samsung Galaxy Tab 2 10.1 P5113 P5100 Touch Screen Digitizer - Black Grade B",0,7.24,12.5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-482,"Samsung Galaxy Tab 2 10.1 P5113 Touch Screen Digitizer - White Grade B",0,7.19,14.2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-484,"Samsung Galaxy Tab 2 7.0 P3113 P3100 Touch Screen Digitizer - Black Grade B",0,7.87,12.5258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-486,"Samsung Galaxy Tab 3 10.1 GT P5210 (Wifi Version) Digitizer Black Grade B",0,11.87,16.5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-488,"Samsung Galaxy Tab T849 P1000 LCD + Touch Screen Digitizer Grade B",0,0,37.9700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-490,"Samsung Galaxy Tab/Tab 2 10.1 5113 P7500 LCD Screen Grade B",0,34.36,43.3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-492,"Samsung Galaxy Note N8000 10.1 Touch Screen Digitizer - White Grade B",0,0,17.0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAB-SRN-494,"Samsung Galaxy Tab Plus P6210 P6200 Touch Screen Digitizer Grade B",0,11.2,16.1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTS810014,"BinTEK™ 8-Piece Cell Phone Repair Tool Kit For iPod Touch 1/2/3/4/5/6",4.2,0.91,8.9500,8.95,8.85,0,3.95,3.75,0,0,0,0,2.95,3.5,0,2.95,3.5,0,2.99,3.59,0,2.95,3.5,0,1
BTY-COV-628,"HTC Inspire Back Bottom Cover Housing Grade A",0,0,1.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-626,"HTC Inspire Back Battery Door Cover Grade A",0,2.63,4.9313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-624,"HTC HD2 T8585 Mid Frame Chassis   Grade A",0,0,6.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-674,"LG Optimus 3D P920 Thrill P925 Back Housing Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-672,"LG Nitro P930 Back Battery Door Cover - Black Grade A",0,0,8.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-690,"LG Optimus F7 LG870 LG 870 Midframe Bezel Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-670,"LG Motion 4G MS770 Middle Frame Bezel Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-668,"LG Motion 4G MS770 Front Frame - Black Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-688,"LG Optimus F3 P659 Middle frame Bezel Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-686,"LG Optimus F3 P659 Inner Front Screen Frame Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-720,"LG Spectrum VS920 Back Battery Door Cover - Black Grade A",0,0,6.2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-722,"LG Venice LG730 Middle Frame Chassis Bezel Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-634,"HTC ONE SV Back Housing Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-642,"LG G2 Mini D620 Back Battery Door Cover LG Logo Black Grade A",0,0,18.9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-694,"LG Optimus G LS970 Front Frame Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-692,"LG Optimus F7 LG870 LG 870 Rear Housing Frame - Black Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-700,"LG Optimus G2 Back Battery Door Cover - White Grade A",0,0,18.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-698,"LG Optimus G PRO E980 Back Housing Grade A",0,14.83,21.1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-696,"LG Optimus G LS970 Midframe Chassis Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-710,"LG Optimus G2 Verizon VS980 Rear Housing Frame Grade A",0,0,7.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-712,"LG Optimus L9 MS769 Back Frame Housing Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-714,"LG Optimus L9 MS769 Front Screen Frame Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-718,"LG Optimus P920 Thrill P925 Back Battery Door Cover - Black Grade A",0,0,5.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-716,"LG Optimus L9 MS769 Middle frame Chassis Bezel Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-702,"LG Optimus G2 D800 D801 D802 D803 Midframe Chassis Grade A",0,4.3,7.4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-704,"LG Optimus G2 D800 D801 D802 D803 Rear Housing Frame Grade A",0,0,6.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-706,"LG Optimus G2 Verizon VS980 Backdoor Battery Cover - Black Grade A",0,11.07,16.0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-708,"LG Optimus G2 Verizon VS980 Middle frame Bezel Grade A",0,9.66,13.9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-648,"LG G3 D850 Battery Cover with NFC-QI Wireless Charging AT&amp;T - White Grade A",0,6.42,11.1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-622,"HTC Evo 4G Full Housing Midframe Chasis Back Battery Cover Grade A",0,0,8.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-630,"HTC One M8 Back Battery Door Cover Housing Black Grade A",0,13.63,20.5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-632,"HTC ONE SV Back Battery Door Cover Red Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-684,"LG Optimus F3 P659 Back Housing Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-682,"LG Optimus Exceed VS840PP Middle frame Bezel Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-680,"LG Optimus Exceed VS840PP Back Housing Frame Grade A",0,0,2.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-678,"LG Optimus Black P970 Back Battery Door Cover - Black Grade A",0,0,5.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-676,"LG Optimus 3D P920 Thrill P925 Mid Frame Chassis Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-666,"LG Motion 4G MS770 Back Housing Frame Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-664,"LG L9 P760 Back Battery Door Cover - Black Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-662,"LG Intuition VS950 Midframe Chassis Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-660,"LG G3 VS985 Battery Cover with NFC-QI Wireless Charging Verizon - White Grade A",0,11.57,16.7765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-658,"LG G3 VS985 Battery Cover with NFC-QI Wireless Charging Verizon - Gold Grade A",0,7.01,11.3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-656,"LG G3 VS985 Battery Cover with NFC-QI Wireless Charging Verizon - Black Grade A",0,6.33,11.3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-654,"LG G3 D851 Battery Cover with NFC-QI Wireless Charging T-Mobile - White Grade A",0,6.63,10.9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-652,"LG G3 D851 Battery Cover with NFC-Qi Wireless Charging T-Mobile - Black Grade A",0,6.63,10.9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-650,"LG G3 D850 D851 D855 VS985 LS990 Battery Cover with NFC-Qi Wireless Charging - Gold Grade A",0,6.77,11.1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-646,"LG G3 D850 Battery Cover with NFC-Qi Wireless Charging AT&amp;T - Black Grade A",0,6.63,10.9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-644,"LG G2 Mini D620 Back Battery Door Cover LG Logo White Grade A",0,0,18.9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-640,"LG G Flex D950 D955 D958 D959 F340 LS995 Back Housing Cover Grade A",0,7.96,13.0300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-638,"HTC Vivid Back Battery Door Cover Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-636,"HTC Sensation Back Battery Cover Grade A",0,5.44,8.4923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-620,"HTC Evo 4G Back Battery Cover  Grade A",0,4.42,7.6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-618,"HTC EVO 3D Baterry Cover Back Door Grade A",0,2.81,5.2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTT110002,"BinTEK™ 4.5&quot; Premium Suction Cup",0,0,9.9500,9.95,9.95,0,4.89,4.79,0,0,0,0,4.55,4.79,0,4.55,4.79,0,4.59,4.79,0,4.55,4.79,0,0
BTY-COV-734,"Motorola Atrix 4G MB860 Midframe Metal LCD Bracket Grade A",0,0,4.4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-732,"Motorola Atrix 2 MB865 LCD Rear Metal Plate Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-730,"Motorola Atrix 2 MB865 Back Housing Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-736,"Motorola Atrix HD MB886 Back Housing Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-738,"Motorola Atrix HD MB886 Front Frame - Black Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-740,"Motorola Atrix HD MB886 Front Frame - White Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-742,"Motorola Atrix HD MB886 Internal Aluminum Battery Chassis Frame Grade A",0,0,2.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-744,"Motorola Droid 3 XT862 Back Housing Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-746,"Motorola Droid 3 XT862 Keypad Bezel Frame Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-748,"Motorola Droid 3 XT862 XT883 Slide Metal Plate Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-750,"Motorola Droid 4 XT894 Back Housing Grade A",0,0,9.8550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-752,"Motorola Droid 4 XT894 Back Housing Frame Grade A",0,0,9.8550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-754,"Motorola Droid 4 XT894 Keypad With Keypad Bezel Frame Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-756,"Motorola Droid 4 XT894 Metal Slide Rail Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-758,"Motorola Droid Bionic XT875 Middle frame Chassis Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-760,"Motorola Droid M XT907 Front Lower Trim Frame Cover - Black Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-762,"Motorola Droid M XT907 Front Lower Trim Frame Cover - White Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-764,"Motorola Droid M XT907 Midframe Chassis Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-766,"Motorola Droid MAXX XT1080M XT1080 Rear Housing Lower Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-768,"Motorola Droid MAXX XT1080M XT1080 Rear Housing Upper Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-770,"Motorola Droid Razr MAXX XT912 Metal Battery Bracket Frame - Black Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-772,"Motorola Droid Razr XT912 Battery Housing EB40 Grade A",0,0,6.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-774,"Motorola Droid Razr XT912 Front Housing Frame Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-776,"Motorola Droid Razr XT912 Metal Battery Bracket Frame - Silver Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-778,"Motorola Droid X2 MB870 Back Frame Housing Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-780,"Motorola Droid X2 MB870 Front Frame And Keypad Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-782,"Motorola Droid X2 MB870 Middle Frame Bezel Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-784,"Motorola MOTO X XT1060 Midframe Housing Lower Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-786,"Motorola MOTO X XT1060 Midframe Housing Upper Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-788,"Motorola Photon 4G MB855 Back Battery Door Cover Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-790,"Motorola Photon 4G MB855 Mid Frame Bezel Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-792,"Motorola Photon 4G MB855 Rear Housing Frame Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-794,"Motorola Photon Q 4G LTE XT897 Back Housing Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-796,"Motorola Photon Q 4G LTE XT897 Keypad With Keypad Bezel Frame Grade A",0,0,4.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-798,"Motorola Photon Q 4G LTE XT897 Metal Slide Rail Grade A",0,0,3.9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-800,"Samsung Galaxy i515 Back Battery Door Cover - Gray Grade A",0,2.72,5.1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-802,"Samsung Galaxy Mega 6.3 i9200 Back Battery Door Cover – Black Grade A",0,1.87,3.2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-804,"Samsung Galaxy Mega 6.3 i9200 Back Battery Door Cover - White Grade A",0,2.14,3.8300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-806,"Samsung Galaxy Mega 6.3 i9200 i9205 i527 Midframe Bezel - Silver Grade A",0,3.98,7.3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTY-COV-808,"Samsung Galaxy Note 2 i317 ATT Battery Door - Titanium Gray Grade A",0,2.37,4.4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
