SKU,ItemName,Raw Cost,True Cost,D1,D3,D10,L1,L3,L10,B1,B3,B10,S1,S3,S10,G1,G3,G10,P1,P3,P10,Dm1,Dm3,Dm10,"is ignored?,,,,,"
BT-BP-30114,BinTEKÖ LG Optimus G2 /BL-54SG F320 2610mAH Li-Ion Premium Battery,20,3.7,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,1
BT-BP-30116,BinTEKÖ LG Volt LS740/BL-64SH 3000mAH Li-Ion Premium Battery,3.71,5.83,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,1
BT-BP-30118,BinTEKÖ LG Optimus F60/BL-41A1H 2020mAH Li-Ion Premium Battery,18,3.15,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,1
BT-BP-30120,BinTEKÖ Motorola Droid Ultra XT1080 EU20 2130mAH Li-Polymer Premium Battery,27,6.53,14.99,14.79,14.49,14.99,14.79,14.49,14.99,14.79,14.49,14.99,14.79,14.49,14.99,14.79,14.49,14.99,14.79,14.49,14.99,14.79,14.49,1
BT-BP-30120K,BinTEKÖ Motorola Droid Ultra XT1080 EU20 2130mAH Li-Polymer Premium Battery with Tools,0,0,18.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30122,BinTEKÖ Motorola Droid Razr HD EV30 2460mAH Li-Polymer Premium Battery,26,5.09,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,1
BT-BP-30122K,BinTEKÖ Motorola Droid Razr HD EV30 2460mAH Li-Polymer Premium Battery with Tools,0,0,16.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30124,BinTEKÖ Motorola Droid Razr Maxx HD XT926 EV40 3300mAH Li-Polymer Premium Battery,24,4.48,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,1
BT-BP-30124K,BinTEKÖ Motorola Droid Razr Maxx HD XT926 EV40 3300mAH Li-Polymer Premium Battery with Tools,0,0,16.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30126K,BinTEKÖ Motorola Moto G XT1031 XT1032 XT1033 ED30 2070mAH Li-Polymer Premium Battery with Tools,0,0,16.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30128,BinTEKÖ Motorola HP6X 1550mAH Li-Ion Premium Battery,3.2,4.07,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,1
BT-BP-30130,BinTEKÖ Motorola Moto E XT1021 XT1022 XT1025 EL40/BL40 2000mAH Li-Polymer Premium Battery,20,3.11,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,1
BT-BP-30130K,BinTEKÖ Motorola Moto E XT1021 XT1022 XT1025 EL40/BL40 2000mAH Li-Polymer Premium Battery with Tools,0,0,15.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30132,BinTEKÖ Motorola Droid Turbo XT1254 EQ40 3900mAH Li-Polymer Premium Battery,26,4.78,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,1
BT-BP-30132K,BinTEKÖ Motorola Droid Turbo XT1254 EQ40 3900mAH Li-Polymer Premium Battery with Tools,0,0,15.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30134,BinTEKÖ Motorola Moto X 2nd Gen EY30 2300mAH Li-Polymer Premium Battery,25,4.47,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,1
BT-BP-30134K,BinTEKÖ Motorola Moto X 2nd Gen EY30 2300mAH Li-Polymer Premium Battery with Tools,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BT-BP-30136,BinTEKÖ Samsung P1000/Tab 4000mAH Li-Polymer Premium Battery,22,5.09,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,1
BT-BP-30136K,BinTEKÖ Samsung P1000/Tab 4000mAH Li-Polymer Premium Battery with Tools,0,0,19.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30138,BinTEKÖ Samsung Galaxy Tab 3 10.1 P5200 6800mAH Li-Polymer Premium Battery,35,7.72,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,1
BT-BP-30138K,BinTEKÖ Samsung Galaxy Tab 3 10.1 P5200 6800mAH Li-Polymer Premium Battery with Tools,0,0,21.99,,,,,,,,,,,,,,,,,,,,,
BT-BP-30140,BinTEKÖ Samsung Galaxy Tab 10.1 P7500/Note 10.1 N8000 7000mAH Li-Polymer Premium Battery,38,6.32,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,1
BT-BP-30140K,BinTEKÖ Samsung Galaxy Tab 10.1 P7500 7000mAH Li-Polymer Premium Battery with Tools,0,0,18.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30142,BinTEKÖ Samsung Galaxy Note 8.0 N5100 SGH-i467 4600mAH Li-Polymer Premium Battery,29,6.28,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,1
BT-BP-30142K,BinTEKÖ Samsung Galaxy Note 8.0 N5100 SGH-i467 4600mAH Li-Polymer Premium Battery with Tools,0,0,18.99,,,,,,,,,,,,,,,,,,,,,
BT-BP-30144,BinTEKÖ Samsung Galaxy Tab 3 Lite T110 3600mAH Li-Polymer Premium Battery,22,4.12,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,1
BT-BP-30144K,BinTEKÖ Samsung Galaxy Tab 3 Lite T110 3600mAH Li-Polymer Premium Battery with Tools,0,0,17.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30146,BinTEKÖ Samsung  Galaxy Note 10.1 2014 Edition P600 8220mAH Li-Polymer Premium Battery,36.5,7.95,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,1
BT-BP-30146K,BinTEK Samsung Galaxy Note 10.1 2014 Edition P600 8220mAH Li-Poly Premium Battery with Tools,0,0,22.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30148,BinTEKÖ Samsung Galaxy Tab 4 T331 4450mAH Li-Polymer Premium Battery,27,6.53,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,1
BT-BP-30148K,BinTEKÖ Samsung Galaxy Tab 4 T331 4450mAH Li-Polymer Premium Battery with Tools,0,0,19.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30150K,BinTEKÖ Samsung Galaxy Tab 4 10.1/T530 6800mAH Li-Polymer Premium Battery with Tools,0,0,19.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30152,BinTEKÖ Samsung Galaxy Tab 8.9 P7300 6100mAH Li-Polymer Premium Battery,8.45,9.32,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,1
BT-BP-30152K,BinTEKÖ Samsung Galaxy Tab 8.9 P7300 6100mAH Li-Polymer Premium Battery with Tools,0,0,26.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30154,BinTEKÖ Samsung S6 2550mAH Li-Polymer Premium Battery,19,3.55,10.99,10.79,10.49,10.99,10.79,10.49,10.99,10.79,10.49,10.99,10.79,10.49,10.99,10.79,10.49,10.99,10.79,10.49,10.99,10.79,10.49,1
BT-BP-30154K,BinTEKÖ Samsung S6 2550mAH Li-Polymer Premium Battery with Tools,0,0,14.99,,,,,,,,,,,,,,,,,,,,,
BT-BP-30156,BinTEKÖ Samsung Galaxy S6 Edge 2600mAH Li-Polymer Premium Battery,25,4.94,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,1
BT-BP-30156K,BinTEKÖ Samsung S6 Edge 2600mAH Li-Polymer Premium Battery with Tools,0,0,16.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30158,BinTEKÖ iPod Touch 4 980mAH Li-Polymer Premium Battery,20,3.88,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,1
BT-BP-30158K,BinTEKÖ iPod Touch 4 980mAH Li-Polymer Premium Battery with Tools,0,0,11.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30164,BinTEKÖ LG Optimus G2 BL-T7 3000mAH Li-Polymer Premium Battery,16,2.84,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,1
BT-BP-30164K,BinTEKÖ LG Optimus G2 BL-T7 3000mAH Li-Polymer Premium Battery with Tools,0,0,10.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30165,BinTEKÖ LG G Pad V500 BL-T10 4600mAH Li-Polymer Premium Battery,58,10.66,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,1
BT-BP-30165K,BinTEKÖ LG G Pad V500 BL-T10 4600mAH Li-Polymer Premium Battery with Tools,0,0,25.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BT-BP-30166,BinTEKÖ LG Optimus Pad V900 6400mAH Li-Polymer Premium Battery,10.33,11.2,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,1
BT-BP-30166K,BinTEKÖ LG Optimus Pad V900 6400mAH Li-Polymer Premium Battery with Tools,0,0,27.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30167,BinTEKÖ Asus Nexus 7 4270mAH Li-Polymer Premium Battery,35,7.72,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,1
BT-BP-30167K,BinTEKÖ Asus Nexus 7 4270mAH Li-Polymer Premium Battery with Tools,0,0,21.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30168,BinTEKÖ Asus Nexus 7 2nd Generation 3950mAH Li-Polymer Premium Battery,35,6.44,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,1
BT-BP-30168K,BinTEKÖ Asus Nexus 7 2nd Generation 3950mAH Li-Polymer Premium Battery with Tools,0,0,19.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30172,BinTEKÖ Samsung Tab 4 T230 4000mAH Li-Polymer Premium Battery,25,6.23,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,17.99,17.79,17.49,1
BT-BP-30172K,BinTEKÖ Samsung Tab 4 T230 4000mAH Li-Polymer Premium Battery with Tools,0,0,20.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30173,BinTEKÖ Samsung Tab 4 T330 4450mAH Li-Polymer Premium Battery,39,7.7,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,1
BT-BP-30173K,BinTEKÖ Samsung Tab 4 T330 4450mAH Li-Polymer Premium Battery with Tools,0,0,21.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30178,BinTEKÖ Samsung Galaxy Tab S T700 4900mAH Li-Polymer Premium Battery,38,7.42,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,1
BT-BP-30178K,BinTEKÖ Samsung Galaxy Tab S T700 4900mAH Li-Polymer Premium Battery with Tools,0,0,21.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30180,BinTEKÖ Sony XPeria Z L36H 2330mAh Li-Polymer Premium Battery,18,5.19,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,1
BT-BP-30180K,BinTEKÖ Sony XPeria Z L36H 2330mAh Li-Polymer Premium Battery with Premium Tool Kit,0,0,18.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30182,BINTEKÖ Sony L39h Xperia Z1 C6902 C6903 C6906 3000 mAH Li-Polymer Premium Battery,19,5.33,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,1
BT-BP-30182K,BINTEKÖ Sony L39h Xperia Z1 C6902 C6903 C6906 3000 mAH Li-Polymer Premium Battery with Tools,0,0,18.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BT-BP-30184,BINTEKÖ Sony Xperia Z3 Dual Battery 3100 mAH Li-Polymer Premium Battery,18,3.4,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,1
BT-BP-30184K,BINTEKÖ Sony Xperia Z3 Dual Battery 3100 mAH Li-Polymer Premium Battery with Tools,0,0,11.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30186,BINTEKÖ Sony Xperia Z3v Dual Battery 3200 mAH Li-Polymer Premium Battery,21,3.86,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,8.99,8.79,8.49,1
BT-BP-30186K,BINTEKÖ Sony Xperia Z3v Dual Battery 3200 mAH Li-Polymer Premium Battery with Tools,0,0,11.99,,,,,,,,,,,,,,,,,,,,,1
BT-BP-30188,BinTEKÖ Samsung Tab Pro 8.4 T320 T321 T325 T4800e 4800mAH Li-Polymer Premium Battery,28,4.87,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,13.99,13.79,13.49,1
BT-BP-30196,BinTEKÖ iPhone 6S Plus 2750mAH Li-Po Premium Battery ,32,7.27,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,1
BT-BP-30198,BinTEK Samsung Galaxy Tab Active EB-BT365BBC 4450mAh Premium Battery,65,10.91,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,1
BT-BP-30200,BinTEKÖ LG Leon BL-41ZH 1820mAh Li-Ion Premium Battery,19,2.95,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,7.99,7.79,7.49,1
BT-BP-30202,BinTEKÖ Samsung Ativ Pro AA-PLZN4NP 6540mAh Li-Polymer Premium Battery,150,23.08,33.99,32.31,32.08,0,31.16,30.93,0,0,0,0,30.7,30.47,0,30.47,30.23,0,30.09,29.79,0,29.77,29.54,"0,,,,,"
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30204,BinTEKÖ iPod Touch 6 1043mAH Li-Polymer Premium Battery,33,5.6,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30206,BinTEKÖ Apple iPad 1 6600mAH Li-Polymer Premium Battery,43,8.03,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30208,BinTEKÖ Apple iPad 2 6930mAH Li-Polymer Premium Battery,41,7.33,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30210,BinTEKÖ Apple iPad 3/4 11560mAH Li-Polymer Premium Battery,66,12.35,19.99,19.79,19.49,19.99,19.79,19.49,19.99,19.79,19.49,19.99,19.79,19.49,19.99,19.79,19.49,19.99,19.79,19.49,19.99,19.79,19.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30214,BinTEKÖ Apple iPad Air 1 8820mAH Li-Polymer Premium Battery,55,9.42,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,18.99,18.79,18.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30216,BinTEKÖ Apple iPad Air 2 7340mAH Li-Polymer Premium Battery,40,7.18,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30218,BinTEKÖ Apple iPad Mini 1 4490mAH Li-Polymer Premium Battery,30,5.37,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,15.99,15.79,15.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30220,BinTEKÖ Apple iPad Mini 2/3 6470mAH Li-Polymer Premium Battery,45,7.93,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,16.99,16.79,16.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30224,BinTEKÖ Apple iPad Mini 4 5124mAH Li-Polymer Premium Battery,120,18.81,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30226,BinTEKÖ Apple iPad Pro 12.9 10307mAH Li-Polymer Premium Battery,120,18.81,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30228,BinTEKÖ Apple iPad Pro 9.7 7306mAH Li-Polymer Premium Battery,120,18.81,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,29.99,29.79,29.49,1
,,,,,,,,,,,,,,,,,,,,,,,,,
BT-BP-30230,BinTEKÖ Samsung Galaxy S7 3000mAH Li-Polymer Premium Battery,24,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,12.99,12.79,12.49,1,1
BT-BP-30232,BinTEKÖ Microsoft Surface 2/RT2 4220mAH Li-Polymer Premium Battery,0,0,29.99,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30234,BinTEKÖ Microsoft Surface RT 4120mAH Li-Polymer Premium Battery,0,0,24.99,24.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30236,BinTEKÖ Microsoft Surface Pro 1 5500mAH Li-Polymer Premium Battery,0,0,29.99,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30238,BinTEKÖ LG G-Pad 10.1 V700 8000mAH Li-Polymer Premium Battery,0,0,29.99,29.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30240,BinTEKÖ Sony Xperia Tablet Z 6000mAH Li-Polymer Premium Battery,0,0,18.99,18.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30242,BinTEKÖ Huawei Nexus 6P 3550mAH Li-Polymer Premium Battery,0,0,16.99,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30244,BinTEKÖ Samsung Galaxy Note 5 3000mAH Li-Polymer Premium Battery,0,0,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30246,BinTEKÖ Huawei Ascend P7 2500mAH Li-Polymer Premium Battery,0,0,13.99,13.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30248,BinTEKÖ Huawei P8 2600mAH Li-Polymer Premium Battery,0,0,15.99,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30250,BinTEKÖ Huawei P8lite 2200mAH Li-Polymer Premium Battery,0,0,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30252,BinTEKÖ HTC One M9 2840mAH Li-Polymer Premium Battery,0,0,13.99,13.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30254,BinTEKÖ Sony Xperia M4 Aqua 2400mAH Li-Polymer Premium Battery,0,0,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30256,BinTEKÖ LG G Pad 7.0 V400 4000mAH Li-Polymer Premium Battery,0,0,21.99,21.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30258,BinTEKÖ Huawei Honor 7 3100mAH Li-Polymer Premium Battery,0,0,19.99,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30260,BinTEKÖ Sony Xperia Z3 Compact 2600mAH Li-Polymer Premium Battery,0,0,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30262,BinTEKÖ Sony Xperia T3 2500mAH Li-Polymer Premium Battery,0,0,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30264,BinTEKÖ Samsung Galaxy Tab A 8.0 4200mAH Li-Polymer Premium Battery,0,0,19.99,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30266,BinTEKÖ HTC Desire Eye 2400mAH Li-Polymer Premium Battery,0,0,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30268,BinTEKÖ Samsung Galaxy Core Prime 2000mAH Li-Polymer Premium Battery,0,0,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30270,BinTEKÖ Samsung Galaxy S4 Mini 1900mAH Li-Polymer Premium Battery,0,0,14.95,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30272,BinTEKÖ Samsung Galaxy Grand Prime 2600mAH Li-Polymer Premium Battery,0,0,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30274,BinTEKÖ HTC Desire 626 2000mAH Li-Polymer Premium Battery,0,0,11.99,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30276,BinTEKÖ Huawei Ascend Y530 1750mAH Li-Ion Premium Battery,0,0,14.99,14.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30278,BinTEKÖ HTC Rezound 1620mAH Li-Ion Premium Battery,0,0,9.99,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30280,BinTEKÖ LG G4 Beat 2300mAH Li-Ion Premium Battery,0,0,13.99,13.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30282,BinTEKÖ Samsung Gear S SM-R750 300mAh Li-Polymer Premium Battery,75,12.09,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,22.99,22.79,22.49,1
BT-BP-30284,BinTEKÖ iPhone SE 1624mAh Li-Polymer Premium Battery,0,0,19.99,19.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30286,BinTEK Apple Watch 42mm 250mAh Li-Polymer Premium Battery,0,0,16.99,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BT-BP-30288,BinTEK Apple Watch 38mm 205mAh Li-Polymer Premium Battery,0,0,16.99,16.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,,,,,"
BTE710001,BinTEK Temperature Adjustable Heat Gun,15,16,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,24.99,24.79,24.49,1
BTE710002,BEST Soldering Iron 60W 110V for Cellphone Tablet and Computer Repair,0,0,12.99,12.79,12.49,9.99,9.79,9.49,9.99,9.79,9.49,9.99,9.79,9.49,9.99,9.79,9.49,9.99,9.79,9.49,9.99,9.79,9.49,1
BTH210001,BinTEKÖ Phillips + 1.5 Standard Size Premium Long-Lasting Screwdriver,0,0,6.99,6.79,6.49,4.99,4.79,4.49,4.99,4.79,4.49,4.99,4.79,4.49,4.99,4.79,4.49,4.99,4.79,4.49,4.99,4.79,4.49,1
